Q,H,gamma,q_target,objective,stress objective,stress total load shedding,stress total dispatched generation cost,stress total battery throughput,stress total curtailed non-dispatched generation,normal objective,normal total load shedding,normal total dispatched generation cost,normal total battery throughput,normal total curtailed non-dispatched generation
1,24,0.0001,0.5,1.1091014337847784,9.409991749665059,55.16347744067849,251.7391733491253,3.0089789073279434,2.9953260499648943e-09,1.0634084595689237,256.1999988976013,22672.764785085466,2200.053928555217,6666.510412691437
1,24,0.0001,0.75,1.1091014337709977,9.409991749580998,55.16347744007956,251.73917334900062,3.008978907176191,2.9976192282704455e-09,1.0634084595555298,256.19999889811083,22672.764784732186,2200.053927825609,6666.510429753706
1,24,0.0001,1.0,1.1091014337709242,9.409991749479095,55.16347743935991,251.73917334871408,3.008978907741089,2.9898404814132494e-09,1.0634084595560167,256.1999988999154,22672.76478450367,2200.0539483423654,6666.5104258494275
1,24,0.001,0.5,1.1091014338329286,9.409991744015063,55.16347740051006,251.739173338642,3.008978932589925,3.0285010060393494e-09,1.0634084596484397,256.1999989257455,22672.764787542183,2200.053834608851,6666.510405492524
1,24,0.001,0.75,1.1091014338473426,9.409991744698909,55.1634774055376,251.73917333664897,3.0089789242054996,3.1810697945378865e-09,1.0634084596591686,256.1999989324551,22672.764787326632,2200.053870812174,6666.510402420886
1,24,0.001,1.0,1.109101433832005,9.409991744228526,55.16347740219008,251.73917333585695,3.008978924890094,3.134832408685899e-09,1.0634084596463362,256.19999893425415,22672.76478696629,2200.0538696776543,6666.510406416882
1,24,0.01,0.5,1.109101433820818,9.40999158552112,55.163476258578456,251.73917334235986,3.008980111213009,3.0059172920111276e-09,1.0634084605087064,256.20000008096565,22672.764785665986,2200.0539622454644,6666.510445634993
1,24,0.01,0.75,1.1091014337931695,9.4099916259448,55.16347654972757,251.73917334329477,3.008979820497964,2.9847589559793503e-09,1.0634084602583898,256.1999997932279,22672.764784532952,2200.0539961963655,6666.5104379806835
1,24,0.01,1.0,1.1091014337941216,9.40999162018319,55.16347650821068,251.7391733436934,3.0089798472326783,2.9275321492067755e-09,1.0634084602910625,256.1999998376623,22672.764782997096,2200.05414638584,6666.510448088377
1,24,0.1,0.5,1.1091012083514928,9.409991964997026,55.16347899256198,251.73917333439977,3.0089773932213966,2.1559020909591374e-09,1.0634082317094073,256.1999973869671,22672.760823248314,2199.85705304411,6666.510434020135
1,24,0.1,0.75,1.109100383704399,9.409991948744796,55.1634788755789,251.73917333286192,3.0089774810499264,2.154764244766743e-09,1.0634074026124334,256.1999974892647,22672.743997693167,2199.3704862794316,6666.510426431016
1,24,0.1,1.0,1.109100227034617,9.409991947901903,55.16347886969684,251.73917332892174,3.0089775015523044,2.5248930902959386e-09,1.063407245084889,256.19999748659717,22672.743159680926,2199.042200782398,6666.510427165764
