Q,objective,stress objective,stress total load shedding,stress total dispatched generation cost,stress total battery throughput,stress total curtailed non-dispatched generation,normal objective,normal total load shedding,normal total dispatched generation cost,normal total battery throughput,normal total curtailed non-dispatched generation
1,1.109099913604291,9.409991864287475,55.16347826940094,251.73917328865787,3.008978071960485,2.8374703836978304e-09,1.063406930389521,256.1999978605287,22672.74130564213,2198.4036137169765,6666.510670295483
