name,bus,gen,cap,cf,units
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.85,0.0,1
Rolling Hills,9xkgmv,WT,1.5,0.0,1
"Roswell Solar, LLC",9wve62,PV,70.0,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.3,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.3,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.3,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.3,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.3,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.3,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.3,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.3,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.3,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse,9xkgmv,WT,2.82,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
Roundhouse Wind II,9xkgmv,WT,2.3,0.0,1
"Route 66 Energy Center, LLC",9wdb95,PV,49.5,0.0,1
"Rudy Solar, LLC",9mupsy,PV,1.5,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek I,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rush Creek II,9wve62,WT,2.0,0.0,1
Rutan,9q5fm0,PV,4.0,0.0,1
SAGUARO,9w01f3,CT,92.2,0.01,1
SAGUARO,9w01f3,ST,92.2,0.01,1
SALINAS_RIVER_COGENERATION,9q613c,CT,38.9,0.044,1
SALTON_SEA_POWER_GEN_CO_-_UNIT_2,9mvffm,ST,20.0,0.033,1
SALTON_SEA_POWER_GEN_CO_-_UNIT_3,9mvgw4,ST,53.9,0.013,1
SALTON_SEA_POWER_GEN_CO_-_UNIT_4,9mvgw4,ST,47.5,0.012,1
SALTON_SEA_POWER_GEN_CO_UNIT_1,9mvffm,ST,10.0,0.016,1
SALTON_SEA_POWER_LLC_-_UNIT_5,9mvgw4,ST,58.3,0.014,1
SALT_SPRINGS,9qcf5u,HT,42.0,0.054,1
SAND_BAR_POWER_PLANT,9qcbq0,HT,16.2,0.009,1
SANTAN,9w01f3,CC,1326.0,0.146,1
SAN_DIEGO_STATE_UNIVERSITY,9mudw2,CC,15.1,0.011,1
SAN_FRANCISQUITO_1,9q5evq,HT,69.3,0.623,1
SAN_FRANCISQUITO_2,9q5evq,HT,42.0,0.377,1
SAN_GABRIEL_FACILITY,9qh3ky,ES,33.0,0.049,1
SAN_GABRIEL_FACILITY,9qh3ky,CT,33.0,0.049,1
SAN_JUAN,9wdb95,ST,1848.0,0.479,1
SCATTERGOOD,9q5cts,CC,292.0,0.176,1
SCATTERGOOD,9q5cts,CT,292.0,0.176,1
SCATTERGOOD,9q5cts,ST,292.0,0.176,1
SCA_COGEN_2,9qcem3,CC,96.7,0.109,1
SCA_COGEN_2,9qcem3,CT,96.7,0.109,1
SCDA Solar 1,9qcem3,PV,6.8,0.0,1
SCE-Snowline-Duncan Road (North),9mupsy,PV,1.5,0.0,1
SCE-Snowline-Duncan Road (South),9mupsy,PV,1.0,0.0,1
SCE-Snowline-White Rd (Central),9mupsy,PV,1.5,0.0,1
SCE-Snowline-White Road (North),9mupsy,PV,1.5,0.0,1
SCE-Snowline-White Road (South),9mupsy,PV,1.5,0.0,1
