bus,gen,cap,cf,units
9mudw2,ES,47.8,0.034,2
9mupsy,ES,6.3,0.005,1
9mvffm,ES,129.4,0.212,1
9mzqxj,ES,280.0,0.024,1
9q5bwz,ES,29.9,0.004,1
9qh3ky,ES,82.9,0.122,3
9w01f3,ES,22.0,0.002,2
