bus,gen,cap,cf,units
9mudw2,IC,3.3,0.002,1
9pr8ne,IC,83.5,0.415,1
9q5dy2,IC,13.2,0.007,1
9q9m24,IC,5.5,0.007,1
9qcbq0,IC,66.3,0.039,1
9qd9xh,IC,49.6,0.024,1
9qw0kp,IC,7.5,0.034,1
9r1jcf,IC,46.4,0.18,1
9wve62,IC,278.1,0.018,3
9x0gc5,IC,50.0,0.037,3
9x0ryy,IC,10.1,0.012,1
c237sz,IC,225.6,0.033,1
c2kx95,IC,24.6,0.004,1
c2r8x7,IC,54.9,0.056,1
c8h5zm,IC,34.3,0.006,1
