I,'ID',      PG,        QG,        QT,        QB,     VS,    IREG,     MBASE,     ZR,         ZX,         RT,         XT,     GTAP,STAT, RMPCT,      PT,        PB,    O1,    F1,  O2,    F2,  O3,    F3,  O4,    F4,WMOD, WPF,NREG
1032,'C ',   712.000,    -3.332,   200.000,  -200.000,1.01400,  1002,   873.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,   873.000,     0.000,   1,1.0000
1032,'G ',   856.000,    -3.332,   357.000,  -357.000,1.01400,  1002,  1050.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,  1050.000,     0.000,   1,1.0000
1032,'S ',   520.000,    -3.332,   360.000,  -360.000,1.01400,  1002,   638.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,   638.000,     0.000,   1,1.0000,   0,   1.0,   0,   1.0,   0,   1.0, 1, 1.0000
1034,'C ',  1847.000,   262.628,   500.000,  -500.000,1.03000,  1004,  2100.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,  1944.000,     0.000,   1,1.0000
1034,'G ',  2565.000,   262.628,   918.000,  -918.000,1.03000,  1004,  2900.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,  2700.000,     0.000,   1,1.0000
1034,'W ',  1598.000,   262.628,   800.000,  -800.000,1.03000,  1004,  1682.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,  1682.000,     0.000,   1,1.0000,   0,   1.0,   0,   1.0,   0,   1.0, 1, 1.0000
1131,'C ',   530.000,   -46.791,   308.000,  -308.000,1.01000,  1101,  1268.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,  1268.000,     0.000,   1,1.0000
1131,'G ',  2064.000,   -46.791,  1916.000, -1916.000,1.01000,  1101,  4934.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,  4934.000,     0.000,   1,1.0000
1232,'C ',  2728.000,     0.604,  1208.000, -1208.000,1.08000,  1202,  4977.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,  4977.000,     0.000,   1,1.0000
1232,'H ',   657.000,     0.604,   628.000,  -628.000,1.08000,  1202,  1199.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,  1199.000,     0.000,   1,1.0000
1331,'G ',  1986.000,    24.690,   841.000,  -841.000,1.04500,  1301,  2167.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,  2167.000,     0.000,   1,1.0000
1331,'H ',  2133.000,    24.690,  1219.000, -1219.000,1.04500,  1301,  2328.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,  2328.000,     0.000,   1,1.0000
1333,'C ',   218.000,   217.320,   303.000,  -303.000,1.00500,  1303,   418.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,   418.000,     0.000,   1,1.0000
1333,'G ',  3662.000,   217.320,  2746.000, -2746.000,1.00500,  1303,  7011.000, 0.00000E+0, 2.00000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,  7011.000,     0.000,   1,1.0000
