name,type,latitude,longitude,node
"Borden Solar Farm",PV,36.941297,-119.963177,9qd9xh
"Adera Solar",PV,37.120529,-120.324509,9qd9xh
"City of Madera WWTP",PV,36.942735,-120.158887,9qd9xh
"Huron Solar Station",PV,36.177598,-120.109391,9qd9xh
"Gates Solar Station",PV,36.175836,-120.115552,9qd9xh
"CalRenew-1",PV,36.759626,-120.365926,9qd9xh
"Five Points Solar Station",PV,36.395424,-120.107782,9qd9xh
"Stroud Solar Station",PV,36.52382,-120.123306,9qd9xh
"West Gates Solar Station",PV,36.141884,-120.132734,9qd9xh
"Westside Solar Station",PV,36.37817,-120.123959,9qd9xh
"Cantua Solar Station",PV,36.424422,-120.341163,9qd9xh
"Giffen",PV,36.527411,-120.313283,9qd9xh
"La Joya Del Sol",PV,36.678879,-119.79754,9qd9xh
"Gap Pacific Distribution Center",PV,36.783741,-119.714009,9qd9xh
"Five Points Solar Park",PV,36.391972,-120.243421,9qd9xh
"Oro Loma",PV,36.876816,-120.667732,9qd9xh
"Aspiration G",PV,36.54837,-120.345676,9qd9xh
"Dover Dairy",PV,36.41493,-119.553614,9qdbm8
"Luciana",PV,35.817328,-119.063026,9qdbm8
"Ivanhoe Solar",PV,36.387268,-119.255203,9qdbm8
"Guernsey Solar Station",PV,36.163408,-119.650315,9qdbm8
"RE Kansas South, LLC",PV,36.221314,-119.829948,9qdbm8
"Corcoran Solar",PV,36.142132,-119.572919,9qdbm8
"Sand Drag, LLC",PV,35.980693,-120.102349,9qdbm8
"Corcoran Solar 2",PV,36.141488,-119.582386,9qdbm8
"RE Kent South, LLC",PV,36.221972,-119.910352,9qdbm8
"Henrietta Solar Project",PV,36.214536,-119.806731,9qdbm8
"RE Mustang, LLC",PV,36.230414,-119.912225,9qdbm8
"CED Avenal",PV,35.996053,-120.151899,9qdbm8
"Corcoran Solar 3",PV,36.147519,-119.588717,9qdbm8
"CID Solar, LLC",PV,36.129361,-119.541797,9qdbm8
"Sun City Project, LLC",PV,35.985182,-120.101408,9qdbm8
"Hanford 1 and 2",PV,36.30665,-119.629057,9qdbm8
"RE Kansas Solar, LLC",PV,36.244432,-119.829726,9qdbm8
"Kettleman Solar-Centaurus",PV,36.060918,-119.945024,9qdbm8
"CID Solar (CA)",PV,36.140871,-119.566235,9qdbm8
"Lemoore 1",PV,36.25728,-119.797435,9qdbm8
"Westside Solar Power PV1",PV,36.217782,-119.906783,9qdbm8
"CDCR (CA)-Corcoran State Prison",PV,36.064473,-119.5605,9qdbm8
"American Kings Solar, LLC",PV,36.249391,-119.900317,9qdbm8
"Aquamarine",PV,36.204642,-119.917678,9qdbm8
"Mustang Two",PV,36.203455,-119.900562,9qdbm8
"Slate Hybrid",PV,36.211961,-119.87457,9qdbm8
"Almond",PV,36.148542,-119.914298,9qdbm8
"Cottonwood Solar, LLC (City of Corcoran)",PV,36.136117,-119.558863,9qdbm8
"Avenal Park",PV,35.990852,-120.106656,9qdbm8
"Java Solar, LLC",PV,36.231328,-119.811814,9qdbm8
"CED Ducor 1",PV,35.855438,-119.068501,9qdbm8
"Atwell Island",PV,35.815505,-119.451017,9qdbm8
"Alpaugh 50",PV,35.901922,-119.438642,9qdbm8
"Alpaugh North",PV,35.909054,-119.426903,9qdbm8
"Kingsburg Solar",PV,36.505254,-119.540118,9qdbm8
"Exeter Solar",PV,36.265953,-119.128349,9qdbm8
"White River Solar",PV,35.874844,-119.451879,9qdbm8
"Solar Photovoltaic Project #42",PV,36.028665,-119.073924,9qdbm8
"Tropico Solar PV Plant",PV,35.831023,-119.049593,9qdbm8
"Nicolis Solar PV Plant",PV,35.82219,-119.039789,9qdbm8
"Castle Rock Vineyards",PV,35.801176,-119.110889,9qdbm8
"Porterville Solar",PV,36.100484,-119.038005,9qdbm8
"Atwell Island West Solar",PV,35.81509,-119.459675,9qdbm8
"Farmersville",PV,36.318418,-119.213989,9qdbm8
"City of Tulare Water Facility",PV,36.186375,-119.377771,9qdbm8
"White River Solar 2",PV,35.871483,-119.464992,9qdbm8
"CED Ducor 3",PV,35.845551,-119.057005,9qdbm8
"CED Ducor 2",PV,35.846421,-119.065818,9qdbm8
"CED Ducor 4",PV,35.850283,-119.026032,9qdbm8
"RE-VFO, LLC",PV,36.35362,-119.400731,9qdbm8
"FTF-PackingShed",PV,36.547339,-119.431282,9qdbm8
"Porterville 6 and 7",PV,36.09401,-119.037477,9qdbm8
"Lindsay Solar",PV,36.211927,-119.133777,9qdbm8
"Tulare 1 and 2",PV,36.20446,-119.417946,9qdbm8
"Dinuba Wastewater Treatment Plant",PV,36.538178,-119.426157,9qdbm8
"Owens Valley Solar Project 11",PV,36.268424,-117.983017,9qe6tq
"Munro Valley Solar",PV,36.264822,-117.995482,9qe6tq
"Trona Solar III",PV,35.804912,-117.349841,9qe6tq
"Arlington Energy Center II",PV,33.706592,-114.785766,9qj152
"Blythe Mesa Solar II",PV,33.575483,-114.739432,9qj152
"EMWD-Moreno Valley RWRF",PV,33.861247,-117.214039,9qj152
"Athos Solar Project",PV,33.753074,-115.345924,9qj152
"Diamond Valley Solar Project",PV,33.712238,-117.073016,9qj152
"Tequesquite Landfill Solar PV Project",PV,33.97533,-117.405786,9qj152
"AP North Lake I, LP",PV,33.741677,-117.011471,9qj152
"Palo Verde College",PV,33.666084,-114.65691,9qj152
"Solar Blythe 2",PV,33.624294,-114.699178,9qj152
"North Palm Springs 4A",PV,33.908674,-116.560154,9qj152
"McCoy Solar Energy Project Hybrid",PV,33.703743,-114.764833,9qj152
"Solar Blythe, LLC",PV,33.591974,-114.742253,9qj152
"Garnet Solar Generation Station I, LLC",PV,33.89107,-116.543137,9qj152
"Venable Solar 1",PV,33.598564,-114.571681,9qj152
"Venable Solar 2",PV,33.597048,-114.571952,9qj152
"Desert Sunlight 300, LLC",PV,33.823568,-115.394115,9qj152
"Chuckawalla Valley State Prison",PV,33.565266,-114.903852,9qj152
"Colgreen North Shore Solar Farm",PV,33.547372,-115.978082,9qj152
"Blythe Solar 110, LLC",PV,33.673669,-114.738061,9qj152
"Blythe Solar II, LLC",PV,33.684154,-114.739769,9qj152
"EMWD-San Jacinto RWRF NEM",PV,33.798117,-117.016669,9qj152
"EMWD-Sun City RWRF",PV,33.696106,-117.218434,9qj152
"Desert Harvest, LLC",PV,33.795587,-115.371453,9qj152
"Desert Harvest II, LLC",PV,33.794421,-115.342448,9qj152
"SunAnza",PV,33.557208,-116.642211,9qj152
"Blythe Solar III, LLC Hybrid",PV,33.659951,-114.736616,9qj152
"Blythe Solar IV, LLC",PV,33.681889,-114.769528,9qj152
"Maverick Solar, LLC",PV,33.698716,-115.229063,9qj152
"Maverick Solar 4, LLC",PV,33.688378,-115.199522,9qj152
"SE Athos II, LLC",PV,33.74373,-115.313258,9qj152
"Oberon Solar Project",PV,33.725692,-115.375223,9qj152
"Maverick Solar 6, LLC",PV,33.74024,-115.35214,9qj152
"EMWD-Perris Valley RWRF",PV,33.755136,-117.200101,9qj152
"EMWD - San Jacinto RES BCT",PV,33.803545,-117.02362,9qj152
"RCWD PV Project",PV,33.536297,-117.196963,9qj152
"SunEdison Ironwood State Prison",PV,33.566907,-114.918045,9qj152
"Valley Sanitary District WTP Solar",PV,33.717775,-116.198272,9qj152
"Soboba Community Solar Project",PV,33.770206,-116.904249,9qj152
"North Palm Springs 1A",PV,33.923347,-116.594548,9qj152
"Ironwood Solar, LLC",PV,33.565188,-114.918553,9qj152
"Desert Hot Springs Solar",PV,33.923044,-116.530143,9qj152
"Chuckawalla Solar",PV,33.568471,-114.917988,9qj152
"Mohave Electric Cooperative at Joy Lane",PV,34.994777,-114.553771,9qndpr
"OE_AZ1",PV,33.771081,-113.654525,9qndpr
"Jacobson 5 MW Solar",PV,35.303874,-114.01518,9qndpr
"La Senita",PV,35.241588,-114.004585,9qndpr
"Gray Hawk Solar",PV,35.349159,-113.914259,9qndpr
"Mohave Electric at Fort Mohave",PV,34.983955,-114.55634,9qndpr
"Black Mountain Solar, LLC",PV,35.022825,-114.162449,9qndpr
"Searchlight Solar",PV,35.486403,-114.934023,9qqk6u
"Mountain View Solar",PV,36.386503,-114.952156,9qqk6u
"Silver State Solar Power North",PV,35.62505,-115.350152,9qqk6u
"Silver State Solar Power South",PV,35.607882,-115.337278,9qqk6u
"Techren Solar IV, LLC",PV,35.892361,-114.936029,9qqk6u
"Nellis Air Force Base Solar Array",PV,36.256491,-115.054411,9qqk6u
"CM48",PV,35.781022,-114.992615,9qqk6u
"Apex Solar PV Power Project",PV,36.392197,-114.964727,9qqk6u
"Copper Mountain Solar 2",PV,35.785768,-114.961632,9qqk6u
"Techren Solar III, LLC",PV,35.844998,-114.972093,9qqk6u
"Copper Mountain Solar 5, LLC",PV,35.771769,-114.976657,9qqk6u
"Playa Solar 2",PV,36.410661,-114.912141,9qqk6u
"CM10",PV,35.786467,-114.997984,9qqk6u
"Boulder Solar Power, LLC",PV,35.836256,-114.9816,9qqk6u
"Techren Solar I, LLC",PV,35.852813,-114.968555,9qqk6u
"Techren Solar II, LLC",PV,35.867654,-114.955521,9qqk6u
"Playa Solar 1, LLC",PV,36.400079,-114.901877,9qqk6u
"Nellis Solar PV II",PV,36.207622,-115.04642,9qqk6u
"Boulder Solar II, LLC",PV,35.84781,-114.945912,9qqk6u
"Moapa Southern Paiute",PV,36.525935,-114.75462,9qqk6u
"Techren Solar V",PV,35.901334,-114.926483,9qqk6u
"Copper Mountain Solar 4, LLC",PV,35.788794,-114.979682,9qqk6u
"Harry Allen Solar Energy, LLC",PV,36.425518,-114.923188,9qqk6u
"Yellow Pine Solar",PV,36.057741,-115.79137,9qqk6u
"River Mountains Solar",PV,36.031854,-114.927786,9qqk6u
"Copper Mountain Solar 3",PV,35.881832,-114.965487,9qqk6u
"Spectrum Solar PV Power Project",PV,36.23712,-114.87362,9qqk6u
"Las Vegas WPCF Solar Plant",PV,36.134709,-115.03527,9qqk6u
"Townsite Solar Project Hybrid",PV,35.938777,-114.886585,9qqk6u
"NVSS-II",PV,36.275343,-115.972339,9qw0kp
"Bloomington Solar I",PV,37.043952,-113.627719,9qw0kp
"Sunshine Valley Solar",PV,36.515032,-116.515336,9qw0kp
"Enerparc CA2, LLC",PV,39.69908,-122.175386,9r106e
"Butte College Main Campus Solar",PV,39.651561,-121.650012,9r13pb
"Gridley Main Two",PV,39.373289,-121.681455,9r13pb
"Gridley Main",PV,39.373372,-121.684357,9r13pb
"Sierra Pacific Industries (2042-RD)",PV,40.122194,-122.189406,9r1jcf
"Shasta Solar Farm",PV,41.031259,-121.425306,9r1jcf
"Bly Solar Center",PV,42.37664,-121.020118,9r3wzq
"OR Solar 5, LLC",PV,42.031034,-121.611061,9r3wzq
"Chiloquin Solar, LLC",PV,42.611487,-121.862597,9r3wzq
"OR Solar 3, LLC",PV,42.022228,-121.425629,9r3wzq
"Klamath Falls Solar 2 (CSG)",PV,42.182954,-121.763455,9r3wzq
"Old Mill Solar",PV,42.408186,-121.043107,9r3wzq
"Oregon University System OIT Klamath Falls",PV,42.260185,-121.785776,9r3wzq
"NorWest Energy 4, LLC",PV,42.207084,-121.351576,9r3wzq
"OR Solar 8, LLC",PV,42.239049,-121.58562,9r3wzq
"Woodline Solar",PV,42.236037,-121.577258,9r3wzq
"HL Solar",PV,40.372677,-120.264829,9r4bc7
"Western 102 Power Plant",PV,39.560389,-119.509091,9r4bc7
"Turquoise Liberty Solar",PV,39.580532,-119.517431,9r4bc7
"Turquoise Nevada, LLC",PV,39.587008,-119.527319,9r4bc7
"Fish Springs",PV,40.080627,-119.963667,9r4bc7
"PSREC/SIAD Solar",PV,40.150274,-120.124711,9r4bc7
"Ft. Churchill PV",PV,39.121494,-119.140914,9r4bc7
"Luning Energy",PV,38.545208,-118.193732,9r4bc7
"EGP Stillwater Solar PV II, LLC",PV,39.537086,-118.563667,9r4bc7
"Tungsten Mountain",PV,39.666486,-117.681253,9r4bc7
"Patua Acquisition Project, LLC",PV,39.582548,-119.068946,9r4bc7
"Stillwater Facility",PV,39.542771,-118.560936,9r4bc7
"OR Solar 2, LLC",PV,42.521494,-122.828455,9r88yx
"Eagle Point Solar",PV,42.400782,-122.830308,9r88yx
"Rock Garden Solar, LLC",PV,43.394159,-120.954844,9r3wzq
"Airport Solar",PV,42.166668,-120.409479,9r3wzq
"OR Solar 6, LLC",PV,42.211172,-120.371519,9r3wzq
"Black Cap Solar Plant",PV,42.175092,-120.362663,9r3wzq
"Fort Rock I",PV,43.316651,-121.00914,9r3wzq
"BC Solar",PV,42.172667,-120.362524,9r3wzq
"Garrett Solar",PV,42.147793,-120.420207,9r3wzq
"Fort Rock IV",PV,43.397002,-120.948912,9r3wzq
"Alkali Solar, LLC",PV,43.31856,-121.002206,9r3wzq
"Outback Solar at Christmas Valley",PV,43.235275,-120.486327,9r3wzq
"Sheep Solar",PV,44.827488,-122.948339,9rb6wg
"Interstate Solar",PV,45.129636,-122.899589,9rb6wg
"Labish Solar, LLC",PV,44.985089,-122.941138,9rb6wg
"Case Creek Solar",PV,45.172331,-122.912379,9rb6wg
"Kale Patch Solar",PV,45.083174,-122.90282,9rb6wg
"St Louis Solar",PV,45.120234,-122.936268,9rb6wg
"Pika Solar",PV,45.088004,-122.772281,9rb6wg
"Brush Creek Solar",PV,44.985426,-122.812712,9rb6wg
"Silverton Solar",PV,45.014302,-122.807152,9rb6wg
"Rafael Solar",PV,44.859872,-123.008155,9rb6wg
"Drift Creek Solar",PV,44.970522,-122.802471,9rb6wg
"Kaiser Creek Solar (CSG)",PV,45.143578,-122.607851,9rb6wg
"Tickle Creek Solar",PV,45.3733,-122.264946,9rb6wg
"Thomas Creek Solar",PV,45.131375,-122.619444,9rb6wg
"Minke Solar",PV,45.171211,-122.624282,9rb6wg
"Dunn Road Solar",PV,45.431494,-122.286481,9rb6wg
"Mt. Hope Solar",PV,45.126464,-122.608112,9rb6wg
"Sulus Solar 17",PV,45.349163,-122.429474,9rb6wg
"Day Hill Solar, LLC",PV,45.268845,-122.329109,9rb6wg
"SSD Clackamas 1, LLC",PV,45.420938,-122.333268,9rb6wg
"SSD Clackamas 4, LLC",PV,45.105651,-122.662012,9rb6wg
"SSD Clackamas 7, LLC",PV,45.181767,-122.591971,9rb6wg
"Sulus Solar 35",PV,45.141533,-122.649541,9rb6wg
"Sulus Solar 29",PV,45.458507,-122.289444,9rb6wg
"Brightwood Solar, LLC",PV,45.383402,-122.079111,9rb6wg
"Sandy River Solar (CSG)",PV,45.43149,-122.295791,9rb6wg
"Bighorn Solar",PV,44.967035,-122.957862,9rb6wg
"Bristol Solar",PV,45.144867,-122.786688,9rb6wg
"SSD Marion 3, LLC",PV,44.984203,-122.960193,9rb6wg
"Cosper Creek Solar (CSG)",PV,45.058885,-123.497377,9rb6wg
"O'Neill Creek Solar",PV,45.471659,-123.13974,9rb6wg
"Milford Solar OR",PV,45.559908,-123.071525,9rb6wg
"Yamhill Solar, LLC",PV,45.10838,-123.278175,9rb6wg
"Bellevue Solar Project",PV,45.112295,-123.234291,9rb6wg
"Mill Creek Solar (OR)",PV,45.168553,-123.135107,9rb6wg
"Dayton Cutoff Solar",PV,45.169611,-123.13626,9rb6wg
"Ballston Solar, LLC",PV,45.076462,-123.394093,9rb6wg
"Grand Ronde Solar",PV,45.053049,-123.609457,9rb6wg
"Butler Solar, LLC",PV,45.101472,-123.41943,9rb6wg
"Sulus Solar 33",PV,45.079018,-123.40303,9rb6wg
"Sulus Solar 28",PV,45.103864,-123.515506,9rb6wg
"Williams Acres Solar",PV,45.137367,-122.800157,9rb6wg
"Sesqui-C Solar (CSG)",PV,45.323454,-123.175434,9rb6wg
"Colton Solar",PV,45.170298,-122.472865,9rb6wg
"Baldock Solar Highway",PV,45.269653,-122.771784,9rb6wg
"Oregon University System Rabbit Field",PV,44.566239,-123.295743,9rb6wg
"Firwood Solar, LLC",PV,45.379532,-122.229859,9rb6wg
"Palmer Creek Solar, LLC",PV,45.184296,-123.103751,9rb6wg
"Valley Creek Solar",PV,45.03301,-123.09691,9rb6wg
"Red Prairie Solar",PV,45.086377,-123.422801,9rb6wg
"Duus Solar, LLC",PV,45.318494,-122.331678,9rb6wg
"SSD Marion 6, LLC",PV,45.255099,-122.803325,9rb6wg
"SSD Marion 1, LLC",PV,45.137896,-122.914407,9rb6wg
"Boring Solar, LLC",PV,45.430769,-122.28454,9rb6wg
"Sulus Solar 22",PV,44.974004,-122.776207,9rb6wg
"Greenpark Solar",PV,44.876176,-122.935312,9rb6wg
"Sulus Solar 25",PV,45.268993,-122.82176,9rb6wg
"Carnes Creek Solar (CSG)",PV,45.076112,-122.933266,9rb6wg
"Fruitland Creek Solar (CSG)",PV,44.929836,-122.937619,9rb6wg
"River Valley Solar",PV,45.128043,-122.828527,9rb6wg
"SSD Marion 5, LLC",PV,45.113431,-122.793289,9rb6wg
"Steel Bridge Solar, LLC",PV,45.067675,-123.470971,9rb6wg
"OSLH, LLC",PV,44.059598,-121.229434,9rcvn1
"NorWest Energy 2, LLC",PV,44.068482,-121.228347,9rcvn1
"Solar Star Oregon II",PV,44.185237,-120.916008,9rcvn1
"Tumbleweed Solar, LLC",PV,44.19398,-121.23007,9rcvn1
"Elbe Solar Center",PV,44.61898,-121.206217,9rcvn1
"Adams Solar Center",PV,44.673117,-121.125151,9rcvn1
"Bear Creek Solar Center",PV,44.06044,-121.238169,9rcvn1
"Suntex Solar, LLC",PV,43.552737,-119.689962,9rg8bx
"Brush Solar Center",PV,44.466797,-118.205391,9rg8bx
"Baker City Solar",PV,44.7018,-117.763861,9rg8bx
"Murphy Flat Solar",PV,43.211407,-116.441859,9rg8bx
"Riley",PV,43.554283,-119.684458,9rg8bx
"Thunderegg Solar Center, LLC",PV,43.932783,-116.988348,9rg8bx
"West Hines Solar I, LLC",PV,43.499962,-119.146275,9rg8bx
"Grove Solar Center, LLC",PV,43.936046,-117.384902,9rg8bx
"Hyline Solar Center, LLC",PV,44.150366,-117.000996,9rg8bx
"Open Range Solar Center, LLC",PV,43.796958,-117.06293,9rg8bx
"Vale Air Solar Center, LLC",PV,43.961698,-117.259276,9rg8bx
"Railroad Solar Center, LLC",PV,43.999105,-117.100477,9rg8bx
"Starvation",PV,43.503691,-119.149256,9rg8bx
"Vale Solar Center",PV,44.158147,-117.443681,9rg8bx
"Ontario Solar Center",PV,44.113233,-117.026613,9rg8bx
"Morgan Solar Center",PV,43.950218,-117.072991,9rg8bx
"Battle Mountain Solar Project",PV,40.720895,-117.063807,9rkf69
"Pavant Solar II, LLC",PV,39.158924,-112.353087,9rpbwn
"Pavant Solar, LLC",PV,39.151744,-112.343248,9rpbwn
"Pavant Solar III",PV,39.157077,-112.373955,9rpbwn
"Jackpot Solar, LLC",PV,42.200942,-114.630973,9rwgcr
"Clif Bar Bakery of Twin Falls",PV,42.5382,-114.410983,9rwgcr
"Simcoe Solar",PV,43.325088,-115.939035,9rwgcr
"Mt. Home Solar 1, LLC",PV,43.147282,-115.721926,9rwgcr
"Grand View Solar Two",PV,43.015967,-116.015811,9rwgcr
"Orchard Ranch Solar",PV,43.468911,-116.289494,9rwgcr
"Black Mesa Solar, LLC",PV,42.898192,-115.199159,9rwgcr
"ID Solar",PV,43.440923,-116.32853,9rwgcr
"American Falls Solar",PV,42.830953,-112.742728,9rx7st
"American Falls Solar II",PV,42.825716,-112.749122,9rx7st
"Davis Monthan AFB (AZ) West Airfield",PV,32.170516,-110.897011,9w01f3
"Mesquite Solar 5, LLC",PV,33.355906,-112.915082,9w01f3
"UASTP I",PV,32.099521,-110.811275,9w01f3
"Avalon Solar II",PV,32.042663,-110.959069,9w01f3
"Valencia Solar",PV,32.145812,-110.87957,9w01f3
"Tech Park Solar",PV,32.099647,-110.81571,9w01f3
"Mesa Solar Array",PV,33.345243,-111.601785,9w01f3
"RE Ajo 1, LLC",PV,32.365016,-112.831304,9w01f3
"Mesquite Solar 3, LLC",PV,33.340897,-112.950747,9w01f3
"Badger 1",PV,33.49817,-112.813276,9w01f3
"Gila Bend Hybrid",PV,32.948588,-112.769774,9w01f3
"Desert Star Hybrid",PV,33.144218,-112.661591,9w01f3
"Luke Solar",PV,33.52506,-112.382458,9w01f3
"Paloma Solar Hybrid",PV,33.020959,-112.661797,9w01f3
"Saddle Mountain Solar I",PV,33.381248,-113.18452,9w01f3
"Mesquite Solar 1",PV,33.345446,-112.923848,9w01f3
"Arlington Valley Solar Energy II",PV,33.298671,-112.827225,9w01f3
"Queen Creek Solar Farm",PV,33.268352,-111.613368,9w01f3
"Lake Pleasant WTP",PV,33.82314,-112.24089,9w01f3
"Mesquite Solar 2, LLC",PV,33.331271,-112.923389,9w01f3
"Cotton Center Solar Hybrid",PV,33.034607,-112.661625,9w01f3
"Gilbert Solar Facility I, LLC",PV,33.356339,-111.803663,9w01f3
"Sun Streams, LLC",PV,33.354277,-112.839341,9w01f3
"Cogenra-TEP",PV,32.101847,-110.813116,9w01f3
"Sun Streams 2",PV,33.319211,-112.816655,9w01f3
"FRB Solar Farm",PV,32.107057,-110.824225,9w01f3
"Prairie Fire",PV,32.117216,-110.819418,9w01f3
"Avra Valley Solar",PV,32.371832,-111.283242,9w01f3
"Picture Rocks Solar, LLC",PV,32.370827,-111.238244,9w01f3
"Avalon Solar",PV,32.03087,-110.958585,9w01f3
"Prescott Airport",PV,34.677792,-112.40593,9w01f3
"RE Bagdad Solar I, LLC",PV,34.587837,-113.175721,9w01f3
"Prescott Solar Plant",PV,34.689322,-112.402614,9w01f3
"Chino Solar Valley",PV,34.724115,-112.432264,9w01f3
"Rio Rico Solar",PV,31.494163,-111.006063,9w01f3
"East Line Solar",PV,32.831954,-111.573906,9w01f3
"Saint Solar",PV,32.85423,-111.502706,9w01f3
"Roger Road WWTP",PV,32.289889,-111.032982,9w01f3
"Walmart Casa Grande",PV,32.868853,-111.771846,9w01f3
"Red Rock",PV,32.554828,-111.280849,9w01f3
"Bonnybrooke PV",PV,33.051117,-111.340769,9w01f3
"Sandstone Solar",PV,33.041452,-111.451962,9w01f3
"Poseidon Solar, LLC",PV,33.158993,-111.481623,9w01f3
"Iron Horse Battery Storage Hybrid",PV,32.101778,-110.819001,9w01f3
"Gato Montes Solar, LLC",PV,32.105004,-110.822521,9w01f3
"Broadway 2 - Tucson Phase II",PV,32.242474,-111.258304,9w01f3
"Raptor Ridge",PV,32.141669,-110.883906,9w01f3
"Wilmot Energy Center, LLC",PV,32.034942,-110.898385,9w01f3
"Pinal Central Energy Center Hybrid",PV,32.875696,-111.546455,9w01f3
"Buckeye Union HS District 201",PV,33.417858,-112.574539,9w01f3
"Kayenta Solar Project",PV,36.787247,-110.2405,9w1wf0
"Apache Solar 1",PV,32.068285,-109.888694,9w1wf0
"Red Horse III",PV,32.268153,-110.151375,9w1wf0
"Sulphur Springs",PV,32.066676,-109.921281,9w1wf0
"Red Horse 2",PV,32.257451,-110.156832,9w1wf0
"Fort Huachuca Solar PV Project",PV,31.555551,-110.320155,9w1wf0
"Holloman Solar Facility",PV,32.921032,-106.07365,9w1zzg
"SunE EPE1, LLC",PV,32.03587,-106.336854,9w1zzg
"Otero Solar",PV,32.976818,-105.971754,9w1zzg
"Alamogordo Solar Energy Center",PV,32.866111,-106.000164,9w1zzg
"Newman Solar",PV,31.976693,-106.429706,9w1zzg
"City of Truth or Consequences PV",PV,33.12037,-107.290215,9w1zzg
"Columbus Solar Project",PV,31.867725,-107.589071,9w1zzg
"Fort Bliss (DEA EPIC)",PV,31.830723,-106.37295,9w1zzg
"Montana Solar Facility",PV,31.82018,-106.215198,9w1zzg
"Buena Vista Energy Center",PV,32.074682,-106.330553,9w1zzg
"Deming Solar Energy Center",PV,32.168645,-107.755631,9w1zzg
"Springerville",PV,34.294474,-109.27154,9w1zzg
"Macho Springs",PV,32.571177,-107.484685,9w1zzg
"SunE EPE2, LLC",PV,32.247934,-106.911337,9w1zzg
"Hatch Solar Energy Center I, LLC",PV,32.628623,-107.259863,9w1zzg
"Alta Luna",PV,32.569775,-107.468255,9w1zzg
"WSMR I",PV,32.395888,-106.476041,9w1zzg
"Roadrunner Solar",PV,31.803112,-106.670383,9w1zzg
"Silver City WWTP PV Project",PV,32.713045,-108.247714,9w1zzg
"Buckhorn Solar Plant",PV,38.022942,-112.73169,9wbmjr
"Greenville Solar Plant",PV,38.255972,-112.733195,9wbmjr
"Granite Peak Solar Plant",PV,38.402586,-112.98796,9wbmjr
"South Milford Solar Plant",PV,38.315789,-113.055263,9wbmjr
"Three Peaks Power",PV,37.828521,-113.128184,9wbmjr
"Milford 2",PV,38.384919,-112.983949,9wbmjr
"Sigurd Solar LLC",PV,38.839245,-112.011672,9wbmjr
"Granite Mountain Solar East, LLC",PV,37.770381,-113.223662,9wbmjr
"Enterprise Solar, LLC",PV,37.644379,-113.605565,9wbmjr
"Utah Red Hills Renewable Energy Park",PV,37.889661,-112.88916,9wbmjr
"Fiddler's Canyon #2",PV,37.733834,-113.252136,9wbmjr
"Cove Mountain Solar",PV,37.622616,-113.619905,9wbmjr
"Fiddler's Canyon #2",PV,37.793583,-113.284938,9wbmjr
"Granite Mountain Solar West, LLC",PV,37.78565,-113.280225,9wbmjr
"Quichapa 3",PV,37.649561,-113.241425,9wbmjr
"Beryl Solar Plant",PV,37.639133,-113.645298,9wbmjr
"Quichapa 2",PV,37.667926,-113.189969,9wbmjr
"Quichapa 1",PV,37.653467,-113.217567,9wbmjr
"Fiddler's Canyon #3",PV,37.731072,-113.219489,9wbmjr
"Fiddler's Canyon #1",PV,37.751759,-113.252052,9wbmjr
"Cedar Valley Solar Plant",PV,37.808244,-113.089112,9wbmjr
"Cove Mountain Solar 2",PV,37.635878,-113.63954,9wbmjr
"Milford Solar 1",PV,38.510653,-113.034401,9wbmjr
"Iron Springs Solar, LLC",PV,37.724927,-113.159433,9wbmjr
"Escalante Solar III, LLC",PV,38.50471,-112.987725,9wbmjr
"Escalante Solar II, LLC",PV,38.498494,-113.023345,9wbmjr
"Escalante Solar I, LLC",PV,38.523761,-113.034505,9wbmjr
"Milford Flat Solar Plant",PV,38.28921,-113.009231,9wbmjr
"Laho Solar Plant",PV,38.292719,-113.034944,9wbmjr
"Bluewater CDEC 1",PV,35.241876,-107.951872,9wdb95
"Grants CDEC 2",PV,35.141868,-107.820351,9wdb95
"Route 66 Energy Center, LLC",PV,35.091382,-107.612736,9wdb95
"Cibola",PV,35.255802,-107.248622,9wdb95
"City of Gallup Solar",PV,35.523792,-108.772724,9wdb95
"Red Mesa Solar Project",PV,37.121344,-109.411275,9we1bp
"SMPA Solar 1 Community Solar",PV,38.272479,-108.784235,9we1bp
"Syncarpha El Rito",PV,36.331185,-106.190017,9we1bp
"Cortez Solar 2, LLC",PV,37.375766,-108.613798,9we1bp
"Santa Fe Solar Energy Center",PV,35.56181,-106.084661,9we1bp
"Cuba 2.5ac, LLC",PV,36.017694,-106.945626,9we1bp
"Encino Solar Energy Center",PV,35.351205,-106.859923,9we1bp
"Rio Rancho High School",PV,35.266414,-106.666462,9we1bp
"Sue Cleveland High School",PV,35.312237,-106.638322,9we1bp
"Los Alamos PV Site",PV,35.876095,-106.310933,9we1bp
"Sandoval Solar Energy Center",PV,35.282857,-106.811036,9we1bp
"Carrizozo Solar",PV,33.61193,-105.749189,9we1bp
"Hayhurst New Mexico Solar",PV,32.071808,-104.162831,9we1bp
"SPS5 Hopi",PV,32.344036,-104.235371,9we1bp
"Alcalde Solar Array",PV,36.091437,-106.041373,9we1bp
"Cortez Solar 3, LLC",PV,37.303841,-108.578668,9we1bp
"Rio Communities Solar Energy Center",PV,34.637939,-106.702024,9we1bp
"Santolina Solar Energy Center",PV,35.012696,-106.861003,9we1bp
"Facebook 1 Solar Energy Center",PV,34.833568,-106.781415,9we1bp
