name,node,bus,gen,cap,cf,units
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Red Mesa,wecc240_psse_N_1001,9wdb95,WT,1.6,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Latigo,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
La Joya II,wecc240_psse_N_1004,9we1bp,WT,2.625,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.3,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
High Lonesome,wecc240_psse_N_1004,9we1bp,WT,2.5,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
El Cabo,wecc240_psse_N_1004,9we1bp,WT,2.1,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
Western Spirit,wecc240_psse_N_1004,9we1bp,WT,2.8,0.0,1
