timestamp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242
2020-08-01 00:00:00 UTC,0.0000,150.0000,250.0000,350.0000,0.0000,0.0000,450.0000,1.7987,0.0000,1.5398,8.1075,0.0000,25.8830,0.1709,62.0412,0.0000,0.0000,63.1453,50.7420,0.0000,0.0000,22.0719,0.0000,2.4448,0.0000,0.0000,14.1396,15.3005,0.0000,0.0000,0.0000,0.0000,7.4161,7.5656,9.4418,9.2491,0.0000,7.3433,6.5922,16.1042,15.5495,14.1333,14.1146,9.5946,0.0000,0.0000,0.0000,0.0000,0.0000,20.8784,16.4652,0.0000,0.0000,0.0000,0.8753,0.0000,0.0000,0.0000,0.0000,0.0000,0.8803,1.2079,0.8899,0.8803,1.0667,2.8773,1.2315,7.1865,1.0499,1.0847,7.8471,0.0000,1.8176,2.0941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1358,1.4572,3.8042,2.8351,2.1537,0.0000,0.0000,4.1718,5.2894,5.9254,5.9595,4.9220,0.0000,0.0000,3.1638,5.6287,4.8578,3.8969,0.0000,5.2326,0.0000,4.6437,4.0037,4.2303,0.0000,0.0000,5.6251,0.0000,0.9297,0.0000,3.1705,0.0000,1.6406,0.0000,0.0000,2.0182,4.3425,2.5577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3769,1.9075,0.0000,0.0000,0.0000,4.3038,1.8687,1.5939,2.2844,2.0437,1.5692,3.0100,2.0724,2.3085,1.3977,2.1416,2.8954,1.7167,1.5883,1.2692,2.3181,3.5345,3.0015,0.0000,2.4421,0.0000,0.0000,0.0000,0.0000,1.5451,0.0000,2.4818,4.4455,0.0000,0.0000,2.6511,20.4513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.8212,4.3855,0.1080,24.2499,0.0000,0.0000,51.4523,43.0023,43.0843,9.4963,0.0000,0.0000,72.1338,85.3458,5.8926,0.0000,0.0000,0.0000,0.0000,10.2247,3.8645,16.8365,0.0000,1.9417,0.8132,6.0924,6.6755,4.6598,0.0000,0.0000,5.0865,5.8842,7.2486,0.0000,0.5682,0.0000,0.0000,16.2839,2.7086,0.0198,0.2750,0.0000,1.9303,15.3933,4.1423,2.9373,0.0655,0.0000,5.2783,1.2899,0.0849,19.7192,0.0000,68.6365,25.1708,0.0000,0.0000,0.0000,0.0000,5.4642,34.0910,12.1322,0.0000,0.0000
