state,county,building_type,floorarea[sf]
ID,Cassia,quick_service_restaurant,11800
ID,Cassia,retail,1145200
ID,Cassia,school,16100
ID,Cassia,strip_mall,206900
ID,Cassia,supermarket,33800
ID,Cassia,warehouse,1804600
ID,Clark,apartment,28400
ID,Clark,hotel,6000
ID,Clark,no_match,101500
ID,Clark,retail,7000
ID,Clark,warehouse,27200
ID,Clearwater,apartment,27900
ID,Clearwater,full_service_restaurant,14400
ID,Clearwater,hotel,53800
ID,Clearwater,no_match,13800
ID,Clearwater,office,32100
ID,Clearwater,retail,119400
ID,Clearwater,strip_mall,22300
ID,Clearwater,supermarket,19400
ID,Clearwater,warehouse,7100
ID,Custer,full_service_restaurant,20100
ID,Custer,hotel,54300
ID,Custer,no_match,9400
ID,Custer,office,11500
ID,Custer,retail,50200
ID,Custer,strip_mall,1600
ID,Custer,supermarket,7500
ID,Custer,warehouse,1900
ID,Elmore,apartment,1920700
ID,Elmore,full_service_restaurant,72000
ID,Elmore,hospital,206700
ID,Elmore,hotel,225800
ID,Elmore,no_match,350300
ID,Elmore,office,229800
ID,Elmore,outpatient,50000
ID,Elmore,quick_service_restaurant,27500
ID,Elmore,retail,899200
ID,Elmore,school,53300
ID,Elmore,strip_mall,239200
ID,Elmore,supermarket,65000
ID,Elmore,warehouse,1024200
ID,Franklin,apartment,58700
ID,Franklin,hotel,15800
ID,Franklin,no_match,57000
ID,Franklin,office,30600
ID,Franklin,quick_service_restaurant,6400
ID,Franklin,retail,181800
ID,Franklin,strip_mall,5000
ID,Franklin,warehouse,62200
ID,Fremont,apartment,46400
ID,Fremont,full_service_restaurant,29000
ID,Fremont,hotel,50100
ID,Fremont,no_match,67200
ID,Fremont,office,35400
ID,Fremont,quick_service_restaurant,2900
ID,Fremont,retail,147700
ID,Fremont,strip_mall,8200
ID,Fremont,supermarket,4600
ID,Fremont,warehouse,123200
ID,Gem,apartment,339300
ID,Gem,full_service_restaurant,45300
ID,Gem,hospital,30800
ID,Gem,hotel,6900
ID,Gem,no_match,864100
ID,Gem,office,209700
ID,Gem,outpatient,101400
ID,Gem,quick_service_restaurant,10800
ID,Gem,retail,614900
ID,Gem,school,4500
ID,Gem,strip_mall,108900
ID,Gem,supermarket,41900
ID,Gem,warehouse,261800
ID,Gooding,apartment,270700
ID,Gooding,full_service_restaurant,33000
ID,Gooding,hospital,40000
ID,Gooding,hotel,75900
ID,Gooding,no_match,78800
ID,Gooding,office,101700
ID,Gooding,outpatient,17700
ID,Gooding,quick_service_restaurant,3200
ID,Gooding,retail,328900
ID,Gooding,school,3800
ID,Gooding,strip_mall,225800
ID,Gooding,supermarket,53000
ID,Gooding,warehouse,474400
ID,Idaho,apartment,63900
ID,Idaho,full_service_restaurant,46900
ID,Idaho,hotel,113900
ID,Idaho,no_match,86100
ID,Idaho,office,125600
ID,Idaho,outpatient,3600
ID,Idaho,quick_service_restaurant,2000
ID,Idaho,retail,183400
ID,Idaho,school,26000
ID,Idaho,strip_mall,22100
ID,Idaho,supermarket,6100
ID,Idaho,warehouse,18300
ID,Jefferson,apartment,56600
ID,Jefferson,full_service_restaurant,34300
ID,Jefferson,hotel,6800
ID,Jefferson,no_match,94600
ID,Jefferson,office,178400
ID,Jefferson,outpatient,5800
ID,Jefferson,quick_service_restaurant,3100
ID,Jefferson,retail,176400
ID,Jefferson,strip_mall,113600
ID,Jefferson,warehouse,110700
ID,Jerome,apartment,392900
ID,Jerome,full_service_restaurant,34900
ID,Jerome,hospital,55600
ID,Jerome,hotel,154100
ID,Jerome,no_match,1057200
ID,Jerome,office,216700
ID,Jerome,outpatient,26600
ID,Jerome,quick_service_restaurant,26600
ID,Jerome,retail,715700
ID,Jerome,school,7400
ID,Jerome,strip_mall,155900
ID,Jerome,supermarket,8300
ID,Jerome,warehouse,1921800
ID,Kootenai,apartment,9232500
ID,Kootenai,full_service_restaurant,583100
ID,Kootenai,hospital,240000
ID,Kootenai,hotel,1740200
ID,Kootenai,no_match,4453200
ID,Kootenai,office,6402400
ID,Kootenai,outpatient,1159500
ID,Kootenai,quick_service_restaurant,132200
ID,Kootenai,retail,9480300
ID,Kootenai,school,115600
ID,Kootenai,strip_mall,688000
ID,Kootenai,supermarket,400000
ID,Kootenai,warehouse,6189100
ID,Latah,apartment,1392300
ID,Latah,full_service_restaurant,49600
ID,Latah,hotel,360200
ID,Latah,no_match,190300
ID,Latah,office,440300
ID,Latah,outpatient,41900
ID,Latah,quick_service_restaurant,20200
ID,Latah,retail,1331100
ID,Latah,strip_mall,140000
ID,Latah,supermarket,11600
ID,Latah,warehouse,167700
ID,Lemhi,apartment,136300
ID,Lemhi,full_service_restaurant,46400
ID,Lemhi,hotel,84900
ID,Lemhi,no_match,37300
ID,Lemhi,office,76400
ID,Lemhi,quick_service_restaurant,4700
ID,Lemhi,retail,132500
ID,Lemhi,strip_mall,64900
ID,Lemhi,warehouse,33600
ID,Lewis,apartment,9400
ID,Lewis,full_service_restaurant,3300
ID,Lewis,hotel,37800
ID,Lewis,no_match,52300
ID,Lewis,office,4200
ID,Lewis,retail,51700
ID,Lewis,warehouse,23000
ID,Lincoln,apartment,86700
ID,Lincoln,full_service_restaurant,4400
ID,Lincoln,hotel,34900
ID,Lincoln,no_match,44200
ID,Lincoln,office,41100
ID,Lincoln,outpatient,5900
ID,Lincoln,retail,124800
ID,Lincoln,strip_mall,42800
ID,Lincoln,supermarket,14100
ID,Lincoln,warehouse,115300
ID,Madison,apartment,5980400
ID,Madison,full_service_restaurant,33700
ID,Madison,hotel,160700
ID,Madison,no_match,125100
ID,Madison,office,487400
ID,Madison,outpatient,25500
ID,Madison,quick_service_restaurant,22400
ID,Madison,retail,1857400
ID,Madison,school,469000
ID,Madison,strip_mall,155700
ID,Madison,supermarket,42000
ID,Madison,warehouse,242300
ID,Minidoka,apartment,300100
ID,Minidoka,full_service_restaurant,74200
ID,Minidoka,hospital,66700
ID,Minidoka,hotel,251600
ID,Minidoka,no_match,965500
ID,Minidoka,office,175500
ID,Minidoka,outpatient,30200
ID,Minidoka,quick_service_restaurant,28600
ID,Minidoka,retail,904300
ID,Minidoka,school,3500
ID,Minidoka,strip_mall,153900
ID,Minidoka,supermarket,89400
ID,Minidoka,warehouse,1746300
ID,Nez Perce,apartment,914100
ID,Nez Perce,full_service_restaurant,46700
ID,Nez Perce,hospital,453100
ID,Nez Perce,hotel,303200
ID,Nez Perce,no_match,2659800
ID,Nez Perce,office,508300
ID,Nez Perce,outpatient,46000
ID,Nez Perce,quick_service_restaurant,27300
ID,Nez Perce,retail,2104000
ID,Nez Perce,school,8900
ID,Nez Perce,strip_mall,279900
ID,Nez Perce,supermarket,59300
ID,Nez Perce,warehouse,237800
ID,Oneida,apartment,10600
ID,Oneida,full_service_restaurant,1800
ID,Oneida,no_match,3000
ID,Oneida,office,5200
ID,Oneida,quick_service_restaurant,2900
ID,Oneida,retail,99900
ID,Oneida,strip_mall,1000
ID,Oneida,warehouse,8300
ID,Owyhee,apartment,77200
ID,Owyhee,full_service_restaurant,24900
ID,Owyhee,hotel,12500
ID,Owyhee,no_match,213400
ID,Owyhee,office,66800
ID,Owyhee,outpatient,17700
ID,Owyhee,quick_service_restaurant,8000
ID,Owyhee,retail,199400
ID,Owyhee,strip_mall,56200
ID,Owyhee,supermarket,20500
ID,Owyhee,warehouse,137900
ID,Payette,apartment,716100
ID,Payette,full_service_restaurant,83100
ID,Payette,hospital,11300
ID,Payette,hotel,11500
ID,Payette,no_match,1620300
ID,Payette,office,448100
ID,Payette,outpatient,91100
ID,Payette,quick_service_restaurant,17800
ID,Payette,retail,561200
ID,Payette,school,3200
ID,Payette,strip_mall,105400
ID,Payette,supermarket,68400
ID,Payette,warehouse,1211600
ID,Power,apartment,189200
ID,Power,full_service_restaurant,8600
ID,Power,hotel,3300
ID,Power,no_match,403500
ID,Power,office,13200
ID,Power,quick_service_restaurant,7200
ID,Power,retail,84600
ID,Power,school,4000
ID,Power,strip_mall,15800
ID,Power,warehouse,567500
ID,Shoshone,apartment,290100
ID,Shoshone,full_service_restaurant,94600
ID,Shoshone,hotel,268900
ID,Shoshone,no_match,352400
ID,Shoshone,office,323400
ID,Shoshone,outpatient,53900
ID,Shoshone,quick_service_restaurant,5000
ID,Shoshone,retail,450900
ID,Shoshone,school,14800
ID,Shoshone,strip_mall,74400
ID,Shoshone,supermarket,25500
ID,Shoshone,warehouse,80700
ID,Teton,apartment,103200
ID,Teton,full_service_restaurant,13000
ID,Teton,hotel,99600
ID,Teton,no_match,68500
ID,Teton,office,183200
ID,Teton,outpatient,10700
ID,Teton,retail,111300
ID,Teton,school,6000
ID,Teton,strip_mall,1200
ID,Teton,supermarket,42200
ID,Teton,warehouse,85500
ID,Twin Falls,apartment,3388900
ID,Twin Falls,full_service_restaurant,296900
ID,Twin Falls,hospital,1774400
ID,Twin Falls,hotel,956200
ID,Twin Falls,no_match,3874300
ID,Twin Falls,office,2093100
ID,Twin Falls,outpatient,680000
ID,Twin Falls,quick_service_restaurant,86200
ID,Twin Falls,retail,5237900
ID,Twin Falls,school,17500
ID,Twin Falls,strip_mall,983800
ID,Twin Falls,supermarket,196100
ID,Twin Falls,warehouse,5807900
ID,Valley,apartment,178600
ID,Valley,full_service_restaurant,69300
ID,Valley,hotel,607500
ID,Valley,no_match,260900
ID,Valley,office,276100
ID,Valley,outpatient,23800
ID,Valley,quick_service_restaurant,1700
ID,Valley,retail,322900
ID,Valley,strip_mall,129200
ID,Valley,supermarket,32700
ID,Valley,warehouse,474100
ID,Washington,apartment,329700
ID,Washington,full_service_restaurant,54000
ID,Washington,hospital,15200
ID,Washington,hotel,55500
ID,Washington,no_match,254500
ID,Washington,office,150200
ID,Washington,outpatient,59900
ID,Washington,quick_service_restaurant,4100
ID,Washington,retail,187100
ID,Washington,strip_mall,88500
ID,Washington,supermarket,64700
ID,Washington,warehouse,564400
MT,Beaverhead,apartment,123900
MT,Beaverhead,full_service_restaurant,52600
MT,Beaverhead,hotel,167600
MT,Beaverhead,no_match,49500
MT,Beaverhead,office,124500
MT,Beaverhead,outpatient,66300
MT,Beaverhead,quick_service_restaurant,10200
MT,Beaverhead,retail,275800
MT,Beaverhead,strip_mall,22900
MT,Beaverhead,supermarket,44200
MT,Beaverhead,warehouse,354500
MT,Big Horn,apartment,89700
MT,Big Horn,full_service_restaurant,16400
MT,Big Horn,hotel,121300
MT,Big Horn,no_match,203100
MT,Big Horn,office,50400
MT,Big Horn,quick_service_restaurant,6100
MT,Big Horn,retail,132900
MT,Big Horn,strip_mall,39600
MT,Big Horn,supermarket,50800
MT,Big Horn,warehouse,28200
MT,Blaine,apartment,41000
MT,Blaine,full_service_restaurant,9300
MT,Blaine,hotel,24600
MT,Blaine,no_match,7100
MT,Blaine,office,27700
MT,Blaine,retail,29400
MT,Blaine,supermarket,40000
MT,Broadwater,apartment,8500
MT,Broadwater,full_service_restaurant,30400
MT,Broadwater,hotel,50800
MT,Broadwater,no_match,99700
MT,Broadwater,office,13500
MT,Broadwater,retail,98100
MT,Broadwater,strip_mall,14100
MT,Broadwater,warehouse,26000
MT,Carbon,apartment,87300
MT,Carbon,full_service_restaurant,60600
MT,Carbon,hospital,70800
MT,Carbon,hotel,176700
MT,Carbon,no_match,64500
MT,Carbon,office,40500
MT,Carbon,outpatient,1200
MT,Carbon,quick_service_restaurant,2500
MT,Carbon,retail,196500
MT,Carbon,strip_mall,19800
MT,Carbon,supermarket,19800
MT,Carbon,warehouse,93700
MT,Carter,no_match,3600
MT,Carter,retail,12600
MT,Cascade,apartment,2989200
MT,Cascade,full_service_restaurant,217400
MT,Cascade,hospital,127200
MT,Cascade,hotel,831100
MT,Cascade,no_match,918700
MT,Cascade,office,2558300
MT,Cascade,outpatient,402800
MT,Cascade,quick_service_restaurant,95400
MT,Cascade,retail,3367200
MT,Cascade,school,47500
MT,Cascade,strip_mall,466300
MT,Cascade,supermarket,129000
MT,Cascade,warehouse,5504100
MT,Chouteau,apartment,22100
MT,Chouteau,full_service_restaurant,20500
MT,Chouteau,hotel,18600
MT,Chouteau,no_match,15400
MT,Chouteau,office,18700
MT,Chouteau,retail,85800
MT,Chouteau,warehouse,34100
MT,Custer,apartment,29600
MT,Custer,hotel,95100
MT,Custer,no_match,284800
MT,Custer,office,85800
MT,Custer,outpatient,2400
MT,Custer,quick_service_restaurant,13100
MT,Custer,retail,473500
MT,Custer,strip_mall,20400
MT,Custer,supermarket,29400
MT,Custer,warehouse,81500
MT,Daniels,apartment,10100
MT,Daniels,hotel,12900
MT,Daniels,no_match,12000
MT,Daniels,retail,6400
MT,Daniels,strip_mall,15100
MT,Dawson,apartment,181800
MT,Dawson,full_service_restaurant,13400
MT,Dawson,hotel,201800
MT,Dawson,no_match,785700
MT,Dawson,office,59400
MT,Dawson,quick_service_restaurant,7300
MT,Dawson,retail,255800
MT,Dawson,strip_mall,55000
MT,Dawson,warehouse,33200
MT,Deer Lodge,apartment,99900
MT,Deer Lodge,full_service_restaurant,42800
MT,Deer Lodge,hotel,41900
MT,Deer Lodge,no_match,29500
MT,Deer Lodge,office,79700
MT,Deer Lodge,outpatient,6800
MT,Deer Lodge,quick_service_restaurant,7600
MT,Deer Lodge,retail,170800
MT,Deer Lodge,school,3500
MT,Deer Lodge,strip_mall,28400
MT,Deer Lodge,supermarket,22300
MT,Deer Lodge,warehouse,70800
MT,Fallon,apartment,21400
MT,Fallon,hotel,31300
MT,Fallon,no_match,43100
MT,Fallon,office,2100
MT,Fallon,retail,98800
MT,Fallon,warehouse,27900
MT,Fergus,apartment,168900
MT,Fergus,full_service_restaurant,8900
MT,Fergus,hotel,34500
MT,Fergus,no_match,11200
MT,Fergus,office,205200
MT,Fergus,quick_service_restaurant,15300
MT,Fergus,retail,108300
MT,Fergus,strip_mall,28200
MT,Fergus,supermarket,65600
MT,Fergus,warehouse,29700
MT,Flathead,apartment,1683400
MT,Flathead,full_service_restaurant,198400
MT,Flathead,hospital,209400
MT,Flathead,hotel,1240600
MT,Flathead,no_match,954300
MT,Flathead,office,2401100
MT,Flathead,outpatient,174100
MT,Flathead,quick_service_restaurant,63100
MT,Flathead,retail,5012000
MT,Flathead,school,28200
MT,Flathead,strip_mall,412100
MT,Flathead,supermarket,200000
MT,Flathead,warehouse,1802800
MT,Gallatin,apartment,3630700
MT,Gallatin,full_service_restaurant,196900
MT,Gallatin,hospital,460500
MT,Gallatin,hotel,1161600
MT,Gallatin,no_match,1336500
MT,Gallatin,office,3480600
MT,Gallatin,outpatient,246600
MT,Gallatin,quick_service_restaurant,227000
MT,Gallatin,retail,4185100
MT,Gallatin,school,102900
MT,Gallatin,strip_mall,435400
MT,Gallatin,supermarket,201500
MT,Gallatin,warehouse,1908000
MT,Garfield,apartment,6600
MT,Garfield,full_service_restaurant,4000
MT,Glacier,apartment,103400
MT,Glacier,full_service_restaurant,11200
MT,Glacier,hospital,141900
MT,Glacier,hotel,127000
MT,Glacier,no_match,15300
MT,Glacier,office,24400
MT,Glacier,outpatient,1700
MT,Glacier,quick_service_restaurant,10000
MT,Glacier,retail,119400
MT,Glacier,school,13000
MT,Glacier,strip_mall,17900
MT,Glacier,supermarket,40000
MT,Golden Valley,full_service_restaurant,2500
MT,Golden Valley,no_match,3400
MT,Golden Valley,retail,3600
MT,Granite,full_service_restaurant,29200
MT,Granite,hotel,21000
MT,Granite,no_match,401700
MT,Granite,office,4700
MT,Granite,retail,46500
MT,Granite,strip_mall,15800
MT,Granite,supermarket,5900
MT,Granite,warehouse,14000
MT,Hill,apartment,178700
MT,Hill,full_service_restaurant,33400
MT,Hill,hotel,200400
MT,Hill,no_match,80200
MT,Hill,office,127000
MT,Hill,quick_service_restaurant,11100
MT,Hill,retail,474500
MT,Hill,strip_mall,102200
MT,Hill,supermarket,170700
MT,Hill,warehouse,59000
MT,Jefferson,apartment,41700
MT,Jefferson,full_service_restaurant,23500
MT,Jefferson,hotel,18500
MT,Jefferson,no_match,21600
MT,Jefferson,office,26000
MT,Jefferson,retail,50100
MT,Jefferson,school,1500
MT,Jefferson,strip_mall,12500
MT,Jefferson,supermarket,17300
MT,Jefferson,warehouse,32600
MT,Judith Basin,full_service_restaurant,19800
MT,Judith Basin,hotel,2900
MT,Judith Basin,retail,15200
MT,Lake,apartment,192900
MT,Lake,full_service_restaurant,135600
MT,Lake,hospital,101000
MT,Lake,hotel,113500
MT,Lake,no_match,183300
MT,Lake,office,165600
MT,Lake,quick_service_restaurant,17400
MT,Lake,retail,809800
MT,Lake,school,2300
MT,Lake,strip_mall,62700
MT,Lake,supermarket,102800
MT,Lake,warehouse,289100
MT,Lewis and Clark,apartment,1858900
MT,Lewis and Clark,full_service_restaurant,140900
MT,Lewis and Clark,hotel,485300
MT,Lewis and Clark,no_match,641200
MT,Lewis and Clark,office,2658800
MT,Lewis and Clark,outpatient,115800
MT,Lewis and Clark,quick_service_restaurant,48500
MT,Lewis and Clark,retail,3165800
MT,Lewis and Clark,strip_mall,175200
MT,Lewis and Clark,supermarket,94600
MT,Lewis and Clark,warehouse,758300
MT,Liberty,apartment,8500
MT,Liberty,full_service_restaurant,4200
MT,Liberty,hotel,15300
MT,Liberty,no_match,2700
MT,Liberty,office,2900
MT,Liberty,retail,6000
MT,Liberty,strip_mall,6300
MT,Lincoln,apartment,113600
MT,Lincoln,full_service_restaurant,101200
MT,Lincoln,hotel,111300
MT,Lincoln,no_match,307100
MT,Lincoln,office,110000
MT,Lincoln,outpatient,6800
MT,Lincoln,quick_service_restaurant,4300
MT,Lincoln,retail,274700
MT,Lincoln,school,29200
MT,Lincoln,strip_mall,32300
MT,Lincoln,supermarket,45900
MT,Lincoln,warehouse,185200
MT,Madison,apartment,41200
MT,Madison,full_service_restaurant,51500
MT,Madison,hotel,165100
MT,Madison,no_match,294900
MT,Madison,office,69600
MT,Madison,retail,140700
MT,Madison,strip_mall,33200
MT,Madison,warehouse,49200
MT,McCone,apartment,4000
MT,McCone,full_service_restaurant,5000
MT,McCone,no_match,36000
MT,McCone,office,10300
MT,McCone,retail,7000
MT,McCone,supermarket,17600
MT,Meagher,apartment,6000
MT,Meagher,full_service_restaurant,10100
MT,Meagher,hotel,28000
MT,Meagher,retail,22200
MT,Meagher,strip_mall,4000
MT,Mineral,apartment,6500
MT,Mineral,full_service_restaurant,34600
MT,Mineral,hotel,37100
MT,Mineral,no_match,706000
MT,Mineral,office,11800
MT,Mineral,quick_service_restaurant,3600
MT,Mineral,retail,72500
MT,Mineral,strip_mall,12000
MT,Mineral,warehouse,27000
MT,Missoula,apartment,5227100
MT,Missoula,full_service_restaurant,208000
MT,Missoula,hospital,933100
MT,Missoula,hotel,874900
MT,Missoula,no_match,990800
MT,Missoula,office,3779000
MT,Missoula,outpatient,472800
MT,Missoula,quick_service_restaurant,55800
MT,Missoula,retail,4977600
MT,Missoula,school,61400
MT,Missoula,strip_mall,530000
MT,Missoula,supermarket,166300
MT,Missoula,warehouse,2152000
MT,Musselshell,apartment,42000
MT,Musselshell,full_service_restaurant,12200
MT,Musselshell,no_match,6200
MT,Musselshell,office,44000
MT,Musselshell,outpatient,1500
MT,Musselshell,quick_service_restaurant,1800
MT,Musselshell,retail,26200
MT,Musselshell,strip_mall,22300
MT,Musselshell,supermarket,15900
MT,Musselshell,warehouse,4000
MT,Park,apartment,193100
MT,Park,full_service_restaurant,79600
MT,Park,hotel,446900
MT,Park,no_match,356600
MT,Park,office,218300
MT,Park,outpatient,8000
MT,Park,quick_service_restaurant,9400
MT,Park,retail,357200
MT,Park,school,10000
MT,Park,strip_mall,62200
MT,Park,supermarket,44100
MT,Park,warehouse,105200
MT,Petroleum,full_service_restaurant,1700
MT,Petroleum,hotel,1400
MT,Petroleum,strip_mall,3100
MT,Phillips,apartment,64600
MT,Phillips,hotel,12100
MT,Phillips,no_match,18800
MT,Phillips,office,6600
MT,Phillips,retail,64700
MT,Phillips,strip_mall,10500
MT,Phillips,supermarket,7600
MT,Phillips,warehouse,55500
MT,Pondera,apartment,43700
MT,Pondera,full_service_restaurant,7400
MT,Pondera,hotel,4500
MT,Pondera,no_match,67100
MT,Pondera,office,57000
MT,Pondera,retail,91100
MT,Pondera,strip_mall,51300
MT,Pondera,warehouse,4800
MT,Powder River,apartment,6700
MT,Powder River,hotel,2800
MT,Powder River,no_match,1900
MT,Powder River,office,6200
MT,Powder River,retail,8000
MT,Powder River,supermarket,7900
MT,Powell,apartment,89200
MT,Powell,full_service_restaurant,16700
MT,Powell,hotel,51400
MT,Powell,no_match,22400
MT,Powell,office,42300
MT,Powell,quick_service_restaurant,6600
MT,Powell,retail,84400
MT,Powell,strip_mall,24500
MT,Powell,warehouse,12500
MT,Prairie,apartment,10800
MT,Prairie,no_match,1900
MT,Prairie,retail,1300
MT,Ravalli,apartment,536300
MT,Ravalli,full_service_restaurant,104600
MT,Ravalli,hotel,116400
MT,Ravalli,no_match,366500
MT,Ravalli,office,667800
MT,Ravalli,outpatient,18900
MT,Ravalli,quick_service_restaurant,20500
MT,Ravalli,retail,910700
MT,Ravalli,strip_mall,183400
MT,Ravalli,supermarket,63800
MT,Ravalli,warehouse,438700
MT,Richland,apartment,256200
MT,Richland,full_service_restaurant,7100
MT,Richland,hotel,207600
MT,Richland,no_match,290400
MT,Richland,office,70200
MT,Richland,quick_service_restaurant,12000
MT,Richland,retail,211700
MT,Richland,strip_mall,24700
MT,Richland,supermarket,37300
MT,Richland,warehouse,449700
MT,Roosevelt,apartment,32700
MT,Roosevelt,full_service_restaurant,3800
MT,Roosevelt,hotel,10000
MT,Roosevelt,no_match,40000
MT,Roosevelt,office,16100
MT,Roosevelt,quick_service_restaurant,4200
MT,Roosevelt,retail,107000
MT,Roosevelt,strip_mall,7500
MT,Roosevelt,supermarket,16000
MT,Rosebud,apartment,58100
MT,Rosebud,full_service_restaurant,9800
MT,Rosebud,hotel,51800
MT,Rosebud,no_match,21300
MT,Rosebud,office,23300
MT,Rosebud,quick_service_restaurant,1400
MT,Rosebud,retail,95900
MT,Rosebud,school,37700
MT,Rosebud,strip_mall,14500
MT,Rosebud,supermarket,15700
MT,Rosebud,warehouse,17200
MT,Sanders,apartment,95800
MT,Sanders,full_service_restaurant,26400
MT,Sanders,hotel,185000
MT,Sanders,no_match,202700
MT,Sanders,office,92200
MT,Sanders,outpatient,100
MT,Sanders,quick_service_restaurant,2600
MT,Sanders,retail,192000
MT,Sanders,warehouse,144000
MT,Sheridan,apartment,6500
MT,Sheridan,full_service_restaurant,8600
MT,Sheridan,no_match,12000
MT,Sheridan,office,30600
MT,Sheridan,retail,36200
MT,Sheridan,school,28000
MT,Sheridan,strip_mall,13000
MT,Sheridan,warehouse,56900
MT,Silver Bow,apartment,1046800
MT,Silver Bow,full_service_restaurant,85700
MT,Silver Bow,hotel,416000
MT,Silver Bow,no_match,392200
MT,Silver Bow,office,983300
MT,Silver Bow,outpatient,46400
MT,Silver Bow,quick_service_restaurant,39000
MT,Silver Bow,retail,1397100
MT,Silver Bow,school,28900
MT,Silver Bow,strip_mall,288000
MT,Silver Bow,supermarket,110500
MT,Silver Bow,warehouse,485300
MT,Stillwater,apartment,74600
MT,Stillwater,full_service_restaurant,59700
MT,Stillwater,hotel,6200
MT,Stillwater,no_match,79000
MT,Stillwater,office,37900
MT,Stillwater,quick_service_restaurant,3000
MT,Stillwater,retail,33400
MT,Stillwater,strip_mall,34700
MT,Stillwater,supermarket,8500
MT,Stillwater,warehouse,79700
MT,Sweet Grass,apartment,17300
MT,Sweet Grass,full_service_restaurant,18600
MT,Sweet Grass,hotel,8300
MT,Sweet Grass,no_match,26000
MT,Sweet Grass,office,23900
MT,Sweet Grass,retail,70500
MT,Sweet Grass,strip_mall,6000
MT,Sweet Grass,supermarket,10000
MT,Sweet Grass,warehouse,24000
MT,Teton,apartment,7000
MT,Teton,full_service_restaurant,8800
MT,Teton,hotel,5900
MT,Teton,no_match,20300
MT,Teton,office,39300
MT,Teton,retail,80500
MT,Teton,warehouse,12700
MT,Toole,apartment,20200
MT,Toole,full_service_restaurant,17600
MT,Toole,hotel,91500
MT,Toole,no_match,129400
MT,Toole,office,87500
MT,Toole,outpatient,4500
MT,Toole,quick_service_restaurant,3000
MT,Toole,retail,84000
MT,Toole,strip_mall,32300
MT,Toole,supermarket,16400
MT,Toole,warehouse,55800
MT,Treasure,full_service_restaurant,5600
MT,Treasure,retail,10000
MT,Valley,apartment,37600
MT,Valley,hotel,29100
MT,Valley,no_match,73300
MT,Valley,office,61500
MT,Valley,quick_service_restaurant,7500
MT,Valley,retail,170000
MT,Valley,supermarket,15600
MT,Wheatland,apartment,35400
MT,Wheatland,full_service_restaurant,8200
MT,Wheatland,hotel,22200
MT,Wheatland,no_match,2900
MT,Wheatland,retail,38000
MT,Wibaux,apartment,14200
MT,Wibaux,hotel,14000
MT,Wibaux,no_match,2700
MT,Wibaux,office,5200
MT,Wibaux,retail,178300
MT,Yellowstone,apartment,7314400
MT,Yellowstone,full_service_restaurant,321700
MT,Yellowstone,hospital,1049000
MT,Yellowstone,hotel,1910800
MT,Yellowstone,no_match,2617700
MT,Yellowstone,office,6241300
MT,Yellowstone,outpatient,281200
MT,Yellowstone,quick_service_restaurant,110200
MT,Yellowstone,retail,7838500
MT,Yellowstone,school,67800
MT,Yellowstone,strip_mall,878300
MT,Yellowstone,supermarket,262300
MT,Yellowstone,warehouse,6789900
NM,Bernalillo,apartment,66199000
NM,Bernalillo,full_service_restaurant,2268400
NM,Bernalillo,hospital,4567100
NM,Bernalillo,hotel,14131900
NM,Bernalillo,no_match,24027900
NM,Bernalillo,office,34040600
NM,Bernalillo,outpatient,5767000
NM,Bernalillo,quick_service_restaurant,742100
NM,Bernalillo,retail,38925200
NM,Bernalillo,school,2724600
NM,Bernalillo,strip_mall,2964200
NM,Bernalillo,supermarket,2018300
NM,Bernalillo,warehouse,35366200
NM,Catron,no_match,9300
NM,Catron,retail,23800
NM,Chaves,apartment,1646800
NM,Chaves,full_service_restaurant,95000
NM,Chaves,hospital,77500
NM,Chaves,hotel,474600
NM,Chaves,no_match,990900
NM,Chaves,office,1157300
NM,Chaves,outpatient,157500
NM,Chaves,quick_service_restaurant,47400
NM,Chaves,retail,2587100
NM,Chaves,school,22500
NM,Chaves,strip_mall,63100
NM,Chaves,supermarket,55900
NM,Chaves,warehouse,485000
NM,Cibola,apartment,391600
NM,Cibola,full_service_restaurant,50700
NM,Cibola,hotel,818900
NM,Cibola,no_match,97600
NM,Cibola,office,156500
NM,Cibola,outpatient,29800
NM,Cibola,quick_service_restaurant,12800
NM,Cibola,retail,685000
NM,Cibola,strip_mall,46500
NM,Cibola,supermarket,10000
NM,Cibola,warehouse,60400
NM,Colfax,apartment,158100
NM,Colfax,full_service_restaurant,45500
NM,Colfax,hotel,387300
NM,Colfax,no_match,95000
NM,Colfax,office,132700
NM,Colfax,outpatient,7600
NM,Colfax,quick_service_restaurant,30600
NM,Colfax,retail,449200
NM,Colfax,strip_mall,39800
NM,Colfax,supermarket,7500
NM,Colfax,warehouse,85100
NM,Curry,apartment,1762200
NM,Curry,full_service_restaurant,46500
NM,Curry,hotel,321300
NM,Curry,no_match,311000
NM,Curry,office,311700
NM,Curry,outpatient,170600
NM,Curry,quick_service_restaurant,33800
NM,Curry,retail,2004500
NM,Curry,school,56000
NM,Curry,strip_mall,234100
NM,Curry,supermarket,73500
NM,Curry,warehouse,344400
NM,De Baca,office,900
NM,De Baca,retail,16400
NM,Do├▒a Ana,apartment,10874400
NM,Do├▒a Ana,full_service_restaurant,295800
NM,Do├▒a Ana,hospital,1799100
NM,Do├▒a Ana,hotel,1398700
NM,Do├▒a Ana,no_match,3831300
NM,Do├▒a Ana,office,3860200
NM,Do├▒a Ana,outpatient,942400
