datetime,temperature,solar,cooling,heating,pv,total
2018-01-01 01:00:00,8.9,0.0,28.1,3670.6,-0.0,14573.1
2018-01-01 02:00:00,8.3,0.0,15.3,3880.3,-0.0,12287.4
2018-01-01 03:00:00,8.3,0.0,7.8,4003.2,-0.0,11267.7
2018-01-01 04:00:00,7.2,0.0,60.2,944.0,-0.0,7553.9
2018-01-01 05:00:00,7.2,0.0,66.3,1408.3,-0.0,7218.3
2018-01-01 06:00:00,6.7,0.0,33.4,1858.5,-0.0,7574.2
2018-01-01 07:00:00,7.2,0.0,18.6,2690.4,-0.0,8238.2
2018-01-01 08:00:00,7.2,28.0,3.0,3061.9,-0.0,8856.8
2018-01-01 09:00:00,10.6,149.0,33.9,3838.6,-0.0,10820.8
2018-01-01 10:00:00,13.9,279.5,22.2,3461.8,-0.0,12568.3
2018-01-01 11:00:00,17.2,447.0,38.6,3487.3,-0.0,12182.8
2018-01-01 12:00:00,19.4,564.0,32.5,3028.2,-0.0,12793.0
2018-01-01 13:00:00,20.6,489.0,116.9,1872.1,-0.0,11010.9
2018-01-01 14:00:00,22.2,408.5,246.3,776.9,-0.0,9442.9
2018-01-01 15:00:00,23.9,344.0,700.4,184.4,-0.0,9152.8
2018-01-01 16:00:00,22.8,142.0,987.9,20.4,-0.0,8902.9
2018-01-01 17:00:00,20.6,36.0,1692.8,2.0,-0.0,9843.3
2018-01-01 18:00:00,17.2,0.0,2563.4,0.3,-0.0,11061.0
2018-01-01 19:00:00,16.7,0.0,2710.0,0.0,-0.0,11055.0
2018-01-01 20:00:00,14.4,0.0,2122.9,0.1,-0.0,12773.2
2018-01-01 21:00:00,12.8,0.0,1441.6,0.6,-0.0,13727.4
2018-01-01 22:00:00,12.2,0.0,1239.5,1.4,-0.0,14529.1
2018-01-01 23:00:00,11.7,0.0,644.8,15.1,-0.0,13516.0
2018-01-02 00:00:00,10.0,0.0,447.6,157.7,-0.0,12063.3
2018-01-02 01:00:00,10.0,0.0,429.9,402.7,-0.0,11411.9
2018-01-02 02:00:00,10.6,0.0,279.9,729.6,-0.0,9434.8
2018-01-02 03:00:00,10.0,0.0,126.8,818.2,-0.0,7562.2
2018-01-02 04:00:00,10.0,0.0,70.1,1107.9,-0.0,6767.2
2018-01-02 05:00:00,10.0,0.0,54.6,1413.2,-0.0,7017.1
2018-01-02 06:00:00,10.0,0.0,15.8,1651.7,-0.0,7112.4
2018-01-02 07:00:00,9.4,0.0,15.3,2255.7,-0.0,7988.8
2018-01-02 08:00:00,9.4,13.0,29.2,2488.2,-0.0,8395.0
2018-01-02 09:00:00,13.3,50.0,26.1,2828.5,-0.0,9408.8
2018-01-02 10:00:00,16.7,177.5,24.7,2676.8,-0.0,11279.2
2018-01-02 11:00:00,20.6,407.5,27.4,3168.3,-0.0,12381.8
2018-01-02 12:00:00,25.0,558.5,21.6,3498.3,-0.0,12462.6
2018-01-02 13:00:00,28.3,567.5,78.9,2306.6,-0.0,11011.4
2018-01-02 14:00:00,28.9,490.0,228.2,836.9,-0.0,9266.4
2018-01-02 15:00:00,28.9,336.0,822.6,80.0,-0.0,10034.8
2018-01-02 16:00:00,27.2,204.5,2008.4,3.2,-0.0,10602.4
2018-01-02 17:00:00,24.4,68.0,3689.9,0.2,-0.0,12905.0
2018-01-02 18:00:00,23.9,0.0,4950.7,0.0,-0.0,13428.4
2018-01-02 19:00:00,23.3,0.0,5689.2,0.0,-0.0,15763.4
2018-01-02 20:00:00,20.0,0.0,4830.2,0.0,-0.0,16365.5
2018-01-02 21:00:00,19.4,0.0,4406.5,0.0,-0.0,18341.7
2018-01-02 22:00:00,18.9,0.0,3650.3,0.0,-0.0,16928.9
2018-01-02 23:00:00,17.2,0.0,2287.7,0.1,-0.0,14911.4
2018-01-03 00:00:00,15.6,0.0,1870.4,0.0,-0.0,13538.7
2018-01-03 01:00:00,15.6,0.0,1558.5,0.2,-0.0,12382.1
2018-01-03 02:00:00,13.9,0.0,1017.3,0.9,-0.0,8941.0
2018-01-03 03:00:00,12.8,0.0,591.7,87.5,-0.0,6954.2
2018-01-03 04:00:00,12.2,0.0,407.6,205.9,-0.0,6316.1
2018-01-03 05:00:00,12.8,0.0,274.1,321.5,-0.0,6175.0
2018-01-03 06:00:00,14.4,0.0,178.7,476.1,-0.0,5894.5
2018-01-03 07:00:00,15.0,0.0,84.6,796.7,-0.0,6265.3
2018-01-03 08:00:00,14.4,4.5,38.9,893.6,-0.0,6748.4
