datetime,temperature,solar,cooling,heating,pv,total
2018-01-01 01:00:00,9.0,0.0,59.6,1497.2,-0.0,6720.7
2018-01-01 02:00:00,8.8,0.0,48.1,1894.6,-0.0,6868.3
2018-01-01 03:00:00,8.1,0.0,9.2,1763.0,-0.0,5216.0
2018-01-01 04:00:00,7.8,0.0,28.7,1075.0,-0.0,4469.0
2018-01-01 05:00:00,7.8,0.0,34.9,1431.8,-0.0,4093.7
2018-01-01 06:00:00,6.7,0.0,18.4,1657.2,-0.0,4490.1
2018-01-01 07:00:00,6.1,0.0,15.0,1776.3,-0.0,4341.4
2018-01-01 08:00:00,6.4,5.0,6.3,2006.0,-0.0,4779.4
2018-01-01 09:00:00,7.6,101.5,6.7,2471.8,-0.0,5531.4
2018-01-01 10:00:00,9.7,222.5,49.4,3057.3,-0.0,6936.6
2018-01-01 11:00:00,12.2,318.5,38.1,2213.0,-0.0,6348.8
2018-01-01 12:00:00,14.7,386.0,10.1,2029.1,-0.0,7145.2
2018-01-01 13:00:00,17.4,394.0,42.0,1798.9,-0.0,7046.3
2018-01-01 14:00:00,18.0,373.0,88.4,1025.4,-0.0,5785.4
2018-01-01 15:00:00,18.1,314.0,176.2,594.6,-0.0,4855.4
2018-01-01 16:00:00,18.0,193.5,217.2,225.2,-0.0,4219.9
2018-01-01 17:00:00,17.4,71.5,332.1,97.6,-0.0,4742.1
2018-01-01 18:00:00,14.3,2.0,432.7,29.5,-0.0,4469.2
2018-01-01 19:00:00,12.7,0.0,466.5,127.0,-0.0,5771.4
2018-01-01 20:00:00,11.2,0.0,507.7,8.7,-0.0,6115.5
2018-01-01 21:00:00,10.5,0.0,432.2,127.0,-0.0,6568.2
2018-01-01 22:00:00,9.2,0.0,255.0,302.7,-0.0,7505.9
2018-01-01 23:00:00,8.5,0.0,267.8,542.6,-0.0,7767.3
2018-01-02 00:00:00,8.0,0.0,249.8,580.2,-0.0,7505.6
2018-01-02 01:00:00,7.8,0.0,152.7,887.2,-0.0,7078.7
2018-01-02 02:00:00,7.2,0.0,90.2,1458.3,-0.0,5792.1
2018-01-02 03:00:00,6.2,0.0,17.2,1375.6,-0.0,4474.2
