datetime,temperature,solar,cooling,heating,pv,total
2018-01-01 01:00:00,8.9,0.0,18.6,649.5,-0.0,5725.4
2018-01-01 02:00:00,8.3,0.0,31.5,911.7,-0.0,5178.2
2018-01-01 03:00:00,8.3,0.0,0.0,1186.8,-0.0,4422.2
2018-01-01 04:00:00,7.2,0.0,18.5,618.9,-0.0,3150.9
2018-01-01 05:00:00,7.2,0.0,24.6,816.1,-0.0,3345.8
2018-01-01 06:00:00,6.7,0.0,52.0,996.8,-0.0,3434.6
2018-01-01 07:00:00,7.2,0.0,18.1,1043.5,-0.0,3471.3
2018-01-01 08:00:00,7.2,28.0,37.8,1455.4,-0.0,4223.4
2018-01-01 09:00:00,10.6,149.0,5.1,1297.5,-0.0,4300.3
2018-01-01 10:00:00,13.9,279.5,12.8,1358.2,-0.0,4747.6
2018-01-01 11:00:00,17.2,447.0,20.8,1284.7,-0.0,5318.3
2018-01-01 12:00:00,19.4,564.0,3.1,995.4,-0.0,4956.9
2018-01-01 13:00:00,20.6,489.0,39.5,710.8,-0.0,5066.7
2018-01-01 14:00:00,22.2,408.5,148.7,404.2,-0.0,4436.6
2018-01-01 15:00:00,23.9,344.0,305.6,192.6,-0.0,4312.4
2018-01-01 16:00:00,22.8,142.0,671.1,87.5,-0.0,4789.7
2018-01-01 17:00:00,20.6,36.0,984.0,51.7,-0.0,4733.1
2018-01-01 18:00:00,17.2,0.0,1576.4,33.3,-0.0,5852.4
2018-01-01 19:00:00,16.7,0.0,1426.3,0.8,-0.0,5638.4
2018-01-01 20:00:00,14.4,0.0,1128.9,11.6,-0.0,5922.7
2018-01-01 21:00:00,12.8,0.0,797.6,22.4,-0.0,6865.2
2018-01-01 22:00:00,12.2,0.0,649.6,33.1,-0.0,7710.6
2018-01-01 23:00:00,11.7,0.0,422.1,87.2,-0.0,7606.3
2018-01-02 00:00:00,10.0,0.0,256.1,137.8,-0.0,6495.4
2018-01-02 01:00:00,10.0,0.0,161.1,250.9,-0.0,5954.8
2018-01-02 02:00:00,10.6,0.0,83.8,385.4,-0.0,4149.8
2018-01-02 03:00:00,10.0,0.0,28.1,458.6,-0.0,3481.9
2018-01-02 04:00:00,10.0,0.0,19.1,554.5,-0.0,3148.9
2018-01-02 05:00:00,10.0,0.0,11.9,625.6,-0.0,3535.3
2018-01-02 06:00:00,10.0,0.0,67.4,746.1,-0.0,3302.3
2018-01-02 07:00:00,9.4,0.0,37.2,749.8,-0.0,3215.9
2018-01-02 08:00:00,9.4,13.0,6.3,1048.0,-0.0,3612.2
2018-01-02 09:00:00,13.3,50.0,62.1,967.8,-0.0,3845.0
2018-01-02 10:00:00,16.7,177.5,31.1,976.5,-0.0,5020.7
2018-01-02 11:00:00,20.6,407.5,32.2,1100.5,-0.0,5143.5
2018-01-02 12:00:00,25.0,558.5,23.4,769.5,-0.0,4233.4
2018-01-02 13:00:00,28.3,567.5,62.8,643.5,-0.0,4181.2
2018-01-02 14:00:00,28.9,490.0,172.4,240.6,-0.0,3890.8
2018-01-02 15:00:00,28.9,336.0,534.1,77.3,-0.0,4202.3
2018-01-02 16:00:00,27.2,204.5,1400.6,0.2,-0.0,5132.9
2018-01-02 17:00:00,24.4,68.0,2251.2,0.0,-0.0,6616.4
2018-01-02 18:00:00,23.9,0.0,2937.7,4.5,-0.0,7301.5
2018-01-02 19:00:00,23.3,0.0,2832.0,0.0,-0.0,7697.2
2018-01-02 20:00:00,20.0,0.0,2257.8,0.1,-0.0,7766.4
2018-01-02 21:00:00,19.4,0.0,2135.8,1.4,-0.0,8509.8
2018-01-02 22:00:00,18.9,0.0,1889.4,0.0,-0.0,9203.5
2018-01-02 23:00:00,17.2,0.0,1324.9,0.3,-0.0,8320.3
2018-01-03 00:00:00,15.6,0.0,1068.4,21.3,-0.0,7864.3
2018-01-03 01:00:00,15.6,0.0,759.7,34.9,-0.0,5912.1
2018-01-03 02:00:00,13.9,0.0,557.8,94.9,-0.0,4279.0
2018-01-03 03:00:00,12.8,0.0,293.8,109.1,-0.0,3315.7
2018-01-03 04:00:00,12.2,0.0,151.7,135.5,-0.0,2794.0
2018-01-03 05:00:00,12.8,0.0,53.8,211.1,-0.0,2561.7
2018-01-03 06:00:00,14.4,0.0,99.6,307.0,-0.0,2680.3
2018-01-03 07:00:00,15.0,0.0,74.3,348.0,-0.0,2736.1
2018-01-03 08:00:00,14.4,4.5,20.7,586.5,-0.0,2967.3
2018-01-03 09:00:00,17.8,40.5,89.7,392.6,-0.0,3180.9
2018-01-03 10:00:00,18.9,207.5,68.5,294.9,-0.0,3770.9
2018-01-03 11:00:00,22.2,191.0,37.3,397.9,-0.0,4243.6
2018-01-03 12:00:00,22.2,203.0,98.9,319.8,-0.0,4654.1
2018-01-03 13:00:00,22.8,254.0,164.6,405.8,-0.0,4505.8
2018-01-03 14:00:00,24.4,340.0,348.1,204.1,-0.0,4637.8
2018-01-03 15:00:00,24.4,283.5,327.5,120.9,-0.0,4340.0
2018-01-03 16:00:00,24.4,142.0,528.6,69.9,-0.0,4471.6
2018-01-03 17:00:00,22.8,43.5,888.6,39.3,-0.0,4661.8
2018-01-03 18:00:00,20.6,1.0,1255.6,20.2,-0.0,5440.9
2018-01-03 19:00:00,18.3,0.0,1442.4,0.0,-0.0,5711.4
2018-01-03 20:00:00,17.8,0.0,1359.8,0.1,-0.0,6550.9
2018-01-03 21:00:00,17.8,0.0,1268.9,2.7,-0.0,7601.1
2018-01-03 22:00:00,16.1,0.0,858.9,10.9,-0.0,6833.1
2018-01-03 23:00:00,16.1,0.0,700.0,23.1,-0.0,7414.5
2018-01-04 00:00:00,13.9,0.0,662.0,38.8,-0.0,6638.8
2018-01-04 01:00:00,13.3,0.0,485.9,65.2,-0.0,5763.9
2018-01-04 02:00:00,12.2,0.0,300.2,143.1,-0.0,4641.4
2018-01-04 03:00:00,11.1,0.0,89.5,193.1,-0.0,2909.4
2018-01-04 04:00:00,11.1,0.0,75.1,248.3,-0.0,2716.5
2018-01-04 05:00:00,10.0,0.0,29.7,335.6,-0.0,2674.2
2018-01-04 06:00:00,8.9,0.0,74.4,452.1,-0.0,2802.5
2018-01-04 07:00:00,9.4,0.0,52.9,480.2,-0.0,2830.8
2018-01-04 08:00:00,10.6,35.0,35.4,830.2,-0.0,3287.7
2018-01-04 09:00:00,13.3,174.0,48.1,859.3,-0.0,3671.0
