record_date,hour_id,utc_offset,power
2015-01-10,7,8,19510.2
2015-01-10,8,8,19721.8
2015-01-10,9,8,20807.8
2015-01-10,10,8,22368.3
2015-01-10,11,8,22921.8
2015-01-10,12,8,23224.6
2015-01-10,13,8,23402.2
2015-01-10,14,8,23327.4
2015-01-10,15,8,23336.5
2015-01-10,16,8,23565.2
2015-01-10,17,8,24396.4
2015-01-10,18,8,26457.5
2015-01-10,19,8,26332.2
2015-01-10,20,8,25924.3
2015-01-10,21,8,25290.6
2015-01-10,22,8,24111.9
2015-01-10,23,8,22208.4
2015-01-10,24,8,20708.5
2015-01-11,1,8,19129.3
2015-01-11,2,8,18148.9
2015-01-11,3,8,17555.6
2015-01-11,4,8,17221.1
2015-01-11,5,8,17228.8
2015-01-11,6,8,17601.4
2015-01-11,7,8,18127.2
2015-01-11,8,8,18641.4
2015-01-11,9,8,19933.0
2015-01-11,10,8,21257.9
2015-01-11,11,8,22310.0
2015-01-11,12,8,23039.0
2015-01-11,13,8,23012.4
2015-01-11,14,8,22864.0
2015-01-11,15,8,22761.7
2015-01-11,16,8,23286.3
2015-01-11,17,8,24425.7
2015-01-11,18,8,26701.9
2015-01-11,19,8,26937.1
2015-01-11,20,8,26660.9
2015-01-11,21,8,26224.2
2015-01-11,22,8,24782.8
2015-01-11,23,8,22505.3
2015-01-11,24,8,20451.1
2015-01-12,1,8,18818.2
2015-01-12,2,8,17987.1
2015-01-12,3,8,17649.9
2015-01-12,4,8,17418.2
2015-01-12,5,8,18632.3
2015-01-12,6,8,20456.4
2015-01-12,7,8,23475.0
2015-01-12,8,8,25721.2
2015-01-12,9,8,25821.9
2015-01-12,10,8,26601.4
2015-01-12,11,8,26852.0
2015-01-12,12,8,27342.7
2015-01-12,13,8,27506.8
2015-01-12,14,8,27549.5
2015-01-12,15,8,27257.3
2015-01-12,16,8,26915.5
2015-01-12,17,8,27372.4
2015-01-12,18,8,29588.1
2015-01-12,19,8,29963.2
2015-01-12,20,8,29909.2
2015-01-12,21,8,29127.0
2015-01-12,22,8,27339.7
2015-01-12,23,8,24855.6
2015-01-12,24,8,22193.9
2015-01-13,1,8,20402.5
2015-01-13,2,8,19580.8
2015-01-13,3,8,19220.3
2015-01-13,4,8,19088.1
2015-01-13,5,8,19521.4
2015-01-13,6,8,20858.1
2015-01-13,7,8,23437.6
2015-01-13,8,8,24948.2
2015-01-13,9,8,25463.4
2015-01-13,10,8,25418.8
2015-01-13,11,8,25906.0
2015-01-13,12,8,26486.4
2015-01-13,13,8,26320.6
2015-01-13,14,8,26738.9
2015-01-13,15,8,27066.8
2015-01-13,16,8,26983.2
2015-01-13,17,8,27296.4
2015-01-13,18,8,29407.9
2015-01-13,19,8,29335.7
2015-01-13,20,8,29038.9
2015-01-13,21,8,28628.3
2015-01-13,22,8,26759.2
2015-01-13,23,8,23977.9
2015-01-13,24,8,21324.7
2015-01-14,1,8,19766.0
2015-01-14,2,8,18939.2
2015-01-14,3,8,18605.5
2015-01-14,4,8,18596.5
2015-01-14,5,8,18992.0
2015-01-14,6,8,20991.7
2015-01-14,7,8,24441.0
2015-01-14,8,8,25725.2
2015-01-14,9,8,25929.0
2015-01-14,10,8,26523.1
2015-01-14,11,8,26362.1
2015-01-14,12,8,25934.9
2015-01-14,13,8,26568.1
2015-01-14,14,8,27091.4
2015-01-14,15,8,27191.6
2015-01-14,16,8,27273.2
2015-01-14,17,8,27144.8
2015-01-14,18,8,29007.5
2015-01-14,19,8,29248.8
2015-01-14,20,8,29140.6
2015-01-14,21,8,28531.3
2015-01-14,22,8,26737.0
2015-01-14,23,8,24174.9
2015-01-14,24,8,21679.0
2015-01-15,1,8,20149.9
2015-01-15,2,8,19339.5
2015-01-15,3,8,19025.3
2015-01-15,4,8,18966.8
2015-01-15,5,8,19644.8
2015-01-15,6,8,21381.1
2015-01-15,7,8,24053.1
2015-01-15,8,8,25643.1
2015-01-15,9,8,25358.5
2015-01-15,10,8,25586.4
2015-01-15,11,8,25932.4
2015-01-15,12,8,26537.3
2015-01-15,13,8,26595.8
2015-01-15,14,8,26962.9
2015-01-15,15,8,27368.0
2015-01-15,16,8,27116.8
2015-01-15,17,8,26896.7
2015-01-15,18,8,29140.6
2015-01-15,19,8,29295.8
2015-01-15,20,8,29228.0
2015-01-15,21,8,28701.3
2015-01-15,22,8,26819.6
2015-01-15,23,8,24390.7
2015-01-15,24,8,21892.6
2015-01-16,1,8,20159.0
2015-01-16,2,8,19389.4
2015-01-16,3,8,19088.8
2015-01-16,4,8,18979.2
2015-01-16,5,8,19595.3
2015-01-16,6,8,20773.9
2015-01-16,7,8,23876.7
2015-01-16,8,8,25679.6
2015-01-16,9,8,25959.1
2015-01-16,10,8,25492.3
2015-01-16,11,8,26059.4
2015-01-16,12,8,26488.6
2015-01-16,13,8,26613.6
2015-01-16,14,8,26925.6
2015-01-16,15,8,26674.6
2015-01-16,16,8,26738.2
2015-01-16,17,8,26933.8
2015-01-16,18,8,28640.8
2015-01-16,19,8,29302.2
2015-01-16,20,8,28783.9
2015-01-16,21,8,27737.4
2015-01-16,22,8,26046.6
2015-01-16,23,8,23931.1
2015-01-16,24,8,21801.9
2015-01-17,1,8,20314.1
2015-01-17,2,8,19375.5
2015-01-17,3,8,18707.1
2015-01-17,4,8,18674.9
2015-01-17,5,8,18169.6
2015-01-17,6,8,18652.7
2015-01-17,7,8,19544.6
2015-01-17,8,8,19834.1
2015-01-17,9,8,20581.7
2015-01-17,10,8,21727.6
2015-01-17,11,8,22385.7
2015-01-17,12,8,22781.6
2015-01-17,13,8,22825.5
2015-01-17,14,8,23012.4
2015-01-17,15,8,22975.3
2015-01-17,16,8,22891.4
2015-01-17,17,8,23247.9
2015-01-17,18,8,25213.3
2015-01-17,19,8,25394.1
2015-01-17,20,8,24943.2
2015-01-17,21,8,24231.0
2015-01-17,22,8,23078.5
2015-01-17,23,8,21556.2
2015-01-17,24,8,20140.0
2015-01-18,1,8,18478.3
2015-01-18,2,8,17555.4
2015-01-18,3,8,17023.5
2015-01-18,4,8,16912.0
2015-01-18,5,8,16902.6
2015-01-18,6,8,17390.2
2015-01-18,7,8,17974.9
2015-01-18,8,8,18122.7
2015-01-18,9,8,19041.5
2015-01-18,10,8,20209.7
2015-01-18,11,8,21184.8
2015-01-18,12,8,21563.6
2015-01-18,13,8,21682.1
2015-01-18,14,8,21998.6
2015-01-18,15,8,21988.8
2015-01-18,16,8,22119.4
2015-01-18,17,8,22790.5
2015-01-18,18,8,25309.9
2015-01-18,19,8,25970.1
2015-01-18,20,8,25692.7
2015-01-18,21,8,24908.4
2015-01-18,22,8,23632.7
2015-01-18,23,8,21696.2
2015-01-18,24,8,19771.0
2015-01-19,1,8,18403.4
2015-01-19,2,8,17663.2
2015-01-19,3,8,17279.9
2015-01-19,4,8,17318.6
2015-01-19,5,8,18287.8
2015-01-19,6,8,20059.6
2015-01-19,7,8,21861.6
2015-01-19,8,8,22796.6
2015-01-19,9,8,23609.7
2015-01-19,10,8,24507.1
2015-01-19,11,8,25516.8
2015-01-19,12,8,25984.9
2015-01-19,13,8,26130.9
2015-01-19,14,8,26246.1
2015-01-19,15,8,26778.0
2015-01-19,16,8,26452.3
2015-01-19,17,8,26660.7
2015-01-19,18,8,28689.6
2015-01-19,19,8,29291.1
2015-01-19,20,8,29437.8
2015-01-19,21,8,28686.3
2015-01-19,22,8,26900.3
2015-01-19,23,8,24439.6
2015-01-19,24,8,21764.5
2015-01-20,1,8,20047.6
2015-01-20,2,8,19187.0
2015-01-20,3,8,18911.1
2015-01-20,4,8,18805.6
2015-01-20,5,8,19253.5
2015-01-20,6,8,20908.0
2015-01-20,7,8,23397.6
2015-01-20,8,8,25480.0
2015-01-20,9,8,25808.0
2015-01-20,10,8,26093.0
2015-01-20,11,8,26555.6
2015-01-20,12,8,26843.5
2015-01-20,13,8,26734.4
2015-01-20,14,8,26846.7
2015-01-20,15,8,26557.0
2015-01-20,16,8,26193.5
2015-01-20,17,8,26632.5
2015-01-20,18,8,28659.0
2015-01-20,19,8,29026.6
2015-01-20,20,8,28921.5
2015-01-20,21,8,28366.8
2015-01-20,22,8,26567.5
2015-01-20,23,8,24207.5
2015-01-20,24,8,21431.2
2015-01-21,1,8,19757.7
2015-01-21,2,8,18892.7
2015-01-21,3,8,18578.0
2015-01-21,4,8,18474.1
2015-01-21,5,8,18942.0
2015-01-21,6,8,20499.3
2015-01-21,7,8,23531.8
2015-01-21,8,8,25990.0
2015-01-21,9,8,26490.3
2015-01-21,10,8,26316.3
2015-01-21,11,8,26748.8
2015-01-21,12,8,27444.0
2015-01-21,13,8,26132.0
2015-01-21,14,8,26659.3
2015-01-21,15,8,27546.0
2015-01-21,16,8,27054.4
2015-01-21,17,8,27180.2
2015-01-21,18,8,28977.5
2015-01-21,19,8,29385.8
2015-01-21,20,8,29280.3
2015-01-21,21,8,28291.1
2015-01-21,22,8,26452.5
2015-01-21,23,8,23966.2
2015-01-21,24,8,21398.3
2015-01-22,1,8,19598.7
2015-01-22,2,8,18708.8
2015-01-22,3,8,18278.8
2015-01-22,4,8,18224.6
2015-01-22,5,8,18729.4
2015-01-22,6,8,20431.8
2015-01-22,7,8,23129.5
2015-01-22,8,8,24831.2
2015-01-22,9,8,26001.3
2015-01-22,10,8,25692.8
2015-01-22,11,8,25790.7
2015-01-22,12,8,25741.3
2015-01-22,13,8,26610.3
2015-01-22,14,8,27220.0
2015-01-22,15,8,26392.8
2015-01-22,16,8,25968.7
2015-01-22,17,8,26087.2
2015-01-22,18,8,28179.3
2015-01-22,19,8,28492.3
2015-01-22,20,8,28528.0
2015-01-22,21,8,27859.4
2015-01-22,22,8,26070.1
2015-01-22,23,8,23824.7
2015-01-22,24,8,21448.1
2015-01-23,1,8,19849.3
2015-01-23,2,8,18890.6
2015-01-23,3,8,18503.8
2015-01-23,4,8,18395.1
2015-01-23,5,8,18943.1
2015-01-23,6,8,20379.9
2015-01-23,7,8,23329.4
2015-01-23,8,8,24869.0
2015-01-23,9,8,25298.7
2015-01-23,10,8,25032.2
2015-01-23,11,8,25339.9
2015-01-23,12,8,25701.2
2015-01-23,13,8,26021.6
2015-01-23,14,8,26388.4
2015-01-23,15,8,26639.6
2015-01-23,16,8,26433.4
2015-01-23,17,8,26719.1
2015-01-23,18,8,28460.4
2015-01-23,19,8,28585.0
2015-01-23,20,8,27848.6
2015-01-23,21,8,26975.5
2015-01-23,22,8,25277.2
2015-01-23,23,8,23220.8
2015-01-23,24,8,21118.4
2015-01-24,1,8,19595.3
2015-01-24,2,8,18792.8
2015-01-24,3,8,18207.4
2015-01-24,4,8,17836.2
2015-01-24,5,8,17322.4
2015-01-24,6,8,18031.4
2015-01-24,7,8,18806.8
2015-01-24,8,8,18919.8
2015-01-24,9,8,20504.2
2015-01-24,10,8,21689.0
2015-01-24,11,8,22598.9
2015-01-24,12,8,23339.6
2015-01-24,13,8,23699.2
2015-01-24,14,8,23894.3
2015-01-24,15,8,23707.9
2015-01-24,16,8,23540.9
2015-01-24,17,8,23887.4
2015-01-24,18,8,25715.1
2015-01-24,19,8,26318.7
2015-01-24,20,8,25598.0
2015-01-24,21,8,24757.3
2015-01-24,22,8,23500.5
2015-01-24,23,8,21410.8
2015-01-24,24,8,19731.6
2015-01-25,1,8,17920.2
2015-01-25,2,8,16893.3
2015-01-25,3,8,16332.4
2015-01-25,4,8,16084.9
2015-01-25,5,8,16061.6
2015-01-25,6,8,16577.4
2015-01-25,7,8,17118.9
2015-01-25,8,8,17239.7
2015-01-25,9,8,18771.9
2015-01-25,10,8,20733.4
2015-01-25,11,8,21851.8
2015-01-25,12,8,22634.0
2015-01-25,13,8,23034.7
2015-01-25,14,8,23245.6
2015-01-25,15,8,23052.7
2015-01-25,16,8,23003.5
2015-01-25,17,8,23252.8
2015-01-25,18,8,25536.2
2015-01-25,19,8,26346.3
2015-01-25,20,8,26053.2
2015-01-25,21,8,25294.6
2015-01-25,22,8,23667.3
2015-01-25,23,8,21246.3
2015-01-25,24,8,18807.5
2015-01-26,1,8,17442.1
2015-01-26,2,8,16524.1
2015-01-26,3,8,16279.4
2015-01-26,4,8,16198.6
2015-01-26,5,8,17101.0
2015-01-26,6,8,18696.7
2015-01-26,7,8,21327.7
2015-01-26,8,8,23854.8
2015-01-26,9,8,25326.6
2015-01-26,10,8,26399.2
2015-01-26,11,8,26730.9
2015-01-26,12,8,27322.6
2015-01-26,13,8,27898.6
2015-01-26,14,8,28300.8
2015-01-26,15,8,28047.2
2015-01-26,16,8,27955.2
2015-01-26,17,8,27864.4
2015-01-26,18,8,29066.5
2015-01-26,19,8,29095.4
2015-01-26,20,8,29108.4
2015-01-26,21,8,28422.8
2015-01-26,22,8,26490.2
2015-01-26,23,8,23749.1
2015-01-26,24,8,21099.3
2015-01-27,1,8,19347.3
2015-01-27,2,8,18418.5
2015-01-27,3,8,18281.1
2015-01-27,4,8,18226.9
2015-01-27,5,8,18765.0
2015-01-27,6,8,20149.6
2015-01-27,7,8,22741.9
2015-01-27,8,8,24953.5
2015-01-27,9,8,25458.3
2015-01-27,10,8,25753.8
2015-01-27,11,8,26683.7
2015-01-27,12,8,26292.3
2015-01-27,13,8,20185.0
2015-01-27,14,8,25462.8
2015-01-27,15,8,26815.5
2015-01-27,16,8,26815.0
2015-01-27,17,8,26815.9
2015-01-27,18,8,28377.6
2015-01-27,19,8,29369.9
2015-01-27,20,8,29127.9
2015-01-27,21,8,28267.2
2015-01-27,22,8,26289.0
2015-01-27,23,8,23551.4
2015-01-27,24,8,20233.1
2015-01-28,1,8,18690.0
2015-01-28,2,8,17887.0
2015-01-28,3,8,17503.2
2015-01-28,4,8,17380.6
2015-01-28,5,8,17964.1
2015-01-28,6,8,19349.5
2015-01-28,7,8,22601.3
2015-01-28,8,8,25508.3
2015-01-28,9,8,26822.8
2015-01-28,10,8,27471.2
2015-01-28,11,8,27992.5
2015-01-28,12,8,28187.4
2015-01-28,13,8,28547.9
2015-01-28,14,8,28431.7
2015-01-28,15,8,27979.7
2015-01-28,16,8,27529.4
2015-01-28,17,8,27575.2
2015-01-28,18,8,29342.9
2015-01-28,19,8,30112.2
2015-01-28,20,8,29929.0
2015-01-28,21,8,29093.9
2015-01-28,22,8,27130.6
2015-01-28,23,8,24587.6
2015-01-28,24,8,21874.1
2015-01-29,1,8,20324.7
2015-01-29,2,8,19331.6
2015-01-29,3,8,18973.8
2015-01-29,4,8,18885.2
2015-01-29,5,8,19406.2
2015-01-29,6,8,21000.8
2015-01-29,7,8,23465.1
2015-01-29,8,8,25338.2
2015-01-29,9,8,26218.4
2015-01-29,10,8,26363.0
2015-01-29,11,8,27014.0
2015-01-29,12,8,28048.3
2015-01-29,13,8,28312.8
2015-01-29,14,8,28539.6
2015-01-29,15,8,28237.7
2015-01-29,16,8,27730.5
2015-01-29,17,8,28180.9
2015-01-29,18,8,30284.9
2015-01-29,19,8,30282.8
2015-01-29,20,8,29783.4
2015-01-29,21,8,28832.2
2015-01-29,22,8,26883.2
2015-01-29,23,8,24311.1
2015-01-29,24,8,21885.3
2015-01-30,1,8,20237.6
2015-01-30,2,8,19451.4
2015-01-30,3,8,19075.5
2015-01-30,4,8,18910.6
2015-01-30,5,8,19458.3
2015-01-30,6,8,20753.3
2015-01-30,7,8,23153.4
2015-01-30,8,8,24603.7
2015-01-30,9,8,25828.6
2015-01-30,10,8,26735.4
2015-01-30,11,8,26999.6
2015-01-30,12,8,27768.0
2015-01-30,13,8,27466.6
2015-01-30,14,8,27509.4
2015-01-30,15,8,27141.0
2015-01-30,16,8,26948.4
2015-01-30,17,8,27508.7
2015-01-30,18,8,29164.3
2015-01-30,19,8,29574.9
2015-01-30,20,8,28811.0
2015-01-30,21,8,27842.0
2015-01-30,22,8,26304.0
2015-01-30,23,8,24173.0
2015-01-30,24,8,22070.3
2015-01-31,1,8,19970.4
2015-01-31,2,8,18599.2
2015-01-31,3,8,18010.1
2015-01-31,4,8,17705.1
2015-01-31,5,8,17729.1
2015-01-31,6,8,18706.9
2015-01-31,7,8,19791.3
2015-01-31,8,8,19879.0
2015-01-31,9,8,20724.1
2015-01-31,10,8,22068.2
2015-01-31,11,8,22807.3
2015-01-31,12,8,23694.0
2015-01-31,13,8,24136.6
2015-01-31,14,8,23904.0
2015-01-31,15,8,23706.3
2015-01-31,16,8,23520.1
2015-01-31,17,8,23758.3
2015-01-31,18,8,25653.2
2015-01-31,19,8,26379.3
2015-01-31,20,8,25803.1
2015-01-31,21,8,24893.3
2015-01-31,22,8,23565.9
2015-01-31,23,8,21795.8
2015-01-31,24,8,20302.7
2015-02-01,1,8,18675.0
2015-02-01,2,8,17634.8
2015-02-01,3,8,17104.6
2015-02-01,4,8,16873.6
2015-02-01,5,8,17097.5
2015-02-01,6,8,17532.8
2015-02-01,7,8,18046.7
2015-02-01,8,8,17988.4
2015-02-01,9,8,19175.3
2015-02-01,10,8,20536.6
2015-02-01,11,8,21877.6
2015-02-01,12,8,22747.7
2015-02-01,13,8,23268.3
2015-02-01,14,8,23850.4
2015-02-01,15,8,23840.0
2015-02-01,16,8,23502.9
2015-02-01,17,8,23545.0
2015-02-01,18,8,25307.5
2015-02-01,19,8,26189.5
2015-02-01,20,8,25822.7
2015-02-01,21,8,25557.4
2015-02-01,22,8,24134.3
2015-02-01,23,8,21859.5
2015-02-01,24,8,19691.4
2015-02-02,1,8,18275.7
2015-02-02,2,8,17538.7
2015-02-02,3,8,17204.8
2015-02-02,4,8,17167.9
2015-02-02,5,8,18325.9
2015-02-02,6,8,19939.8
2015-02-02,7,8,22671.2
2015-02-02,8,8,24442.9
2015-02-02,9,8,24868.5
2015-02-02,10,8,24761.3
2015-02-02,11,8,25735.1
2015-02-02,12,8,26572.5
2015-02-02,13,8,26902.3
2015-02-02,14,8,27431.7
2015-02-02,15,8,27938.9
2015-02-02,16,8,27264.1
2015-02-02,17,8,27486.1
2015-02-02,18,8,29500.7
2015-02-02,19,8,30370.8
2015-02-02,20,8,29310.0
2015-02-02,21,8,28461.6
2015-02-02,22,8,26634.8
2015-02-02,23,8,23837.6
2015-02-02,24,8,21233.0
2015-02-03,1,8,19532.4
2015-02-03,2,8,18680.8
2015-02-03,3,8,18360.1
2015-02-03,4,8,18339.5
2015-02-03,5,8,18695.0
2015-02-03,6,8,20224.4
2015-02-03,7,8,22802.0
2015-02-03,8,8,24875.6
2015-02-03,9,8,25913.0
2015-02-03,10,8,25911.0
2015-02-03,11,8,25691.2
2015-02-03,12,8,26964.2
2015-02-03,13,8,27591.1
2015-02-03,14,8,27679.2
2015-02-03,15,8,27251.0
2015-02-03,16,8,26837.0
2015-02-03,17,8,26775.1
2015-02-03,18,8,28704.5
2015-02-03,19,8,29422.2
2015-02-03,20,8,28791.1
2015-02-03,21,8,27965.0
2015-02-03,22,8,25951.9
2015-02-03,23,8,23297.4
2015-02-03,24,8,20579.6
2015-02-04,1,8,19098.8
2015-02-04,2,8,18226.4
2015-02-04,3,8,17945.3
2015-02-04,4,8,17908.1
2015-02-04,5,8,18408.9
2015-02-04,6,8,19800.8
2015-02-04,7,8,22592.5
2015-02-04,8,8,24745.8
2015-02-04,9,8,25245.4
2015-02-04,10,8,25481.0
2015-02-04,11,8,26557.6
2015-02-04,12,8,27949.0
2015-02-04,13,8,28545.8
2015-02-04,14,8,27382.2
2015-02-04,15,8,27642.0
2015-02-04,16,8,26797.3
2015-02-04,17,8,26909.2
2015-02-04,18,8,28669.6
2015-02-04,19,8,29619.4
2015-02-04,20,8,28938.5
2015-02-04,21,8,27711.8
2015-02-04,22,8,25914.8
2015-02-04,23,8,23328.7
2015-02-04,24,8,20790.8
2015-02-05,1,8,19153.6
2015-02-05,2,8,18323.3
2015-02-05,3,8,17904.9
2015-02-05,4,8,17788.8
2015-02-05,5,8,18292.0
2015-02-05,6,8,19660.8
2015-02-05,7,8,22360.5
2015-02-05,8,8,23988.5
2015-02-05,9,8,24608.5
2015-02-05,10,8,24984.8
2015-02-05,11,8,25399.5
2015-02-05,12,8,26256.4
2015-02-05,13,8,27162.6
2015-02-05,14,8,27791.8
2015-02-05,15,8,27642.8
2015-02-05,16,8,26649.6
2015-02-05,17,8,27115.5
2015-02-05,18,8,28978.3
2015-02-05,19,8,29548.6
2015-02-05,20,8,28979.3
2015-02-05,21,8,28035.1
2015-02-05,22,8,25953.2
2015-02-05,23,8,23455.6
2015-02-05,24,8,20934.7
2015-02-06,1,8,19451.0
2015-02-06,2,8,18461.0
2015-02-06,3,8,18129.1
2015-02-06,4,8,18035.3
2015-02-06,5,8,18403.5
2015-02-06,6,8,19665.7
2015-02-06,7,8,22412.4
2015-02-06,8,8,24225.7
