name,longitude_gen,latitude_gen,elevation[m]
Goshen North,-111.815887,43.456295,1792.142822
Goshen North,-111.870987,43.422092,1848.926392
Goshen North,-111.846886,43.486294,1695.541138
Goshen North,-111.856888,43.486492,1706.445557
Goshen North,-111.84259,43.454796,1836.863281
Goshen North,-111.825691,43.493996,1727.3125
Goshen North,-111.85849,43.476593,1746.205322
Goshen North,-111.862885,43.416595,1903.241089
Goshen North,-111.826889,43.471893,1754.743652
Goshen North,-111.834686,43.477196,1751.950073
Goshen North,-111.864487,43.465195,1765.652466
Goshen North,-111.837791,43.454193,1812.451172
Goshen North,-111.833191,43.488094,1720.336792
Goshen North,-111.862587,43.457195,1783.538086
Goshen North,-111.856491,43.493694,1671.703125
Goshen North,-111.813591,43.472893,1758.138428
Goshen North,-111.806587,43.481792,1739.260498
Goshen North,-111.84819,43.458893,1838.943604
Goshen North,-111.81459,43.495396,1709.237427
Goshen North,-111.836189,43.501896,1723.906738
Goshen North,-111.837685,43.478493,1736.24707
Goshen North,-111.847786,43.455795,1853.488159
Goshen North,-111.82029,43.498093,1724.169067
Goshen North,-111.865189,43.468994,1742.005615
Goshen North,-111.862289,43.431293,1850.800049
Greenfield Wind Farm,-111.911743,47.708488,1207.817017
Greenfield Wind Farm,-111.908485,47.723942,1210.483276
Greenfield Wind Farm,-111.91571,47.710136,1209.412109
Greenfield Wind Farm,-111.919922,47.711758,1210.811523
Greenfield Wind Farm,-111.903236,47.718231,1212.510742
Greenfield Wind Farm,-111.911148,47.72628,1212.037598
Greenfield Wind Farm,-111.93618,47.725807,1217.009033
Greenfield Wind Farm,-111.928802,47.717407,1212.776855
Greenfield Wind Farm,-111.931503,47.720322,1213.790771
Greenfield Wind Farm,-111.905121,47.721283,1213.371094
Greenfield Wind Farm,-111.933739,47.723122,1216.154907
Greenfield Wind Farm,-111.907204,47.707287,1206.430176
Greenfield Wind Farm,-111.927704,47.714424,1211.059448
H & S - Tehachapi,-118.365364,35.076321,1538.14917
H & S - Tehachapi,-118.364845,35.076862,1546.049561
H & S - Tehachapi,-118.365295,35.076469,1539.322754
H & S - Tehachapi,-118.364204,35.07748,1556.672241
H & S - Tehachapi,-118.365578,35.076122,1536.181152
H & S - Tehachapi,-118.383057,35.07531,1500.938354
H & S - Tehachapi,-118.364906,35.076736,1544.065918
H & S - Tehachapi,-118.365074,35.076645,1541.837524
H & S - Tehachapi,-118.364464,35.077156,1552.153198
H & S - Tehachapi,-118.383278,35.075275,1491.893677
H & S - Tehachapi,-118.364639,35.07708,1550.344482
H & S - Tehachapi,-118.364693,35.076935,1548.074341
H & S - Tehachapi,-118.38282,35.075348,1505.863647
H & S - Tehachapi,-118.36779,35.072994,1503.776489
H & S - Tehachapi,-118.364029,35.077564,1558.181763
H & S - Tehachapi,-118.364418,35.077278,1553.684937
H & S - Tehachapi,-118.365524,35.076248,1537.072266
H & S - Tehachapi,-118.365288,35.074394,1515.000977
H & S - Tehachapi,-118.363998,35.077705,1559.53418
H & S - Tehachapi,-118.382607,35.075333,1505.861816
H & S - Tehachapi,-118.364273,35.077347,1555.133057
Happy Jack,-104.997887,41.139793,2004.230469
Happy Jack,-105.00869,41.139091,2006.040039
Happy Jack,-104.983788,41.140892,1982.008057
Happy Jack,-104.982887,41.133392,1993.217896
Happy Jack,-105.008087,41.144993,1996.845459
Happy Jack,-105.008888,41.141293,2005.138672
Happy Jack,-104.984787,41.135494,1982.296997
Happy Jack,-104.995987,41.142994,1993.953125
Happy Jack,-104.982491,41.145794,1981.281372
Happy Jack,-104.994293,41.132492,1999.794189
Happy Jack,-104.994492,41.135391,1995.550171
Happy Jack,-104.996094,41.137894,1989.858398
Happy Jack,-104.98439,41.143291,1978.173706
Happy Jack,-104.995293,41.145695,1983.852417
Harvest Wind Farm,-120.253082,45.793995,615.5078125
Harvest Wind Farm,-120.417984,45.783195,709.4407349
Harvest Wind Farm,-120.228889,45.790794,536.2088013
Harvest Wind Farm,-120.259285,45.783394,583.3679199
Harvest Wind Farm,-120.436089,45.793293,682.9997559
Harvest Wind Farm,-120.431587,45.811893,741.5318604
Harvest Wind Farm,-120.411987,45.785393,717.7750854
Harvest Wind Farm,-120.259888,45.788193,602.8352661
Harvest Wind Farm,-120.259888,45.790295,614.0531616
Harvest Wind Farm,-120.411186,45.789494,694.010437
Harvest Wind Farm,-120.238586,45.767796,517.4398193
Harvest Wind Farm,-120.241882,45.782593,552.1710205
Harvest Wind Farm,-120.24379,45.797295,594.3515015
Harvest Wind Farm,-120.230583,45.782192,514.2284546
Harvest Wind Farm,-120.435585,45.797894,695.8060913
Harvest Wind Farm,-120.435089,45.806892,731.6569824
Harvest Wind Farm,-120.24379,45.800594,604.7119751
Harvest Wind Farm,-120.259888,45.786095,590.7363281
Harvest Wind Farm,-120.241188,45.792595,580.8682861
Harvest Wind Farm,-120.435287,45.804695,723.8712158
Harvest Wind Farm,-120.435287,45.802494,713.8203125
Harvest Wind Farm,-120.25779,45.781296,593.5998535
Harvest Wind Farm,-120.227386,45.784393,519.5307617
Harvest Wind Farm,-120.257988,45.779095,569.7324829
Harvest Wind Farm,-120.424583,45.815796,738.772583
Harvest Wind Farm,-120.240189,45.776196,493.8025208
Harvest Wind Farm,-120.245483,45.804695,606.3074951
Harvest Wind Farm,-120.436089,45.795593,692.1873169
Harvest Wind Farm,-120.245483,45.806793,602.6588745
Harvest Wind Farm,-120.240784,45.778393,509.181427
Harvest Wind Farm,-120.411583,45.787395,709.0994873
Harvest Wind Farm,-120.242088,45.795193,595.5195313
Harvest Wind Farm,-120.435089,45.800194,704.6777344
Harvest Wind Farm,-120.223785,45.786194,521.3087158
Harvest Wind Farm,-120.239586,45.774094,485.7616882
Harvest Wind Farm,-120.24379,45.802692,600.4388428
Harvest Wind Farm,-120.241386,45.780495,538.2853394
Harvest Wind Farm,-120.241188,45.790493,582.4562988
Harvest Wind Farm,-120.226288,45.788795,526.428833
Harvest Wind Farm,-120.43409,45.809795,739.8686523
Harvest Wind Farm,-120.238289,45.769894,498.4216919
Harvest Wind Farm,-120.429184,45.813995,737.2636108
Harvest Wind Farm,-120.238983,45.771996,489.4351501
Hatchett Ridge,-121.799187,40.897095,1589.51355
Hatchett Ridge,-121.762787,40.872696,1519.097534
Hatchett Ridge,-121.759087,40.869595,1483.951538
Hatchett Ridge,-121.804985,40.901596,1642.018921
Hatchett Ridge,-121.794884,40.891895,1541.029297
Hatchett Ridge,-121.809685,40.906696,1664.673584
Hatchett Ridge,-121.781883,40.881294,1539.548828
Hatchett Ridge,-121.816589,40.909496,1670.715942
Hatchett Ridge,-121.757988,40.867695,1474.31958
Hatchett Ridge,-121.787888,40.885696,1537.67041
Hatchett Ridge,-121.838882,40.905396,1627.665161
Hatchett Ridge,-121.79229,40.888195,1532.63855
Hatchett Ridge,-121.760986,40.871094,1495.781372
Hatchett Ridge,-121.754585,40.864296,1462.004883
Hatchett Ridge,-121.823586,40.912697,1671.670044
Hatchett Ridge,-121.790184,40.886795,1535.031006
Hatchett Ridge,-121.821388,40.900097,1637.543091
Hatchett Ridge,-121.785789,40.884296,1541.031128
Hatchett Ridge,-121.801186,40.898697,1613.798584
Hatchett Ridge,-121.776588,40.876396,1596.986572
Hatchett Ridge,-121.768089,40.874096,1580.077026
Hatchett Ridge,-121.79789,40.895294,1575.016846
Hatchett Ridge,-121.821983,40.910793,1672.074097
Hatchett Ridge,-121.783783,40.882896,1540.454346
Hatchett Ridge,-121.826187,40.902294,1668.161987
Hatchett Ridge,-121.765388,40.873394,1551.460449
Hatchett Ridge,-121.774086,40.875496,1598.209351
Hatchett Ridge,-121.810989,40.908596,1673.34729
Hatchett Ridge,-121.793884,40.889896,1537.562256
Hatchett Ridge,-121.806984,40.903095,1648.07251
Hatchett Ridge,-121.813789,40.908997,1677.052246
Hatchett Ridge,-121.779884,40.879894,1561.92627
Hatchett Ridge,-121.823685,40.901096,1652.977905
Hatchett Ridge,-121.824585,40.914696,1659.435303
Hatchett Ridge,-121.796783,40.893394,1558.531494
Hatchett Ridge,-121.803284,40.899994,1632.161499
Hatchett Ridge,-121.751686,40.860794,1425.134766
Hatchett Ridge,-121.826584,40.904396,1681.329834
Hatchett Ridge,-121.807983,40.905094,1658.033325
Hatchett Ridge,-121.756287,40.865993,1466.88208
Hatchett Ridge,-121.753189,40.862495,1450.887573
Hatchett Ridge,-121.819183,40.909996,1665.70166
Hatchett Ridge,-121.833687,40.905296,1665.514526
Hatchett Ridge,-121.778183,40.878197,1595.336914
Hay Canyon,-120.582886,45.488194,564.5394287
Hay Canyon,-120.580887,45.495396,556.8183594
Hay Canyon,-120.587189,45.528996,467.5293579
Hay Canyon,-120.598686,45.505394,527.2449341
Hay Canyon,-120.582489,45.517094,512.4957275
Hay Canyon,-120.561783,45.488094,559.6426392
Hay Canyon,-120.600784,45.524494,450.7566833
Hay Canyon,-120.593483,45.501896,538.4590454
Hay Canyon,-120.58429,45.499893,553.5276489
Hay Canyon,-120.600983,45.519093,490.6378784
Hay Canyon,-120.586784,45.507793,532.7546997
Hay Canyon,-120.601585,45.516396,506.4037781
Hay Canyon,-120.559685,45.495495,539.2590942
Hay Canyon,-120.575294,45.52462,477.9768982
Hay Canyon,-120.582985,45.485992,569.78479
Hay Canyon,-120.574783,45.521996,498.6124268
Hay Canyon,-120.561882,45.483685,566.0717163
Hay Canyon,-120.584885,45.523396,497.3267212
Hay Canyon,-120.601784,45.514393,511.0964661
Hay Canyon,-120.588684,45.511894,507.8218689
Hay Canyon,-120.582886,45.519196,516.5291138
Hay Canyon,-120.601189,45.522793,467.6229248
Hay Canyon,-120.58429,45.503296,545.196167
Hay Canyon,-120.580887,45.491196,558.0413818
Hay Canyon,-120.580788,45.493294,552.1550903
Hay Canyon,-120.560188,45.491196,551.8538818
Hay Canyon,-120.561783,45.485992,567.0369873
Hay Canyon,-120.601685,45.512196,518.7810669
Hay Canyon,-120.574486,45.531796,444.6738892
Hay Canyon,-120.573784,45.529293,469.5290833
Hay Canyon,-120.582283,45.497494,555.0194702
Hay Canyon,-120.601089,45.510296,521.2806396
Hay Canyon,-120.584183,45.521496,510.9539185
Hay Canyon,-120.585884,45.505894,539.4674072
Hay Canyon,-120.585686,45.525192,487.6094055
Hay Canyon,-120.599586,45.506893,527.8814697
Hay Canyon,-120.601089,45.520893,477.9429016
Hay Canyon,-120.586388,45.527096,482.5438232
Hay Canyon,-120.573189,45.527096,479.1599731
Hay Canyon,-120.581383,45.479095,573.6622925
Hay Canyon,-120.587585,45.509792,521.7345581
Hay Canyon,-120.600586,45.508392,521.5167847
Hay Canyon,-120.582184,45.483692,575.7282104
Hay Canyon,-120.581787,45.481396,570.6361084
Hay Canyon,-120.560188,45.493393,546.2142334
Hay Canyon,-120.584389,45.501595,552.0618896
Hay Canyon,-120.574486,45.520096,510.8799438
Hay Canyon,-120.581085,45.476894,583.9147949
High Lonesome,-105.953194,34.455795,2086.852783
High Lonesome,-105.96859,34.488995,2099.449219
High Lonesome,-105.974892,34.488396,2102.007568
High Lonesome,-105.96769,34.487293,2101.459229
High Lonesome,-105.966492,34.480595,2091.893311
High Lonesome,-105.966789,34.485493,2104.189453
High Lonesome,-105.962608,34.466599,2109.132324
High Lonesome,-105.97049,34.493694,2097.715576
High Lonesome,-105.963387,34.470093,2110.175293
High Lonesome,-105.957489,34.458996,2094.349609
High Lonesome,-105.958893,34.462593,2099.793945
High Lonesome,-105.946991,34.433895,2066.878662
High Lonesome,-105.972992,34.497295,2089.555176
High Lonesome,-105.953293,34.448395,2086.504883
High Lonesome,-105.94519,34.436993,2068.761719
High Lonesome,-105.974586,34.498695,2071.552246
High Lonesome,-105.95079,34.439293,2083.581299
High Lonesome,-105.953194,34.453995,2083.713867
High Lonesome,-105.96199,34.464893,2110.418457
High Lonesome,-105.978188,34.494995,2085.596436
High Lonesome,-105.963692,34.474693,2088.271729
High Lonesome,-105.963287,34.468395,2109.641846
High Lonesome,-105.955292,34.456093,2096.481934
High Lonesome,-105.96489,34.476795,2104.008301
High Lonesome,-105.946793,34.440292,2070.927002
High Lonesome,-105.958191,34.460896,2095.649414
High Lonesome,-105.953194,34.451996,2096.839844
High Lonesome,-105.977188,34.492695,2092.643066
High Lonesome,-105.969093,34.490894,2093.297607
High Lonesome,-105.967293,34.482494,2084.45459
High Lonesome,-105.953087,34.450294,2094.425049
High Lonesome,-105.960892,34.463196,2104.198975
High Lonesome,-105.953293,34.446396,2082.677979
High Lonesome,-105.948288,34.441593,2073.096191
High Lonesome,-105.973686,34.486195,2102.190186
High Lonesome,-105.965286,34.478893,2109.395752
High Lonesome,-105.94529,34.438793,2067.071777
High Lonesome,-105.963387,34.472492,2085.839355
High Lonesome,-105.971786,34.495396,2098.47998
High Lonesome,-105.950989,34.441093,2079.973633
High Mesa,-115.03569,42.889095,983.4545898
High Mesa,-115.045685,42.884792,992.7935181
High Mesa,-115.03009,42.897594,1006.594788
High Mesa,-115.03009,42.895794,1007.434387
High Mesa,-115.045784,42.886593,991.329895
High Mesa,-115.03569,42.881893,1000.592346
High Mesa,-115.038185,42.899395,986.0174561
High Mesa,-115.04599,42.882996,989.1627808
High Mesa,-115.03569,42.887295,988.4069214
High Mesa,-115.046783,42.890194,983.1764526
High Mesa,-115.046783,42.888493,987.7556152
High Mesa,-115.046783,42.901592,993.3696289
High Mesa,-115.04689,42.892094,977.250061
High Mesa,-115.03569,42.885494,992.8577881
High Mesa,-115.03009,42.899296,1006.902466
High Mesa,-115.04689,42.903393,982.9624023
High Mesa,-115.038185,42.901196,1003.819275
High Mesa,-115.04689,42.895893,964.1568604
High Mesa,-115.03569,42.883694,997.7012939
High Plains,-105.982491,41.675392,2160.131836
High Plains,-105.969589,41.682594,2139.795898
High Plains,-105.968086,41.679691,2138.461182
High Plains,-105.980888,41.680794,2153.231201
High Plains,-105.997688,41.677494,2162.82373
High Plains,-106.026489,41.680695,2160.346191
High Plains,-106.039787,41.676495,2184.685791
High Plains,-106.039986,41.673092,2200.290039
High Plains,-105.981888,41.683693,2151.134521
High Plains,-106.007088,41.665394,2170.952637
High Plains,-106.018288,41.662994,2174.558105
High Plains,-105.982986,41.673695,2162.062256
High Plains,-106.015587,41.683392,2156.202148
High Plains,-105.997688,41.675892,2163.508545
High Plains,-106.026291,41.683994,2167.977539
High Plains,-106.007889,41.668392,2172.873535
High Plains,-105.997086,41.682892,2142.275879
High Plains,-106.029091,41.672092,2195.283936
High Plains,-106.007492,41.666893,2170.140137
High Plains,-105.971191,41.683792,2133.908936
High Plains,-106.04409,41.669994,2202.13501
High Plains,-106.04039,41.681393,2175.227295
High Plains,-105.993187,41.690792,2138.659912
High Plains,-105.992386,41.686092,2143.172607
High Plains,-105.968086,41.678093,2138.685303
High Plains,-106.039886,41.674793,2193.715088
High Plains,-106.029991,41.675793,2172.318848
High Plains,-105.997589,41.672592,2167.802246
High Plains,-106.019188,41.664291,2175.748291
High Plains,-106.057388,41.666191,2207.53125
High Plains,-106.039688,41.678093,2180.973145
High Plains,-106.016487,41.684792,2157.242432
High Plains,-106.007286,41.663692,2168.862305
High Plains,-106.05719,41.660793,2208.783691
High Plains,-106.020691,41.671093,2182.321777
High Plains,-106.043991,41.666794,2201.18457
High Plains,-105.981392,41.682194,2151.68042
High Plains,-105.997688,41.679092,2158.935547
High Plains,-105.970093,41.685692,2134.536377
High Plains,-105.991692,41.687992,2143.505371
High Plains,-105.966286,41.674892,2160.58252
High Plains,-106.039986,41.679794,2175.752197
High Plains,-105.983086,41.671993,2165.438232
High Plains,-106.029289,41.674091,2177.729004
High Plains,-106.057487,41.667992,2206.480225
High Plains,-106.056992,41.657192,2208.772217
High Plains,-106.026489,41.682293,2163.310791
High Plains,-105.992592,41.689392,2139.960693
High Plains,-106.057289,41.664394,2207.277344
High Plains,-105.967888,41.676495,2144.681152
High Plains,-106.010185,41.670994,2174.328125
High Plains,-106.04409,41.668392,2202.773438
High Plains,-105.980789,41.679192,2156.638672
High Plains,-105.983086,41.684994,2151.031006
High Plains,-106.008492,41.669792,2172.647949
High Plains,-105.997688,41.680794,2154.865723
High Plains,-106.05719,41.662594,2208.057373
High Plains,-105.981689,41.677292,2157.89624
High Plains,-105.997688,41.674294,2165.572266
High Plains,-106.030891,41.669994,2197.044678
High Plains,-105.967987,41.681393,2148.027344
High Plains,-106.020187,41.668892,2177.957275
High Plains,-106.026291,41.685593,2170.518066
High Plains,-106.057091,41.659092,2208.987793
High Plains,-106.019989,41.667393,2177.175781
High Plains,-106.019592,41.665794,2175.716064
High Winds,-121.800598,38.105984,73.5456543
High Winds,-121.80529,38.138096,82.01180267
High Winds,-121.807587,38.138596,83.73593903
High Winds,-121.812988,38.113895,75.85169983
High Winds,-121.785164,38.145977,72.85848236
High Winds,-121.83329,38.151497,77.96427155
High Winds,-121.790787,38.132595,69.49842072
High Winds,-121.786285,38.100395,65.84575653
High Winds,-121.78949,38.138893,75.71125793
High Winds,-121.819847,38.150177,73.10732269
High Winds,-121.802994,38.110355,81.27331543
High Winds,-121.793785,38.118793,77.80815125
High Winds,-121.80529,38.134995,81.04491425
High Winds,-121.81794,38.100777,77.14022064
High Winds,-121.7826,38.139996,67.12001801
High Winds,-121.818291,38.156094,75.59561157
High Winds,-121.783295,38.131195,63.50681305
High Winds,-121.83149,38.146294,77.43460083
High Winds,-121.812584,38.112095,81.45162201
High Winds,-121.793419,38.101658,74.72975922
High Winds,-121.803688,38.131794,78.38367462
High Winds,-121.81179,38.141094,86.95301819
High Winds,-121.802589,38.128796,75.59410858
High Winds,-121.802917,38.099075,69.62117004
High Winds,-121.81839,38.157494,72.35353851
High Winds,-121.783051,38.11758,56.75790024
High Winds,-121.821007,38.15395,77.69619751
High Winds,-121.832687,38.148994,78.3728714
High Winds,-121.78463,38.14492,74.8715744
High Winds,-121.789589,38.136993,72.96424103
High Winds,-121.791428,38.103893,56.47169495
High Winds,-121.792946,38.100338,74.24928284
High Winds,-121.815323,38.155361,77.74425507
High Winds,-121.803383,38.143597,79.8680191
High Winds,-121.785324,38.143784,77.95894623
High Winds,-121.820267,38.103939,71.83448029
High Winds,-121.783997,38.116257,69.15585327
High Winds,-121.784126,38.142296,73.17759705
High Winds,-121.804985,38.136696,84.69287872
High Winds,-121.795319,38.14896,78.395401
High Winds,-121.832985,38.150295,79.85329437
High Winds,-121.807388,38.148594,76.70428467
High Winds,-121.823227,38.109604,80.37661743
High Winds,-121.819588,38.101433,65.43717957
High Winds,-121.83139,38.145294,77.30033875
High Winds,-121.794418,38.147507,79.96360016
High Winds,-121.792587,38.143696,79.40044403
High Winds,-121.783913,38.137535,70.32232666
High Winds,-121.784363,38.147095,70.55323029
High Winds,-121.791786,38.112495,72.43743134
High Winds,-121.803261,38.107079,76.13924408
High Winds,-121.800385,38.103695,77.36578369
High Winds,-121.789398,38.140675,73.55471039
High Winds,-121.792587,38.142494,78.44602966
High Winds,-121.820488,38.151394,73.85162354
High Winds,-121.783768,38.140968,68.43896484
High Winds,-121.805489,38.146095,79.28623199
High Winds,-121.823029,38.105862,79.67234039
High Winds,-121.81089,38.140095,87.32472229
High Winds,-121.803688,38.130394,78.82600403
High Winds,-121.801735,38.100502,72.89318848
High Winds,-121.832291,38.147495,80.16444397
High Winds,-121.784279,38.098576,50.84493637
High Winds,-121.803787,38.108696,77.93031311
High Winds,-121.792809,38.146057,78.09323883
High Winds,-121.783783,38.148281,68.92508698
High Winds,-121.820702,38.152542,75.88599396
High Winds,-121.782974,38.114746,69.48175049
High Winds,-121.820541,38.102337,63.70803452
High Winds,-121.79039,38.131096,65.78301239
High Winds,-121.784592,38.149357,65.70067596
High Winds,-121.812988,38.142395,81.90805817
High Winds,-121.830589,38.143894,78.48244476
High Winds,-121.810783,38.107594,77.40731049
High Winds,-121.793884,38.116596,77.93978119
High Winds,-121.814392,38.153801,75.5100174
High Winds,-121.806381,38.147598,79.978508
High Winds,-121.789688,38.142094,76.10001373
High Winds,-121.815384,38.143494,82.02191162
High Winds,-121.803513,38.144878,76.59791565
High Winds,-121.782928,38.127995,68.20241547
High Winds,-121.783188,38.134319,67.33712769
High Winds,-121.80249,38.1422,73.69995117
High Winds,-121.789909,38.1357,75.21318054
High Winds,-121.790688,38.133896,70.0421524
High Winds,-121.804291,38.133293,72.26613617
High Winds,-121.823776,38.107227,76.70366669
High Winds,-121.800713,38.104729,76.90455627
High Winds,-121.80909,38.139595,83.1937027
High Winds,-121.800484,38.102596,75.45396423
Historic Victory Garden (Wind Stream),-118.386986,35.066395,1515.389038
Historic Victory Garden (Wind Stream),-118.385689,35.067596,1533.815552
Historic Victory Garden (Wind Stream),-118.376587,35.071594,1520.70105
Historic Victory Garden (Wind Stream),-118.37429,35.071796,1510.409302
Historic Victory Garden (Wind Stream),-118.37484,35.068237,1456.089355
Historic Victory Garden (Wind Stream),-118.373886,35.073395,1505.739624
Historic Victory Garden (Wind Stream),-118.37439,35.069695,1483.161743
Historic Victory Garden (Wind Stream),-118.382843,35.076668,1455.651001
Historic Victory Garden (Wind Stream),-118.382004,35.066414,1516.246948
Historic Victory Garden (Wind Stream),-118.38929,35.069096,1476.115845
Historic Victory Garden (Wind Stream),-118.386589,35.062538,1489.794922
Historic Victory Garden (Wind Stream),-118.374588,35.071594,1509.930176
Historic Victory Garden (Wind Stream),-118.375687,35.070496,1499.513428
Historic Victory Garden (Wind Stream),-118.375587,35.069096,1474.892822
Historic Victory Garden (Wind Stream),-118.385918,35.067234,1531.603394
Historic Victory Garden (Wind Stream),-118.389587,35.070194,1460.507813
Historic Victory Garden (Wind Stream),-118.372787,35.068893,1471.66333
Historic Victory Garden (Wind Stream),-118.387985,35.068497,1499.37439
Historic Victory Garden (Wind Stream),-118.38839,35.069595,1479.979858
Historic Victory Garden (Wind Stream),-118.38649,35.061195,1475.79834
Historic Victory Garden (Wind Stream),-118.373085,35.070496,1487.191772
Historic Victory Garden (Wind Stream),-118.389786,35.070095,1463.196533
Historic Victory Garden (Wind Stream),-118.387321,35.068848,1500.16394
Historic Victory Garden (Wind Stream),-118.389687,35.067493,1495.829712
Historic Victory Garden (Wind Stream),-118.388191,35.068394,1498.739258
Historic Victory Garden (Wind Stream),-118.37429,35.074493,1518.369629
Historic Victory Garden (Wind Stream),-118.376686,35.073196,1494.812378
Historic Victory Garden (Wind Stream),-118.382874,35.075546,1504.493164
Historic Victory Garden (Wind Stream),-118.375587,35.070595,1498.43103
Historic Victory Garden (Wind Stream),-118.382622,35.075569,1504.710571
Historic Victory Garden (Wind Stream),-118.390289,35.068394,1483.691162
Historic Victory Garden (Wind Stream),-118.386589,35.06805,1521.395996
Historic Victory Garden (Wind Stream),-118.375885,35.070396,1500.305908
Historic Victory Garden (Wind Stream),-118.373085,35.072296,1491.740234
Historic Victory Garden (Wind Stream),-118.373787,35.072193,1507.765625
Historic Victory Garden (Wind Stream),-118.378487,35.070595,1512.661621
Historic Victory Garden (Wind Stream),-118.375832,35.072224,1508.200806
Historic Victory Garden (Wind Stream),-118.375786,35.070396,1500.427246
Historic Victory Garden (Wind Stream),-118.3843,35.064037,1513.530884
Historic Victory Garden (Wind Stream),-118.384392,35.061195,1464.174194
Historic Victory Garden (Wind Stream),-118.37439,35.073196,1502.683594
Historic Victory Garden (Wind Stream),-118.383888,35.064297,1517.591431
Historic Victory Garden (Wind Stream),-118.374886,35.071396,1504.812622
Historic Victory Garden (Wind Stream),-118.381287,35.076496,1446.630493
Historic Victory Garden (Wind Stream),-118.384491,35.062496,1484.085693
Historic Victory Garden (Wind Stream),-118.386787,35.066494,1518.276001
Historic Victory Garden (Wind Stream),-118.386292,35.066895,1527.484375
Historic Victory Garden (Wind Stream),-118.383705,35.063126,1498.170166
Historic Victory Garden (Wind Stream),-118.38604,35.064266,1507.323608
Historic Victory Garden (Wind Stream),-118.392654,35.067734,1472.603394
Historic Victory Garden (Wind Stream),-118.386787,35.069096,1489.739136
Historic Victory Garden (Wind Stream),-118.385475,35.060432,1471.635986
Historic Victory Garden (Wind Stream),-118.374886,35.071194,1503.290649
Historic Victory Garden (Wind Stream),-118.375488,35.072594,1504.746704
Historic Victory Garden (Wind Stream),-118.389282,35.064941,1483.380981
Historic Victory Garden (Wind Stream),-118.375252,35.072716,1507.211548
Historic Victory Garden (Wind Stream),-118.376389,35.070095,1501.015381
Historic Victory Garden (Wind Stream),-118.384941,35.064915,1521.33313
Historic Victory Garden (Wind Stream),-118.389313,35.067734,1502.395874
Historic Victory Garden (Wind Stream),-118.388885,35.067993,1501.793823
Historic Victory Garden (Wind Stream),-118.388306,35.064251,1487.769531
Historic Victory Garden (Wind Stream),-118.386986,35.068996,1493.713501
Historic Victory Garden (Wind Stream),-118.387489,35.070095,1471.762451
Historic Victory Garden (Wind Stream),-118.376686,35.071594,1520.652222
Historic Victory Garden (Wind Stream),-118.386887,35.063751,1498.451538
Historic Victory Garden (Wind Stream),-118.383072,35.066036,1513.278687
Historic Victory Garden (Wind Stream),-118.373688,35.071995,1506.64978
Historic Victory Garden (Wind Stream),-118.384033,35.060287,1449.25769
Historic Victory Garden (Wind Stream),-118.37635,35.073555,1489.806519
Historic Victory Garden (Wind Stream),-118.387718,35.069946,1470.080444
Historic Victory Garden (Wind Stream),-118.37307,35.073463,1502.27356
Historic Victory Garden (Wind Stream),-118.373291,35.073395,1501.316162
Historic Victory Garden (Wind Stream),-118.390533,35.068222,1494.322876
Historic Victory Garden (Wind Stream),-118.388458,35.068287,1501.159302
Historic Victory Garden (Wind Stream),-118.385391,35.065994,1520.126221
Historic Victory Garden (Wind Stream),-118.386688,35.063896,1499.870728
Historic Victory Garden (Wind Stream),-118.388519,35.064129,1486.212036
Historic Victory Garden (Wind Stream),-118.386391,35.068195,1515.078979
Historic Victory Garden (Wind Stream),-118.375587,35.072495,1505.532104
Historic Victory Garden (Wind Stream),-118.386787,35.062393,1487.665771
Historic Victory Garden (Wind Stream),-118.379486,35.071495,1514.2677
Historic Victory Garden (Wind Stream),-118.390091,35.068497,1476.952271
Historic Victory Garden (Wind Stream),-118.386787,35.070694,1484.107544
Historic Victory Garden (Wind Stream),-118.384888,35.062195,1480.459473
Historic Victory Garden (Wind Stream),-118.37619,35.071995,1513.558594
Historic Victory Garden (Wind Stream),-118.385117,35.062046,1481.454834
Historic Victory Garden (Wind Stream),-118.388191,35.069695,1476.641968
Historic Victory Garden (Wind Stream),-118.385651,35.060284,1474.931274
Historic Victory Garden (Wind Stream),-118.375984,35.071995,1510.244629
Historic Victory Garden (Wind Stream),-118.381004,35.076618,1437.158325
Historic Victory Garden (Wind Stream),-118.386162,35.062832,1492.62439
Historic Victory Garden (Wind Stream),-118.381989,35.077496,1424.515259
Historic Victory Garden (Wind Stream),-118.375801,35.074234,1493.112915
Historic Victory Garden (Wind Stream),-118.386391,35.069294,1493.399414
Historic Victory Garden (Wind Stream),-118.382187,35.075996,1482.104126
Historic Victory Garden (Wind Stream),-118.383789,35.066494,1526.527222
Historic Victory Garden (Wind Stream),-118.383888,35.061497,1469.10498
Historic Victory Garden (Wind Stream),-118.375954,35.072361,1507.589233
Historic Victory Garden (Wind Stream),-118.376488,35.071693,1519.743408
Historic Victory Garden (Wind Stream),-118.37339,35.070351,1488.855835
Historic Victory Garden (Wind Stream),-118.373909,35.070045,1490.68457
Historic Victory Garden (Wind Stream),-118.3871,35.063625,1496.906372
Historic Victory Garden (Wind Stream),-118.38739,35.066093,1507.451904
Historic Victory Garden (Wind Stream),-118.375092,35.073055,1505.915039
Historic Victory Garden (Wind Stream),-118.384872,35.060932,1461.204224
Historic Victory Garden (Wind Stream),-118.382591,35.076897,1445.921631
Historic Victory Garden (Wind Stream),-118.384491,35.065193,1524.873535
Historic Victory Garden (Wind Stream),-118.38559,35.071297,1474.328125
