powerplant,generator,fuel,startup,shutdown,model,costs
MESQUITE_SOLAR_1,PV,SUN,0.0,0.0,1,"0,0"
METCALF_ENERGY_CENTER,CC,NG,0.0,0.0,1,"0,0"
METRO_WASTEWATER_RECLAMATION_DISTRICT,ST,BIO,0.0,0.0,1,"0,0"
MIDDLE_FORK,HT,WATER,0.0,0.0,1,"0,0"
MIDDLE_GORGE,HT,WATER,0.0,0.0,1,"0,0"
MIDWAY_PEAKING_LLC,CT,NG,0.0,0.0,1,"0,0"
MIDWAY_SUNSET_COGEN,CT,NG,0.0,0.0,1,"0,0"
MILES_CITY_GT,CT,NG,0.0,0.0,1,"0,0"
MILFORD_WIND_CORRIDOR_I_LLC,WT,WIND,0.0,0.0,1,"0,0"
MILFORD_WIND_CORRIDOR_STAGE_II_LLC,WT,WIND,0.0,0.0,1,"0,0"
MILLCREEK_POWER_GENERATION,CT,NG,0.0,0.0,1,"0,0"
MILLERCOORS_IRWINDALE_BREWERY,CT|ST|PV,NG|BIO|SUN,0.0,0.0,1,"0,0"
MILNER_DAM_WIND_PARK_LLC,WT,WIND,0.0,0.0,1,"0,0"
MILNER_HYDRO,HT,WATER,0.0,0.0,1,"0,0"
MINIDOKA,HT,WATER,0.0,0.0,1,"0,0"
MINT_FARM_GENERATING_STATION,CC,NG,0.0,0.0,1,"0,0"
MIRAMAR_ENERGY_FACILITY,CT,NG,0.0,0.0,1,"0,0"
MIRA_LOMA_ENERGY_STORAGE_FACILITY,ES,ELEC,0.0,0.0,1,"0,0"
MIRA_LOMA_PEAKER,CT,NG,0.0,0.0,1,"0,0"
MM_WEST_COVINA,CT,WASTE,0.0,0.0,1,"0,0"
MOCCASIN,HT,WATER,0.0,0.0,1,"0,0"
MOHAVE_ELECTRIC_AT_FORT_MOHAVE,PV,SUN,0.0,0.0,1,"0,0"
MOJAVE_16,WT,WIND,0.0,0.0,1,"0,0"
MOJAVE_17,WT,WIND,0.0,0.0,1,"0,0"
MOJAVE_18,WT,WIND,0.0,0.0,1,"0,0"
MOJAVE_3,WT,WIND,0.0,0.0,1,"0,0"
MOJAVE_4,WT,WIND,0.0,0.0,1,"0,0"
MOJAVE_5,WT,WIND,0.0,0.0,1,"0,0"
MOJAVE_COGEN,,,0.0,0.0,1,"0,0"
MOJAVE_SIPHON,HT,WATER,0.0,0.0,1,"0,0"
MOJAVE_SOLAR_PROJECT,ST,SUN,0.0,0.0,1,"0,0"
MONROE_STREET,HT,WATER,0.0,0.0,1,"0,0"
MONTAGUE_WIND_POWER_FACILITY_LLC,WT,WIND,0.0,0.0,1,"0,0"
MONTEZUMA_WIND_II,WT,WIND,0.0,0.0,1,"0,0"
MONTICELLO_DAM,HT,WATER,0.0,0.0,1,"0,0"
MORELOS,PV,SUN,0.0,0.0,1,"0,0"
MORMON_FLAT,HT|HT,WATER|ELEC,0.0,0.0,1,"0,0"
MORONY,HT,WATER,0.0,0.0,1,"0,0"
MORROW_POINT,HT,WATER,0.0,0.0,1,"0,0"
MOSSYROCK,HT,WATER,0.0,0.0,1,"0,0"
MOUNTAINVIEW_GENERATING_STATION,CC|ST,NG|NG,0.0,0.0,1,"0,0"
MOUNTAIN_VIEW_I2,WT,WIND,0.0,0.0,1,"0,0"
MOUNTAIN_VIEW_III,WT,WIND,0.0,0.0,1,"0,0"
MOUNTAIN_VIEW_IV,WT,WIND,0.0,0.0,1,"0,0"
MOUNTAIN_WIND_POWER_II_LLC,WT,WIND,0.0,0.0,1,"0,0"
MOUNTAIN_WIND_POWER_LLC,WT,WIND,0.0,0.0,1,"0,0"
MOUNT_ELBERT,HT,ELEC,0.0,0.0,1,"0,0"
MT_HOME_SOLAR_1_LLC,PV,SUN,0.0,0.0,1,"0,0"
MT_POSO_COGENERATION,ST,WOOD,0.0,0.0,1,"0,0"
MT_SIGNAL,PV,SUN,0.0,0.0,1,"0,0"
MUCK_VALLEY_HYDROELECTRIC,HT,WATER,0.0,0.0,1,"0,0"
MURPHY_FLAT_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
MURRAY_TURBINE,CT,NG,0.0,0.0,1,"0,0"
MUSSELSHELL_WIND_PROJECT,WT,WIND,0.0,0.0,1,"0,0"
MUSSELSHELL_WIND_PROJECT_TWO_LLC,WT,WIND,0.0,0.0,1,"0,0"
MUSTANG_HILLS_LLC,WT,WIND,0.0,0.0,1,"0,0"
MYSTIC,HT,WATER,0.0,0.0,1,"0,0"
NARROWS_2,HT,WATER,0.0,0.0,1,"0,0"
NARROWS_PH,HT,WATER,0.0,0.0,1,"0,0"
NATURENER_GLACIER_WIND_ENERGY_1,WT,WIND,0.0,0.0,1,"0,0"
NATURENER_GLACIER_WIND_ENERGY_2,WT,WIND,0.0,0.0,1,"0,0"
NATURENER_RIM_ROCK_ENERGY,WT,WIND,0.0,0.0,1,"0,0"
NAUGHTON,ST|ST,COAL|NG,0.0,0.0,1,"0,0"
NAVAJO_DAM,HT,WATER,0.0,0.0,1,"0,0"
NAVAL_AIR_WEAPONS_STATION_CHINA_LAKE,PV,SUN,0.0,0.0,1,"0,0"
NAVAL_STATION_ENERGY_FACILITY,CC,NG,0.0,0.0,1,"0,0"
NEAL_HOT_SPRINGS_GEOTHERMAL_PROJECT,ST,GEO,0.0,0.0,1,"0,0"
NEBO_POWER_STATION,CC,NG,0.0,0.0,1,"0,0"
NEIL_SIMPSON_GAS_TURBINE_2,CT,NG,0.0,0.0,1,"0,0"
NEIL_SIMPSON_II,ST|CT,COAL|NG,0.0,0.0,1,"0,0"
NEW-INDY_ONTARIO_MILL,CT,NG,0.0,0.0,1,"0,0"
NEWCASTLE,HT,WATER,0.0,0.0,1,"0,0"
NEW_MELONES,HT,WATER,0.0,0.0,1,"0,0"
NEW_MEXICO_WIND_ENERGY_CENTER,WT,WIND,0.0,0.0,1,"0,0"
NEXTERA_WESTSIDE_PV,PV,SUN,0.0,0.0,1,"0,0"
NICOLIS,PV,SUN,0.0,0.0,1,"0,0"
NILAND_GAS_TURBINE_PLANT,CT,NG,0.0,0.0,1,"0,0"
NIMBUS,HT,WATER,0.0,0.0,1,"0,0"
NINE_CANYON,WT,WIND,0.0,0.0,1,"0,0"
NINE_MILE,HT,WATER,0.0,0.0,1,"0,0"
NORTHEAST,CT,NG,0.0,0.0,1,"0,0"
NORTHERN_COLORADO_WIND_LLC,WT,WIND,0.0,0.0,1,"0,0"
NORTH_BRAWLEY_GEOTHERMAL_PLANT,ST,GEO,0.0,0.0,1,"0,0"
NORTH_FORK,HT,WATER,0.0,0.0,1,"0,0"
NORTH_HURLBURT_WIND_LLC,WT,WIND,0.0,0.0,1,"0,0"
NORTH_ISLAND_ENERGY_FACILITY,CC,NG,0.0,0.0,1,"0,0"
NORTH_LANCASTER_RANCH,PV,SUN,0.0,0.0,1,"0,0"
NORTH_LOOP,CT,NG,0.0,0.0,1,"0,0"
NORTH_SKY_RIVER_ENERGY_LLC,WT,WIND,0.0,0.0,1,"0,0"
NORTH_STAR_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
NOVO_BIOPOWER_PLANT,ST,WOOD,0.0,0.0,1,"0,0"
NOXON_RAPIDS,HT,WATER,0.0,0.0,1,"0,0"
NRG_SOLAR_BLYTHE_II,PV,SUN,0.0,0.0,1,"0,0"
NRG_SOLAR_BLYTHE_LLC,PV,SUN,0.0,0.0,1,"0,0"
NRG_SOLAR_BORREGO_I,PV,SUN,0.0,0.0,1,"0,0"
NTC_MCRD_ENERGY_FACILITY,CC,NG,0.0,0.0,1,"0,0"
OAK_CREEK_ENERGY_SYSTEMS_I,WT,WIND,0.0,0.0,1,"0,0"
OAK_GROVE,HT,WATER,0.0,0.0,1,"0,0"
OASIS_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
OASIS_WIND,WT,WIND,0.0,0.0,1,"0,0"
OCOTILLO,ST|CT|PV,NG|NG|SUN,0.0,0.0,1,"0,0"
OCOTILLO_EXPRESS_LLC,WT,WIND,0.0,0.0,1,"0,0"
OLS_ENERGY_CAMARILLO,CC,NG,0.0,0.0,1,"0,0"
OLS_ENERGY_CHINO,CC,NG,0.0,0.0,1,"0,0"
ONEIDA,HT,WATER,0.0,0.0,1,"0,0"
ONEILL,HT,ELEC,0.0,0.0,1,"0,0"
OPEN_RANGE_SOLAR_CENTER_LLC,PV,SUN,0.0,0.0,1,"0,0"
ORANGE_GROVE_PEAKING_FACILITY,CT,NG,0.0,0.0,1,"0,0"
ORCHARD_RANCH_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
OREGON_TRAIL_WIND_PARK,WT,WIND,0.0,0.0,1,"0,0"
OREG_1_INC,UNKNOWN,OTHER,0.0,0.0,1,"0,0"
OREG_2_INC,UNKNOWN,OTHER,0.0,0.0,1,"0,0"
ORION_SOLAR_I,PV,SUN,0.0,0.0,1,"0,0"
ORMESA_I,ST,GEO,0.0,0.0,1,"0,0"
ORMESA_II,ST,GEO,0.0,0.0,1,"0,0"
ORMOND_BEACH,ST,NG,0.0,0.0,1,"0,0"
OR_SOLAR_3_LLC,PV,SUN,0.0,0.0,1,"0,0"
OR_SOLAR_6_LLC,PV,SUN,0.0,0.0,1,"0,0"
OR_SOLAR_8_LLC,PV,SUN,0.0,0.0,1,"0,0"
OTAY,CT,WASTE,0.0,0.0,1,"0,0"
OTAY_MESA_GENERATING_PROJECT,,,0.0,0.0,1,"0,0"
OTAY_MESA_GENERATING_PROJECT_2,CC,NG,0.0,0.0,1,"0,0"
OXBOW,HT,WATER,0.0,0.0,1,"0,0"
OXNARD,CT,NG,0.0,0.0,1,"0,0"
OXNARD_PAPER_MILL,CT,NG,0.0,0.0,1,"0,0"
PACIFIC-ULTRAPOWER_CHINESE_STATION,ST,WOOD,0.0,0.0,1,"0,0"
PACIFIC_WIND_LLC,WT,WIND,0.0,0.0,1,"0,0"
PACKWOOD,HT,WATER,0.0,0.0,1,"0,0"
PALISADES,HT,WATER,0.0,0.0,1,"0,0"
PALOMAR_ENERGY,CC,NG,0.0,0.0,1,"0,0"
PALOMA_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
PALOMA_SOLAR_PLANT,PV,SUN,0.0,0.0,1,"0,0"
PALOUSE,WT,WIND,0.0,0.0,1,"0,0"
PALO_VERDE,ST,NUC,0.0,0.0,1,"0,0"
PANOCHE_ENERGY_CENTER,CT,NG,0.0,0.0,1,"0,0"
PANOCHE_PEAKER,CT,NG,0.0,0.0,1,"0,0"
PARDEE,HT,WATER,0.0,0.0,1,"0,0"
PARKER_DAM,HT,WATER,0.0,0.0,1,"0,0"
PARNASSUS_CENTRAL_UTILITY_PLANT,CC,NG,0.0,0.0,1,"0,0"
PASTORIA_ENERGY_FACILITY_LLC,CC,NG,0.0,0.0,1,"0,0"
PAVANT_SOLAR_III,PV,SUN,0.0,0.0,1,"0,0"
PAVANT_SOLAR_II_LLC,PV,SUN,0.0,0.0,1,"0,0"
PAVANT_SOLAR_LLC,PV,SUN,0.0,0.0,1,"0,0"
PAWNEE,ST,COAL,0.0,0.0,1,"0,0"
PAYNES_FERRY,WT,WIND,0.0,0.0,1,"0,0"
PEAK_VIEW_WIND_FARM,WT,WIND,0.0,0.0,1,"0,0"
PEBBLE_SPRINGS_WIND_LLC,WT,WIND,0.0,0.0,1,"0,0"
PEBBLY_BEACH,ES|ST,ELEC|OIL,0.0,0.0,1,"0,0"
PEETZ_TABLE_WIND_ENERGY,WT,WIND,0.0,0.0,1,"0,0"
PELTON,HT,WATER,0.0,0.0,1,"0,0"
PERRIN_RANCH_WIND_LLC,WT,WIND,0.0,0.0,1,"0,0"
PE_BERKELEY,CC,NG,0.0,0.0,1,"0,0"
PHILLIPS_66_CARBON_PLANT,ST,COKE,0.0,0.0,1,"0,0"
PHILLIPS_66_RODEO_REFINERY,ST,GAS,0.0,0.0,1,"0,0"
PHP_1,HT,WATER,0.0,0.0,1,"0,0"
PHP_2,HT,WATER,0.0,0.0,1,"0,0"
PICTURE_ROCKS_SOLAR_LLC,PV,SUN,0.0,0.0,1,"0,0"
PILGRIM_STAGE_WIND_PARK,WT,WIND,0.0,0.0,1,"0,0"
PILOT_KNOB,HT,WATER,0.0,0.0,1,"0,0"
PIMA_ENERGY_STORAGE_SYSTEM,ES,ELEC,0.0,0.0,1,"0,0"
PINE_FLAT,HT,WATER,0.0,0.0,1,"0,0"
PINE_TREE_WIND_POWER_PROJECT,WT,WIND,0.0,0.0,1,"0,0"
PINYON_PINE_I,WT,WIND,0.0,0.0,1,"0,0"
PINYON_PINE_II,WT,WIND,0.0,0.0,1,"0,0"
PIONEER_GREEN_ENERGY,PV,SUN,0.0,0.0,1,"0,0"
PIONEER_WIND_PARK_LLC,WT,WIND,0.0,0.0,1,"0,0"
PIO_PICO_ENERGY_CENTER,CT,NG,0.0,0.0,1,"0,0"
PIT_1,HT,WATER,0.0,0.0,1,"0,0"
PIT_3,HT,WATER,0.0,0.0,1,"0,0"
PIT_4,HT,WATER,0.0,0.0,1,"0,0"
PIT_5,HT,WATER,0.0,0.0,1,"0,0"
PIT_6,HT,WATER,0.0,0.0,1,"0,0"
PIT_7,HT,WATER,0.0,0.0,1,"0,0"
PLAINS_END,IC,NG,0.0,0.0,1,"0,0"
PLAINS_END_II_LLC,IC,NG,0.0,0.0,1,"0,0"
PLANT_NO_2_ORANGE_COUNTY,ST,BIO,0.0,0.0,1,"0,0"
PLES_I,ST,GEO,0.0,0.0,1,"0,0"
POE,HT,WATER,0.0,0.0,1,"0,0"
POLE_HILL,HT,WATER,0.0,0.0,1,"0,0"
POOLE,HT,WATER,0.0,0.0,1,"0,0"
PORTAL_RIDGE_B,,,0.0,0.0,1,"0,0"
PORTAL_RIDGE_C,,,0.0,0.0,1,"0,0"
PORTAL_RIDGE_SOLAR_B_LLC,PV,SUN,0.0,0.0,1,"0,0"
PORTAL_RIDGE_SOLAR_C_LLC,PV,SUN,0.0,0.0,1,"0,0"
PORT_WESTWARD,CC,NG,0.0,0.0,1,"0,0"
PORT_WESTWARD_UNIT_2,IC,NG,0.0,0.0,1,"0,0"
POST_FALLS,HT,WATER,0.0,0.0,1,"0,0"
POWER_COUNTY_WIND_PARK_NORTH,WT,WIND,0.0,0.0,1,"0,0"
POWER_COUNTY_WIND_PARK_SOUTH,WT,WIND,0.0,0.0,1,"0,0"
PRESCOTT,PV,SUN,0.0,0.0,1,"0,0"
PRESCOTT_SOLAR_PLANT,PV,SUN,0.0,0.0,1,"0,0"
PRIEST_RAPIDS,HT,WATER,0.0,0.0,1,"0,0"
PROSPECTOR_WINDFARM_BURNT_RIVER,WT,WIND,0.0,0.0,1,"0,0"
PROSPECT_2,HT,WATER,0.0,0.0,1,"0,0"
PROVO_POWER_PLANT,IC,NG,0.0,0.0,1,"0,0"
PUEBLO_AIRPORT_GENERATING_STATION,CC|CT,NG|NG,0.0,0.0,1,"0,0"
PUENTE_HILLS_ENERGY_RECOVERY,CT,WASTE,0.0,0.0,1,"0,0"
PUMPJACK_SOLAR_I,PV,SUN,0.0,0.0,1,"0,0"
PYRAMID,CT,NG,0.0,0.0,1,"0,0"
QUAY_COUNTY,ST,OIL,0.0,0.0,1,"0,0"
QUEEN_CREEK_SOLAR_FARM,PV,SUN,0.0,0.0,1,"0,0"
QUINTO,PV,SUN,0.0,0.0,1,"0,0"
QUINTO_SOLAR_PV_PROJECT,PV,SUN,0.0,0.0,1,"0,0"
RAFT_RIVER_GEOTHERMAL_POWER_PLANT,ST,GEO,0.0,0.0,1,"0,0"
RAINBOW,HT,WATER,0.0,0.0,1,"0,0"
RALSTON,HT,WATER,0.0,0.0,1,"0,0"
RANCHO_SECO_SOLAR_LLC,PV,SUN,0.0,0.0,1,"0,0"
RATHDRUM,CT,NG,0.0,0.0,1,"0,0"
RATHDRUM_POWER_LLC,CC,NG,0.0,0.0,1,"0,0"
RATON,,,0.0,0.0,1,"0,0"
RAWHIDE,ST|CT,COAL|NG,0.0,0.0,1,"0,0"
RAY_D_NIXON,ST|CT,COAL|NG,0.0,0.0,1,"0,0"
REDCREST_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
REDCREST_SOLAR_FARM,PV,SUN,0.0,0.0,1,"0,0"
REDDING_POWER,CC|CT,NG|NG,0.0,0.0,1,"0,0"
REDWOOD_4_SOLAR_FARM,PV,SUN,0.0,0.0,1,"0,0"
RED_BLUFF,IC,NG,0.0,0.0,1,"0,0"
RED_HAWK,CC,NG,0.0,0.0,1,"0,0"
RED_HORSE_2,PV|WT,SUN|WIND,0.0,0.0,1,"0,0"
RED_HORSE_III,PV,SUN,0.0,0.0,1,"0,0"
RED_MESA_WIND_LLC,WT,WIND,0.0,0.0,1,"0,0"
RED_ROCK,PV,SUN,0.0,0.0,1,"0,0"
REEVES,ST,NG,0.0,0.0,1,"0,0"
REGULUS,PV,SUN,0.0,0.0,1,"0,0"
REGULUS_SOLAR_PROJECT,PV,SUN,0.0,0.0,1,"0,0"
RET_MODESTO_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
RE_ADAMS_EAST_LLC,PV,SUN,0.0,0.0,1,"0,0"
RE_BAGDAD_SOLAR_I_LLC,PV,SUN,0.0,0.0,1,"0,0"
RE_CAMELOT_LLC,PV,SUN,0.0,0.0,1,"0,0"
RE_COLUMBIA_TWO_LLC,PV,SUN,0.0,0.0,1,"0,0"
RE_GARLAND_A,PV,SUN,0.0,0.0,1,"0,0"
RE_KANSAS_SOLAR_LLC,PV,SUN,0.0,0.0,1,"0,0"
RE_KANSAS_SOUTH_LLC,PV,SUN,0.0,0.0,1,"0,0"
RE_KENT_SOUTH_LLC,PV,SUN,0.0,0.0,1,"0,0"
RE_MUSTANG,PV,SUN,0.0,0.0,1,"0,0"
RE_MUSTANG_3,PV,SUN,0.0,0.0,1,"0,0"
RE_MUSTANG_4,PV,SUN,0.0,0.0,1,"0,0"
RE_MUSTANG_LLC,PV,SUN,0.0,0.0,1,"0,0"
RE_OLD_RIVER_ONE_LLC,PV,SUN,0.0,0.0,1,"0,0"
RE_TRANQUILLITY,PV,SUN,0.0,0.0,1,"0,0"
RE_VICTOR_PHELAN_SOLAR_ONE_LLC,PV,SUN,0.0,0.0,1,"0,0"
RICE_SOLAR_ENERGY,,,0.0,0.0,1,"0,0"
RICHMOND_COGEN,CC|ST,NG|GAS,0.0,0.0,1,"0,0"
RIDGETOP,WT,WIND,0.0,0.0,1,"0,0"
RIDGETOP_ENERGY_LLC,WT,WIND,0.0,0.0,1,"0,0"
RIDGE_CREST_WIND_PARTNERS,WT,WIND,0.0,0.0,1,"0,0"
RIFLE_GENERATING_STATION,CC,NG,0.0,0.0,1,"0,0"
RIO_BRAVO,CT,NG,0.0,0.0,1,"0,0"
RIO_BRAVO_1,PV,SUN,0.0,0.0,1,"0,0"
RIO_BRAVO_2,PV,SUN,0.0,0.0,1,"0,0"
RIO_BRAVO_FRESNO,ST,WOOD,0.0,0.0,1,"0,0"
RIO_BRAVO_POSO,,,0.0,0.0,1,"0,0"
RIO_BRAVO_ROCKLIN,ST,WOOD,0.0,0.0,1,"0,0"
RIO_BRAVO_SOLAR_1_LLC,PV,SUN,0.0,0.0,1,"0,0"
RIO_BRAVO_SOLAR_II_LLC,PV,SUN,0.0,0.0,1,"0,0"
RIO_GRANDE,CT|ST,NG|NG,0.0,0.0,1,"0,0"
RIO_MESA_SEGF_2,,,0.0,0.0,1,"0,0"
RIO_MESA_SOLAR_FACILITY_1,,,0.0,0.0,1,"0,0"
RIPON_GENERATION_STATION,CT,NG,0.0,0.0,1,"0,0"
RIPON_MILL,CT,NG,0.0,0.0,1,"0,0"
RISING_TREE_WIND_FARM,WT,WIND,0.0,0.0,1,"0,0"
RISING_TREE_WIND_FARM_II,WT,WIND,0.0,0.0,1,"0,0"
RISING_TREE_WIND_FARM_III,WT,WIND,0.0,0.0,1,"0,0"
RIVERSIDE_ENERGY_RESOURCE_CENTER,CT,NG,0.0,0.0,1,"0,0"
RIVERVIEW_ENERGY_CENTER,CT,NG,0.0,0.0,1,"0,0"
RIVER_MILL,HT,WATER,0.0,0.0,1,"0,0"
RIVER_ROAD_GEN_PLANT,CC,NG,0.0,0.0,1,"0,0"
ROADRUNNER_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
ROBBS_PEAK,HT,WATER,0.0,0.0,1,"0,0"
ROCKLAND_WIND_FARM,WT,WIND,0.0,0.0,1,"0,0"
ROCKWOOD,CT|ST,NG|OIL,0.0,0.0,1,"0,0"
ROCKY_FORD,ST,OIL,0.0,0.0,1,"0,0"
ROCKY_MOUNTAIN_ENERGY_CENTER,CC,NG,0.0,0.0,1,"0,0"
ROCKY_REACH,HT,WATER,0.0,0.0,1,"0,0"
ROCK_CREEK,HT,WATER,0.0,0.0,1,"0,0"
ROCK_ISLAND,HT,WATER,0.0,0.0,1,"0,0"
ROCK_RIVER_I_LLC,WT,WIND,0.0,0.0,1,"0,0"
ROLLING_HILLS,WT,WIND,0.0,0.0,1,"0,0"
ROLLINS,HT,WATER,0.0,0.0,1,"0,0"
ROOSEVELT,HT,WATER,0.0,0.0,1,"0,0"
ROOSEVELT_BIOGAS_1,CT,WASTE,0.0,0.0,1,"0,0"
ROSAMOND_ONE,PV,SUN,0.0,0.0,1,"0,0"
ROSAMOND_TWO,PV,SUN,0.0,0.0,1,"0,0"
ROSAMOND_W_1,PV,SUN,0.0,0.0,1,"0,0"
ROSAMOND_W_2,PV,SUN,0.0,0.0,1,"0,0"
ROSEBURG_FOREST_PRODUCTS_BIOMASS,ST,WOOD,0.0,0.0,1,"0,0"
ROSEVILLE_ENERGY_PARK,CC,NG,0.0,0.0,1,"0,0"
ROSS,HT,WATER,0.0,0.0,1,"0,0"
ROUND_BUTTE,HT,WATER,0.0,0.0,1,"0,0"
ROZA,HT,WATER,0.0,0.0,1,"0,0"
RUPERT_COGEN_PROJECT,,,0.0,0.0,1,"0,0"
RUSH_CREEK,HT,WATER,0.0,0.0,1,"0,0"
RUSH_CREEK_WIND,,,0.0,0.0,1,"0,0"
RUSSELL_CITY_ENERGY_CENTER,CC,NG,0.0,0.0,1,"0,0"
RYAN,HT,WATER,0.0,0.0,1,"0,0"
RYEGRASS_WINDFARM,WT,WIND,0.0,0.0,1,"0,0"
R_C_KIRKWOOD,HT,WATER,0.0,0.0,1,"0,0"
SADDLE_MOUNTAIN_SOLAR_I,PV,SUN,0.0,0.0,1,"0,0"
SAGEBRUSH_POWER_PARTNERS,WT,WIND,0.0,0.0,1,"0,0"
SAGE_SOLAR_I-III,PV,SUN,0.0,0.0,1,"0,0"
SAGUARO,CT|ST|ST,NG|NG|SUN,0.0,0.0,1,"0,0"
SALINAS_RIVER_COGENERATION,CT,NG,0.0,0.0,1,"0,0"
SALMON_FALLS_WIND_PARK,WT,WIND,0.0,0.0,1,"0,0"
SALTON_SEA_POWER_GEN_CO_-_UNIT_2,ST,GEO,0.0,0.0,1,"0,0"
SALTON_SEA_POWER_GEN_CO_-_UNIT_3,ST,GEO,0.0,0.0,1,"0,0"
SALTON_SEA_POWER_GEN_CO_-_UNIT_4,ST,GEO,0.0,0.0,1,"0,0"
SALTON_SEA_POWER_GEN_CO_UNIT_1,ST,GEO,0.0,0.0,1,"0,0"
SALTON_SEA_POWER_LLC_-_UNIT_5,ST,GEO,0.0,0.0,1,"0,0"
SALT_SPRINGS,HT,WATER,0.0,0.0,1,"0,0"
SANDSTONE_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
SAND_BAR_POWER_PLANT,HT,WATER,0.0,0.0,1,"0,0"
SAND_DRAG_LLC,PV,SUN,0.0,0.0,1,"0,0"
SANTAN,CC,NG,0.0,0.0,1,"0,0"
SAN_DIEGO_STATE_UNIVERSITY,CC|PV,NG|SUN,0.0,0.0,1,"0,0"
SAN_FRANCISQUITO_1,HT,WATER,0.0,0.0,1,"0,0"
SAN_FRANCISQUITO_2,HT,WATER,0.0,0.0,1,"0,0"
SAN_GABRIEL_FACILITY,ES|CT,ELEC|NG,0.0,0.0,1,"0,0"
SAN_GORGONIO_FARMS_WIND_FARM,WT,WIND,0.0,0.0,1,"0,0"
SAN_GORGONIO_WESTWINDS_II_LLC,WT,WIND,0.0,0.0,1,"0,0"
SAN_GORGONIO_WINDPLANT_WPP1993,WT,WIND,0.0,0.0,1,"0,0"
SAN_ISABEL_SOLAR_LLC,PV,SUN,0.0,0.0,1,"0,0"
SAN_JUAN,ST,COAL,0.0,0.0,1,"0,0"
SAN_JUAN_MESA,WT,WIND,0.0,0.0,1,"0,0"
SAN_LUIS_VALLEY_SOLAR_RANCH,PV,SUN,0.0,0.0,1,"0,0"
SAWTOOTH_WIND_PROJECT,WT,WIND,0.0,0.0,1,"0,0"
SCATTERGOOD,CC|CT|ST,NG|NG|NG,0.0,0.0,1,"0,0"
SCA_COGEN_2,CC|CT,NG|NG,0.0,0.0,1,"0,0"
SDS_LUMBER_GORGE_ENERGY_DIVISION,ST,WOOD,0.0,0.0,1,"0,0"
SECOND_IMPERIAL_GEOTHERMAL,ST,GEO,0.0,0.0,1,"0,0"
SEGS_IX,ST,SUN,0.0,0.0,1,"0,0"
SEGS_VIII,ST,SUN,0.0,0.0,1,"0,0"
SEMINOE,HT,WATER,0.0,0.0,1,"0,0"
SENECA_SUSTAINABLE_ENERGY_LLC,ST,WOOD,0.0,0.0,1,"0,0"
SEPV_8,PV,SUN,0.0,0.0,1,"0,0"
SEPV_MOJAVE_W,PV,SUN,0.0,0.0,1,"0,0"
SEPV_PALMDALE_EAST,PV,SUN,0.0,0.0,1,"0,0"
SEVEN_MILE_HILL,WT,WIND,0.0,0.0,1,"0,0"
SEVILLE_2,PV,SUN,0.0,0.0,1,"0,0"
SEVILLE_SOLAR_1,PV,SUN,0.0,0.0,1,"0,0"
SHAFTER,PV,SUN,0.0,0.0,1,"0,0"
SHAFTER_SOLAR_LLC,PV,SUN,0.0,0.0,1,"0,0"
SHASTA,HT,WATER,0.0,0.0,1,"0,0"
SHILOH_III_WIND_PROJECT_LLC,WT,WIND,0.0,0.0,1,"0,0"
SHILOH_IV_WIND_PROJECT_LLC,WT,WIND,0.0,0.0,1,"0,0"
SHILOH_I_WIND_PROJECT,WT,WIND,0.0,0.0,1,"0,0"
SHILOH_WIND_PROJECT_2_LLC,WT,WIND,0.0,0.0,1,"0,0"
SHOSHONE,HT,WATER,0.0,0.0,1,"0,0"
SHOSHONE_FALLS,HT,WATER,0.0,0.0,1,"0,0"
SHUTE_CREEK_FACILITY,CT,NG,0.0,0.0,1,"0,0"
SIERRA_PACIFIC_ABERDEEN,ST,WOOD,0.0,0.0,1,"0,0"
SIERRA_PACIFIC_BURLINGTON_FACILITY,ST,WOOD,0.0,0.0,1,"0,0"
SIERRA_PACIFIC_BURNEY_FACILITY,ST,WOOD,0.0,0.0,1,"0,0"
SIERRA_PACIFIC_LINCOLN_FACILITY,ST,WOOD,0.0,0.0,1,"0,0"
SIERRA_PACIFIC_QUINCY_FACILITY,ST,WOOD,0.0,0.0,1,"0,0"
SIERRA_SOLAR_GREENWORKS,PV,SUN,0.0,0.0,1,"0,0"
SIERRA_SOLAR_GREENWORKS_2,PV,SUN,0.0,0.0,1,"0,0"
SILVER_SAGE_WINDPOWER,WT,WIND,0.0,0.0,1,"0,0"
SIMCOE_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
SIMPLOT_LEASING_DON_PLANT,UNKNOWN,OTHER,0.0,0.0,1,"0,0"
SIMPLOT_PHOSPHATES,UNKNOWN,OTHER,0.0,0.0,1,"0,0"
SIMPSON_TACOMA_KRAFT_BIOMASS,ST,WOOD,0.0,0.0,1,"0,0"
SJ_SC_WPCP,IC|ST,NG|BIO,0.0,0.0,1,"0,0"
SKIC_SOLAR,PV,SUN,0.0,0.0,1,"0,0"
