system_id,geocode,Bus  Number,Bus  Name,bus_latitude,bus_longitude,county,state,tzoffset,facility,plant_latitude,plant_longitude,plant_fractional_capacity_MW,generator,plant_capacity_MW,aggregated_bus_fractional_capacity_MW,min_measured_date,max_measured_date,turbine_rating_MW,rotor_diameter_m,hub_height_m,max_rotor_tip_speed,tip_speed_ratio,max_cp,drivetrain_design,cut_in_wind_speed_m/s,cut_out_wind_speed_m/s,shear_exponent,altitude_m,num_turbines,calculated_capacity_MW,capacity_diff_MW
93,9rx7st,6103,BORAH,42.835449,-113.348619,9rx5y1,ID,-7,POWER_COUNTY_WIND_PARK_SOUTH,42.7025,-112.7558,22.5,WT,22.5,490.5,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,175,489.99999999999994,0.5000000000000568
94,9w01f3,1402,WESTWING,34.067027,-112.396715,9qpvn0,AZ,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
95,9w1wf0,1102,CHOLLA,34.940278,-110.300278,9w393d,AZ,-7,RED_HORSE_2,32.2861,-110.0881,40.5,PV|WT,81.0,168.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,60,168.0,0.5999999999999943
95,9w1wf0,1102,CHOLLA,34.940278,-110.300278,9w393d,AZ,-7,DRY_LAKE_WIND_II_LLC,34.6062,-110.1734,65.1,WT,65.1,168.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,60,168.0,0.5999999999999943
95,9w1wf0,1102,CHOLLA,34.940278,-110.300278,9w393d,AZ,-7,DRY_LAKE_WIND_LLC,34.6596,-110.2842,63.0,WT,63.0,168.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,60,168.0,0.5999999999999943
96,9w1zzg,1101,CORONADO,35.131373,-109.690674,9w61k3,AZ,-7,MACHO_SPRINGS_POWER_I,32.5543,-107.5093,50.4,WT,50.4,50.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,18,50.4,0.0
97,9w3h8n,1201,MOENKOPI,35.985019,-111.090655,9w2ebd,AZ,-7,PERRIN_RANCH_WIND_LLC,35.4156,-112.2711,99.2,WT,99.2,99.2,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,35,98.0,1.2000000000000028
98,9w94m0,1202,NAVAJO,36.961002,-110.864429,9w8kp9,UT,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
99,9wbmjr,6507,SIGURD,38.887109,-111.917677,9wbkrt,UT,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
100,9wdb95,1001,FOURCORN,36.670897,-108.581419,9w6zxn,NM,-7,RED_MESA_WIND_LLC,35.2689,-107.3828,102.4,WT,102.4,102.4,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,37,103.6,-1.1999999999999886
101,9wdr2q,6505,PINTO,37.870747,-109.314458,9w9vvt,UT,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
102,9we1bp,1004,SAN JUAN,36.910483,-108.278462,9w6zxn,NM,-7,HIGH_LONESOME_MESA_LLC,34.4667,-105.9625,100.0,WT,100.0,100.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,36,100.8,-0.7999999999999972
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,CEDAR_POINT_WIND,39.4109,-103.6949,252.0,WT,252.0,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,LIMON_III_WIND_LLC,39.3533,-103.4742,200.6,WT,200.6,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,LIMON_WIND_I,39.4451,-103.5529,200.0,WT,200.0,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,LIMON_WIND_II,39.341,-103.5811,200.0,WT,200.0,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,COLORADO_GREEN_HOLDINGS_LLC,37.6976,-102.6746,162.0,WT,162.0,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,TWIN_BUTTES_WIND_PROJECT,37.6744,-102.8238,75.0,WT,75.0,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,PEAK_VIEW_WIND_FARM,37.7065,-104.5003,60.8,WT,60.8,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,BUSCH_RANCH_II_WIND_FARM,37.7664,-104.4295,59.4,WT,59.4,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,KIT_CARSON_WINDPOWER,39.3626,-102.3416,51.0,WT,51.0,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,BUSCH_RANCH_WIND_ENERGY_FARM,37.7808,-104.475,29.0,WT,29.0,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,NEW_MEXICO_WIND_ENERGY_CENTER,34.6357,-104.0473,204.0,WT,204.0,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,SAN_JUAN_MESA,33.9591,-103.8323,120.0,WT,120.0,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,ARAGONNE_WIND_LLC,34.8147,-105.0108,90.0,WT,90.0,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,CAPROCK_WIND_FARM,34.9842,-103.3737,80.0,WT,80.0,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
103,9wve62,7001,COLOEAST,38.542595,-104.660626,9wvsvk,CO,-7,WILDCAT_WIND,32.9803,-103.319,27.3,WT,27.3,1811.1,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,647,1811.6,-0.5
104,9x06gc,6504,MONA,39.868637,-111.977164,9x0s4z,UT,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
105,9x0gc5,6508,SPAN FRK,40.053045,-111.394196,9x0s4z,UT,-7,SPANISH_FORK_WIND_PARK_2_LLC,40.0732,-111.5836,18.9,WT,18.9,18.9,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,7,19.599999999999998,-0.6999999999999993
106,9x0mgn,6502,CAMP WIL,40.423164974,-112.007999968,9x0rm5,UT,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
107,9x0ryy,6509,TERMINAL,40.772832,-111.846293,9x0rm5,UT,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
108,9x27ep,6501,BENLOMND,41.439081,-112.006907,9x26y1,UT,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
109,9x3mfn,6305,NAUGHTON,41.826887,-110.64461,9x921r,WY,-7,WYOMING_WIND_ENERGY_CENTER,41.2872,-110.5556,144.0,WT,144.0,285.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,102,285.59999999999997,-0.5999999999999659
109,9x3mfn,6305,NAUGHTON,41.826887,-110.64461,9x921r,WY,-7,MOUNTAIN_WIND_POWER_II_LLC,41.2706,-110.5455,80.0,WT,80.0,285.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,102,285.59999999999997,-0.5999999999999659
109,9x3mfn,6305,NAUGHTON,41.826887,-110.64461,9x921r,WY,-7,MOUNTAIN_WIND_POWER_LLC,41.2879,-110.4808,61.0,WT,61.0,285.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,102,285.59999999999997,-0.5999999999999659
110,9x47er,6503,EMERY,40.030278,-109.188333,9x4h7b,UT,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
111,9x5w98,7002,CRAIG,40.521809,-107.506652,9x5ym3,CO,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
112,9x6z6m,6301,BRIDGER,42.083869,-108.529745,9x6t42,WY,-7,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,CEDAR_CREEK_WIND,40.8941,-104.0248,300.5,WT,300.5,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,CEDAR_CREEK_II,40.9481,-103.7811,248.3,WT,248.3,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,LOGAN_WIND_ENERGY,40.953,-103.1448,201.0,WT,201.0,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,PEETZ_TABLE_WIND_ENERGY,40.9453,-103.1646,199.5,WT,199.5,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,NORTHERN_COLORADO_WIND_LLC,40.9932,-103.3966,174.3,WT,174.3,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,COLORADO_HIGHLANDS_WIND,40.7439,-102.7677,96.1,WT,96.1,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,SPRING_CANYON_EXPANSION_WIND_ENERGY_CENTER,40.9642,-103.0772,62.6,WT,62.6,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,SPRING_CANYON,40.9429,-103.0179,60.0,WT,60.0,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,RIDGE_CREST_WIND_PARTNERS,40.9614,-103.1158,29.7,WT,29.7,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,EKOLA_FLATS,41.9324,-106.3584,250.9,WT,250.9,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,TOP_OF_THE_WORLD_WINDPOWER_PROJECT,42.9381,-105.7819,200.0,WT,200.0,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,GLENROCK,43.0267,-105.8343,165.6,WT,165.6,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,SEVEN_MILE_HILL,41.9366,-106.3757,146.2,WT,146.2,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,HIGH_PLAINS,41.6791,-105.993,122.1,WT,122.1,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,ROLLING_HILLS,43.078,-105.8607,115.8,WT,115.8,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,DUNLAP,42.0381,-106.1583,111.0,WT,111.0,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,CAMPBELL_HILL_WINDPOWER,43.0145,-106.0048,99.0,WT,99.0,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,PIONEER_WIND_PARK_LLC,42.7255,-105.8637,80.0,WT,80.0,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,ROCK_RIVER_I_LLC,41.7126,-106.1038,50.0,WT,50.0,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,SILVER_SAGE_WINDPOWER,41.1332,-105.0273,42.0,WT,42.0,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,FOOTE_CREEK_I,41.6274,-106.2013,41.4,WT,41.4,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,MCFADDEN_RIDGE,41.6692,-106.0245,35.2,WT,35.2,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,HAPPY_JACK_WINDPOWER_PROJECT,41.1421,-104.9985,29.4,WT,29.4,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
113,9xkgmv,6302,LARAMIE,41.383369,-105.567246,9xkv40,WY,-7,CASPER_WIND_FARM,42.8872,-106.2178,17.0,WT,17.0,2877.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1028,2878.3999999999996,-0.7999999999997272
114,c21g7u,4007,CELILOCA,45.594757,-121.113585,c24hgw,WA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
115,c21g7y,4006,BIG EDDY,45.60664,-121.115583,c24hgw,WA,-8,,,,,,,0.0,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,0,0.0,0.0
116,c237sz,4202,WCASCADE,47.065363,-121.779859,c235sm,WA,-8,SAGEBRUSH_POWER_PARTNERS,47.1351,-120.6871,100.7,WT,100.7,100.7,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,36,100.8,-0.09999999999999432
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,BIGLOW_CANYON_WIND_FARM,45.6514,-120.6039,449.7,WT,449.7,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,KLONDIKE_WINDPOWER_III_PHASE_2,45.5699,-120.5296,297.5,WT,297.5,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,KLONDIKE_WINDPOWER_III_PHASE_1,45.5946,-120.587,297.5,WT,297.5,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,HORSESHOE_BEND_WIND_LLC,45.5551,-119.9502,290.0,WT,290.0,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,SOUTH_HURLBURT_WIND_LLC,45.6556,-120.0164,290.0,WT,290.0,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,NORTH_HURLBURT_WIND_LLC,45.725,-120.0666,265.0,WT,265.0,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,LEANING_JUNIPER_WIND_POWER_II,45.6727,-120.2212,201.0,WT,201.0,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,MONTAGUE_WIND_POWER_FACILITY_LLC,45.5986,-120.2389,200.0,WT,200.0,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,LEANING_JUNIPER,45.6915,-120.1813,110.4,WT,110.4,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,ARLINGTON_WIND_POWER_PROJECT,45.6849,-120.2306,103.0,WT,103.0,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,HAY_CANYON_WIND_POWER_LLC,45.5194,-120.5784,100.8,WT,100.8,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,STAR_POINT_WIND_PROJECT_LLC,45.4765,-120.5273,98.7,WT,98.7,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,PEBBLE_SPRINGS_WIND_LLC,45.7356,-120.1255,98.7,WT,98.7,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,WHEAT_FIELD_WIND_POWER_PROJECT,45.6706,-120.316,97.0,WT,97.0,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,KLONDIKE_WINDPOWER_II,45.5703,-120.5964,75.0,WT,75.0,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,WILLOW_CREEK_ENERGY_CENTER,45.6478,-119.9868,72.0,WT,72.0,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,CONDON_WINDPOWER_LLC,45.2859,-120.2789,49.8,WT,49.8,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,KLONDIKE_WIND_POWER,45.5679,-120.5727,24.5,WT,24.5,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,WINDY_FLATS_WIND_PROJECT,45.7174,-120.832,262.2,WT,262.2,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,WHITE_CREEK_WIND_FARM,45.817,-120.3466,204.0,WT,204.0,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,BIG_HORN_WIND_PROJECT,45.9014,-120.2885,199.0,WT,199.0,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,JUNIPER_CANYON_I_WIND_PROJECT,45.8701,-120.2966,151.2,WT,151.2,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,TUOLUMNE_WIND_PROJECT,45.8128,-120.6558,136.3,WT,136.3,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,GOODNOE_HILLS,45.7817,-120.5139,103.4,WT,103.4,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,HARVEST_WIND_PROJECT,45.7908,-120.2474,98.9,WT,98.9,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,LINDEN_WIND_ENERGY_PROJECT,45.7247,-120.7701,50.0,WT,50.0,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
117,c245ue,4005,JOHN DAY,45.677819,-120.733553,c24hgw,WA,-8,BIG_HORN_WIND_II,45.9304,-120.2857,50.0,WT,50.0,4375.6,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,1563,4376.4,-0.7999999999992724
118,c26crp,4102,HANFORD,46.669392,-119.573343,c25nbr,WA,-8,FPL_ENERGY_VANSYCLE_LLC_OR,45.9891,-118.8007,122.8,WT,122.8,885.1500000000001,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,316,884.8,0.3500000000001364
118,c26crp,4102,HANFORD,46.669392,-119.573343,c25nbr,WA,-8,VANSYCLE_II_WIND_ENERGY_CENTER,45.8994,-118.5889,98.9,WT,98.9,885.1500000000001,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,316,884.8,0.3500000000001364
118,c26crp,4102,HANFORD,46.669392,-119.573343,c25nbr,WA,-8,EURUS_COMBINE_HILLS_TURBINE_RANCH_2,45.9436,-118.5828,66.1,WT,66.1,885.1500000000001,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,316,884.8,0.3500000000001364
118,c26crp,4102,HANFORD,46.669392,-119.573343,c25nbr,WA,-8,COMBINE_HILLS_I,45.9335,-118.5856,43.0,WT,43.0,885.1500000000001,1/1/2018,12/30/2022,2.8,125,90,80,8,0.47,Geared,3,25,0.143,450,316,884.8,0.3500000000001364
