,state,county,name,year,model,capacity[MW],hub_height[m],rotor_diameter[m],longitude_gen,latitude_gen,latitude_county,longitude_county
8766,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.516785,41.283394,41.271502,-110.760395
8767,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.518585,41.284695,41.271502,-110.760395
8768,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.483986,41.290993,41.271502,-110.760395
8769,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.484985,41.292393,41.271502,-110.760395
8770,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.514488,41.292694,41.271502,-110.760395
8771,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.509285,41.289394,41.271502,-110.760395
8772,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.474388,41.287395,41.271502,-110.760395
8773,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.520691,41.306694,41.271502,-110.760395
8774,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.520287,41.285995,41.271502,-110.760395
8775,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.46759,41.292194,41.271502,-110.760395
8776,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.519501,41.305161,41.271502,-110.760395
8777,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.518188,41.303696,41.271502,-110.760395
8778,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.51059,41.278694,41.271502,-110.760395
8779,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.485085,41.282894,41.271502,-110.760395
8780,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.469391,41.293694,41.271502,-110.760395
8781,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.505989,41.287292,41.271502,-110.760395
8782,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.482986,41.289696,41.271502,-110.760395
8783,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.518486,41.295094,41.271502,-110.760395
8784,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.481987,41.288296,41.271502,-110.760395
8785,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.523788,41.290695,41.271502,-110.760395
8786,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.485985,41.293694,41.271502,-110.760395
8787,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.520386,41.296494,41.271502,-110.760395
8788,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.507286,41.276093,41.271502,-110.760395
8789,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.522789,41.288994,41.271502,-110.760395
8790,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.512688,41.280293,41.271502,-110.760395
8791,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.512085,41.291195,41.271502,-110.760395
8792,WY,Uinta,Mountain Wind I,2008.0,S88,2.1,79.0,88.0,-110.485886,41.284695,41.271502,-110.760395
8793,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.54039,41.247894,41.271502,-110.760395
8794,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.536491,41.273693,41.271502,-110.760395
8795,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.544289,41.263992,41.271502,-110.760395
8796,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.532684,41.270493,41.271502,-110.760395
8797,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.537186,41.257496,41.271502,-110.760395
8798,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.531891,41.252792,41.271502,-110.760395
8799,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.557388,41.267395,41.271502,-110.760395
8800,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.535889,41.256294,41.271502,-110.760395
8801,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.557289,41.288296,41.271502,-110.760395
8802,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.536385,41.244194,41.271502,-110.760395
8803,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.542885,41.262794,41.271502,-110.760395
8804,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.547791,41.283894,41.271502,-110.760395
8805,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.552887,41.285095,41.271502,-110.760395
8806,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.534485,41.255093,41.271502,-110.760395
8807,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.55899,41.289795,41.271502,-110.760395
8808,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.560791,41.282593,41.271502,-110.760395
8809,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.56089,41.278595,41.271502,-110.760395
8810,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.54464,41.281052,41.271502,-110.760395
8811,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.554192,41.286293,41.271502,-110.760395
8812,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.560387,41.274895,41.271502,-110.760395
8813,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.556686,41.265495,41.271502,-110.760395
8814,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.537689,41.245396,41.271502,-110.760395
8815,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.558586,41.273693,41.271502,-110.760395
8816,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.529587,41.267593,41.271502,-110.760395
8817,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.56179,41.276093,41.271502,-110.760395
8818,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.539886,41.259995,41.271502,-110.760395
8819,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.53849,41.258694,41.271502,-110.760395
8820,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.54644,41.2827,41.271502,-110.760395
8821,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.530586,41.251495,41.271502,-110.760395
8822,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.529289,41.250294,41.271502,-110.760395
8823,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.539185,41.276196,41.271502,-110.760395
8824,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.56089,41.280594,41.271502,-110.760395
8825,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.537888,41.274895,41.271502,-110.760395
8826,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.539085,41.246593,41.271502,-110.760395
8827,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.541939,41.278618,41.271502,-110.760395
8828,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.531387,41.269295,41.271502,-110.760395
8829,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.528389,41.266293,41.271502,-110.760395
8830,WY,Uinta,Mountain Wind II,2008.0,S88,2.1,79.0,88.0,-110.543289,41.279793,41.271502,-110.760395
8831,MT,Wheatland,Musselshell I,2012.0,GW87,1.5,75.0,87.0,-109.470184,46.288895,46.454552,-109.845461
8832,MT,Wheatland,Musselshell I,2012.0,GW87,1.5,75.0,87.0,-109.471786,46.286991,46.454552,-109.845461
8833,MT,Wheatland,Musselshell I,2012.0,GW87,1.5,75.0,87.0,-109.474586,46.283295,46.454552,-109.845461
8834,MT,Wheatland,Musselshell I,2012.0,GW87,1.5,75.0,87.0,-109.46579,46.276993,46.454552,-109.845461
8835,MT,Wheatland,Musselshell I,2012.0,GW87,1.5,75.0,87.0,-109.475388,46.280994,46.454552,-109.845461
8836,MT,Wheatland,Musselshell I,2012.0,GW87,1.5,75.0,87.0,-109.467087,46.280594,46.454552,-109.845461
8837,MT,Wheatland,Musselshell I,2012.0,GW87,1.5,75.0,87.0,-109.474388,46.285492,46.454552,-109.845461
8838,MT,Wheatland,Musselshell II,2012.0,GW87,1.5,75.0,87.0,-109.494888,46.266193,46.454552,-109.845461
8839,MT,Wheatland,Musselshell II,2012.0,GW87,1.5,75.0,87.0,-109.501289,46.265892,46.454552,-109.845461
8840,MT,Wheatland,Musselshell II,2012.0,GW87,1.5,75.0,87.0,-109.490288,46.267094,46.454552,-109.845461
8841,MT,Wheatland,Musselshell II,2012.0,GW87,1.5,75.0,87.0,-109.48999,46.269394,46.454552,-109.845461
8842,MT,Wheatland,Musselshell II,2012.0,GW87,1.5,75.0,87.0,-109.506088,46.265293,46.454552,-109.845461
8843,MT,Wheatland,Musselshell II,2012.0,GW87,1.5,75.0,87.0,-109.520691,46.261395,46.454552,-109.845461
8844,MT,Wheatland,Musselshell II,2012.0,GW87,1.5,75.0,87.0,-109.514786,46.262295,46.454552,-109.845461
8845,CA,Kern,Mustang Hills,2012.0,V90-3.0,3.0,80.0,90.0,-118.241287,35.027897,35.369809,-118.941786
8846,CA,Kern,Mustang Hills,2012.0,V90-3.0,3.0,80.0,90.0,-118.241188,35.030296,35.369809,-118.941786
8847,CA,Kern,Mustang Hills,2012.0,V90-3.0,3.0,80.0,90.0,-118.241188,35.026695,35.369809,-118.941786
8848,CA,Kern,Mustang Hills,2012.0,V90-3.0,3.0,80.0,90.0,-118.241089,35.032795,35.369809,-118.941786
8849,CA,Kern,Mustang Hills,2012.0,V90-3.0,3.0,80.0,90.0,-118.241188,35.029095,35.369809,-118.941786
8850,CA,Kern,Mustang Hills,2012.0,V90-3.0,3.0,80.0,90.0,-118.241089,35.031494,35.369809,-118.941786
8851,CO,Jefferson,NREL - NWTC,2011.0,G97-2.0,2.0,90.0,97.0,-105.227036,39.905067,39.72369,-105.130309
8852,CO,Jefferson,NREL - NWTC,,WWG0600,0.6,37.0,44.0,-105.222687,39.908993,39.72369,-105.130309
8853,CO,Jefferson,NREL - NWTC,2009.0,SWT-2.3-101,2.3,80.0,101.0,-105.222839,39.906052,39.72369,-105.130309
8854,CO,Jefferson,NREL - NWTC,,WWG0600,0.6,37.0,44.0,-105.223289,39.907795,39.72369,-105.130309
8855,CO,Jefferson,NREL - NWTC,2009.0,GE1.5-77,1.5,80.0,77.0,-105.220001,39.912083,39.72369,-105.130309
8856,CO,Jefferson,NREL - NWTC,,NW100,0.1,30.0,21.0,-105.231789,39.911594,39.72369,-105.130309
8857,CA,Riverside,Nestle Waters,2012.0,GE1.5-82.5,1.5,80.0,82.5,-116.748489,33.916393,33.799274,-117.076969
8858,CA,Riverside,Nestle Waters,2012.0,GE1.5-82.5,1.5,80.0,82.5,-116.751289,33.917595,33.799274,-117.076969
8859,CA,Riverside,Nestle Waters II,2018.0,GE1.85-82.5,1.85,80.0,82.5,-116.753098,33.911694,33.799274,-117.076969
8860,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.06488,34.583218,34.460693,-104.247994
8861,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.083916,34.549004,34.460693,-104.247994
8862,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.036102,34.601189,34.460693,-104.247994
8863,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.087189,34.527992,34.460693,-104.247994
8864,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.046738,34.587708,34.460693,-104.247994
8865,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.088409,34.534569,34.460693,-104.247994
8866,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.064529,34.5812,34.460693,-104.247994
8867,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.060532,34.587727,34.460693,-104.247994
8868,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.088287,34.529194,34.460693,-104.247994
8869,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.0401,34.591404,34.460693,-104.247994
8870,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.053391,34.586193,34.460693,-104.247994
8871,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.086449,34.551277,34.460693,-104.247994
8872,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.088455,34.537415,34.460693,-104.247994
8873,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.043236,34.589073,34.460693,-104.247994
8874,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.082123,34.53878,34.460693,-104.247994
8875,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.082039,34.559521,34.460693,-104.247994
8876,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.036438,34.598927,34.460693,-104.247994
8877,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.077621,34.570103,34.460693,-104.247994
8878,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.08654,34.539982,34.460693,-104.247994
8879,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.036873,34.596985,34.460693,-104.247994
8880,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.065514,34.578472,34.460693,-104.247994
8881,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.08419,34.562595,34.460693,-104.247994
8882,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.057304,34.586655,34.460693,-104.247994
8883,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.080894,34.558193,34.460693,-104.247994
8884,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.086433,34.557774,34.460693,-104.247994
8885,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.083649,34.560425,34.460693,-104.247994
8886,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.035637,34.595768,34.460693,-104.247994
8887,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.071106,34.573845,34.460693,-104.247994
8888,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.084732,34.550526,34.460693,-104.247994
8889,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.074425,34.570305,34.460693,-104.247994
8890,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.087906,34.5522,34.460693,-104.247994
8891,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.083626,34.541634,34.460693,-104.247994
8892,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.036293,34.592995,34.460693,-104.247994
8893,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.085625,34.554367,34.460693,-104.247994
8894,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.068085,34.57597,34.460693,-104.247994
8895,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.081238,34.546932,34.460693,-104.247994
8896,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.065964,34.584618,34.460693,-104.247994
8897,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.036964,34.602604,34.460693,-104.247994
8898,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.079292,34.571095,34.460693,-104.247994
8899,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.088364,34.531948,34.460693,-104.247994
8900,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.071609,34.571232,34.460693,-104.247994
8901,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.086548,34.555763,34.460693,-104.247994
8902,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.081596,34.568932,34.460693,-104.247994
8903,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.080917,34.537376,34.460693,-104.247994
8904,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.067299,34.586025,34.460693,-104.247994
8905,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.083191,34.547493,34.460693,-104.247994
8906,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.081192,34.543995,34.460693,-104.247994
8907,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.049934,34.585804,34.460693,-104.247994
8908,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.082916,34.566242,34.460693,-104.247994
8909,NM,De Baca,New Mexico Wind Energy Center,2003.0,GE1.5-87,1.5,80.0,87.0,-104.037094,34.604496,34.460693,-104.247994
8910,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.108948,46.081257,46.229857,-119.276673
8911,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.078987,46.091892,46.229857,-119.276673
8912,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.090385,46.095394,46.229857,-119.276673
8913,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.110527,46.082073,46.229857,-119.276673
8914,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.108986,46.101093,46.229857,-119.276673
8915,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.086037,46.108459,46.229857,-119.276673
8916,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.103432,46.076977,46.229857,-119.276673
8917,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.078384,46.106735,46.229857,-119.276673
8918,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.107323,46.080433,46.229857,-119.276673
8919,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.086288,46.094193,46.229857,-119.276673
8920,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.096985,46.098392,46.229857,-119.276673
8921,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.100784,46.099094,46.229857,-119.276673
8922,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.073349,46.105625,46.229857,-119.276673
8923,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.114799,46.101917,46.229857,-119.276673
8924,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.088585,46.094795,46.229857,-119.276673
8925,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.068962,46.104637,46.229857,-119.276673
8926,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.080353,46.107182,46.229857,-119.276673
8927,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.112106,46.082874,46.229857,-119.276673
8928,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.106445,46.078758,46.229857,-119.276673
8929,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.105118,46.10046,46.229857,-119.276673
8930,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.080788,46.092495,46.229857,-119.276673
8931,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.093483,46.097294,46.229857,-119.276673
8932,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.112885,46.101593,46.229857,-119.276673
8933,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.095085,46.097996,46.229857,-119.276673
8934,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.082245,46.107597,46.229857,-119.276673
8935,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.088425,46.108582,46.229857,-119.276673
8936,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.104881,46.07793,46.229857,-119.276673
8937,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.09211,46.096073,46.229857,-119.276673
8938,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.110985,46.101295,46.229857,-119.276673
8939,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.070824,46.105042,46.229857,-119.276673
8940,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.084129,46.108013,46.229857,-119.276673
8941,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.098885,46.098694,46.229857,-119.276673
8942,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.102882,46.099293,46.229857,-119.276673
8943,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.075218,46.106041,46.229857,-119.276673
8944,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.082588,46.092995,46.229857,-119.276673
8945,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.107086,46.100796,46.229857,-119.276673
8946,WA,Benton,Nine Canyon,2002.0,B62,1.3,60.0,62.0,-119.084488,46.093594,46.229857,-119.276673
8947,WA,Benton,Nine Canyon II,2003.0,B62,1.3,60.0,62.0,-119.147285,46.105793,46.229857,-119.276673
8948,WA,Benton,Nine Canyon II,2003.0,B62,1.3,60.0,62.0,-119.143684,46.104996,46.229857,-119.276673
8949,WA,Benton,Nine Canyon II,2003.0,B62,1.3,60.0,62.0,-119.154388,46.109592,46.229857,-119.276673
8950,WA,Benton,Nine Canyon II,2003.0,B62,1.3,60.0,62.0,-119.155884,46.110195,46.229857,-119.276673
8951,WA,Benton,Nine Canyon II,2003.0,B62,1.3,60.0,62.0,-119.15049,46.107193,46.229857,-119.276673
8952,WA,Benton,Nine Canyon II,2003.0,B62,1.3,60.0,62.0,-119.152985,46.109093,46.229857,-119.276673
8953,WA,Benton,Nine Canyon II,2003.0,B62,1.3,60.0,62.0,-119.151588,46.108093,46.229857,-119.276673
8954,WA,Benton,Nine Canyon II,2003.0,B62,1.3,60.0,62.0,-119.149185,46.106094,46.229857,-119.276673
8955,WA,Benton,Nine Canyon II,2003.0,B62,1.3,60.0,62.0,-119.145386,46.105595,46.229857,-119.276673
8956,WA,Benton,Nine Canyon II,2003.0,B62,1.3,60.0,62.0,-119.142288,46.104492,46.229857,-119.276673
8957,WA,Benton,Nine Canyon II,2003.0,B62,1.3,60.0,62.0,-119.140884,46.103992,46.229857,-119.276673
8958,WA,Benton,Nine Canyon II,2003.0,B62,1.3,60.0,62.0,-119.158089,46.110394,46.229857,-119.276673
8959,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.129135,46.118526,46.229857,-119.276673
8960,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.075989,46.091293,46.229857,-119.276673
8961,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.159988,46.112793,46.229857,-119.276673
8962,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.132683,46.119194,46.229857,-119.276673
8963,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.136086,46.119995,46.229857,-119.276673
8964,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.068687,46.087894,46.229857,-119.276673
8965,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.13089,46.093193,46.229857,-119.276673
8966,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.136185,46.095394,46.229857,-119.276673
8967,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.138687,46.100693,46.229857,-119.276673
8968,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.071785,46.089294,46.229857,-119.276673
8969,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.162987,46.114494,46.229857,-119.276673
8970,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.123184,46.094093,46.229857,-119.276673
8971,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.144287,46.120995,46.229857,-119.276673
8972,WA,Benton,Nine Canyon III,2008.0,SWT-2.3-93,2.3,80.0,93.0,-119.140205,46.120499,46.229857,-119.276673
8973,CO,Logan,Niyol Wind,2021.0,GE2.82-127,2.82,90.0,127.0,-103.034294,40.552757,40.64034,-103.185977
8974,CO,Logan,Niyol Wind,2021.0,GE2.82-127,2.82,90.0,127.0,-103.039963,40.549576,40.64034,-103.185977
8975,CO,Logan,Niyol Wind,2021.0,GE2.82-127,2.82,90.0,127.0,-102.950119,40.595165,40.64034,-103.185977
8976,CO,Logan,Niyol Wind,2021.0,GE2.82-127,2.82,90.0,127.0,-102.974579,40.649471,40.64034,-103.185977
8977,CO,Logan,Niyol Wind,2021.0,GE2.82-127,2.82,90.0,127.0,-103.027283,40.605221,40.64034,-103.185977
8978,CO,Logan,Niyol Wind,2021.0,GE2.82-127,2.82,90.0,127.0,-102.897659,40.639404,40.64034,-103.185977
8979,CO,Logan,Niyol Wind,2021.0,GE2.82-127,2.82,90.0,127.0,-102.956215,40.633221,40.64034,-103.185977
8980,CO,Logan,Niyol Wind,2021.0,GE2.82-127,2.82,90.0,127.0,-103.012802,40.603931,40.64034,-103.185977
