bus,county,latitude,longitude,area[m^2],name,year,gentype,axis,azimuth[deg],tilt[deg],battery,capacity[MW],p_tech_sec
9w1zzg,Luna NM,32.571177,-107.484685,1780533,Macho Springs,2014,PV,SINGLE_AXIS,180,0.0,,52.2,thin-film
9w1zzg,Dona Ana NM,32.247934,-106.911337,498054,"SunE EPE2, LLC",2012,PV,SINGLE_AXIS,180,38.0,,12.0,c-si
9w1zzg,Dona Ana NM,32.628623,-107.259863,119289,"Hatch Solar Energy Center I, LLC",2011,PV,DUAL_AXIS,180,,,5.04,cpv
9w1zzg,Luna NM,32.569775,-107.468255,662560,Alta Luna,2017,PV,SINGLE_AXIS,180,0.0,batteries,28.1,c-si
9w1zzg,Dona Ana NM,32.395888,-106.476041,155303,WSMR I,2012,PV,"FIXED_TILT,SINGLE_AXIS",180,8.0,,4.6,c-si
9w1zzg,Dona Ana NM,31.803112,-106.670383,681807,Roadrunner Solar,2011,PV,SINGLE_AXIS,180,0.0,,20.16,thin-film
9w1zzg,Grant NM,32.713045,-108.247714,17078,Silver City WWTP PV Project,2013,PV,FIXED_TILT,180,30.0,,1.0,c-si
9wbmjr,Iron UT,38.022942,-112.73169,60723,Buckhorn Solar Plant,2015,PV,FIXED_TILT,180,30.0,,3.0,c-si
9wbmjr,Beaver UT,38.255972,-112.733195,43384,Greenville Solar Plant,2015,PV,FIXED_TILT,180,30.0,,2.2,c-si
9wbmjr,Beaver UT,38.402586,-112.98796,59215,Granite Peak Solar Plant,2015,PV,FIXED_TILT,180,30.0,,3.0,c-si
9wbmjr,Beaver UT,38.315789,-113.055263,91533,South Milford Solar Plant,2015,PV,SINGLE_AXIS,180,0.0,,2.9,c-si
9wbmjr,Iron UT,37.828521,-113.128184,4101334,Three Peaks Power,2016,PV,SINGLE_AXIS,180,0.0,,80.0,c-si
9wbmjr,Beaver UT,38.384919,-112.983949,85056,Milford 2,2015,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
9wbmjr,Sevier UT,38.839245,-112.011672,2252350,Sigurd Solar LLC,2019,PV,SINGLE_AXIS,140,,,80.0,c-si
9wbmjr,Iron UT,37.770381,-113.223662,2146785,"Granite Mountain Solar East, LLC",2016,PV,SINGLE_AXIS,179,0.0,,80.0,c-si
9wbmjr,Iron UT,37.644379,-113.605565,2743802,"Enterprise Solar, LLC",2016,PV,SINGLE_AXIS,180,0.0,,80.0,c-si
9wbmjr,Iron UT,37.889661,-112.88916,2058532,Utah Red Hills Renewable Energy Park,2015,PV,SINGLE_AXIS,180,0.0,,80.0,c-si
9wbmjr,Iron UT,37.733834,-113.252136,75616,Fiddler's Canyon #2,2015,PV,SINGLE_AXIS,180,0.0,,3.0,
9wbmjr,Iron UT,37.622616,-113.619905,978764,Cove Mountain Solar,2020,PV,SINGLE_AXIS,180,0.0,,58.0,thin-film
9wbmjr,Iron UT,37.793583,-113.284938,53405,Fiddler's Canyon #2,2015,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
9wbmjr,Iron UT,37.78565,-113.280225,1125755,"Granite Mountain Solar West, LLC",2016,PV,SINGLE_AXIS,179,0.0,,50.4,c-si
9wbmjr,Iron UT,37.649561,-113.241425,80826,Quichapa 3,2016,PV,SINGLE_AXIS,170,0.0,,3.0,c-si
9wbmjr,Iron UT,37.639133,-113.645298,58663,Beryl Solar Plant,2015,PV,FIXED_TILT,180,30.0,,3.0,c-si
9wbmjr,Iron UT,37.667926,-113.189969,81217,Quichapa 2,2016,PV,SINGLE_AXIS,170,0.0,,3.0,c-si
9wbmjr,Iron UT,37.653467,-113.217567,80875,Quichapa 1,2016,PV,SINGLE_AXIS,170,0.0,,3.0,c-si
9wbmjr,Iron UT,37.731072,-113.219489,67316,Fiddler's Canyon #3,2015,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
9wbmjr,Iron UT,37.751759,-113.252052,72034,Fiddler's Canyon #1,2015,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
9wbmjr,Iron UT,37.808244,-113.089112,58372,Cedar Valley Solar Plant,2015,PV,FIXED_TILT,180,30.0,,3.0,c-si
9wbmjr,Iron UT,37.635878,-113.63954,3465714,Cove Mountain Solar 2,2020,PV,SINGLE_AXIS,180,0.0,,122.0,thin-film
9wbmjr,Beaver UT,38.510653,-113.034401,2881570,Milford Solar 1,2020,PV,SINGLE_AXIS,180,0.0,,99.0,thin-film
9wbmjr,Iron UT,37.724927,-113.159433,2318353,"Iron Springs Solar, LLC",2016,PV,SINGLE_AXIS,179,0.0,,80.02,c-si
9wbmjr,Beaver UT,38.50471,-112.987725,1937970,"Escalante Solar III, LLC",2016,PV,SINGLE_AXIS,179,0.0,,80.02,c-si
9wbmjr,Beaver UT,38.498494,-113.023345,1976018,"Escalante Solar II, LLC",2016,PV,SINGLE_AXIS,179,0.0,,80.02,c-si
9wbmjr,Beaver UT,38.523761,-113.034505,2219938,"Escalante Solar I, LLC",2016,PV,SINGLE_AXIS,179,0.0,,80.02,c-si
9wbmjr,Beaver UT,38.28921,-113.009231,58826,Milford Flat Solar Plant,2015,PV,FIXED_TILT,180,30.0,,3.0,c-si
9wbmjr,Beaver UT,38.292719,-113.034944,58884,Laho Solar Plant,2015,PV,FIXED_TILT,180,30.0,,3.0,c-si
9wdb95,Cibola NM,35.241876,-107.951872,62932,Bluewater CDEC 1,2019,PV,SINGLE_AXIS,180,0.0,,2.4,c-si
9wdb95,Cibola NM,35.141868,-107.820351,107252,Grants CDEC 2,2019,PV,SINGLE_AXIS,180,0.0,,4.5,c-si
9wdb95,Cibola NM,35.091382,-107.612736,1196914,"Route 66 Energy Center, LLC",2017,PV,SINGLE_AXIS,180,,,49.5,c-si
9wdb95,Cibola NM,35.255802,-107.248622,223799,Cibola,2015,PV,SINGLE_AXIS,180,0.0,,7.6,thin-film
9wdb95,McKinley NM,35.523792,-108.772724,130601,City of Gallup Solar,2018,PV,SINGLE_AXIS,180,0.0,,8.0,c-si
9wdr2q,San Juan UT,37.121344,-109.411275,1951931,Red Mesa Solar Project,2023,PV,SINGLE_AXIS,181,,,72.0,
9wdr2q,Montrose CO,38.272479,-108.784235,21553,SMPA Solar 1 Community Solar,2012,PV,FIXED_TILT,180,35.0,,1.0,c-si
9we1bp,Rio Arriba NM,36.331185,-106.190017,29639,Syncarpha El Rito,2019,PV,SINGLE_AXIS,180,0.0,,1.6,c-si
9we1bp,Montezuma CO,37.375766,-108.613798,127377,"Cortez Solar 2, LLC",2023,PV,SINGLE_AXIS,180,,,5.0,
9we1bp,Santa Fe NM,35.56181,-106.084661,227729,Santa Fe Solar Energy Center,2015,PV,SINGLE_AXIS,180,0.0,,9.5,c-si
9we1bp,Sandoval NM,36.017694,-106.945626,38516,"Cuba 2.5ac, LLC",2021,PV,SINGLE_AXIS,185,,,2.5,c-si
9we1bp,Sandoval NM,35.351205,-106.859923,1097161,Encino Solar Energy Center,2020,PV,SINGLE_AXIS,180,0.0,,55.0,c-si
9we1bp,Sandoval NM,35.266414,-106.666462,23084,Rio Rancho High School,2013,PV,FIXED_TILT,180,20.0,,1.0,c-si
9we1bp,Sandoval NM,35.312237,-106.638322,21876,Sue Cleveland High School,2013,PV,FIXED_TILT,180,20.0,,1.0,c-si
9we1bp,Los Alamos NM,35.876095,-106.310933,22346,Los Alamos PV Site,2012,PV,FIXED_TILT,180,37.0,batteries,1.0,c-si
9we1bp,Sandoval NM,35.282857,-106.811036,160031,Sandoval Solar Energy Center,2014,PV,SINGLE_AXIS,180,0.0,,6.08,thin-film
9we1bp,Lincoln NM,33.61193,-105.749189,73526,Carrizozo Solar,2018,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
9we1bp,Eddy NM,32.071808,-104.162831,484012,Hayhurst New Mexico Solar,2023,PV,SINGLE_AXIS,180,,,20.0,
9we1bp,Eddy NM,32.344036,-104.235371,286804,SPS5 Hopi,2011,PV,SINGLE_AXIS,180,0.0,,9.9,c-si
9we1bp,Rio Arriba NM,36.091437,-106.041373,47167,Alcalde Solar Array,2020,PV,SINGLE_AXIS,180,0.0,,2.4,c-si
9we1bp,Montezuma CO,37.303841,-108.578668,50213,"Cortez Solar 3, LLC",2023,PV,SINGLE_AXIS,180,,,2.0,
9we1bp,Valencia NM,34.637939,-106.702024,240758,Rio Communities Solar Energy Center,2015,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9we1bp,Bernalillo NM,35.012696,-106.861003,276627,Santolina Solar Energy Center,2015,PV,SINGLE_AXIS,180,0.0,,10.5,c-si
9we1bp,Valencia NM,34.833568,-106.781415,234111,Facebook 1 Solar Energy Center,2017,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9we1bp,Valencia NM,34.741071,-106.657429,234691,Vista Solar Energy Center,2019,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9we1bp,Valencia NM,34.692096,-106.68709,223254,Rio De Oro Solar Energy Center,2019,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9we1bp,Valencia NM,34.809736,-106.517086,304913,Meadow Lake Solar Energy Center,2015,PV,SINGLE_AXIS,180,0.0,,9.12,thin-film
9we1bp,Valencia NM,34.832842,-106.772227,154117,Los Lunas Solar Energy Center,2013,PV,FIXED_TILT,180,25.0,,7.0,thin-film
9we1bp,Torrance NM,34.780886,-106.055866,49469,CNMEC Solar Energy Center,2018,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
9we1bp,Torrance NM,35.016505,-106.097148,1203702,Britton Solar Energy Center,2019,PV,SINGLE_AXIS,180,0.0,,50.0,c-si
9we1bp,Bernalillo NM,34.985493,-106.73097,257335,South Valley Solar Energy Center,2015,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9we1bp,Bernalillo NM,35.07915,-106.864956,238517,Facebook 2 Solar Energy Center,2018,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9we1bp,Montezuma CO,37.360783,-108.524225,43267,"Cortez Solar 1, LLC",2023,PV,FIXED_TILT,180,,,2.2,c-si
9we1bp,Bernalillo NM,35.168929,-106.600068,45526,Albuquerque Solar Energy Center,2011,PV,FIXED_TILT,180,25.0,,2.0,thin-film
9we1bp,Bernalillo NM,35.181566,-106.8107,245942,City of Rio Rancho WWTP,2019,PV,FIXED_TILT,180,30.0,,1.2,c-si
9we1bp,Bernalillo NM,35.152623,-106.54712,23356,"RC Energy AA, LLC Solar Facility",2011,PV,FIXED_TILT,180,30.0,,1.0,c-si
9we1bp,Bernalillo NM,35.048353,-106.529276,39930,Eubank Landfill Solar Array,2013,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
9we1bp,Bernalillo NM,35.075381,-106.864677,238596,Facebook 3 Solar Energy Center,2018,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9we1bp,Valencia NM,34.746459,-106.65424,151657,Manzano Solar,2013,PV,FIXED_TILT,180,25.0,,8.0,thin-film
9wve62,Denver CO,39.900919,-104.65987,32756,"Oak Leaf Solar XXVI, LLC",2019,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Denver CO,39.902087,-104.673424,68700,Airport 1 Solar (DIA),2009,PV,FIXED_TILT,180,22.0,,1.5,c-si
9wve62,Denver CO,39.897466,-104.665644,109379,"Oak Leaf Solar XVIII, LLC",2021,PV,SINGLE_AXIS,180,,,9.0,
9wve62,Denver CO,39.902015,-104.665053,100325,DIA 8,2022,PV,SINGLE_AXIS,180,,,4.5,
9wve62,Denver CO,39.838186,-104.672815,39824,Denver Int Airport,2008,PV,SINGLE_AXIS,180,0.0,,1.9,c-si
9wve62,El Paso CO,38.773243,-104.745628,78572,"Pikes Peak Solar Garden 1, LLC (CSG)",2015,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
9wve62,El Paso CO,38.601802,-104.693851,266215,Clear Spring Ranch PV Project,2016,PV,SINGLE_AXIS,181,0.0,,10.0,c-si
9wve62,El Paso CO,38.972311,-104.252782,869319,Grazing Yak Solar,2019,PV,SINGLE_AXIS,181,0.0,,39.5,c-si
9wve62,El Paso CO,38.723262,-104.78253,31332,Carson Solar I,2007,PV,FIXED_TILT,180,25.0,,1.5,c-si
9wve62,Denver CO,39.898897,-104.665092,63268,Denver Intl Airport IV Solar,2014,PV,FIXED_TILT,180,25.0,,1.5,c-si
9wve62,El Paso CO,38.632448,-104.662188,817086,Palmer Solar,2020,PV,SINGLE_AXIS,180,0.0,,60.0,c-si
9wve62,Fremont CO,38.465877,-105.213344,33999,"Fremont CO 1, LLC",2020,PV,SINGLE_AXIS,180,0.0,,1.8,c-si
9wve62,Adams CO,39.804353,-104.617114,74441,"Oak Leaf Solar XXIII, LLC (CSG)",2019,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,El Paso CO,38.956966,-104.80653,117031,AFA Solar Farm,2011,PV,SINGLE_AXIS,180,0.0,,5.2,c-si
9wve62,Denver CO,39.902944,-104.659383,83625,City & County of Denver at Denver Int'l,2011,PV,FIXED_TILT,180,25.0,,3.4,c-si
9wve62,Arapahoe CO,39.654044,-104.531178,70286,Oak Leaf Solar XXIV LLC (CSG),2019,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Conejos CO,37.071093,-106.005206,11766,San Luis Solar Garden,2017,PV,SINGLE_AXIS,180,0.0,,1.2,c-si
9wve62,Alamosa CO,37.687956,-105.884814,605150,Greater Sandhill I,2010,PV,SINGLE_AXIS,177,20.0,,19.0,c-si
9wve62,Alamosa CO,37.598777,-105.949741,704702,Cogentrix of Alamosa,2012,PV,DUAL_AXIS,180,,,30.0,cpv
9wve62,Adams CO,39.787411,-104.58607,36898,"Adams Community Solar Garden, LLC",2015,PV,SINGLE_AXIS,180,0.0,,1.2,c-si
9wve62,Adams CO,39.750282,-104.665633,31491,Venture 4-1D,2021,PV,SINGLE_AXIS,180,,,1.5,
9wve62,Alamosa CO,37.694179,-105.919808,633315,San Luis Valley Solar Ranch,2011,PV,SINGLE_AXIS,180,0.0,,30.4,c-si
9wve62,Alamosa CO,37.69455,-105.982548,919214,Hooper Solar,2015,PV,SINGLE_AXIS,180,0.0,,52.0,c-si
9wve62,Alamosa CO,37.457394,-105.882952,33878,"Oak Leaf Solar XXX, LLC (CSG)",2018,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Alamosa CO,37.393788,-105.906961,42564,Rock Creek 2 (CSG),2020,PV,FIXED_TILT,180,52.0,,1.6,c-si
9wve62,Adams CO,39.750188,-104.667715,32215,Venture 3-1C,2021,PV,SINGLE_AXIS,180,,,1.5,
9wve62,Alamosa CO,37.452403,-105.860411,41696,Alamosa Solar South (CSG),2021,PV,SINGLE_AXIS,180,,,1.6,
9wve62,Alamosa CO,37.689082,-105.876249,246044,SunE Alamosa,2007,PV,"FIXED_TILT,SINGLE_AXIS,DUAL_AXIS",180,20.0,,6.9,"c-si,cpv"
9wve62,Arapahoe CO,39.690974,-104.013601,1446089,Titan Solar,2018,PV,SINGLE_AXIS,181,0.0,,50.0,c-si
9wve62,Arapahoe CO,39.636689,-104.657848,86256,Quincy II Solar Garden,2018,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Arapahoe CO,39.639173,-104.555793,23503,Oak Leaf Solar XXI (CSG),2018,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Arapahoe CO,39.640618,-104.555427,15386,"Oak Leaf Solar XXV, LLC (CSG)",2018,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Arapahoe CO,39.640302,-104.558777,33356,Quincy Solar,2021,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Arapahoe CO,39.636331,-104.64621,35183,Arapahoe 3 Community Solar Array,2017,PV,SINGLE_AXIS,180,0.0,,1.8,c-si
9wve62,Arapahoe CO,39.650615,-104.53314,33360,"Oak Leaf Solar XXII, LLC (CSG)",2019,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Adams CO,39.761716,-104.458695,1033880,"Pioneer Solar (CO), LLC",2021,PV,SINGLE_AXIS,180,,,80.0,c-si
9wve62,Baca CO,37.385521,-102.467347,112581,Vilas Solar Array,2017,PV,SINGLE_AXIS,180,0.0,,4.0,c-si
9wve62,Adams CO,39.752213,-104.665561,31828,Venture 2,2021,PV,SINGLE_AXIS,180,,,1.5,
9wve62,Adams CO,39.752219,-104.667713,31606,Venture 1-1A (CSG),2021,PV,SINGLE_AXIS,180,,,1.5,
9wve62,Adams CO,39.767444,-104.589653,36949,Mtn. Solar 2,2019,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Adams CO,39.776796,-104.587166,35301,Mtn. Solar 1,2019,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Chaffee CO,38.53648,-106.076975,30876,"Oak Leaf Solar XXXIII, LLC (Lantz)",2020,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
9wve62,Chaffee CO,38.815252,-106.110489,56303,Trout Creek Solar,2019,PV,SINGLE_AXIS,180,0.0,,2.0,c-si
9wve62,Conejos CO,37.190611,-105.985139,41143,Conejos 1 Community Solar Array,2017,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Crowley CO,38.210049,-103.745899,41520,"NSE Camber BH (CSG) 2, LLC",2021,PV,SINGLE_AXIS,180,,,2.0,
9wve62,Jefferson CO,39.859749,-105.151323,30455,"Jeffco Community Solar Gardens, LLC",2016,PV,SINGLE_AXIS,180,0.0,,1.2,c-si
9wve62,Pueblo CO,38.17076,-104.382369,5223812,Thunder Wolf Energy Center Hybrid,2022,PV,SINGLE_AXIS,180,,batteries,248.0,
9wve62,Adams CO,39.759961,-104.620979,33957,Denver Metro Solar,2017,PV,SINGLE_AXIS,180,0.0,,1.6,c-si
9wve62,Jefferson CO,39.727794,-105.113145,31427,Mtn. Solar 4 (CSG),2021,PV,FIXED_TILT,180,,,1.5,
9wve62,Adams CO,39.786294,-104.586794,60588,"Adams Community Solar Garden III, LLC",2015,PV,SINGLE_AXIS,180,0.0,,1.2,c-si
9wve62,Adams CO,39.791641,-104.436974,342547,"Victory Solar, LLC",2016,PV,SINGLE_AXIS,180,0.0,,12.83,c-si
9wve62,Adams CO,39.982696,-104.940987,32933,Brighton PV Solar Plant,2012,PV,FIXED_TILT,180,25.0,,1.8,c-si
9wve62,Chaves NM,33.447614,-104.443634,2022772,"Chaves Solar, LLC",2016,PV,SINGLE_AXIS,180,0.0,,70.0,c-si
9wve62,Chaves NM,33.447124,-104.458039,1911687,"Roswell Solar, LLC",2016,PV,SINGLE_AXIS,180,0.0,,70.0,c-si
9wve62,Chaves NM,33.162709,-104.385355,13256,GSE NM1,2011,PV,FIXED_TILT,180,25.0,,1.7,c-si
9wve62,Chaves NM,33.349104,-104.538789,44730,SEV NM Phase 2,2013,PV,FIXED_TILT,180,25.0,,1.4,c-si
9wve62,Chaves NM,33.431578,-104.431938,712477,Chaves County Solar II,2023,PV,SINGLE_AXIS,180,,,30.0,
9wve62,Colfax NM,36.468454,-104.635073,912545,Cimarron Solar Facility,2010,PV,FIXED_TILT,180,25.0,,30.64,thin-film
9wve62,Colfax NM,36.398695,-104.593854,21919,Springer Solar 1,2015,PV,SINGLE_AXIS,91,0.0,,0.9,c-si
9wve62,Colfax NM,36.544505,-105.276861,26976,Syncarpha Eagle Nest,2018,PV,SINGLE_AXIS,180,0.0,,1.0,c-si
9wve62,Colfax NM,36.416699,-105.283209,161644,Angel Fire Energy Facility,2021,PV,SINGLE_AXIS,180,,batteries,9.8,
9wve62,Taos NM,36.449861,-105.633393,364883,Taos Mesa Energy Facility Hybrid,2021,PV,SINGLE_AXIS,180,,batteries,15.0,c-si
9wve62,Taos NM,36.716712,-105.606897,52530,Questa Solar Facility,2011,PV,DUAL_AXIS,180,,,1.0,c-si
9wve62,Taos NM,36.810425,-105.589561,42775,Syncarpha Questa,2020,PV,SINGLE_AXIS,180,0.0,,1.6,c-si
9wve62,Taos NM,36.370665,-105.659604,110612,Syncarpha Taos,2020,PV,SINGLE_AXIS,180,0.0,batteries,3.1,c-si
9wve62,Taos NM,36.966254,-105.437427,37409,Kit Carson,2012,PV,SINGLE_AXIS,180,0.0,,1.3,c-si
9wve62,San Miguel NM,35.64472,-105.207287,111244,Las Vegas Solar Energy Center,2011,PV,FIXED_TILT,180,25.0,,5.0,thin-film
9wve62,San Miguel NM,35.658415,-105.183747,29203,Storrie Lake Solar Project,2014,PV,FIXED_TILT,180,25.0,,1.5,c-si
9wve62,San Miguel NM,35.634292,-105.176008,440171,San Miguel I Solar Energy Center,2019,PV,SINGLE_AXIS,180,0.0,,10.0,c-si
9wve62,Rio Grande CO,37.571985,-106.10059,42773,"Monte Vista Solar 2 (CSG), LLC",2020,PV,SINGLE_AXIS,180,0.0,,1.6,thin-film
9wve62,Adams CO,39.789073,-104.585256,77805,Xcel Adams 2 Community Solar Array,2017,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Saguache CO,37.769578,-106.212517,64374,San Luis Valley Solar Array,2017,PV,SINGLE_AXIS,180,0.0,,2.7,c-si
9wve62,Pueblo CO,38.172666,-104.524334,6745891,Sun Mountain Solar 1,2021,PV,SINGLE_AXIS,180,,,200.0,thin-film
9wve62,Adams CO,39.76562,-104.590567,45954,Xcel Adams 1 Community Solar Array,2017,PV,SINGLE_AXIS,180,0.0,,1.8,thin-film
9wve62,Adams CO,39.784874,-104.585485,39604,CO LI (CSG) 1-Kamerra,2019,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Las Animas CO,37.371622,-104.478163,862554,"San Isabel Solar, LLC",2016,PV,SINGLE_AXIS,180,0.0,,30.0,c-si
9wve62,Pueblo CO,38.332226,-104.418572,6469708,Neptune Energy Center Hybrid,2020,PV,SINGLE_AXIS,180,,batteries,325.0,
9wve62,Morgan CO,40.280244,-103.617962,33620,Mtn. Solar 3 (CSG),2020,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9wve62,Morgan CO,40.266937,-103.657805,37092,"Pivot Solar 14, LLC (CSG)",2022,PV,SINGLE_AXIS,180,,,2.0,c-si
9wve62,Morgan CO,40.266924,-103.655512,37423,"Pivot Solar 2, LLC (CSG)",2022,PV,SINGLE_AXIS,180,,,2.0,c-si
9wve62,Adams CO,39.789177,-104.59235,149385,Imboden Solar Garden,2018,PV,SINGLE_AXIS,180,0.0,,3.0,c-si
9wve62,Pueblo CO,38.207899,-104.56281,1233591,Comanche Solar,2016,PV,SINGLE_AXIS,180,0.0,,120.0,c-si
9wve62,Pueblo CO,38.192553,-104.599097,7051041,Bighorn Solar 1,2021,PV,SINGLE_AXIS,180,,,240.0,
9wve62,Pueblo CO,38.314894,-104.572965,88454,CSU Pueblo,2008,PV,SINGLE_AXIS,180,0.0,,1.0,c-si
9wve62,Morgan CO,40.266967,-103.653782,16262,"Pivot Solar 15, LLC (CSG)",2022,PV,SINGLE_AXIS,180,,,1.0,c-si
9x0gc5,Emery UT,39.134796,-111.054509,2301453,"Hunter Solar, LLC (UT)",2021,PV,SINGLE_AXIS,180,,,100.0,c-si
9x0gc5,Carbon UT,39.552603,-110.709456,1818545,Graphite Solar I,2021,PV,SINGLE_AXIS,180,,,80.0,c-si
9x0ryy,Davis UT,41.096753,-111.980479,25391,Weber State University-Davis Campus PV,2017,PV,FIXED_TILT,180,25.0,,1.3,c-si
9x3mfn,Rich UT,41.766904,-111.059801,1673132,Sage Solar I-III,2019,PV,SINGLE_AXIS,180,0.0,,57.6,thin-film
9x47er,Mesa CO,39.110487,-108.653259,32663,Mesa (CSG) 1 Murdock,2019,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9x47er,Mesa CO,39.145913,-108.319562,32288,"Oak Leaf Solar XXXI, LLC (CSG)",2018,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9x47er,Mesa CO,39.047695,-108.418758,27287,Mesa (CSG) 2 Massicotte,2019,PV,FIXED_TILT,180,30.0,,1.5,c-si
9x47er,Uintah UT,40.077175,-109.293548,240021,Bonanza,2023,PV,SINGLE_AXIS,180,,,12.5,
9x47er,Mesa CO,39.067604,-108.509272,32529,Mesa PV1,2014,PV,SINGLE_AXIS,135,0.0,,1.6,c-si
9x5w98,Garfield CO,39.525985,-107.695999,17419,"Eagle Springs Solar, LLC",2013,PV,SINGLE_AXIS,180,0.0,,1.0,c-si
9x5w98,Garfield CO,39.412647,-107.158285,41125,Sunnyside Ranch Community Solar Array,2015,PV,FIXED_TILT,180,35.0,,1.5,c-si
9x5w98,Garfield CO,39.523024,-107.815255,33374,Oak Leaf Solar XXXII (CSG),2019,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9x5w98,Garfield CO,39.521717,-107.815648,30367,"Pivot Solar 7, LLC (CSG)",2022,PV,SINGLE_AXIS,180,,,2.0,c-si
9x5w98,Garfield CO,39.413769,-108.089851,28730,"Pivot Solar 3, LLC (CSG)",2022,PV,SINGLE_AXIS,180,,,2.0,c-si
9x5w98,Garfield CO,39.465908,-107.229623,78503,"Ameresco HCE Solar, LLC",2023,PV,SINGLE_AXIS,180,,batteries,4.5,
9x5w98,Pitkin CO,39.246108,-106.875365,87183,Pitkin County Solar,2021,PV,SINGLE_AXIS,180,,,5.0,
9x5w98,Garfield CO,39.522893,-107.813376,35845,WWRF Solar Plant,2009,PV,SINGLE_AXIS,180,0.0,,1.3,c-si
9x6z6m,Sweetwater WY,41.627042,-109.685016,1714691,Sweetwater Solar,2018,PV,SINGLE_AXIS,180,0.0,,80.0,c-si
9xkgmv,Weld CO,40.237852,-104.780055,31011,"Oak Leaf Solar XXVIII, LLC (CSG)",2019,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9xkgmv,Weld CO,40.580223,-104.895326,116167,SR Skylark B,2016,PV,SINGLE_AXIS,180,0.0,,2.0,thin-film
9xkgmv,Weld CO,40.231259,-104.787508,44352,Weld 1 Community Solar Array,2017,PV,SINGLE_AXIS,180,0.0,,1.5,thin-film
9xkgmv,Weld CO,40.385688,-104.549402,54159,SR Kersey,2017,PV,SINGLE_AXIS,180,0.0,,3.5,thin-film
9xkgmv,Weld CO,40.426297,-104.643874,32851,"Oak Leaf Solar XXVII, LLC",2018,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9xkgmv,Weld CO,40.288267,-104.785011,40947,Gilcrest Solar,2018,PV,SINGLE_AXIS,180,0.0,,1.5,c-si
9xkgmv,Weld CO,40.387658,-104.550976,62551,SR Kersey II,2019,PV,SINGLE_AXIS,60,0.0,,1.0,c-si
9xkgmv,Weld CO,40.228276,-104.775107,34405,"Platteville Solar (CSG), LLC",2020,PV,SINGLE_AXIS,180,0.0,,1.3,thin-film
9xkgmv,Weld CO,40.456177,-104.57949,41573,"Alden Solar (CSG), LLC",2020,PV,SINGLE_AXIS,180,0.0,,1.6,thin-film
9xkgmv,Weld CO,40.31736,-104.77195,97071,Gilcrest V (CSG),2021,PV,SINGLE_AXIS,180,,,4.8,
9xkgmv,Weld CO,40.577604,-104.895845,55862,Skylark,2015,PV,SINGLE_AXIS,180,0.0,batteries,4.0,thin-film
9xkgmv,Weld CO,40.178609,-104.690618,451193,SR Platte Solar Farm,2017,PV,SINGLE_AXIS,180,0.0,,16.0,thin-film
9xkgmv,Weld CO,40.187472,-104.693663,144273,SR Rattlesnake,2020,PV,SINGLE_AXIS,180,0.0,,6.0,thin-film
9xkgmv,Weld CO,40.578801,-104.896745,23770,SR Skylark C,2017,PV,SINGLE_AXIS,60,0.0,,1.1,c-si
9xkgmv,Weld CO,40.228182,-104.777764,42829,"Pivot Solar 4, LLC (CSG)",2022,PV,SINGLE_AXIS,180,,,2.0,c-si
9xkgmv,Weld CO,40.240412,-104.770876,38571,"Pivot Solar 8, LLC (CSG)",2021,PV,SINGLE_AXIS,180,,,2.0,c-si
