,state,county,name,year,model,capacity[MW],hub_height[m],rotor_diameter[m],longitude_gen,latitude_gen,latitude_county,longitude_county,geohash
3405,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.657051,37.685921,38.083029,-102.548624,9wve62
3406,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.648521,37.671032,38.083029,-102.548624,9wve62
3407,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.574326,37.723225,38.083029,-102.548624,9wve62
3408,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.5-70.5,1.5,80.0,70.5,-102.624489,37.671795,38.083029,-102.548624,9wve62
3409,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.702087,37.674393,38.083029,-102.548624,9wve62
3410,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.583206,37.708336,38.083029,-102.548624,9wve62
3411,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.633438,37.702808,38.083029,-102.548624,9wve62
3412,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.639488,37.700596,38.083029,-102.548624,9wve62
3413,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.69091,37.674419,38.083029,-102.548624,9wve62
3414,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.5-70.5,1.5,80.0,70.5,-102.729195,37.687595,38.083029,-102.548624,9wve62
3415,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.627968,37.702808,38.083029,-102.548624,9wve62
3416,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.627159,37.671753,38.083029,-102.548624,9wve62
3417,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.626572,37.718224,38.083029,-102.548624,9wve62
3418,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.651161,37.671032,38.083029,-102.548624,9wve62
3419,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.648659,37.69931,38.083029,-102.548624,9wve62
3420,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.672829,37.685921,38.083029,-102.548624,9wve62
3421,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.584496,37.737587,38.083029,-102.548624,9wve62
3422,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.620239,37.715614,38.083029,-102.548624,9wve62
3423,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.634628,37.714504,38.083029,-102.548624,9wve62
3424,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.576965,37.723225,38.083029,-102.548624,9wve62
3425,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.628685,37.709919,38.083029,-102.548624,9wve62
3426,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.642387,37.700596,38.083029,-102.548624,9wve62
3427,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.579605,37.723225,38.083029,-102.548624,9wve62
3428,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.710388,37.674458,38.083029,-102.548624,9wve62
3429,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.704994,37.686382,38.083029,-102.548624,9wve62
3430,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.633713,37.674171,38.083029,-102.548624,9wve62
3431,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.587128,37.737587,38.083029,-102.548624,9wve62
3432,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.685326,37.674419,38.083029,-102.548624,9wve62
3433,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.601273,37.714474,38.083029,-102.548624,9wve62
3434,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.606407,37.715614,38.083029,-102.548624,9wve62
3435,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.588829,37.725422,38.083029,-102.548624,9wve62
3436,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.5-70.5,1.5,80.0,70.5,-102.719604,37.686359,38.083029,-102.548624,9wve62
3437,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.5-70.5,1.5,80.0,70.5,-102.714806,37.675201,38.083029,-102.548624,9wve62
3438,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.630989,37.674171,38.083029,-102.548624,9wve62
3439,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.6073,37.700916,38.083029,-102.548624,9wve62
3440,CO,Prowers,Colorado Green Wind Project (Lamar),2003.0,GE1.6-91,1.6,80.0,91.0,-102.575859,37.70686,38.083029,-102.548624,9wve62
3441,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.73719,40.720394,40.64034,-103.185977,9xkgmv
3442,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.78009,40.742794,40.64034,-103.185977,9xkgmv
3443,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.764793,40.726894,40.64034,-103.185977,9xkgmv
3444,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.741386,40.761494,40.64034,-103.185977,9xkgmv
3445,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.74649,40.740093,40.64034,-103.185977,9xkgmv
3446,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.758392,40.720291,40.64034,-103.185977,9xkgmv
3447,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.750687,40.720291,40.64034,-103.185977,9xkgmv
3448,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.759789,40.743492,40.64034,-103.185977,9xkgmv
3449,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.730492,40.742294,40.64034,-103.185977,9xkgmv
3450,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.790291,40.738495,40.64034,-103.185977,9xkgmv
3451,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.734291,40.730595,40.64034,-103.185977,9xkgmv
3452,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.730087,40.723892,40.64034,-103.185977,9xkgmv
3453,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.786087,40.742393,40.64034,-103.185977,9xkgmv
3454,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.778793,40.720394,40.64034,-103.185977,9xkgmv
3455,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.781891,40.754494,40.64034,-103.185977,9xkgmv
3456,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.804291,40.751194,40.64034,-103.185977,9xkgmv
3457,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.732689,40.754993,40.64034,-103.185977,9xkgmv
3458,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.762192,40.730892,40.64034,-103.185977,9xkgmv
3459,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.777786,40.746994,40.64034,-103.185977,9xkgmv
3460,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.736588,40.751492,40.64034,-103.185977,9xkgmv
3461,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.737389,40.771793,40.64034,-103.185977,9xkgmv
3462,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.76609,40.738792,40.64034,-103.185977,9xkgmv
3463,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.732193,40.760693,40.64034,-103.185977,9xkgmv
3464,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.760689,40.750694,40.64034,-103.185977,9xkgmv
3465,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.801987,40.724995,40.64034,-103.185977,9xkgmv
3466,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.740387,40.741295,40.64034,-103.185977,9xkgmv
3467,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.785187,40.724693,40.64034,-103.185977,9xkgmv
3468,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.743294,40.757294,40.64034,-103.185977,9xkgmv
3469,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.770592,40.745293,40.64034,-103.185977,9xkgmv
3470,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.789291,40.721893,40.64034,-103.185977,9xkgmv
3471,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.765892,40.748295,40.64034,-103.185977,9xkgmv
3472,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.746094,40.746792,40.64034,-103.185977,9xkgmv
3473,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.773293,40.725891,40.64034,-103.185977,9xkgmv
3474,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.771187,40.753994,40.64034,-103.185977,9xkgmv
3475,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.738289,40.726292,40.64034,-103.185977,9xkgmv
3476,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.782593,40.735992,40.64034,-103.185977,9xkgmv
3477,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.74559,40.721394,40.64034,-103.185977,9xkgmv
3478,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.740387,40.767895,40.64034,-103.185977,9xkgmv
3479,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.796494,40.736492,40.64034,-103.185977,9xkgmv
3480,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.762192,40.756592,40.64034,-103.185977,9xkgmv
3481,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.800087,40.745293,40.64034,-103.185977,9xkgmv
3482,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.73999,40.746693,40.64034,-103.185977,9xkgmv
3483,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.775192,40.751194,40.64034,-103.185977,9xkgmv
3484,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.804893,40.743793,40.64034,-103.185977,9xkgmv
3485,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.764793,40.720192,40.64034,-103.185977,9xkgmv
3486,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.796188,40.725193,40.64034,-103.185977,9xkgmv
3487,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.731194,40.736893,40.64034,-103.185977,9xkgmv
3488,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.752289,40.745693,40.64034,-103.185977,9xkgmv
3489,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.729988,40.765594,40.64034,-103.185977,9xkgmv
3490,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.754593,40.728294,40.64034,-103.185977,9xkgmv
3491,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.750793,40.737892,40.64034,-103.185977,9xkgmv
3492,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.779793,40.726791,40.64034,-103.185977,9xkgmv
3493,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.786087,40.751793,40.64034,-103.185977,9xkgmv
3494,CO,Logan,Colorado Highlands,2013.0,GE1.7-100,1.7,85.0,100.0,-102.805092,40.721294,40.64034,-103.185977,9xkgmv
3495,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.758392,40.737595,40.64034,-103.185977,9xkgmv
3496,CO,Logan,Colorado Highlands,2012.0,GE1.6-100,1.6,80.0,100.0,-102.726593,40.768993,40.64034,-103.185977,9xkgmv
3497,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.58139,45.928215,45.801243,-118.967455,c26crp
3498,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.631783,45.963493,45.801243,-118.967455,c26crp
3499,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.515984,45.923714,45.801243,-118.967455,c26crp
3500,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.566078,45.94434,45.801243,-118.967455,c26crp
3501,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.513763,45.918713,45.801243,-118.967455,c26crp
3502,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.627884,45.957993,45.801243,-118.967455,c26crp
3503,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.588058,45.931183,45.801243,-118.967455,c26crp
3504,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.619034,45.946861,45.801243,-118.967455,c26crp
3505,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.511185,45.917126,45.801243,-118.967455,c26crp
3506,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.629784,45.960793,45.801243,-118.967455,c26crp
3507,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.509964,45.916256,45.801243,-118.967455,c26crp
3508,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.569145,45.947514,45.801243,-118.967455,c26crp
3509,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.581795,45.939674,45.801243,-118.967455,c26crp
3510,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.587936,45.941036,45.801243,-118.967455,c26crp
3511,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.586746,45.940266,45.801243,-118.967455,c26crp
3512,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.628983,45.959496,45.801243,-118.967455,c26crp
3513,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.626686,45.956444,45.801243,-118.967455,c26crp
3514,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.567108,45.945148,45.801243,-118.967455,c26crp
3515,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.62014,45.948128,45.801243,-118.967455,c26crp
3516,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.584793,45.929184,45.801243,-118.967455,c26crp
3517,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.632919,45.964951,45.801243,-118.967455,c26crp
3518,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.590385,45.942394,45.801243,-118.967455,c26crp
3519,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.586906,45.930542,45.801243,-118.967455,c26crp
3520,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.58017,45.927643,45.801243,-118.967455,c26crp
3521,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.589119,45.931828,45.801243,-118.967455,c26crp
3522,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.591827,45.94276,45.801243,-118.967455,c26crp
3523,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.514999,45.919605,45.801243,-118.967455,c26crp
3524,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.512489,45.917889,45.801243,-118.967455,c26crp
3525,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.625084,45.952496,45.801243,-118.967455,c26crp
3526,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.578865,45.927189,45.801243,-118.967455,c26crp
3527,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.622108,45.950665,45.801243,-118.967455,c26crp
3528,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.585548,45.939568,45.801243,-118.967455,c26crp
3529,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.623779,45.951412,45.801243,-118.967455,c26crp
3530,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.568123,45.946274,45.801243,-118.967455,c26crp
3531,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.589188,45.941692,45.801243,-118.967455,c26crp
3532,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.634186,45.965694,45.801243,-118.967455,c26crp
3533,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.583801,45.928516,45.801243,-118.967455,c26crp
3534,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.580238,45.938915,45.801243,-118.967455,c26crp
3535,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.515556,45.921494,45.801243,-118.967455,c26crp
3536,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.585754,45.929951,45.801243,-118.967455,c26crp
3537,OR,Umatilla,Combine Hills I,2003.0,MWT62/1.0,1.0,55.0,61.4,-118.621078,45.949409,45.801243,-118.967455,c26crp
3538,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.576782,45.937893,45.801243,-118.967455,c26crp
3539,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.558685,45.949394,45.801243,-118.967455,c26crp
3540,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.644386,45.949795,45.801243,-118.967455,c26crp
3541,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.551384,45.941296,45.801243,-118.967455,c26crp
3542,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.653687,45.958195,45.801243,-118.967455,c26crp
3543,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.594086,45.944996,45.801243,-118.967455,c26crp
3544,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.592484,45.944595,45.801243,-118.967455,c26crp
3545,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.653084,45.956196,45.801243,-118.967455,c26crp
3546,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.575485,45.937096,45.801243,-118.967455,c26crp
3547,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.582184,45.947594,45.801243,-118.967455,c26crp
3548,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.553284,45.943195,45.801243,-118.967455,c26crp
3549,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.525383,45.920395,45.801243,-118.967455,c26crp
3550,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.647682,45.946594,45.801243,-118.967455,c26crp
3551,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.557686,45.948193,45.801243,-118.967455,c26crp
3552,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.572586,45.935894,45.801243,-118.967455,c26crp
3553,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.654488,45.959694,45.801243,-118.967455,c26crp
3554,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.574089,45.936493,45.801243,-118.967455,c26crp
3555,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.59549,45.949493,45.801243,-118.967455,c26crp
3556,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.597282,45.952293,45.801243,-118.967455,c26crp
3557,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.554184,45.944195,45.801243,-118.967455,c26crp
3558,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.592987,45.947796,45.801243,-118.967455,c26crp
3559,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.660286,45.963894,45.801243,-118.967455,c26crp
3560,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.651787,45.954895,45.801243,-118.967455,c26crp
3561,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.597687,45.954395,45.801243,-118.967455,c26crp
3562,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.559608,45.950508,45.801243,-118.967455,c26crp
3563,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.649384,45.952595,45.801243,-118.967455,c26crp
3564,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.655083,45.961693,45.801243,-118.967455,c26crp
3565,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.646988,45.950394,45.801243,-118.967455,c26crp
3566,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.637283,45.969093,45.801243,-118.967455,c26crp
3567,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.541283,45.931892,45.801243,-118.967455,c26crp
3568,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.560883,45.953194,45.801243,-118.967455,c26crp
3569,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.52755,45.922977,45.801243,-118.967455,c26crp
3570,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.552483,45.942196,45.801243,-118.967455,c26crp
3571,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.656288,45.962593,45.801243,-118.967455,c26crp
3572,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.635384,45.966595,45.801243,-118.967455,c26crp
3573,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.583084,45.949493,45.801243,-118.967455,c26crp
3574,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.648087,45.951393,45.801243,-118.967455,c26crp
3575,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.548889,45.936493,45.801243,-118.967455,c26crp
3576,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.593987,45.948994,45.801243,-118.967455,c26crp
3577,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.636482,45.967995,45.801243,-118.967455,c26crp
3578,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.638283,45.970493,45.801243,-118.967455,c26crp
3579,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.547783,45.935696,45.801243,-118.967455,c26crp
3580,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.65049,45.953793,45.801243,-118.967455,c26crp
3581,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.580788,45.946495,45.801243,-118.967455,c26crp
3582,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.528488,45.924294,45.801243,-118.967455,c26crp
3583,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.526489,45.921795,45.801243,-118.967455,c26crp
3584,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.544083,45.933292,45.801243,-118.967455,c26crp
3585,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.550285,45.940094,45.801243,-118.967455,c26crp
3586,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.546585,45.934895,45.801243,-118.967455,c26crp
3587,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.66169,45.964294,45.801243,-118.967455,c26crp
3588,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.597183,45.950195,45.801243,-118.967455,c26crp
3589,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.560219,45.951897,45.801243,-118.967455,c26crp
3590,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.542587,45.932594,45.801243,-118.967455,c26crp
3591,OR,Umatilla,Combine Hills II,2009.0,MWT62/1.0,1.0,69.0,61.4,-118.524185,45.919094,45.801243,-118.967455,c26crp
