file_name,eia_id,total_eia_production_mwh,total_pvwatts_production_mwh,difference_mwh_eia_pvwatts
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Kettering_Solar_2_34.701868_-118.124822.csv,59099,9447.050000000001,10478.517239251234,-1031.467239251233
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_L-8_Solar_Project_34.654383_-117.973256.csv,57836,13417.04,14386.87712873104,-969.8371287310383
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Lancaster_34.743518_-117.972926.csv,62056,31227.03,38870.41387650472,-7643.3838765047185
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Lancaster_Baptist_Church_34.696333_-118.06252.csv,58634,8730.05,12821.244842146854,-4091.194842146855
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Lancaster_Dry_Farm_Ranch_B_34.716572_-118.291834.csv,58750,62333.02999999999,64575.31743721775,-2242.287437217761
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Lancaster_Little_Rock_34.603161_-117.936631.csv,59262,54658.05,55177.39299246451,-519.3429924645097
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Lancaster_WAD_B_34.779062_-118.19108.csv,59739,35023.03999999999,39158.37318922227,-4135.333189222278
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Las_Virgenes_34.131487_-118.701239.csv,64264,14141.980000000001,23449.875726913982,-9307.895726913981
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Las_Virgenes_Municipal_Water_District_34.132314_-118.699522.csv,58963,7434.06,11527.391408808915,-4093.3314088089146
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Little_Rock_Pham_Solar_34.600019_-117.949057.csv,60026,40710.04000000001,39103.587099289754,1606.4529007102537
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Maclay_Solar_Project_34.319539_-118.431426.csv,57308,3275.05,21193.41134514799,-17918.36134514799
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Ma_34.69513_-118.062578.csv,58451,16632.030000000002,19231.993390007934,-2599.9633900079316
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Morgan_Lancaster_1_34.662403_-118.084668.csv,59942,15381.01,19269.07549110891,-3888.0654911089096
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_North_Lancaster_Ranch_34.721409_-118.311349.csv,59962,174277.03,218455.4950017887,-44178.46500178869
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Occidental_College_Solar_Project_34.128028_-118.206682.csv,57311,7059.0,9864.741448748546,-2805.7414487485457
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_One_Ten_Partners_PV_34.6156_-117.936612.csv,61419,29374.059999999998,26066.881486985454,3307.1785130145436
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Portal_Ridge_Solar_B,_LLC_34.71651_-118.282251.csv",60310,244835.02999999997,258301.91783474002,-13466.887834740046
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Portal_Ridge_Solar_C,_LLC_34.714777_-118.27427.csv",60311,144012.01,147233.57603138048,-3221.566031380469
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Radiance_Solar_4_34.665582_-118.288133.csv,58354,16285.029999999999,16167.331852386296,117.69814761370253
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Radiance_Solar_5_34.664956_-118.286848.csv,58355,16343.04,16167.3834374243,175.65656257570117
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Rodeo_Solar_C2_34.712088_-118.290546.csv,58751,17849.000000000004,16295.401195776436,1553.5988042235676
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Rodeo_Solar_D2_34.711913_-118.291986.csv,58752,17623.030000000002,16295.361817364406,1327.6681826355962
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Rutan_34.64378_-118.162135.csv,58449,18164.04,49371.196033596345,-31207.156033596344
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_San_Pablo_Raceway_34.722176_-118.28079.csv,62004,920564.0,1033315.1869298286,-112751.1869298286
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_SEPV_18_34.613611_-117.936188.csv,59730,26137.059999999994,26067.166648059087,69.89335194090745
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_SEPV_1_34.618626_-117.939522.csv,58073,20569.020000000004,26066.407692364497,-5497.387692364493
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_SEPV_Palmdale_East_34.612272_-117.939586.csv,59273,128564.05,130076.0954593599,-1512.0454593598988
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Sierra_Solar_Greenworks_34.698237_-118.337643.csv,59431,203290.99,216054.83350577176,-12763.843505771772
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Solar_Oasis,_LLC_34.649011_-118.084924.csv",59528,269771.02999999997,256939.49660432612,12831.533395673847
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Solar_Star_1_34.814214_-118.388961.csv,58388,4413068.0,4080863.1478918116,332204.85210818844
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Solar_Star_California,_XLIV,_LLC_34.511888_-117.916406.csv",60869,123529.04000000001,124726.1153124008,-1197.0753124007897
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Solverde_1_34.655834_-118.294219.csv,60185,1094988.0,1097836.336366936,-2848.336366936099
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Summer_North_Solar_34.727542_-118.296354.csv,58757,71499.06000000001,70503.14095215713,995.9190478428791
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Summer_Solar,_LLC_34.714915_-118.311318.csv",60280,286273.04,258302.65643712712,27970.383562872856
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Summer_Solar_A2_34.723656_-118.293789.csv,58753,18932.05,16295.15524422321,2636.8947557767897
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Summer_Solar_B2_34.723645_-118.29251.csv,58754,18537.009999999995,16295.190376432069,2241.819623567926
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Summer_Solar_C2_34.723647_-118.291641.csv,58755,17243.03,16295.209502058264,947.8204979417351
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Summer_Solar_D2_34.723625_-118.290664.csv,58756,10231.04,10863.493015205433,-632.4530152054322
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_TA-Acacia,_LLC_34.69278_-118.327867.csv",59443,274507.02999999997,253813.06388907426,20693.966110925714
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_TA-High_Desert,_LLC_34.707428_-118.304671.csv",58149,254136.05,258313.17632184725,-4177.1263218472595
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_US-TOPCO_(Soccer_Center)_34.661601_-118.086905.csv,60086,37141.02,32174.60275885103,4966.417241148967
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Vinam_34.669019_-118.061156.csv,58450,17868.989999999998,18568.10470126597,-699.1147012659712
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Western_Antelope_Blue_Sky_B_34.727199_-118.313086.csv,59961,275859.04,258285.51978012623,17573.520219873753
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Western_Antelope_Blue_Sky_Ranch_A_34.687307_-118.319773.csv,58626,249523.02,257042.07343531717,-7519.053435317182
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Western_Antelope_Dry_Ranch_34.72545_-118.308755.csv,58627,131761.02000000002,129143.97030170188,2617.049698298142
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5fm0_Weymouth_Solar_Plant_34.108438_-117.785098.csv,60255,26922.020000000004,35679.08459648761,-8757.06459648761
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q5sgb_California_State_Univ_at_Channel_Islands_34.168862_-119.053959.csv,64403,6986.02,17807.25603885842,-10821.23603885842
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q613c_Atascadero_State_Hospital_35.4706_-120.634865.csv,64523,5066.01,8375.99073675757,-3309.9807367575704
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q613c_CA-DGS-California_Men's_Colony_35.321552_-120.69217.csv,65523,0.0,4673.817876886809,-4673.817876886809
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q613c_California_Valley_Solar_Ranch_35.317457_-119.925656.csv,57439,3071991.05,3141551.740739857,-69560.69073985703
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q613c_Firestone_Walker_Brewery-Phase_1_35.596047_-120.689531.csv,64391,6595.04,12064.993711090665,-5469.953711090665
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q613c_Stenner_Creek_Solar_35.319611_-120.69101.csv,61607,47669.03,55344.64714900535,-7675.617149005353
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q613c_Topaz_Solar_Farm_35.368633_-120.03261.csv,57695,6396363.0,6198811.575465672,197551.42453432828
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q613c_Vintner_Solar_35.557914_-120.681818.csv,58509,20631.059999999998,18570.819908938396,2060.2400910616016
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Adobe_Solar_35.103963_-118.954207.csv,57651,233841.99,232649.43900018002,1192.5509998199705
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Algonquin_SKIC_10_Solar,_LLC_35.127755_-119.249344.csv",60242,99334.06,118508.5193131921,-19174.4593131921
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Algonquin_SKIC_20_Solar,_LLC_35.1246_-119.240648.csv",59412,237611.03000000003,261080.64982827258,-23469.619828272553
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Bakersfield_111_35.31479_-118.988977.csv,59948,12797.039999999999,16629.843105162978,-3832.8031051629787
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Bakersfield_Industrial_PV_1_35.329997_-118.993189.csv,61118,10756.04,9946.069456554424,809.9705434455773
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Bakersfield_PV_1_35.3268_-118.978771.csv,61117,49376.01,62358.191267724666,-12982.181267724663
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Beacon_Solar_Plant_Site_2_35.259453_-117.998736.csv,59309,630250.0,579966.1208002805,50283.87919971952
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Beacon_Solar_Plant_Site_5_35.247032_-118.034774.csv,59308,501081.0,464002.5558344813,37078.44416551868
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_BigBeau_Solar,_LLC_34.915421_-118.35518.csv",64993,358508.09,347028.0532794106,11480.036720589444
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Blackwell_Solar_Park_35.608789_-119.844433.csv,59524,183649.02000000002,193763.96555677865,-10114.945556778635
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Calibrant_Bakersfield,_LLC_35.442009_-119.093343.csv",65564,2176.02,3171.9184659385264,-995.8984659385264
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_California_City_35.157379_-117.983395.csv,63516,21707.02,24791.86706434039,-3084.847064340389
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Cal_City_Solar_1_35.141539_-117.964708.csv,63054,23745.01,31486.699764802433,-7741.689764802435
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Castor_Solar_35.21097_-119.387524.csv,60277,13905.029999999999,15329.111700142148,-1424.0817001421492
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Catalina_Solar,_LLC_34.929474_-118.333067.csv",57708,1280713.06,1205796.463763544,74916.59623645595
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Catalina_Solar_2,_LLC_34.926989_-118.357016.csv",59334,251628.02000000002,244233.64463301774,7394.375366982276
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_CDCR_(CA)-Wasco_State_Prison_35.590887_-119.404787.csv,61621,16719.03,17763.74714343158,-1044.7171434315824
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Chevron-Lost_Hills_Hybrid_35.609422_-119.7013.csv,63545,205425.0,209481.6278018496,-4056.627801849594
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Coronal_Lost_Hills_35.727086_-119.905588.csv,59638,248379.02,239950.59968710356,8428.42031289643
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Cottonwood_Solar,_LLC_(Goose_Lake)_35.590715_-119.576132.csv",59086,163970.02000000002,142280.03411086486,21689.98588913516
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Cuyama_Solar,_LLC_34.901577_-119.590942.csv",60043,476721.0,507202.4387154521,-30481.438715452095
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Delano_Land_1_35.759177_-119.348351.csv,61116,9133.06,11806.56727937507,-2673.5072793750696
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_EAFB-North_Base_34.982066_-117.892042.csv,59132,12558.03,14571.0250033656,-2012.9950033655987
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Eagle_Creek_35.213746_-119.39509.csv,63078,24967.040000000005,29028.46847680122,-4061.428476801215
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Edwards_Air_Force_Base_34.907637_-117.920591.csv,58076,8811.05,39409.746268938,-30598.696268937998
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Edwards_Sanborn_E1A_34.96308_-118.096328.csv,64878,58888.0,793206.3698468413,-734318.3698468413
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Edwards_Sanborn_E2_34.944318_-118.087282.csv,64879,350736.0,735180.0009509015,-384444.00095090154
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Edwards_Sanborn_E3_34.942287_-118.135456.csv,64877,61698.0,146181.96951619125,-84483.96951619125
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Edwards_Sanborn_S1_35.018581_-118.124089.csv,64929,94005.0,237011.3758745031,-143006.3758745031
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Edwards_Sanborn_S3_34.991851_-118.100955.csv,64928,80225.0,100836.99478603464,-20611.994786034644
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Edwards_Sanborn_S4_34.973444_-118.08851.csv,65677,10129.0,110100.8967587254,-99971.8967587254
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Gaskell_West_1_Solar_Facility_34.836923_-118.550114.csv,61445,257227.99000000002,260419.1134175845,-3191.1234175844875
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Golden_Fields_Solar_I,_LLC_34.840448_-118.391134.csv",60590,703043.0,703771.7932964249,-728.7932964249048
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Golden_Field_Solar_III,_LLC_34.830055_-118.371047.csv",63859,1162471.0,1502210.2527037684,-339739.25270376843
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Hayworth_Solar_35.328168_-118.82064.csv,59009,279683.02,315861.09013708256,-36178.07013708254
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Hecate_Energy_Beacon_Solar_1_35.268579_-118.014746.csv,59315,702902.0,722366.5529905419,-19464.55299054191
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Hecate_Energy_Beacon_Solar_3_35.248541_-118.009058.csv,59316,700103.0,721778.0529308637,-21675.05293086369
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Hecate_Energy_Beacon_Solar_4_35.251895_-118.025072.csv,59317,620964.0,644431.8808739672,-23467.880873967195
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Improvement_Dst_No._4_35.402755_-119.038053.csv,57895,4123.009999999999,11010.211609498429,-6887.201609498429
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Kingbird_A_Solar,_LLC_34.824081_-118.441196.csv",59868,290188.04,259582.0177836377,30606.022216362267
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Kingbird_B_Solar,_LLC_34.820843_-118.441155.csv",60091,289220.00999999995,259586.5307146756,29633.47928532434
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Lost_Hills_Blackwell_35.625756_-119.854284.csv,58711,437876.01000000007,386652.7855215585,51223.22447844158
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Maricopa_West_Solar_PV,_LLC_35.112311_-119.326746.csv",59607,216067.03,237036.66892811516,-20969.638928115164
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Morelos_del_Sol_35.728102_-119.896814.csv,60007,179894.05000000002,179975.92156057066,-81.8715605706384
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Naval_Air_Weapons_Station_China_Lake_35.634879_-117.652331.csv,57764,125342.99999999999,142961.20827817867,-17618.20827817869
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Nickel_1_Solar_Facility_35.647639_-119.716317.csv,58034,12526.07,15158.672820478376,-2632.602820478376
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_North_Kern_State_Prison_Phase_II_35.777221_-119.308162.csv,63651,30850.0,47222.32558163819,-16372.325581638193
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Orion_Solar_II_35.148877_-118.885279.csv,58721,79056.07000000002,94978.60715007853,-15922.537150078511
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Orion_Solar_I_35.146166_-118.887207.csv,58718,184036.06,142469.87973287015,41566.18026712985
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Pine_Tree_Solar_Project_35.229696_-118.193516.csv,57306,58509.079999999994,96682.57495864308,-38173.49495864308
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Pumpjack_Solar_I_35.416024_-119.638251.csv,59322,245410.02000000002,238916.693737432,6493.326262568007
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Rabbitbrush_Solar,_LLC_34.873741_-118.353732.csv",64630,50232.0,265643.6468361514,-215411.64683615143
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Redcrest_Solar_Farm_35.321135_-118.812196.csv,58831,174491.02,197390.5928199413,-22899.5728199413
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Redwood_4_Solar_Farm_35.315109_-118.811155.csv,60490,298919.01000000007,236970.7508888204,61948.25911117968
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Regulus_Solar_Project_35.299856_-118.846316.csv,57650,784692.03,710304.8206009842,74387.20939901588
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_RE_Astoria_2_34.829497_-118.470955.csv,59977,1127709.0,976619.2531476407,151089.74685235927
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_RE_Astoria_34.844248_-118.446156.csv,59976,1448526.0,1303126.91052558,145399.08947442006
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_RE_Barren_Ridge_1_35.205168_-118.069512.csv,60389,849692.9999999999,818694.8942468388,30998.10575316113
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_RE_Camelot,_LLC_35.02331_-118.172402.csv",58983,614371.04,591689.568081107,22681.471918893047
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_RE_Columbia_3,_LLC_35.017969_-118.171566.csv",58502,114590.04999999999,131490.49762631065,-16900.447626310663
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_RE_Columbia_Two,_LLC_35.012711_-118.182571.csv",58990,206189.03,197241.19184232753,8947.838157672464
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_RE_Garland_34.822187_-118.527993.csv,60233,2421838.0599999996,2343963.999506768,77874.06049323175
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_RE_Garland_A_34.821143_-118.497643.csv,60386,288361.0,260443.12637863847,27917.873621361534
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_RE_Gaskell_West_5,_LLC_34.84588_-118.543361.csv",61449,0.0,262100.79240405333,-262100.79240405333
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_RE_Old_River_One,_LLC_35.218894_-119.0791.csv",58986,238072.96999999997,232426.22626640814,5646.743733591837
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_RE_Rio_Grande_Solar,_LLC_35.048908_-118.163909.csv",58500,52306.04,65829.03184204164,-13522.991842041643
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_RE_Rosamond_One,_LLC_34.904113_-118.251246.csv",58498,290179.01999999996,262609.9366076097,27569.083392390283
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_RE_Rosamond_Two,_LLC_34.903488_-118.242989.csv",58499,222396.03999999998,262787.5115946271,-40391.47159462713
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Rio_Bravo_Solar_1,_LLC_35.415837_-119.629409.csv",59249,241446.98,232944.0378384452,8502.94216155482
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Rio_Bravo_Solar_II,_LLC_35.423854_-119.628933.csv",59250,244174.02000000002,232935.1058805224,11238.914119477617
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_SEPV_Mojave_West_35.020441_-118.278367.csv,59740,276896.05,264456.96422080597,12439.085779194022
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Shafter_Solar,_LLC_35.450699_-119.127026.csv",59408,253880.00000000003,239162.24019314742,14717.759806852613
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Solar_Star_2_34.829726_-118.441152.csv,58389,3861350.0,3627551.8622528897,233798.13774711033
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Solar_Star_California,_XLI,_LLC_34.830259_-118.392372.csv",60591,698079.0,700851.2863983581,-2772.286398358061
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Springbok_3_Solar_Farm_Hybrid_35.283293_-118.010494.csv,60491,828065.0,929556.6436936778,-101491.64369367785
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Springbok_Solar_Farm_1_35.251658_-117.956571.csv,59532,1485453.03,1353177.9782209664,132275.05177903362
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Springbok_Solar_Farm_2_35.24881_-117.973623.csv,59840,2069891.0299999998,1997577.1529651154,72313.87703488441
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Valentine_Solar,_LLC_34.91039_-118.391826.csv",62288,785131.0,1164166.6273192829,-379035.62731928285
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Vandenberg_Solar_Project_34.745094_-120.510241.csv,61463,215997.01,255424.17825195674,-39427.168251956726
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Wildwood_Solar_I,_LLC_35.61905_-119.568936.csv",59380,237206.05,237101.8834396922,104.1665603077854
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Wildwood_Solar_II_35.631892_-119.576691.csv,59253,190090.04,175206.23271790845,14883.807282091555
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Willow_Spring_Solar,_LLC_34.825924_-118.332041.csv",60324,1052316.0,1041699.9033879739,10616.0966120261
"C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Windhub_Solar_A,_LLC_35.021659_-118.28987.csv",59878,145689.0,211706.49786313777,-66017.49786313777
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Wonderful_Huller_&_Shellling_35.575751_-119.786573.csv,65277,6389.620000000001,7358.6160538964305,-968.9960538964297
C:/Users/kperry/Documents/extreme-weather-ca-heatwave\pvwatts_powerplants\9q713t_Wonderful_Lost_Hills_35.668165_-119.876218.csv,65278,53382.04,81455.49103617748,-28073.45103617748
