bus,fips,name,year,gentype,capacity[MW],hub_height[m],rotor_diameter[m],longitude,latitude,county,elevation[m],cut_in_wind_speed[m/s],rated_wind_speed[m/s],cut_out_wind_speed[m/s],max_rotor_speed[rd/min],drivetrain_design
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.604988,45.542694,Sherman OR,480.9024353027344,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.195587,45.579395,Gilliam OR,340.4472961425781,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.587685,45.548992,Sherman OR,483.1569213867188,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.507088,45.563892,Sherman OR,418.4415283203125,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.590088,45.555893,Sherman OR,486.4840087890625,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.539383,45.541195,Sherman OR,462.1699523925781,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.639282,45.558994,Sherman OR,497.421875,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.157684,45.603092,Gilliam OR,305.8393859863281,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.183487,45.596493,Gilliam OR,327.1366577148438,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.141884,45.629192,Gilliam OR,300.4127807617188,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.139984,45.619194,Gilliam OR,296.12646484375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.141998,45.627075,Gilliam OR,299.196533203125,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.136482,45.572395,Gilliam OR,333.9703674316406,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.176582,45.606792,Gilliam OR,309.2613525390625,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.177887,45.575993,Gilliam OR,346.6554565429688,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.139587,45.578495,Gilliam OR,334.203125,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.127083,45.609493,Gilliam OR,292.3771667480469,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.179283,45.582195,Gilliam OR,340.8779907226562,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.182983,45.598595,Gilliam OR,325.1452941894531,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.170586,45.600193,Gilliam OR,315.6253051757812,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.194084,45.572994,Gilliam OR,344.3668212890625,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.140182,45.599396,Gilliam OR,310.1031188964844,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.171684,45.614594,Gilliam OR,284.778564453125,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.123283,45.595894,Gilliam OR,300.8218078613281,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.140228,45.623001,Gilliam OR,291.8131103515625,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.156487,45.605392,Gilliam OR,302.4811706542969,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.142189,45.584595,Gilliam OR,329.2807006835938,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.017883,45.652893,Gilliam OR,250.7580413818359,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.127686,45.593094,Gilliam OR,307.1598510742188,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.139885,45.633194,Gilliam OR,303.5869140625,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.168884,45.591595,Gilliam OR,326.5727233886719,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.140488,45.601494,Gilliam OR,306.3986511230469,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.196182,45.577293,Gilliam OR,340.216552734375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.168983,45.589493,Gilliam OR,330.9868774414062,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.125587,45.611492,Gilliam OR,290.6783142089844,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.170189,45.595795,Gilliam OR,317.8720092773438,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.177643,45.57811,Gilliam OR,345.72412109375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.138489,45.576492,Gilliam OR,333.853271484375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.139786,45.603695,Gilliam OR,302.7323913574219,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.127777,45.605392,Gilliam OR,295.4965515136719,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.136002,45.610641,Gilliam OR,291.60498046875,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.125183,45.600994,Gilliam OR,296.5149230957031,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.136284,45.570293,Gilliam OR,336.1867980957031,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.141586,45.624992,Gilliam OR,293.3642272949219,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.142082,45.589993,Gilliam OR,318.8197326660156,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.180588,45.586292,Gilliam OR,336.9959411621094,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.170685,45.597996,Gilliam OR,315.0068969726562,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.175385,45.608795,Gilliam OR,309.224609375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.15519,45.617596,Gilliam OR,290.1549072265625,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.140289,45.580593,Gilliam OR,325.30810546875,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.125488,45.598392,Gilliam OR,298.4441223144531,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.128189,45.603294,Gilliam OR,298.3070983886719,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.142784,45.587093,Gilliam OR,320.2207336425781,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.169609,45.593693,Gilliam OR,324.742919921875,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.182846,45.590225,Gilliam OR,331.9669799804688,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.197487,45.581295,Gilliam OR,338.5619506835938,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.017784,45.657795,Gilliam OR,232.6131134033203,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.181587,45.600594,Gilliam OR,322.8559265136719,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.017685,45.654495,Gilliam OR,247.5787353515625,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.017784,45.659294,Gilliam OR,234.464111328125,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.001389,45.640896,Gilliam OR,303.2913818359375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.010284,45.651295,Gilliam OR,252.5017547607422,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.001183,45.642693,Gilliam OR,302.6631469726562,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-119.998985,45.652596,Gilliam OR,253.1103210449219,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-119.999489,45.646793,Gilliam OR,260.0712585449219,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-119.99939,45.649094,Gilliam OR,257.9905090332031,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.017784,45.661095,Gilliam OR,234.5966033935547,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.003487,45.657795,Gilliam OR,244.4335784912109,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.003288,45.659393,Gilliam OR,243.7679290771484,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.017883,45.651394,Gilliam OR,251.4879455566406,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.195183,45.575092,Gilliam OR,342.9576721191406,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.178284,45.573895,Gilliam OR,348.3616943359375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.180885,45.602795,Gilliam OR,318.3523864746094,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.172386,45.612495,Gilliam OR,290.6683654785156,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.139572,45.59536,Gilliam OR,312.6384887695312,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-119.99939,45.650696,Gilliam OR,256.1756896972656,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.017784,45.655994,Gilliam OR,236.8237762451172,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.010384,45.648895,Gilliam OR,263.5518188476562,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Willow Creek,2009.0,GE1.5-77,1.5,80.0,77.0,-120.003586,45.655994,Gilliam OR,250.6741790771484,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.179283,45.604694,Gilliam OR,307.5775146484375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.154785,45.614895,Gilliam OR,295.8366394042969,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.179283,45.584293,Gilliam OR,337.9791870117188,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.169083,45.585293,Gilliam OR,335.8884582519531,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.140274,45.616375,Gilliam OR,298.6992492675781,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.156586,45.612194,Gilliam OR,303.892333984375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.140686,45.582695,Gilliam OR,322.8885498046875,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.141205,45.63131,Gilliam OR,302.1916809082031,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.127586,45.607494,Gilliam OR,293.6798095703125,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.140846,45.59256,Gilliam OR,314.3655700683594,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.123085,45.613293,Gilliam OR,290.7574157714844,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.178589,45.580193,Gilliam OR,343.0042114257812,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.182587,45.592293,Gilliam OR,331.1000061035156,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.174171,45.610775,Gilliam OR,303.07421875,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.182686,45.588093,Gilliam OR,334.318359375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.15519,45.610092,Gilliam OR,303.536376953125,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.137886,45.574394,Gilliam OR,334.427490234375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.138489,45.635593,Gilliam OR,301.0419616699219,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41021,Leaning Juniper II,2011.0,GE1.5-77,1.5,80.0,77.0,-120.168983,45.587395,Gilliam OR,333.5421447753906,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.662987,45.548096,Sherman OR,534.5325317382812,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.621284,45.558193,Sherman OR,495.4662780761719,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.507484,45.560993,Sherman OR,422.4302368164062,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.546883,45.537792,Sherman OR,428.1720581054688,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.638184,45.564293,Sherman OR,492.8699340820312,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.589684,45.544395,Sherman OR,483.18701171875,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.636986,45.541393,Sherman OR,493.4986267089844,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.566689,45.542393,Sherman OR,458.4474182128906,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.621284,45.556793,Sherman OR,498.2569580078125,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.637184,45.545795,Sherman OR,509.39697265625,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.558884,45.599792,Sherman OR,431.3164672851562,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.553185,45.620693,Sherman OR,405.810302734375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.637886,45.550095,Sherman OR,503.6892395019531,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.526085,45.556496,Sherman OR,454.4234008789062,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.63839,45.571396,Sherman OR,477.9522705078125,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.463387,45.575092,Sherman OR,378.6412658691406,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.638283,45.572895,Sherman OR,481.3692321777344,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.590088,45.542892,Sherman OR,480.1902160644531,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.638184,45.574394,Sherman OR,481.3738098144531,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.637589,45.565594,Sherman OR,488.1069641113281,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.637589,45.566994,Sherman OR,481.7901611328125,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.526184,45.559296,Sherman OR,450.8775634765625,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.590385,45.554195,Sherman OR,479.9425964355469,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.542786,45.545795,Sherman OR,467.7054443359375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.526184,45.557896,Sherman OR,452.5198974609375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.525986,45.555096,Sherman OR,453.3042297363281,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.553185,45.619293,Sherman OR,409.7586975097656,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.614685,45.543793,Sherman OR,487.126953125,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.65799,45.544994,Sherman OR,530.7894287109375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.518486,45.607494,Sherman OR,414.1832580566406,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.518486,45.618694,Sherman OR,380.3700561523438,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.518486,45.615894,Sherman OR,388.6521911621094,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.518486,45.613094,Sherman OR,400.5258178710938,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.570084,45.553394,Sherman OR,479.8418273925781,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.658089,45.536392,Sherman OR,508.3991394042969,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.570084,45.551895,Sherman OR,482.3904418945312,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.553185,45.612194,Sherman OR,414.4904479980469,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.566689,45.546894,Sherman OR,470.0407409667969,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.558884,45.602592,Sherman OR,426.6934509277344,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.546188,45.539093,Sherman OR,435.2782287597656,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.553185,45.617794,Sherman OR,408.696533203125,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.518486,45.606094,Sherman OR,406.30615234375,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.662987,45.553993,Sherman OR,522.0155639648438,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.518486,45.610294,Sherman OR,406.7541198730469,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.637886,45.548695,Sherman OR,506.3874816894531,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.553185,45.609394,Sherman OR,422.0307006835938,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike III,2007.0,GE1.5-77,1.5,80.0,77.0,-120.566689,45.550095,Sherman OR,478.5559387207031,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.58799,45.547295,Sherman OR,479.8028259277344,3.5,12.0,25.0,20.4,3 Stage Planetary
c245ue,41055,Klondike IIIA,2008.0,GE1.5-77,1.5,80.0,77.0,-120.639084,45.562294,Sherman OR,485.2216796875,3.5,12.0,25.0,20.4,3 Stage Planetary
