datetime,9mudw2,9mupsy,9mvgw4,9q5fm0,9q713t,9q92vz,9q9fy1,9q9m24,9q9wtp,9qbbed,9qc0p1,9qc63x,9qj152,9qndpr,9r1jcf,9rb6wg,9rg8bx,9rn2tf,9rpbwn,9rwgcr,9rx7st,9w1wf0,9w1zzg,9w3h8n,9wbmjr,9wdb95,9wdr2q,9we1bp,9wve62,9x0gc5,9x0ryy,9x3mfn,9x5w98,9xkgmv,c21g7y,c237sz,c245ue,c26crp,c2kx95,c82vu4,c8h5zm
2018-01-01 19:00:00+00:00,0.0,31.44,0.0,0.0,282916.36,0.0,0.0,924.33,0.0,0.0,0.0,780.94,0.0,6249.9,7826.85,0.0,53220.66,23092.82,4996.26,88240.95,98715.34,0.0,910.03,1104.15,17224.06,10098.11,5271.3,40539.57,1360444.56,0.0,0.0,176775.67,238929.11,800484.59,191794.42,2619.6,286826.08,49488.79,31154.62,66654.01,7355.15
2018-01-01 20:00:00+00:00,0.0,174.78,0.0,0.0,337799.8,0.0,0.0,0.0,0.0,0.0,0.0,54022.67,0.52,9348.88,5950.9,0.0,31497.23,37047.19,5321.71,100156.67,77980.88,0.0,3713.14,0.0,15425.73,12732.26,1038.56,72094.97,1460079.28,0.0,0.0,195173.58,238970.0,746278.22,319938.25,3857.57,308351.44,16363.68,6251.47,90280.43,18566.7
2018-01-01 21:00:00+00:00,0.0,217.61,0.0,0.0,267264.25,408.23,0.0,0.0,0.0,0.0,0.0,49884.06,0.0,9442.88,6075.57,0.0,16459.0,11470.32,3306.88,83329.24,66444.88,0.0,0.0,0.0,10114.5,9585.62,0.0,28873.76,1548284.58,0.0,0.0,205257.08,238970.0,690483.83,231563.1,4390.87,196247.9,7561.89,564.86,153538.86,3389.77
2018-01-01 22:00:00+00:00,0.0,359.99,0.0,0.0,232929.13,609.86,0.0,0.0,0.0,0.0,0.0,15768.81,0.0,9469.95,7576.66,0.0,14415.33,4227.95,8529.7,104806.77,79063.26,0.0,252.08,0.0,23257.52,10143.34,0.0,22203.18,1821206.27,0.0,0.0,191144.83,236291.57,736075.68,125076.71,5129.52,103292.14,19055.9,12444.5,253609.45,0.0
2018-01-01 23:00:00+00:00,11454.29,408.36,0.0,0.0,97341.41,782.91,0.0,0.0,0.0,0.0,0.0,1373.26,0.0,7867.38,15130.5,12.07,15786.44,0.0,2224.98,32365.74,78938.96,0.0,0.0,0.0,7264.9,8714.32,0.0,9733.37,1656083.95,0.0,0.0,193481.96,238970.0,890497.26,34182.57,3793.26,15247.49,71297.57,20458.01,350851.58,1621.3
2018-01-02 00:00:00+00:00,8093.7,232.69,0.0,0.0,44841.97,132.71,0.0,0.0,0.0,0.0,0.0,56264.04,17225.52,3754.47,24761.39,0.0,8775.21,0.0,361.0,5186.17,56688.13,201.95,0.0,0.0,2152.73,0.0,0.0,12106.15,1473180.56,0.0,0.0,190868.74,238970.0,966627.57,27001.75,3122.97,32847.81,124318.89,26892.45,346235.18,19524.71
2018-01-02 01:00:00+00:00,5847.65,61.38,0.0,0.0,228.13,0.0,0.0,0.0,0.0,0.0,0.0,14536.9,34237.6,3127.39,24075.94,0.0,1221.9,0.0,0.0,0.0,28087.96,31.95,1930.21,0.0,0.0,0.0,1240.49,55083.39,1468957.27,113.82,0.0,170200.25,238970.0,776413.43,79841.29,3396.3,158952.3,172370.0,42204.03,263688.84,25389.41
2018-01-02 02:00:00+00:00,10137.07,11.98,0.0,0.0,0.0,0.0,8163.09,0.0,0.0,0.0,0.0,0.0,32101.89,2230.87,19883.55,11.69,524.78,0.0,0.0,459.67,9752.73,0.0,4568.12,0.0,6.98,1541.36,4340.62,64602.1,1517884.53,912.72,0.0,153731.49,238970.0,766411.59,181690.51,2099.72,250689.32,102647.84,3119.21,182844.34,20932.72
2018-01-02 03:00:00+00:00,15054.54,40.4,0.0,0.0,2693.79,195.02,8284.31,756.98,0.0,0.0,952.51,0.0,26936.89,710.47,8246.11,12.51,248.31,0.0,0.0,255.36,7490.1,0.0,3999.34,0.0,0.0,2800.64,11200.3,95594.0,1258132.09,1463.09,0.0,158720.29,238970.0,749922.04,234338.29,490.66,338046.89,65604.17,0.0,131577.04,4571.31
2018-01-02 04:00:00+00:00,22651.32,0.0,0.0,0.0,47568.63,536.94,8582.14,2981.31,0.0,0.0,3504.56,74.05,66111.85,0.0,14281.47,12.55,203.41,5052.03,0.0,6786.33,18176.62,0.0,7117.92,0.0,0.0,4405.23,19129.03,98405.59,897881.52,1394.64,0.0,176681.61,238970.0,786617.08,160898.37,275.66,271495.24,37336.74,0.0,185294.5,9692.26
2018-01-02 05:00:00+00:00,24005.68,280.22,0.0,0.0,87350.38,270.6,3322.17,3496.09,0.0,0.0,4842.15,736.27,52353.79,0.0,17694.21,0.0,1556.44,2227.2,0.0,3867.02,40834.67,1125.16,8336.09,174.16,0.0,5949.95,21750.28,84841.66,887992.31,2421.18,0.0,190144.31,238970.0,661304.78,262538.17,179.81,274951.05,73387.94,0.0,225444.87,6415.28
2018-01-02 06:00:00+00:00,21847.79,246.86,0.0,4.13,80039.69,0.0,0.0,2882.15,0.0,0.0,2180.4,280.05,66122.14,0.0,18965.0,13.39,20259.99,16579.19,0.0,8403.88,61648.68,10461.45,13455.67,2078.25,0.0,5395.09,21591.68,85839.68,1264988.17,2756.19,2.0,180818.87,236932.45,661538.96,189916.81,223.85,165723.5,53176.85,374.87,313511.15,6258.65
2018-01-02 07:00:00+00:00,13583.85,104.68,0.0,31.81,43369.01,133.49,0.0,3220.48,0.0,0.0,711.92,139.72,38201.82,2357.67,18988.55,21.24,14386.69,38321.17,1025.61,34592.72,116308.94,21199.1,21836.12,0.0,1874.44,4863.88,28313.76,58668.11,1746729.23,4190.68,0.0,204856.66,236729.37,990812.65,242102.77,430.02,242324.93,81808.15,0.0,304444.95,3274.22
2018-01-02 08:00:00+00:00,11151.52,11.71,0.0,51.2,14650.9,127.24,0.0,3242.86,0.0,0.0,1990.21,94.2,37671.59,4688.21,19710.7,15.22,65000.15,43369.02,466.1,46009.78,55209.43,19660.23,28650.86,0.0,64.52,9265.14,32531.58,227784.21,1833586.22,3648.67,0.0,208673.16,164931.51,1078586.41,462417.06,1064.66,551278.19,132669.31,7628.37,363593.62,3000.02
2018-01-02 09:00:00+00:00,12101.02,642.76,0.0,46.28,3949.5,1378.11,0.0,3882.39,0.0,0.0,2701.28,10.2,22028.76,7417.46,31346.7,26.86,68643.5,30494.41,0.0,54031.09,37729.08,4803.09,21628.09,10.01,0.0,4436.23,40991.93,305486.68,1826878.32,4247.91,0.0,190029.37,94471.63,1119184.0,433244.8,2465.08,535376.16,114236.69,7628.2,374304.53,29357.71
2018-01-02 10:00:00+00:00,14967.36,894.81,0.0,47.36,0.0,1786.75,0.0,2292.36,0.0,0.0,1787.76,80.38,21243.54,9547.48,49533.09,24.09,58074.39,26354.83,0.0,82993.43,55465.87,8940.75,12785.69,396.81,0.0,917.17,57403.4,252779.32,1688622.58,3777.09,0.0,150350.35,33049.67,688571.44,477877.77,3864.66,662422.93,91841.9,9335.66,416018.58,13764.99
2018-01-02 11:00:00+00:00,4390.4,340.35,0.0,21.65,0.0,1548.52,0.0,984.19,0.0,0.0,463.82,30.64,11701.98,9472.28,34949.95,30.08,62288.57,17909.49,0.0,46005.13,59127.89,15640.71,4431.83,497.59,0.0,0.0,61309.52,233163.89,1419182.33,3727.41,1.43,132740.92,57475.98,606709.52,377605.23,4048.14,493920.43,50614.96,14863.69,567123.73,43221.44
2018-01-02 12:00:00+00:00,11184.15,321.84,0.0,6.62,0.0,149.42,0.0,1503.95,0.0,0.0,1837.88,0.0,9132.9,9658.93,31153.73,33.94,40881.15,24726.77,0.0,25842.48,31132.09,12398.49,18481.33,729.41,0.0,12241.71,61828.57,171426.76,1111645.01,2051.7,25.05,162629.81,20397.14,360294.5,311891.83,3934.3,259195.28,46160.54,23436.06,573963.8,46500.0
2018-01-02 13:00:00+00:00,7730.37,208.92,971.86,0.0,0.0,0.0,439.58,3657.4,0.0,0.0,1263.83,0.0,2168.45,10000.0,35128.12,31.11,42490.4,15256.15,0.0,4324.53,10053.43,6279.8,22440.45,370.86,0.0,87944.46,57943.05,210830.95,920161.22,1983.07,16.26,162091.87,3327.98,221104.69,308113.64,4206.25,231438.57,66933.23,19321.5,558899.46,46588.94
2018-01-02 14:00:00+00:00,9559.38,148.09,453.45,0.0,2811.24,987.39,2855.24,12048.02,0.0,0.0,867.45,0.0,604.87,9935.85,39942.15,24.65,41111.92,17651.47,0.0,1923.03,2435.86,3771.5,17321.95,482.77,0.0,91622.27,61719.3,228742.05,780847.7,2062.14,5.57,151446.43,13115.11,302428.17,303440.17,3628.09,308323.67,65545.4,7043.45,572041.47,47345.29
2018-01-02 15:00:00+00:00,11400.1,100.74,0.0,54.76,7490.98,1689.28,2598.7,25757.93,103.06,0.0,3841.97,0.0,660.24,10000.0,38236.83,27.51,33018.88,10469.46,0.0,9703.55,5904.85,2326.54,25682.29,687.39,0.0,4559.24,62008.01,260349.46,706132.65,2154.68,4.72,158434.65,25499.29,451789.41,261809.27,2631.51,193858.82,60189.65,9314.06,603331.89,47956.81
2018-01-02 16:00:00+00:00,12634.89,40.7,0.0,104.93,8763.79,2075.67,4415.81,58422.11,343.9,0.0,11041.84,24714.97,854.22,9945.01,35853.7,33.78,45788.08,9865.15,0.0,55990.27,7806.4,2615.66,20020.81,1774.5,0.0,1298.35,62100.0,272866.05,1009217.96,2564.37,76.97,133989.31,36622.42,753460.39,154651.7,1835.93,64397.08,24416.39,33850.35,657797.59,48200.0
2018-01-02 17:00:00+00:00,28572.3,338.52,134.83,69.17,8500.08,1626.92,3594.95,43859.39,175.3,0.0,9015.71,51371.22,1217.97,10000.0,31784.21,33.74,10661.75,20065.24,0.0,148348.54,12534.74,3886.15,4633.46,3172.35,0.0,18698.75,62100.0,208946.87,1339812.73,2582.14,5.2,105314.77,107256.3,1229623.09,91452.99,2613.86,40698.49,35234.67,7712.11,702483.37,48200.0
2018-01-02 18:00:00+00:00,38674.69,233.29,458.85,55.16,10907.31,2721.08,4843.39,51289.13,222.71,6.08,8672.22,56834.51,3145.14,10000.0,28923.95,47.02,11871.1,20613.22,0.0,147374.83,11037.02,13722.25,1797.09,6497.64,0.0,8967.52,62100.0,178965.68,1134770.34,3365.08,14.32,64356.06,157577.6,1620632.54,222243.66,3417.44,211150.04,17025.27,4647.01,703261.55,47895.62
2018-01-02 19:00:00+00:00,42094.52,451.92,1974.97,40.47,18340.37,2682.0,4026.05,41360.07,88.39,19.96,8553.58,37908.52,15136.26,10000.0,22622.61,48.96,1094.54,33236.59,0.0,125521.27,18674.9,17521.93,4119.12,11183.88,0.0,19240.61,62100.0,186548.42,1414681.03,2957.76,26.24,81725.91,159755.23,2058221.29,342127.38,4155.78,364719.2,46745.64,21633.48,703052.48,46624.72
2018-01-02 20:00:00+00:00,33549.61,180.89,862.74,0.0,7789.65,3197.86,3868.62,35986.23,9.36,16.47,6504.6,19314.93,26561.89,10000.0,8641.64,41.0,854.27,57280.15,236.29,183598.8,13774.75,15486.67,1912.19,14408.45,4031.03,43752.63,61639.2,127757.11,1563042.52,2284.29,11.27,112150.29,188603.86,2145075.62,493786.68,2895.05,618540.45,70138.72,43736.07,699495.22,47546.0
2018-01-02 21:00:00+00:00,41906.26,258.41,202.27,23.32,14825.56,3189.32,4114.8,37976.5,63.94,16.96,6038.94,67761.56,31754.19,10000.0,6782.1,46.7,267.91,116911.38,1269.15,278281.79,41224.49,11285.54,621.82,39772.78,3612.98,30544.0,41803.15,135843.77,1546827.16,2386.99,96.12,93116.86,228347.07,2129090.12,447605.11,4381.52,536981.25,50159.48,72674.61,705297.15,47969.26
2018-01-02 22:00:00+00:00,50645.97,461.13,0.0,0.0,29312.81,3091.09,0.0,18156.28,63.51,19.83,3193.88,134201.67,30883.68,10000.0,735.7,28.87,68.38,112950.11,2681.86,305053.8,53532.57,12571.25,0.0,79191.61,10530.24,15405.81,22838.94,149813.81,1523148.3,1490.27,26.01,101256.8,233505.09,2114244.51,549902.32,5181.18,685139.28,112277.45,223811.5,677652.32,48100.45
2018-01-02 23:00:00+00:00,66465.39,244.6,1013.04,0.0,17849.73,2928.34,2710.19,20084.66,0.0,23.76,3348.96,129612.03,80670.91,10000.0,918.28,65.22,1685.01,84996.46,2717.89,323338.6,98131.17,7095.83,0.0,73186.57,4735.67,68066.7,10365.25,97975.6,871563.86,0.0,0.69,52235.68,235975.12,2132384.32,403945.09,6000.0,376172.43,177035.18,223921.15,618827.14,48048.18
2018-01-03 00:00:00+00:00,53648.17,534.95,0.0,0.0,19206.6,3165.65,2567.83,37383.52,0.0,29.54,3470.1,80442.54,19743.0,10000.0,2499.88,51.09,9632.65,75435.81,1290.38,275127.91,53918.9,480.49,0.0,38335.19,2082.74,96000.0,19815.41,39555.12,560115.38,0.0,0.0,23169.13,236707.57,1574764.36,473244.57,5524.2,527438.48,232712.54,81638.23,571015.71,47026.64
2018-01-03 01:00:00+00:00,45352.32,184.35,0.0,0.0,19861.49,2609.14,0.0,34946.95,0.0,29.33,3584.66,26480.61,50083.6,10000.0,6891.56,53.85,16843.83,57856.06,996.24,136665.62,29581.97,5934.57,0.0,44254.14,706.32,94164.58,24554.24,40924.66,428811.62,0.0,13.83,12732.42,237825.1,1366012.74,266613.39,3690.38,244833.63,220795.56,49005.1,619594.32,48200.0
2018-01-03 02:00:00+00:00,63945.24,24.37,0.0,0.0,17558.71,2333.49,0.0,17380.38,0.0,25.19,6625.59,8089.91,80001.58,10000.0,12215.03,58.61,21717.41,70251.75,7811.98,93801.96,7472.46,2418.66,4602.89,60018.49,26698.78,96000.0,58450.48,9452.62,521697.73,0.0,0.0,49529.81,238897.44,1705263.3,287204.97,1977.36,268836.31,147794.06,10198.09,475456.46,48200.0
2018-01-03 03:00:00+00:00,81774.43,53.03,0.0,0.0,119329.25,1403.9,0.0,7461.48,0.0,22.33,6226.68,6145.34,112380.85,10000.0,6711.97,54.93,24767.03,68918.24,10791.85,104074.5,17722.0,2931.14,2608.78,65825.06,35184.52,96000.0,49500.8,82219.3,769828.91,37.24,15.79,85518.72,238239.38,1563346.67,248599.16,0.0,208134.1,120133.35,10114.7,478923.31,48200.0
2018-01-03 04:00:00+00:00,85435.64,359.6,0.0,0.0,270607.2,945.92,1508.7,19667.4,0.0,28.48,8830.83,31445.58,68454.57,10000.0,4853.03,35.38,51692.27,46186.75,9455.05,46743.17,21347.12,6540.6,4355.06,55242.5,35377.32,96000.0,45760.52,107753.94,1231202.21,34.74,0.0,66828.31,238036.45,1793378.55,182053.75,0.0,181923.96,64479.9,18211.2,552050.09,48200.0
2018-01-03 05:00:00+00:00,93159.56,135.6,0.0,92.06,324979.54,586.07,0.0,22051.5,0.0,22.91,7438.84,31150.75,68521.03,10000.0,3034.27,22.02,58001.36,33659.0,8625.66,65993.1,16459.56,8350.16,198.18,57162.19,36133.8,95184.97,42205.36,98329.05,1365281.92,127.32,14.01,64563.32,238970.0,1971908.58,252165.45,0.0,271844.78,155521.74,6831.13,516558.26,48200.0
2018-01-03 06:00:00+00:00,91076.7,236.85,0.0,170.71,316149.66,311.96,0.0,4996.18,0.0,12.12,2375.9,9509.31,50099.4,10000.0,3507.05,25.24,57233.27,26698.7,8835.5,25006.4,28032.64,9428.48,1545.66,55815.52,36778.56,91701.81,39382.99,64590.18,1024707.43,264.81,18.22,56677.16,238970.0,1938796.0,411765.63,0.0,406001.12,163280.42,20991.21,508941.51,48200.0
2018-01-03 07:00:00+00:00,74280.73,768.98,0.0,118.03,238921.73,1012.84,0.0,6292.16,0.0,2.37,3736.6,43837.53,43069.6,10000.0,3379.0,28.03,53882.69,28424.44,10578.57,352.25,74161.9,10242.65,4381.37,47980.17,40893.54,94417.12,37358.96,54148.73,1104833.47,127.4,0.0,46599.77,238970.0,2138441.18,473777.3,157.05,566995.32,212304.2,17370.03,599515.87,48200.0
2018-01-03 08:00:00+00:00,74796.79,1403.24,0.0,243.1,193575.78,1726.11,4695.6,4884.0,0.0,13.53,2334.11,13351.28,23886.89,10000.0,2651.66,26.83,64528.57,43297.79,17557.51,11860.97,81905.95,20154.08,3343.51,63079.81,54545.02,96000.0,32076.26,20140.4,1137483.37,94.78,0.0,19078.03,238970.0,2140718.81,594452.11,416.72,797496.28,230666.25,24458.3,551809.58,48200.0
2018-01-03 09:00:00+00:00,54517.52,3387.03,0.0,318.25,194063.34,1806.0,7626.37,5039.24,0.0,20.78,2823.72,8288.01,57027.18,10000.0,493.03,24.31,73508.52,25748.4,16616.63,55184.8,86723.04,18697.48,6762.52,78876.92,43837.54,95700.67,21614.62,423.9,1075817.89,124.54,0.0,20663.62,238970.0,2169582.21,583148.99,831.18,843475.56,242507.63,50605.37,451533.56,48200.0
2018-01-03 10:00:00+00:00,60956.91,2050.85,0.0,89.26,314448.5,752.16,15393.42,11036.77,0.0,21.37,3547.5,5046.86,149014.28,10000.0,589.16,24.69,79463.68,18075.69,10277.15,105832.69,96890.62,28982.13,0.0,72029.92,26802.66,64452.53,14238.86,4702.25,1044370.67,120.05,0.0,13034.43,238970.0,2143723.85,489504.89,641.02,563640.69,252840.83,48562.21,401263.67,47519.26
2018-01-03 11:00:00+00:00,66962.51,2339.27,1435.1,93.23,404638.2,137.14,13275.11,10105.2,0.0,24.78,5285.65,14381.25,116991.22,10000.0,3467.07,15.27,72108.45,23378.3,4042.1,225968.42,89930.94,42207.82,0.0,72460.22,5249.88,24779.74,9738.44,24731.02,1047745.21,66.16,0.0,11018.29,238970.0,2093635.22,317415.96,745.35,277332.35,276670.09,79843.15,416211.7,46500.0
2018-01-03 12:00:00+00:00,79181.43,3150.52,7794.75,61.76,302416.12,0.0,12113.41,10920.49,0.0,35.09,3042.57,8256.36,158751.47,10000.0,878.42,21.47,63289.71,33692.01,1807.99,237095.39,64850.41,33793.59,1463.54,77724.2,4581.43,25560.46,16990.24,107446.39,967078.72,60.2,0.0,23395.85,238970.0,2019957.22,227515.71,1182.62,197808.68,123885.39,17362.76,282564.21,46346.42
2018-01-03 13:00:00+00:00,90423.47,3764.79,685.98,64.16,303785.02,0.0,12177.32,19861.26,0.0,35.48,5489.55,32666.96,201147.72,10000.0,7394.14,27.22,88158.09,20630.44,0.0,191106.53,105128.03,39654.07,859.3,75894.82,0.0,922.86,7591.19,112099.31,819247.61,0.0,0.0,13085.13,238970.0,1897794.53,234604.55,658.78,268139.01,177109.37,37716.59,413893.81,29423.39
2018-01-03 14:00:00+00:00,94100.98,3154.96,17026.23,51.37,221323.69,1939.84,10316.49,36590.47,0.0,33.41,4263.6,31310.82,238623.22,10000.0,13312.72,26.73,98621.29,0.0,0.0,189567.85,198500.5,30209.16,0.0,49635.99,0.0,448.83,9561.52,165388.89,840975.69,0.0,11.95,4446.63,237810.85,1895429.5,277607.71,858.09,246093.19,101013.27,55719.82,497551.96,19665.79
2018-01-03 15:00:00+00:00,84986.66,3000.0,19525.4,56.93,236015.83,3908.62,12699.06,32899.58,8.83,25.71,2783.97,10877.94,192311.28,10000.0,5849.85,33.32,101308.97,0.0,0.0,233819.99,215952.5,21279.17,0.0,43917.29,0.0,848.22,8647.43,94317.97,958837.27,1566.3,154.37,4880.83,236366.85,2068357.95,125121.07,744.36,82084.19,53048.44,57035.96,533662.57,45343.71
2018-01-03 16:00:00+00:00,65013.77,2295.17,15871.87,44.72,146200.73,4490.34,12574.33,61372.13,201.53,35.03,5778.84,18018.76,185186.61,10000.0,1162.27,37.92,100553.87,0.0,0.0,240801.12,233698.6,22500.0,0.0,18591.08,0.0,351.44,5108.41,109963.7,854564.85,5619.88,242.03,20084.19,216119.33,2129176.93,75923.17,0.0,34503.1,85011.54,27912.45,571191.31,46868.05
2018-01-03 17:00:00+00:00,54270.44,2859.58,8527.87,25.28,158566.63,4608.39,20076.89,66351.93,216.32,35.22,6075.74,15020.19,280983.19,10000.0,627.08,27.2,90118.93,0.0,233.17,261337.5,236808.23,22500.0,0.0,23479.35,0.0,1228.84,2057.26,101586.59,806783.51,2092.7,0.0,4320.7,227685.06,2141078.7,66498.04,0.0,22046.93,108007.28,14489.15,632943.7,46713.53
2018-01-03 18:00:00+00:00,44041.71,2322.64,11812.63,54.09,121923.02,4261.16,18234.54,62681.74,35.16,41.47,2238.15,14164.19,255409.28,10000.0,795.88,28.73,93821.16,520.47,0.0,259354.42,192270.3,22500.0,0.0,31759.56,0.0,0.0,0.0,198636.01,847777.31,201.76,6.38,0.0,230911.19,2162988.97,83448.01,576.14,55739.5,190894.32,0.0,680552.88,46612.22
2018-01-03 19:00:00+00:00,28437.53,1677.32,4443.58,35.83,109756.85,4446.34,9498.12,82637.13,68.05,39.06,8212.34,43477.0,259906.46,10000.0,417.42,36.16,100727.37,0.0,0.0,328380.86,281715.11,22500.0,0.0,39504.05,0.0,0.0,0.0,143351.28,705770.99,2979.51,375.42,174.01,237209.37,2140740.32,78813.65,1148.89,28085.35,232815.45,25009.0,666859.79,43520.43
2018-01-03 20:00:00+00:00,21748.45,982.19,4790.78,70.82,65367.4,4137.79,0.0,56205.45,27.88,48.0,4870.15,15561.62,134079.76,9889.74,762.56,28.89,94122.34,0.0,0.0,306046.71,283514.14,22500.0,0.0,38706.2,0.0,0.0,0.0,108507.74,655801.68,4341.5,0.0,8587.2,238970.0,2141989.33,157130.71,1763.2,191365.5,252290.1,72703.24,639357.13,48200.0
2018-01-03 21:00:00+00:00,23623.18,1251.25,4953.23,70.82,89933.99,5436.05,0.0,37365.17,141.3,37.69,4107.74,47913.7,138351.3,9774.6,392.91,34.9,87653.46,0.0,0.0,245926.75,258704.29,22500.0,0.0,47491.33,0.0,0.0,0.0,19343.04,464451.87,4544.27,0.0,4763.47,238885.11,2113543.92,283337.75,1868.11,365049.43,226640.11,192553.35,596919.19,48200.0
2018-01-03 22:00:00+00:00,15868.56,1555.26,1360.75,80.07,69747.95,5679.71,0.0,9587.99,142.21,24.86,1184.48,15832.93,143709.4,9957.05,2691.18,24.42,90914.35,1828.47,0.0,244133.01,183187.41,22500.0,0.0,41630.85,0.0,424.45,0.0,4897.02,403813.92,1929.66,0.0,14526.23,237677.38,2068177.72,369487.78,3460.02,517536.34,267410.27,334885.17,575232.48,46121.36
