bus,fips,name,year,gentype,capacity[MW],hub_height[m],rotor_diameter[m],longitude,latitude,county
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.725288,37.794697,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.711784,37.781796,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.724686,37.802593,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.667191,37.793495,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.725685,37.784996,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.679787,37.787796,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.72229,37.780396,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.714989,37.790394,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.700989,37.798496,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.705086,37.794094,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.709885,37.794193,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.705688,37.787994,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.690186,37.784695,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.704285,37.784794,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.692085,37.787697,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.666084,37.801395,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.646584,37.796795,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.658249,37.809929,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.647385,37.797295,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.655991,37.804893,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.66729,37.805195,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.701584,37.789993,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.666489,37.802094,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.658791,37.810696,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.716484,37.780697,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.705986,37.797997,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.710487,37.788895,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.724388,37.788593,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.724091,37.798695,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.662483,37.797695,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.703285,37.802696,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.686386,37.788593,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.66259,37.792896,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.647987,37.798695,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.66468,37.799339,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.654587,37.803596,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.656387,37.805695,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.665489,37.799793,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.666985,37.804394,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.65979,37.795593,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.705688,37.804695,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.659889,37.796394,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.655289,37.804195,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.661186,37.797394,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.663689,37.798096,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.665649,37.800632,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.652985,37.801495,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.653885,37.802994,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.660484,37.796894,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.651489,37.799194,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.658485,37.808697,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.653084,37.802395,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.705688,37.808697,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.698891,37.796097,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.720787,37.784393,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.726784,37.804794,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.715485,37.784595,Contra Costa CA
9qc0p1,06013,Vasco (repower),2011.0,SWT-2.3-101,2.3,80.0,101.0,-121.676086,37.790894,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.672287,37.799995,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.648285,37.799496,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.654083,37.799595,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.666786,37.803696,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.67099,37.799793,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.652885,37.799496,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.664284,37.798695,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.64769,37.798096,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.644188,37.796196,Contra Costa CA
9qc0p1,06013,Buena Vista,2006.0,MWT62/1.0,1.0,55.0,61.4,-121.666489,37.802994,Contra Costa CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.874687,38.165195,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.845085,38.108696,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.850784,38.112396,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.847839,38.163826,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.855583,38.128395,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.856689,38.120895,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.841187,38.112396,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.816284,38.164696,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.833084,38.117794,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.866684,38.128197,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.863091,38.165794,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.882988,38.144096,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.854889,38.123695,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.845985,38.135895,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.85379,38.106693,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.85379,38.107994,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.872688,38.157894,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.810387,38.119095,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.876785,38.172695,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.837585,38.089497,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.83709,38.166393,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.867584,38.177494,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.876289,38.139793,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.866287,38.176094,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.878189,38.174397,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.86599,38.155396,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.826088,38.154995,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.837685,38.164795,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.848785,38.123295,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.818489,38.166897,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.814285,38.162193,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.841888,38.118793,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.840996,38.141312,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.876083,38.137894,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.85849,38.158096,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.812988,38.160995,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.864288,38.153595,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.878586,38.180393,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.847984,38.117596,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.860085,38.147095,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.84539,38.154095,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.847588,38.115696,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.81279,38.125397,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,68.5,92.5,-121.848396,38.159054,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.835983,38.109596,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.845589,38.146294,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,68.5,92.5,-121.854988,38.179794,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.848083,38.138996,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.858086,38.143295,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.855888,38.138496,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.860184,38.129795,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,68.5,92.5,-121.871185,38.143295,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.87709,38.178795,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.837585,38.163296,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.83699,38.161797,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.853485,38.153397,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.83519,38.160194,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.879189,38.157295,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.83889,38.093094,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.866684,38.168896,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.869591,38.178894,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.856384,38.116196,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.837669,38.136944,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.855286,38.169994,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.827583,38.162395,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.851486,38.113594,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.846985,38.091694,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.865891,38.167397,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.852989,38.151997,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.862083,38.164097,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.875984,38.159294,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.860985,38.153294,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.870789,38.152096,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.839088,38.094696,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.849289,38.168194,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.829788,38.154896,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.836784,38.088295,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.828186,38.168694,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.83609,38.104294,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.817886,38.131794,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.825386,38.133595,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.83989,38.100395,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.798889,38.112797,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.816689,38.135197,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.815491,38.129494,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.84919,38.100494,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.805183,38.119495,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.820686,38.127895,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.805687,38.113895,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.809586,38.116894,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.820389,38.138096,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.841286,38.102596,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.836784,38.106495,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.818489,38.136597,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.861687,38.121593,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.818184,38.119095,Solano CA
9qc63x,06095,Montezuma,2010.0,SWT-2.3-93,2.3,80.0,93.0,-121.801689,38.150894,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.860687,38.116894,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.873993,38.168198,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.799583,38.115295,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.848686,38.111996,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.83799,38.167595,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.818687,38.126797,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.854286,38.115395,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.878586,38.155296,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.838264,38.137993,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.839188,38.096294,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.87149,38.154396,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.872284,38.156296,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.834885,38.158497,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.840935,38.142971,Solano CA
9qc63x,06095,Montezuma,2010.0,SWT-2.3-93,2.3,80.0,93.0,-121.798691,38.169697,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.85009,38.103794,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.827286,38.135094,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.864883,38.123795,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.815285,38.163197,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.846886,38.142197,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.857384,38.136196,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.838287,38.124496,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.858284,38.124695,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.844185,38.138393,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.837585,38.130394,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.851784,38.145893,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.850784,38.127193,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.847488,38.148396,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.850487,38.143494,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.845085,38.122494,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.826584,38.161095,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.865089,38.141193,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.841888,38.106194,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.859589,38.159195,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.878586,38.142895,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.83519,38.119293,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.825287,38.130295,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.803986,38.117695,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.813187,38.119797,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.863091,38.174694,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.82579,38.159195,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.850189,38.169796,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.838966,38.168739,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,65.0,77.0,-121.827385,38.167194,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.877991,38.153194,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.87439,38.136696,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.861885,38.173294,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.875488,38.170395,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.832687,38.155396,Solano CA
9qc63x,06095,Shiloh IV,2012.0,MM92,2.05,78.5,92.5,-121.839485,38.114994,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.857185,38.108196,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.805084,38.111397,Solano CA
9qc63x,06095,Montezuma Winds II,2012.0,SWT-2.3-93,2.3,80.0,93.0,-121.817963,38.11639,Solano CA
9qc63x,06095,High Winds,2003.0,V80-1.8,1.8,60.0,80.0,-121.80909,38.139595,Solano CA
9qc63x,06095,High Winds,2003.0,V80-1.8,1.8,60.0,80.0,-121.803383,38.143597,Solano CA
9qc63x,06095,High Winds,2003.0,V80-1.8,1.8,60.0,80.0,-121.804291,38.133293,Solano CA
9qc63x,06095,High Winds,2003.0,V80-1.8,1.8,60.0,80.0,-121.782974,38.114746,Solano CA
9qc63x,06095,High Winds,2003.0,V80-1.8,1.8,60.0,80.0,-121.783913,38.137535,Solano CA
9qc63x,06095,High Winds,2003.0,V80-1.8,1.8,60.0,80.0,-121.80529,38.134995,Solano CA
9qc63x,06095,Shiloh Wind Project,2006.0,GE1.5-77,1.5,80.0,77.0,-121.837669,38.139912,Solano CA
9qc63x,06095,High Winds,2003.0,V80-1.8,1.8,60.0,80.0,-121.820541,38.102337,Solano CA
9qc63x,06095,High Winds,2003.0,V80-1.8,1.8,60.0,80.0,-121.789589,38.136993,Solano CA
