geocode,usps,county,heating_sens,heating_temp,heating_rmse,cooling_sens,cooling_temp,cooling_rmse
9q9r8z,CA,Contra Costa County,-4.871036639188604,572.5358141228451,0.47459766652925245,17.341954376463235,2937.9729930248404,0.9913356135164508
9prvd4,CA,Del Norte County,-0.3276468786593283,1.6511415581154019,0.009976596678344232,0.08514439345459324,0.054231914152786644,0.003326787475520975
9qfk9h,CA,El Dorado County,-2.6927188794033823,137.8984884845243,0.2771583115345491,1.1445870622259495,-1.4072323688104935,0.1345270126772151
9qdcjh,CA,Fresno County,-5.772889740718365,913.6854650547781,0.6206651312353183,22.766201847723956,5677.765571867587,1.2044766412012966
9r0cq9,CA,Glenn County,-0.42348408749611033,3.9789139448606123,0.04699022324435363,0.49968757134174957,2.4738398535668966,0.03951301645881197
9ppzef,CA,Humboldt County,-1.3989572137016846,33.19098457831505,0.06284325377958909,0.40234019299201257,0.8468497969602439,0.019166443584797715
9mvgzn,CA,Imperial County,-0.4956859330154022,7.995485252525405,0.10189446194131291,4.917839867549279,327.8263538113494,0.3375033303520263
9qkxbr,CA,Inyo County,-0.1937010824410768,0.8103150172491836,0.030441103002889634,0.37254049057855876,0.7206051623177325,0.049141450804981626
9q7944,CA,Kern County,-3.3136167211798826,296.446749476182,0.3376375323465526,19.333915643633794,4294.268210894465,1.0378870743728554
9q6v1w,CA,Kings County,-0.4453558900426573,4.788203480921288,0.05330584485060458,2.471346593045574,57.42521284444274,0.19404067384676385
9qbwqu,CA,Lake County,-0.41449644775389616,3.7992276730485326,0.050410552001322835,0.653901126370003,2.4460658277206915,0.08530279984961506
9r4pwv,CA,Lassen County,-0.6669509874672246,8.27802044873001,0.06759009691052817,0.16078653993679856,0.02172844862188932,0.018092047869808066
9q5fsc,CA,Los Angeles County,-51.50392637138538,71114.25402720847,6.042100534573307,166.02363785524165,210487.84783512648,12.832122765229109
9qdgej,CA,Madera County,-0.8574670197360855,17.62741818470998,0.0890239491403775,2.6495509596949094,66.1951273279706,0.19561213269961283
9qb8qz,CA,Marin County,-1.4589738402457777,43.95960618182369,0.1478218699730055,1.4890293001456805,15.959126855703405,0.07565021966994556
9qdtxr,CA,Mariposa County,-0.09646636995709588,0.19671554169143723,0.009181096915155154,0.4155698350714843,1.6793931306631873,0.03536193957955194
9r00qf,CA,Mendocino County,-0.7679305770493586,14.927035622117657,0.08769745640869402,0.769727341000747,4.306835312933898,0.05714368749930345
9qd5sg,CA,Merced County,-2.2151933236080303,129.98419631362518,0.2803183024452733,4.701985392970923,195.34458217450006,0.35745301542046587
9r6hsg,CA,Modoc County,-0.16211099365501405,0.43845615225764656,0.017368696876276447,0.1063335388497673,0.01687073123212063,0.009924059215915524
9qerwy,CA,Mono County,-0.21963337283237389,1.000364162772745,0.029214509041347047,0.3687973057661585,0.5650504053685114,0.046516324033062786
9q3wpm,CA,Monterey County,-3.224629248902185,199.78747121185594,0.19587070383518207,2.1564759865402237,38.959859428260124,0.07163262005215587
9qc506,CA,Napa County,-0.9738477697393252,20.59311251699186,0.09033886026080246,1.1591880757803834,9.169424447795565,0.05265283569619792
9qfpec,CA,Nevada County,-0.8506438549202446,13.556010635215138,0.08821358320456989,0.5190679842279518,-0.4953740051334033,0.0573521770885347
9mupxf,CA,Orange County,-6.617236977346461,1093.5949013806676,0.6282570090681235,65.05498536422432,49702.26681378271,2.9531724798321117
9qfnhz,CA,Placer County,-5.442166798202538,560.0674431976244,0.3315285575337238,3.9292250658114862,61.200241777484315,0.30278309573812784
9r45d8,CA,Plumas County,-0.447919180590595,4.088507752627474,0.05644212999014372,0.08941364445902313,-0.014915150378437032,0.01455579796019487
9mvxbk,CA,Riverside County,-4.79342526230699,604.6112731917639,0.509519733331134,48.134109590969935,26370.909974817157,2.7694448328472534
9qcdwz,CA,Sacramento County,-12.604383511721755,3906.4069623083888,1.2184419577977954,25.838262325664672,5744.737994293828,1.6776002161353079
9q9bk8,CA,San Benito County,-0.2337491300325135,0.9924559463635406,0.019057178221764497,0.36508989896486366,1.1294327322117377,0.010605898390371736
9qjqk1,CA,San Bernardino County,-7.3118468433023605,1573.5070018496858,0.8953257508774516,56.74408936936536,34315.19042421076,3.786360184586036
9mugye,CA,San Diego County,-14.250721523893064,4711.171700981772,1.3797207925433361,42.816904445061645,14736.945386926529,2.4838696064661967
9q8w8k,CA,San Francisco County,-4.598456770913024,412.5295828938917,0.23350179799887852,9.294802962702109,768.5578790457919,0.20293439673210154
9q9zb3,CA,San Joaquin County,-4.757223618771527,581.1397666466275,0.4555599774905375,12.286428988063781,1432.424398413005,0.8124149827971904
9q6371,CA,San Luis Obispo County,-0.894922404272879,20.217251339870927,0.1359702417069657,3.0219394842836604,70.72757247840559,0.18776128240535597
9q8uz7,CA,San Mateo County,-3.9850596155920353,301.3489726955605,0.17812271347390332,5.8310046455273445,342.71396388942196,0.14721360712896045
9q4skr,CA,Santa Barbara County,-1.0435651406067354,22.45403060809347,0.08941935898786581,3.1304252626841653,81.419271678414,0.12091448436253374
9q97wz,CA,Santa Clara County,-8.12687692236785,1317.9060304467266,0.5080433849384914,18.015435263054634,3013.3584291650304,0.5333081260997861
9q94x9,CA,Santa Cruz County,-1.4607737579887514,41.982216144486486,0.11056769091720263,1.904500041789714,27.751071684037793,0.06829622240248934
9r1pyu,CA,Shasta County,-1.3853803195284602,52.26343839543114,0.17177209904906476,4.356818953631308,180.30591317942444,0.3527369527618481
9r431k,CA,Sierra County,-0.03006627768627473,0.011820268307424638,0.003617289086543288,0.011666613603761694,-0.0001991072572208116,0.0025311698547255826
9r2ued,CA,Siskiyou County,-0.7409045808587695,12.47910569136885,0.07270772707305476,0.393356075680317,0.5835252070788195,0.033626786896054105
9qc39n,CA,Solano County,-2.282095223444202,131.1986797177904,0.2616894793932082,7.878619724339614,554.8285955120325,0.5727477852166971
9qbe4t,CA,Sonoma County,-2.346436854720655,124.57586144113944,0.2683966363133135,4.55115094745316,148.27868165548776,0.23002838218030103
9q9vww,CA,Stanislaus County,-2.9869813619485917,227.97712420174815,0.28501087525820934,10.865365071322522,1166.2430752345795,0.622377867329228
9qcqnd,CA,Sutter County,-0.6892867553969839,11.208166469658241,0.06531017088664655,1.6067252622923727,21.287049224683546,0.10945039416633512
9r1h68,CA,Tehama County,-0.6163834638537699,9.089300879623842,0.07308421846814342,1.3197219658530017,17.197367110553653,0.11624285699855362
9r0rnr,CA,Trinity County,-0.023016377620975494,0.013186173570403548,0.006042526701331575,0.3416113307028128,1.1523044910961906,0.02930466461783608
9q7w15,CA,Tulare County,-1.9120844138393003,95.00970248801725,0.2016898555782411,8.061976370375707,616.9889336239914,0.5040099947590589
9qf8q1,CA,Tuolumne County,-0.8549411637605496,13.078294086011358,0.09199842296045053,0.35292126803940455,-0.14856468299570053,0.043351093824292475
9q573n,CA,Ventura County,-1.0226265905899692,23.314420805328762,0.09238707440963807,10.475384962607183,1178.288862189009,0.3582987579440669
9qck41,CA,Yolo County,-1.4619438343582594,51.004505421902806,0.13687801770441382,3.223786565248165,90.39243770518085,0.21349330903312894
9qcxqs,CA,Yuba County,-0.3517467897255524,3.1766032619193907,0.046225601656648664,1.279252347801748,14.264592439268641,0.10312398755997261
9xjfcf,CO,Adams County,-4.355290163900427,397.5057913190328,0.4096631677960416,2.6838005479994544,9.707417259999632,0.2704162815700391
9wsv8x,CO,Alamosa County,-0.12479958326419616,0.2216087869639451,0.010915680501865524,0.059863908584673255,-0.009878048866817847,0.009263261997574717
9xjc9c,CO,Arapahoe County,-6.050659646677552,762.9963274887124,0.5255293430230663,4.155905122076618,27.87237490815387,0.40342561932364174
9wegeu,CO,Archuleta County,-0.156188217606446,0.35178441307309727,0.01777508152891308,0.06571217054917441,-0.010957730317097276,0.010850950083463717
9wxh68,CO,Baca County,-0.04009111638618677,0.02418364411466691,0.006743577278217001,0.053215542511465944,0.024394354687607457,0.006171179823333152
9wwxy3,CO,Bent County,-0.001816471249855046,5.7482728255809826e-05,0.00017568933633833447,0.029881792554995897,0.009004419237627508,0.003690493559875695
9xjh1e,CO,Boulder County,-3.0590034191047564,192.28957861377472,0.2654569848933878,2.1003003557784106,7.282384813904886,0.20509845131989288
9xj739,CO,Broomfield County,-0.9655918113740872,15.76788047296172,0.07121432394118433,0.4808569701957828,0.4897951789039931,0.051726688857005564
9wukks,CO,Chaffee County,-0.2901412792992353,1.1733556594818804,0.031670736521962534,0.07613748661713106,-0.017717616734500067,0.013272898602112011
9wzhcj,CO,Cheyenne County,-0.051068775629245354,0.03892386474083844,0.005937262714635352,0.026493829280849843,0.008101845434952336,0.002085482720523387
9xhcdv,CO,Clear Creek County,-0.12016741607060014,0.2084347702217074,0.010023719209226447,0.07911093421904773,0.015118815298232098,0.007565826600980688
9ws7xy,CO,Conejos County,-0.001821532067687458,5.761827038005096e-05,0.00018438496888277756,0.036713863148743,-0.004839212539129019,0.006223082357504087
9wth0f,CO,Costilla County,-0.03521873336670172,0.015559343562347418,0.004325298197813082,0.04884084040643989,0.00653384817508897,0.007027092062937569
9wy1yt,CO,Crowley County,-0.04854823129150932,0.03686284319928568,0.0038322276991170742,0.0418238416732047,0.019087393842469373,0.004711235743162937
9wv0f0,CO,Custer County,-0.0955961223040584,0.14126488934837705,0.011608432249462862,0.097702368861273,0.022540683038578816,0.011359263297905195
9wgm16,CO,Delta County,-0.2981653143334773,1.4508887944803044,0.028392208876220168,0.21253901435772485,0.08190138919224428,0.025511025036269456
9xj6jq,CO,Denver County,-7.461388386435271,1186.8584312005617,0.6633662299434667,5.715061943082408,-17.994720065712784,0.4810090659094929
9wdyd3,CO,Dolores County,-0.013053443184054773,0.0025743403135458447,0.0027924204596340985,0.02650549260568411,0.0030057335171134398,0.005156077651941091
9wvrsq,CO,Douglas County,-2.0835594930013115,88.64755449127179,0.18573032801422953,2.0809279061654946,7.5780999190401905,0.20291206818114493
9xh1kj,CO,Eagle County,-0.6538548102104315,8.226754804793897,0.06376146493870535,0.28408824699094376,-0.07232586494802709,0.034933349087144225
9wvzwv,CO,Elbert County,-0.15662955593717282,0.5088073068382621,0.019509239988796927,0.20387464177454262,0.026657060394982782,0.027485012688165496
9wvsvk,CO,El Paso County,-5.945460805416031,732.4736226287845,0.5159908423344188,4.420580507136231,26.489124133686936,0.4204158491389685
9wv4bb,CO,Fremont County,-0.21097656624993283,0.9286651870053879,0.018695988440507523,0.25194853938023387,0.12746537747104714,0.027683166533061594
9x5322,CO,Garfield County,-0.5363721477522829,5.648759608200413,0.04924089143206186,0.37933805878432825,0.2102608717314924,0.03965437614715716
9xhfy8,CO,Gilpin County,-0.11266661884759988,0.2016818274629186,0.008878518156131892,0.16185280610825878,-0.10257200285070119,0.012033150016519292
9xhs1q,CO,Grand County,-0.6827960025989329,6.553804181985229,0.046703937906683236,0.05255021379654525,-0.028426798612768825,0.005684290651301919
9wgggz,CO,Gunnison County,-0.4255666400724859,2.3402634537328613,0.034449193204131326,0.12935844934862345,-0.0656948653186456,0.017388711996765383
9wexjm,CO,Hinsdale County,-0.005913247641619029,0.0003372359259440498,0.00034702505252218104,0.013604061454550526,0.0009680499473012247,0.0013476699053829471
9wtq7s,CO,Huerfano County,-0.004681513000930209,0.00039038323874026064,0.0006602857311406742,0.11624151914809554,0.0888142314201633,0.012819024114466905
9xhrk6,CO,Jackson County,-0.0003115416993323692,1.7938518488773228e-06,2.5619599933773964e-05,0.0022258288532007566,9.103897590687782e-06,0.0004636745666185071
9xj1jj,CO,Jefferson County,-4.954623219753728,508.52650948620203,0.42296835793589227,3.54875392760167,18.388592773627654,0.3462956676034756
9wyfms,CO,Kiowa County,-0.02129390318517282,0.008556529177031971,0.007353762833294166,0.05520266254124267,0.035485594930175876,0.007123874782376856
9wzp95,CO,Kit Carson County,-0.04554345378606547,0.03294548307160071,0.0056970997604664205,0.05993167740525332,0.0052091496805537355,0.007583216618654252
9wur5c,CO,Lake County,-0.06981102609979974,0.07639997232837362,0.00636554166825382,0.017612669512396047,-0.00036231850489859026,0.004402905264677266
9wek45,CO,La Plata County,-0.35310245269834467,2.456188664283886,0.037440101197946454,0.32586205532520235,0.043811539833284806,0.03351908680858455
9xhzr9,CO,Larimer County,-3.4256428788823152,247.41862133823793,0.3216738776849359,2.1364704590284433,-0.9705116626001914,0.24895574133331036
9wwh23,CO,Las Animas County,-0.165017974060328,0.6205793866223159,0.020328966467834688,0.16540510306396447,0.10829936886247264,0.018095532099571123
9wymud,CO,Lincoln County,-0.1274486166522444,0.35696350123283804,0.013690183542038782,0.025300926154077197,-0.0002239385882258396,0.0038655569951574656
9xnxwn,CO,Logan County,-0.29540490156839394,1.4193263068372846,0.022685873634601915,0.1368544559262835,0.020709093895087096,0.015831918910502445
9wfvgz,CO,Mesa County,-1.3278538900928964,34.30378965930791,0.12192143137540978,1.4529737321310725,6.939926784102138,0.13283323958444856
9wevt5,CO,Mineral County,-0.001001074242588766,1.1745809968633785e-05,9.809673987544452e-05,0.00675132451141333,-0.0002125551777471938,0.0009784901624319553
9x5p12,CO,Moffat County,-0.2168898289642203,0.6655733523803004,0.016960904029305154,0.08320312583533636,-0.016000007267373204,0.010406176940882202
9wdu2v,CO,Montezuma County,-0.19310020991370308,0.7166871854467425,0.021636914353372998,0.16729294807053077,0.010343531885326988,0.018231982054971584
9wg42r,CO,Montrose County,-0.5752573690857449,5.452924436089847,0.048738937381373214,0.2832776336743207,0.15074206324733758,0.028923311257964178
9xnjj9,CO,Morgan County,-0.30535058451016384,1.7782985686978192,0.025582264631634523,0.21145399730935757,0.06416437123425806,0.0229500606237666
9wwpxb,CO,Otero County,-0.08731740767574836,0.1323986312019476,0.01072441427792098,0.2702306137055087,0.41583549046789214,0.02912240651665544
9wg351,CO,Ouray County,-0.005607114433271106,0.0004330441437627087,0.00046139749097477397,0.061895706751928195,0.014083196197311515,0.006862690686194383
9wuyd3,CO,Park County,-0.3592481022484201,1.5210905144170856,0.027040052236607975,0.04173539819349384,-0.009074333540516627,0.006928975579581116
9xpnzn,CO,Phillips County,-0.14595122877193037,0.33706010764412037,0.009715880382988333,0.04420857300059668,0.015232869417531289,0.004623112408834374
9wgzp5,CO,Pitkin County,-0.30515028433050384,1.6699254481208679,0.031020186639562772,0.08508533882067965,-0.010476706545456656,0.009052802171260223
9wxpyn,CO,Prowers County,-0.16060005647531042,0.4141018760080688,0.01888689812852662,0.06963421971004179,0.011339505009271444,0.009068845471714963
9wv9nk,CO,Pueblo County,-1.506818535853064,50.854658568512136,0.16016569694736202,1.59687627596568,4.900876825670785,0.15908440822103437
9x553u,CO,Rio Blanco County,-0.08588373615424519,0.1361353042771704,0.010400019131612995,0.04437375184246257,-0.001538462092051713,0.006224896265842636
9wsm38,CO,Rio Grande County,-0.17937294799778894,0.5001481026931027,0.017670881311120188,0.059570743276727275,-0.00987062180902221,0.007137378841459354
9x5ym3,CO,Routt County,-0.3958704234402443,2.368722495104418,0.030161153107314924,0.13279464353688433,-0.01627332765352276,0.015220474824223701
9wu2qe,CO,Saguache County,-0.06627342528332995,0.06902512984800611,0.007339116300495216,0.032370575932479426,0.0038467770578143228,0.005259208552342595
9weqvv,CO,San Juan County,-0.05735233192311108,0.05619633268905437,0.007292739772249201,0.010549613709785213,-0.00029839547044839646,0.0007901075768574882
9wfbhx,CO,San Miguel County,-0.02437406646588078,0.011199962882739214,0.006603597491519164,0.14305802323559139,0.12228216058373918,0.016783811924249405
9xr0wb,CO,Sedgwick County,-0.0008572691559697925,1.222149851095111e-05,6.741661088234146e-05,0.008578422432936623,0.0008467367690520688,0.0011251584120709288
9xh92u,CO,Summit County,-1.2678616533824536,21.447194603594703,0.09369785997803468,0.09478894341001234,-0.11351896327597794,0.01120214381256557
9wvjnk,CO,Teller County,-0.24134244048650644,1.2204247053148294,0.02108336481727579,0.2047534587988703,0.062463032866833496,0.020336435587261795
9xne77,CO,Washington County,-0.10724864360955673,0.20254691299549374,0.008114386910621194,0.043431847831304715,0.02054652211201542,0.002660952803724734
9xjy8w,CO,Weld County,-1.8786830299772546,74.35418482024495,0.18837627902099446,1.538685399042446,-0.2813949237313834,0.18190097926566354
9xp5t3,CO,Yuma County,-0.36135346403248836,2.102655532439511,0.03452118156663486,0.06897739517597436,0.026732939743607607,0.007974825881175027
9rtr4y,ID,Ada County,-4.282228056356332,408.93156510261446,0.35114663456851636,4.156269922276415,79.37352342670752,0.32626183165435396
9rvpmc,ID,Adams County,-0.2735190876165962,1.0394905264539507,0.01330466995102872,0.023403459838989987,0.0016711477159511371,0.0033886226427512892
9x84yh,ID,Bannock County,-1.5191247402282375,45.88887702985881,0.11619221325383837,0.5353018488788513,0.532051070199188,0.0586090085077846
9x8bd9,ID,Bear Lake County,-0.0881448028408583,0.12670878401337315,0.010201375668103602,0.06639997813973612,0.011687196619647122,0.008455685418153058
c2mh9g,ID,Benewah County,-0.3429449559258654,1.9166840948996478,0.030876632774477948,0.04424905386339317,0.005571172824805009,0.0056540085749065645
9x8jf7,ID,Bingham County,-0.9769708274766624,17.204305339692215,0.06843163766355605,0.26529919644940203,0.11190933063338371,0.02866288222084388
9rwyyg,ID,Blaine County,-1.6781475468630755,46.441500480595,0.14609146572634296,0.11297341970142756,-0.09454416468058431,0.017651618224489896
9rvdnz,ID,Boise County,-0.17081715321762986,0.6770950544756646,0.013821269141933469,0.16080542755149776,0.20303756082606841,0.014119154969881302
c2t4f7,ID,Bonner County,-1.9821675440389865,59.62058571844443,0.09383586429616356,0.17008174251491437,-0.05896363950249166,0.019330930752488925
9x8wgg,ID,Bonneville County,-2.649292609137395,131.66486145908067,0.1912753643622259,0.5733699076941748,-0.07037246612059479,0.06184081096826552
c2tjkq,ID,Boundary County,-0.7894829996930542,8.82290360179134,0.03689144934094831,0.040067118297823126,0.0026379571849448713,0.005895754531000705
9rz888,ID,Butte County,-0.1455973643466408,0.3354223124799126,0.012824609287977476,0.0366231974666466,0.017052000416114623,0.005197500820346833
9rwrkr,ID,Camas County,-0.0124624907390048,0.001608366393761029,0.0011503610292619654,0.00839815856095485,0.0002766587939686631,0.0038784276635166954
9rv00j,ID,Canyon County,-2.560689717442113,144.90185852442508,0.20902820737129466,1.641132564162026,11.317317287185382,0.14629548195658115
9x8ems,ID,Caribou County,-0.09453771332127646,0.17901327768133252,0.010642428867359959,0.08808295264120591,0.016641913862635308,0.011688397848983846
9rx0w3,ID,Cassia County,-0.40012810699743795,2.7459234964054393,0.029735795646821307,0.13111183544144706,0.0693748269167668,0.01236023159711267
9xb5gq,ID,Clark County,-0.00026090506358917296,1.1711572005461777e-06,2.4091806370167186e-05,0.005444245532587791,0.000221793537989455,0.0009283592801328135
c2mc80,ID,Clearwater County,-0.3471534115884131,2.5190881941683054,0.027199398148163703,0.05908281333293905,0.014984344864360963,0.006077964711642034
9rygb5,ID,Custer County,-0.2893473939259218,1.0053490968791647,0.015568684008358667,0.04402037663956213,0.011877734560190934,0.005416505525352656
9rtyu7,ID,Elmore County,-0.814316407938801,14.485628948901525,0.08062303313246903,0.2669627785097896,0.2829323379307429,0.029482422158929426
9x2rzm,ID,Franklin County,-0.26212169642350974,1.448996035903768,0.02381383262532808,0.10010811641906016,0.05925491477838567,0.013821778680172935
9xbex1,ID,Fremont County,-0.8241086208369846,9.358302143858973,0.04766771069795925,0.13158711364829917,0.10385441066953413,0.015758832531959407
9rv4xm,ID,Gem County,-0.3757184735155962,2.983490786121242,0.03548768768167544,0.14329900547388347,0.09941951768033717,0.012042292889389895
9rwk7p,ID,Gooding County,-0.4918838388972665,5.0123981313065835,0.04130815689852564,0.1343169426258396,0.13797378320084874,0.012330342033004612
c2juu6,ID,Idaho County,-0.4505393740873093,4.171982949670344,0.036522415100846,0.10424110643937888,0.04004828257844305,0.012698167949849064
9xb1hh,ID,Jefferson County,-0.3603651818521539,2.0861171075707907,0.025448460446830717,0.20641795971466187,0.19863691108501677,0.020524254652871637
9rwdzg,ID,Jerome County,-0.9190827183249772,14.052383746906123,0.053290643220641955,0.12797709940979246,0.058514350420709293,0.014487004476290309
c2mp0x,ID,Kootenai County,-3.869188948523783,300.67197834064115,0.2803829101803596,1.0964855229717914,2.9008748630490246,0.10931145467034827
c2kfre,ID,Latah County,-0.9505255286475353,17.59623761046941,0.06578839306410104,0.23082059771478217,0.17925962647003998,0.022710312506455204
9rzp86,ID,Lemhi County,-0.23281730206148551,0.8543929922210872,0.015047716267897644,0.046258925468118876,-0.0026295485222060937,0.005047713526158883
c2jpn9,ID,Lewis County,-0.09554538492011158,0.16787735585739885,0.008703242944077455,0.031219973420149795,0.007053790215865507,0.0040723803689667595
9rwud3,ID,Lincoln County,-0.07560831049257252,0.11578717719384772,0.007383629863714188,0.029002645846378863,0.007380395451014038,0.003170411048763411
9xb955,ID,Madison County,-0.7924808312573351,10.321365222579422,0.05795532328027933,0.16706058295752121,-0.006338504193166292,0.018701350152284447
9rx5y1,ID,Minidoka County,-0.6364351048086245,8.61692829745813,0.05382464734032553,0.10051985085924756,0.04520204830769167,0.010550104815390995
c2hzx4,ID,Nez Perce County,-0.7941867162640389,13.459493535578666,0.07139665815194318,0.3098324638756372,0.6093021103562581,0.026197736593154726
9rrzzx,ID,Oneida County,-0.054706980425696286,0.05849638655648524,0.005049679527840755,0.03853441328754562,0.008166606434943206,0.004405609822885272
9rt6hn,ID,Owyhee County,-0.18912265548378573,0.7910487557870532,0.017623789163344082,0.12294773052536777,0.13448204172095,0.009136686727907585
9rufr6,ID,Payette County,-0.5421547048269874,4.6358005119203956,0.03536477061302658,0.20795803995302617,0.20037810395755845,0.017819535226892034
9rxfbh,ID,Power County,-0.07243451576013318,0.08005443978305479,0.006540517089994019,0.05122304299055007,0.012695487561198107,0.004933370104309306
c2mt6g,ID,Shoshone County,-0.26562718803349133,0.8162311108590629,0.013571037773622377,0.04769465685759227,-0.003868935313538841,0.005539535266739516
9xbbvq,ID,Teton County,-0.3142418321839273,1.8338887472829841,0.024663345796491442,0.07338361032604326,-0.002440001959819958,0.008704161831155527
9rw2yw,ID,Twin Falls County,-2.2486881707043684,105.29517162000613,0.1739972629672657,0.5439325791164045,0.7690282867213958,0.05198809292970285
9rvz1j,ID,Valley County,-0.6447883985858425,7.127403287489407,0.046803249966148645,0.1082049073920911,-0.01044317212064292,0.013842498457436502
9ruuy5,ID,Washington County,-0.23133222694208658,0.8723239656288412,0.014831500392972609,0.10738471349713997,0.04700420397002591,0.010013843537857945
c2p8z0,MT,Beaverhead County,-0.05962485262460858,0.049239816466973535,0.0035969007342326258,0.04877802770929935,-0.0036195792811747,0.007290130972686051
c85d36,MT,Big Horn County,-0.11547025465346604,0.23123311734965007,0.00790744430322993,0.08583249054550307,-0.013201041481384313,0.011783929763515794
c8de82,MT,Blaine County,-0.04702844400294355,0.03475668754935956,0.003109789690793588,0.05736491150163354,0.0107036304919729,0.009411295740753207
c80xwf,MT,Broadwater County,-0.10384975505446012,0.1555499855459493,0.006051592570854116,0.08335391567641022,0.05500247411397492,0.008432490344609368
c843qb,MT,Carbon County,-0.3183654052978256,1.6091224375198128,0.02385730646279042,0.053028455698654955,-0.0010232915036115769,0.008142890951322404
c8jdvw,MT,Carter County,-0.18909039190670798,0.6313185864690077,0.010868042759278352,0.02719862550696343,0.004190652409798194,0.003584003567312516
c82v4j,MT,Cascade County,-0.862011820800594,12.837046912509104,0.06195980519072588,0.41169546847578103,-0.3211627881853539,0.06509881089273369
c892qv,MT,Chouteau County,-0.015892727205229985,0.0026392009201025323,0.0014988355088312016,0.0303671983369808,-0.004371858789415241,0.006084321319142742
c8hznj,MT,Custer County,-0.17386140734012895,0.4051718366179421,0.00924755051072163,0.06507334920496542,-0.011012710253882327,0.010420983232750442
c8svw6,MT,Daniels County,-0.0852283534213439,0.08500475704532245,0.004193331100560746,0.017160733462399113,-0.0009085788008594027,0.002882170769904887
c8mkuu,MT,Dawson County,-0.2904079887528259,1.197022995245021,0.016430562836541266,0.053460452318497075,-0.013354842785948909,0.00948033887608172
c2pw1r,MT,Deer Lodge County,-0.5530222656534848,4.334908962077985,0.03206673785833225,0.07133489048516774,-0.02478573617755626,0.007485692051841714
c8jz2p,MT,Fallon County,-0.025137574948031222,0.0056462690081837165,0.0018177300464138023,0.012783722813768165,0.0007008406566500095,0.002121354793216316
c86kdm,MT,Fergus County,-0.29345885014009515,1.4906743760939307,0.01947916320684138,0.16301283507923475,0.1692534980966489,0.015415063124883166
c2wfue,MT,Flathead County,-3.0329343288549384,170.8129760223502,0.2125146323189655,0.474263061588383,-0.0542528002347847,0.058778543448511134
c80fyq,MT,Gallatin County,-2.290600834307012,97.09001744487361,0.15072813193072027,0.45862440450654185,-0.43613801071970004,0.06110584184973854
c87uvh,MT,Garfield County,-0.0008809815624063581,1.1626244204872143e-05,6.214655498007117e-05,0.02364117860132916,0.005033342678957967,0.004959327768678785
