,state,county,latitude_gen,longitude_gen,area[m^2],name,year,gentype,axis,azimuth[deg],tilt[deg],battery,capacity[MW],latitude_county,longitude_county,geohash
353,CA,Merced,37.2687,-120.483315,50425,"Merced Solar, LLC",2014,PV,single-axis,180.0,25.0,,1.5,37.274812,-120.628944,9q9fy1
354,CA,Merced,37.267338,-120.483315,50986,"Mission Solar, LLC",2014,PV,single-axis,180.0,25.0,,1.5,37.274812,-120.628944,9q9fy1
355,CA,Sacramento,38.585228,-121.467194,12178,Sacramento (SMUD),2014,PV,fixed-tilt,123.0,10.0,,1.5,38.568337,-121.381235,9qcem3
356,CA,Tulare,36.186375,-119.377769,17068,City of Tulare Water Facility,2011,PV,fixed-tilt,225.0,20.0,,1.1,36.254134,-119.23454,9qdbm8
357,CA,Riverside,33.712238,-117.073013,22945,Diamond Valley Solar Project,2015,PV,single-axis,180.0,25.0,,1.3,33.799274,-117.076969,9qh8k2
358,CA,San Bernardino,34.54982,-117.46669,22297,Coronus Adelanto West 1,2015,PV,fixed-tilt,180.0,20.0,,1.5,34.190969,-117.359766,9qhkxd
359,CA,San Bernardino,34.548893,-117.467438,22162,Coronus Adelanto West 2,2015,PV,fixed-tilt,180.0,20.0,,1.5,34.190969,-117.359766,9qhkxd
360,CA,Yolo,38.521084,-121.994759,60769,Putah Creek Solar Farm,2014,PV,single-axis,0.0,0.0,,2.0,38.598163,-121.718874,9qc63x
361,CA,Merced,37.057785,-120.64901,50397,Sun Harvest Solar NDP1,2015,PV,single-axis,0.0,0.0,,1.5,37.274812,-120.628944,9q9fy1
362,CA,Fresno,36.721848,-120.430099,134148,Citizen B,2015,PV,fixed-tilt,180.0,25.0,,5.0,36.743848,-119.765291,9qd2ds
363,CA,Fresno,36.126663,-120.243256,44405,DSH (CA)-Coalinga State Hospital,2014,PV,single-axis,0.0,0.0,,2.6,36.743848,-119.765291,9q6tde
364,CA,Fresno,36.12606,-120.247841,26824,CDCR (CA)-Pleasant Valley State Prison,2014,PV,single-axis,0.0,0.0,,1.2,36.743848,-119.765291,9q6tde
365,CA,Glenn,39.699081,-122.175385,39071,"Enerparc CA2, LLC",2016,PV,single-axis,0.0,0.0,,1.5,39.665777,-122.179287,9r10zd
366,CA,Kern,35.02166,-118.289597,354355,"Windhub Solar A, LLC",2019,PV,single-axis,90.0,,,20.0,35.369809,-118.941786,9q5sgb
367,CA,Merced,37.014652,-120.957298,4196046,Wright Solar Park,2019,PV,single-axis,180.0,,,200.0,37.274812,-120.628944,9q9fy1
368,CA,Monterey,35.83498,-120.29731,2630566,"CA Flats Solar 150, LLC",2019,PV,single-axis,180.0,,,150.0,36.614681,-121.646692,9q6tde
369,CA,Los Angeles,34.662403,-118.084671,43976,Morgan Lancaster 1,2015,PV,dual-axis,180.0,,,1.5,34.067886,-118.24599,9qhh0n
370,CA,San Bernardino,34.553841,-117.369659,96515,"Adelanto Solar II, LLC",2015,PV,single-axis,0.0,0.0,,7.0,34.190969,-117.359766,9qhkxd
371,CA,San Bernardino,34.553974,-117.376686,586985,"Adelanto Solar, LLC",2015,PV,single-axis,0.0,0.0,,20.0,34.190969,-117.359766,9qhkxd
372,CA,Imperial,32.803329,-115.54512,416174,Sol Orchard El Centro PV,2013,PV,single-axis,0.0,0.0,,20.0,32.841599,-115.540049,9mvffm
373,CA,Tulare,35.874443,-119.462189,518318,White River Solar 2,2014,PV,single-axis,0.0,0.0,,20.0,36.254134,-119.23454,9q713t
374,CA,Kern,35.629322,-119.574699,419750,Wildwood Solar II,2017,PV,single-axis,180.0,,,14.7,35.369809,-118.941786,9q713t
375,CA,Los Angeles,34.648952,-118.083046,575854,"Solar Oasis, LLC",2016,PV,single-axis,90.0,45.0,,20.0,34.067886,-118.24599,9qhh0n
376,CA,Kern,34.824081,-118.441193,480485,"Kingbird A Solar, LLC",2016,PV,single-axis,180.0,,,20.0,35.369809,-118.941786,9q5sgb
377,CA,Kern,34.844391,-118.452705,1655609,RE Astoria,2016,PV,single-axis,0.0,0.0,,100.0,35.369809,-118.941786,9q5sgb
378,CA,Kern,35.321823,-118.812241,536022,Redcrest Solar Farm,2015,PV,single-axis,90.0,,,16.7,35.369809,-118.941786,9q713t
379,CA,Kern,35.327858,-118.815445,689462,Hayworth Solar,2015,PV,single-axis,90.0,,,26.7,35.369809,-118.941786,9q713t
380,CA,San Bernardino,34.407478,-116.862953,369464,"Lone Valley Solar Park II, LLC",2014,PV,single-axis,90.0,50.0,,20.0,34.190969,-117.359766,9qhe90
381,CA,Kern,35.423538,-119.629257,522003,"Rio Bravo Solar II, LLC",2016,PV,single-axis,180.0,,,19.5,35.369809,-118.941786,9q713t
382,CA,San Bernardino,34.685734,-117.344971,416868,Alamo Solar,2015,PV,single-axis,180.0,45.0,,18.7,34.190969,-117.359766,9qhkxd
383,CA,Los Angeles,34.720638,-118.30101,234134,Central Antelope Dry Ranch C,2016,PV,fixed-tilt,180.0,25.0,,20.0,34.067886,-118.24599,9qhh0n
384,CA,San Diego,33.210648,-117.178261,10117,SDCWA-Twin Oaks,2011,PV,fixed-tilt,180.0,20.0,,1.1,32.884418,-117.112348,9mumuf
385,CA,Madera,36.941391,-119.962639,1322563,Borden Solar Farm,2020,PV,single-axis,180.0,,,50.0,37.037074,-120.009796,9qd9xh
386,CA,Fresno,36.716335,-120.414268,1121239,"Little Bear Solar 1, LLC",2020,PV,single-axis,180.0,,,40.0,36.743848,-119.765291,9qd2ds
387,CA,Kern,35.667866,-119.876694,410317,Wonderful Lost Hills,2021,PV,single-axis,35.0,,,16.7,35.369809,-118.941786,9q713t
388,CA,Los Angeles,34.727486,-118.322372,371794,Antelope Expansion 3A,2021,PV,single-axis,0.0,0.0,,15.0,34.067886,-118.24599,9qhh0n
389,CA,Riverside,33.753075,-115.345924,1325935,Athos Solar Project,2019,PV,single-axis,60.0,,,250.0,33.799274,-117.076969,9mvgw4
390,CA,Ventura,34.168861,-119.053963,54443,California State Univ at Channel Islands,2021,PV,single-axis,180.0,15.0,,3.7,34.242809,-119.025486,9q5dy2
391,CA,Riverside,33.863781,-117.214035,65341,EMWD-Moreno Valley RWRF,2021,PV,dual-axis,180.0,,,2.4,33.799274,-117.076969,9qh8k2
392,CA,San Bernardino,34.633167,-117.370224,2025688,Hudson-High Desert Hybrid,2021,PV,single-axis,180.0,0.0,batteries,100.0,34.190969,-117.359766,9qhkxd
393,CA,Solano,38.097103,-122.140915,118969,Lake Herman,2021,PV,single-axis,180.0,52.0,,5.0,38.236295,-122.067272,9qc0p1
394,CA,Humboldt,40.967377,-124.104408,28995,Redwood Coast Airport Microgrid,2021,PV,fixed-tilt,225.0,34.0,batteries,1.8,40.757636,-124.088127,9r1jcf
395,CA,El Dorado,38.62891,-120.982567,25311,Deer Creek 2,2021,PV,fixed-tilt,54.0,25.0,,1.3,38.741021,-120.761446,9qcggm
396,CA,Tulare,35.845551,-119.057007,365047,CED Ducor 3,2016,PV,single-axis,0.0,0.0,,15.0,36.254134,-119.23454,9q713t
397,CA,Tulare,35.844742,-119.066368,485220,CED Ducor 2,2016,PV,single-axis,0.0,0.0,,20.0,36.254134,-119.23454,9q713t
398,CA,Tulare,35.850285,-119.026031,470454,CED Ducor 4,2016,PV,single-axis,0.0,0.0,,20.0,36.254134,-119.23454,9q713t
399,CA,Los Angeles,34.686844,-118.311935,137482,Antelope DSR 2,2016,PV,single-axis,90.0,,,5.0,34.067886,-118.24599,9qhh0n
400,CA,Fresno,36.374847,-120.134209,498516,Whitney Point Solar,2017,PV,single-axis,0.0,0.0,,20.0,36.743848,-119.765291,9q6tde
401,CA,Fresno,36.382015,-120.134499,497333,NextEra Westside PV,2017,PV,single-axis,0.0,0.0,,20.0,36.743848,-119.765291,9q6tde
402,CA,Riverside,33.624294,-114.699181,530112,Solar Blythe 2,2017,PV,single-axis,180.0,,,21.0,33.799274,-117.076969,9qndpr
403,CA,Imperial,33.165443,-115.540627,524049,Midway Solar Farm II,2017,PV,single-axis,180.0,60.0,,30.0,32.841599,-115.540049,9mvgw4
404,CA,Solano,38.386448,-121.948814,91407,Genentech Vacaville Meter #1,2017,PV,fixed-tilt,180.0,25.0,,6.1,38.236295,-122.067272,9qc63x
405,CA,San Diego,32.618332,-116.132301,311697,Jacumba Solar Farm,2017,PV,fixed-tilt,180.0,25.0,,20.0,32.884418,-117.112348,9mvffm
406,CA,Sacramento,38.700214,-121.586723,115432,SCDA Solar 1,2017,PV,single-axis,180.0,,,6.8,38.568337,-121.381235,9qcem3
407,CA,Los Angeles,34.666023,-118.304291,429854,"Bayshore Solar A, LLC",2017,PV,single-axis,90.0,,,20.0,34.067886,-118.24599,9qhh0n
408,CA,Fresno,36.524509,-120.146873,480957,San Joaquin Solar,2019,PV,single-axis,180.0,,,18.5,36.743848,-119.765291,9qd2ds
409,CA,Riverside,33.548775,-115.981735,1573694,Colgreen North Shore Solar Farm,2018,PV,single-axis,180.0,,,74.8,33.799274,-117.076969,9qj152
410,CA,Kern,34.820843,-118.441154,481083,"Kingbird B Solar, LLC",2016,PV,single-axis,180.0,,,20.0,35.369809,-118.941786,9q5sgb
411,CA,Lassen,40.372528,-120.261635,175752,HL Solar,2019,PV,single-axis,180.0,,,7.6,40.393749,-120.584467,9r4bc7
412,CA,Los Angeles,34.714779,-118.274269,270767,"Portal Ridge Solar C, LLC",2017,PV,single-axis,90.0,,,11.4,34.067886,-118.24599,9qhh0n
413,CA,Los Angeles,34.714916,-118.311317,518882,"Summer Solar, LLC",2016,PV,single-axis,90.0,,,20.0,34.067886,-118.24599,9qhh0n
414,CA,Los Angeles,34.657696,-118.29789,1683703,Solverde 1,2016,PV,single-axis,90.0,,,85.0,34.067886,-118.24599,9qhh0n
415,CA,Los Angeles,34.692616,-118.286331,477112,Antelope Big Sky Ranch,2016,PV,single-axis,90.0,,,20.0,34.067886,-118.24599,9qhh0n
416,CA,Los Angeles,34.677616,-118.303925,399589,"Bayshore Solar B, LLC",2017,PV,single-axis,90.0,,,20.0,34.067886,-118.24599,9qhh0n
417,CA,Los Angeles,34.716511,-118.282249,386327,"Portal Ridge Solar B, LLC",2017,PV,single-axis,90.0,,,20.0,34.067886,-118.24599,9qhh0n
418,CA,Los Angeles,34.661602,-118.086906,53177,US-TOPCO (Soccer Center),2016,PV,fixed-tilt,180.0,20.0,,3.0,34.067886,-118.24599,9qhh0n
419,CA,San Bernardino,34.579048,-117.579285,14360,Phelan Pinon Hills CSD Solar,2015,PV,single-axis,180.0,10.0,,1.1,34.190969,-117.359766,9qhkxd
420,CA,Los Angeles,34.433868,-118.510719,64706,Castaic Lake Phase II,2014,PV,single-axis,90.0,60.0,,3.5,34.067886,-118.24599,9q5evq
421,CA,Monterey,36.615612,-121.635162,85968,D'Arrigo Brothers-Phase 4,2019,PV,single-axis,180.0,20.0,batteries,1.7,36.614681,-121.646692,9q92vz
422,CA,Kern,35.157379,-117.983398,49408,California City,2018,PV,single-axis,180.0,,,1.9,35.369809,-118.941786,9qhh0n
423,CA,Kern,35.777786,-119.30732,150131,North Kern State Prison Phase II,2012,PV,single-axis,180.0,0.0,,4.0,35.369809,-118.941786,9q713t
424,CA,Santa Clara,37.228466,-121.738708,29517,Malech Solar Farm,2017,PV,fixed-tilt,180.0,10.0,,3.1,37.315518,-121.91109,9q97v8
425,CA,Sonoma,38.769501,-123.020737,14943,Cloverdale Solar Center,2019,PV,single-axis,180.0,20.0,,1.0,38.412281,-122.720368,9qben2
426,CA,Santa Clara,37.268875,-121.861076,15573,Guadalupe Solar Farm,2018,PV,fixed-tilt,180.0,10.0,,1.7,37.315518,-121.91109,9q97v8
427,CA,Kern,35.141533,-117.965675,63433,Cal City Solar 1,2019,PV,single-axis,180.0,30.0,,3.0,35.369809,-118.941786,9qhh0n
428,CA,Kings,36.140457,-119.566887,44918,CID Solar (CA),2019,PV,single-axis,180.0,,,2.0,36.252657,-119.726922,9q6tde
429,CA,Lassen,40.150249,-120.123512,65811,PSREC/SIAD Solar,2018,PV,single-axis,0.0,0.0,,2.4,40.393749,-120.584467,9r4bc7
430,CA,Sacramento,38.34399,-121.11776,201447,"Rancho Seco Solar, LLC",2016,PV,single-axis,90.0,,,10.9,38.568337,-121.381235,9qcf5u
431,CA,Kern,34.826447,-118.532463,5147746,RE Garland,2016,PV,single-axis,90.0,,batteries,180.0,35.369809,-118.941786,9q5sgb
432,CA,Riverside,33.673668,-114.73806,2902524,"Blythe Solar 110, LLC",2016,PV,single-axis,0.0,0.0,batteries,109.8,33.799274,-117.076969,9qndpr
433,CA,Riverside,33.684155,-114.739769,4087626,"Blythe Solar II, LLC",2016,PV,single-axis,0.0,0.0,batteries,131.2,33.799274,-117.076969,9qndpr
434,CA,Kern,35.210972,-119.387527,39783,Castor Solar,2016,PV,fixed-tilt,180.0,25.0,,1.5,35.369809,-118.941786,9q713t
435,CA,Kern,35.315041,-118.81031,419694,Redwood 4 Solar Farm,2017,PV,single-axis,0.0,0.0,,20.0,35.369809,-118.941786,9q713t
436,CA,Kern,35.205166,-118.069511,1763685,RE Barren Ridge 1,2016,PV,single-axis,0.0,0.0,,62.0,35.369809,-118.941786,9qhh0n
437,CA,Kern,35.326801,-118.978775,111509,Bakersfield PV 1,2017,PV,single-axis,90.0,,,5.3,35.369809,-118.941786,9q713t
438,CA,Los Angeles,34.511414,-117.916664,167691,"Solar Star California, XLIV, LLC",2016,PV,single-axis,0.0,0.0,,9.5,34.067886,-118.24599,9qhh0n
439,CA,Los Angeles,34.597252,-117.931221,76700,Green Beanworks C PV,2018,PV,single-axis,180.0,,,3.0,34.067886,-118.24599,9qhh0n
440,CA,Los Angeles,34.655128,-118.082253,69654,Green Beanworks D PV,2018,PV,single-axis,180.0,0.0,,3.0,34.067886,-118.24599,9qhh0n
441,CA,Los Angeles,34.743519,-117.972923,74404,Lancaster,2018,PV,single-axis,180.0,20.0,,3.0,34.067886,-118.24599,9qhh0n
442,CA,Los Angeles,34.747749,-117.973129,62822,AVS Lancaster 1,2016,PV,fixed-tilt,180.0,20.0,,3.7,34.067886,-118.24599,9qhh0n
443,CA,San Bernardino,34.038609,-117.56588,45551,"PVN Milliken, LLC",2017,PV,fixed-tilt,180.0,22.0,,3.0,34.190969,-117.359766,9qh3ky
444,CA,Kern,35.759178,-119.348351,20734,Delano Land 1,2017,PV,single-axis,90.0,,,1.0,35.369809,-118.941786,9q713t
445,CA,Kern,35.329895,-118.993202,17202,Bakersfield Industrial PV 1,2017,PV,fixed-tilt,180.0,20.0,,1.0,35.369809,-118.941786,9q713t
446,CA,Los Angeles,34.688091,-117.989693,61562,Green Beanworks B PV,2018,PV,single-axis,180.0,,,3.0,34.067886,-118.24599,9qhh0n
447,CA,Kern,35.590885,-119.404785,36274,CDCR (CA)-Wasco State Prison,2013,PV,single-axis,180.0,0.0,,1.5,35.369809,-118.941786,9q713t
448,CA,San Bernardino,34.112022,-117.27343,51904,Target Shafter,2018,PV,single-axis,0.0,10.0,,3.0,34.190969,-117.359766,9qh3ky
449,CA,Alameda,37.692032,-121.717392,43919,"Whitethorn Solar, LLC",2016,PV,fixed-tilt,180.0,15.0,,3.3,37.706599,-122.098766,9q9w99
450,CA,Fresno,36.62059,-119.668045,30334,National Raisin,2015,PV,"fixed-tilt,single-axis",202.0,5.0,,2.5,36.743848,-119.765291,9qdbm8
451,CA,Los Angeles,34.615601,-117.936615,68898,One Ten Partners PV,2017,PV,single-axis,0.0,0.0,,2.0,34.067886,-118.24599,9qhh0n
452,CA,Imperial,33.165607,-115.549263,1014053,Midway Solar Farm I,2018,PV,single-axis,180.0,90.0,,50.0,32.841599,-115.540049,9mvgw4
453,CA,Kern,35.127754,-119.249344,220387,"Algonquin SKIC 10 Solar, LLC",2017,PV,single-axis,180.0,,,10.0,35.369809,-118.941786,9q713t
454,CA,Fresno,36.61668,-120.104317,69287,Fresno Solar,2015,PV,single-axis,90.0,,,3.0,36.743848,-119.765291,9qd9xh
455,CA,Kings,36.257278,-119.797432,42208,Lemoore 1,2016,PV,single-axis,90.0,,,1.5,36.252657,-119.726922,9q6tde
456,CA,Los Angeles,34.108093,-117.784386,20750,Weymouth Solar Plant,2016,PV,single-axis,90.0,,,3.0,34.067886,-118.24599,9qh3ky
457,CA,Kings,36.217781,-119.906784,49784,Westside Solar Power PV1,2016,PV,single-axis,180.0,0.0,,2.0,36.252657,-119.726922,9q6tde
458,CA,Inyo,36.264843,-117.995407,51897,Munro Valley Solar,2016,PV,fixed-tilt,180.0,25.0,,4.0,37.171422,-118.268567,9qe6tq
459,CA,Riverside,33.536297,-117.196785,91312,RCWD PV Project,2016,PV,single-axis,0.0,0.0,,3.9,33.799274,-117.076969,9qh8k2
460,CA,San Diego,33.249443,-117.021774,57927,Valley Center,2016,PV,single-axis,0.0,0.0,,2.3,32.884418,-117.112348,9mumuf
461,CA,San Diego,33.269398,-117.057732,87943,Granger,2016,PV,single-axis,0.0,0.0,,3.0,32.884418,-117.112348,9mumuf
462,CA,Imperial,32.793358,-115.781479,91830,SEPV Imperial Dixieland West,2016,PV,single-axis,90.0,0.0,,2.9,32.841599,-115.540049,9mvffm
463,CA,Imperial,32.793472,-115.773224,70589,SEPV Imperial Dixieland East,2016,PV,single-axis,90.0,0.0,,1.9,32.841599,-115.540049,9mvffm
464,CA,Riverside,33.557209,-116.642212,60787,SunAnza,2020,PV,fixed-tilt,180.0,27.0,batteries,3.4,33.799274,-117.076969,9qj152
465,CA,San Diego,33.019566,-116.860588,50130,Ramona Solar Energy,2017,PV,fixed-tilt,180.0,20.0,,3.7,32.884418,-117.112348,9mudw2
466,CA,San Joaquin,37.840202,-121.215225,15105,Manteca Land PV,2017,PV,fixed-tilt,180.0,20.0,,1.0,37.924541,-121.302289,9q9wtp
467,CA,Sacramento,38.43623,-121.466263,74463,Sacramento Regional County Sanitation PV,2017,PV,single-axis,0.0,0.0,,3.5,38.568337,-121.381235,9qcem3
468,CA,Imperial,33.043678,-115.627655,47624,Valencia 1 Solar CA,2017,PV,fixed-tilt,180.0,20.0,,3.0,32.841599,-115.540049,9mvffm
469,CA,Merced,36.989437,-120.878326,73205,Merced 1 PV,2018,PV,single-axis,180.0,0.0,,3.0,37.274812,-120.628944,9q9fy1
470,CA,Madera,37.056274,-120.167305,41495,Madera 1 PV,2017,PV,single-axis,180.0,0.0,,1.5,37.037074,-120.009796,9qd9xh
471,CA,San Luis Obispo,35.319611,-120.69101,62128,Stenner Creek Solar,2018,PV,single-axis,180.0,,,4.5,35.341822,-120.665804,9q613c
472,CA,Solano,38.325497,-121.982666,23533,CDCR (CA)-Solano State Prison,2013,PV,single-axis,180.0,0.0,,1.1,38.236295,-122.067272,9qc63x
473,CA,Kings,36.064465,-119.559029,46544,CDCR (CA)-Corcoran State Prison,2013,PV,single-axis,180.0,0.0,,5.0,36.252657,-119.726922,9q6tde
474,CA,Imperial,32.790409,-115.863281,20476,USG 2,2015,PV,fixed-tilt,180.0,25.0,,1.0,32.841599,-115.540049,9mvffm
475,CA,Imperial,32.831966,-115.506302,58947,IVC Solar,2016,PV,single-axis,180.0,0.0,,3.0,32.841599,-115.540049,9mvffm
476,CA,Sonoma,38.194576,-122.663651,16490,Lavio Solar,2018,PV,fixed-tilt,180.0,25.0,,1.0,38.412281,-122.720368,9qbcde
477,CA,Madera,36.91629,-119.971611,103723,Pacific Ethanol Madera Solar Array,2018,PV,single-axis,180.0,52.0,,3.9,37.037074,-120.009796,9qd9xh
478,CA,Santa Clara,37.286949,-121.81456,21370,Hellyer Solar Farm,2017,PV,fixed-tilt,180.0,10.0,,2.2,37.315518,-121.91109,9q97v8
479,CA,Imperial,33.158398,-115.535751,1021608,Midway Solar Farm III,2018,PV,single-axis,0.0,,,20.0,32.841599,-115.540049,9mvgw4
480,CA,Imperial,33.186401,-115.428879,544812,Citizens Imperial Solar,2019,PV,single-axis,180.0,,,30.0,32.841599,-115.540049,9mvgw4
481,CA,Los Angeles,34.723698,-118.280312,1528489,San Pablo Raceway,2019,PV,single-axis,0.0,0.0,,100.0,34.067886,-118.24599,9qhh0n
482,CA,Los Angeles,34.737,-118.304024,435161,Antelope DSR 3,2019,PV,single-axis,0.0,0.0,,20.0,34.067886,-118.24599,9qhh0n
483,CA,Santa Barbara,34.746334,-120.510315,383598,Vandenberg Solar Project,2017,PV,single-axis,0.0,0.0,,20.6,34.645128,-120.1029,9q603v
484,CA,Los Angeles,34.705692,-118.301453,56759,"Central Antelope Dry Ranch B, LLC",2017,PV,single-axis,90.0,,,3.0,34.067886,-118.24599,9qhh0n
485,CA,Napa,38.160725,-122.213852,57332,American Canyon Solar,2019,PV,single-axis,180.0,52.0,,3.0,38.325108,-122.319983,9qc0p1
486,CA,Riverside,33.717693,-116.198311,13519,Valley Sanitary District WTP Solar,2016,PV,fixed-tilt,180.0,20.0,,1.0,33.799274,-117.076969,9qj152
487,CA,Kern,34.821144,-118.497643,863794,RE Garland A,2016,PV,single-axis,90.0,,,20.0,35.369809,-118.941786,9q5sgb
488,CA,San Bernardino,34.904919,-117.10289,550484,"Longboat Solar, LLC",2016,PV,single-axis,180.0,,,20.0,34.190969,-117.359766,9qhkxd
489,CA,Contra Costa,37.945221,-122.37851,166053,Marin Clean Energy Solar One,2017,PV,single-axis,180.0,15.0,,10.5,37.93501,-122.024961,9q9peh
490,CA,Imperial,32.793209,-115.85743,19259,USG 1,2014,PV,single-axis,180.0,0.0,,1.0,32.841599,-115.540049,9mvffm
491,CA,Los Angeles,34.654957,-118.281021,1024252,Antelope DSR 1,2016,PV,single-axis,90.0,,,50.0,34.067886,-118.24599,9qhh0n
492,CA,Los Angeles,34.68111,-118.319023,375766,"Bayshore Solar C, LLC",2017,PV,single-axis,90.0,,,20.0,34.067886,-118.24599,9qhh0n
493,CA,Los Angeles,34.742062,-118.302513,2173602,Antelope Expansion 2,2018,PV,single-axis,180.0,0.0,,105.0,34.067886,-118.24599,9qhh0n
494,CA,Kern,35.284988,-118.005135,2150143,Springbok 3 Solar Farm Hybrid,2019,PV,single-axis,180.0,,batteries,90.0,35.369809,-118.941786,9qhh0n
495,CA,Kings,36.24939,-119.90062,2474556,"American Kings Solar, LLC",2020,PV,single-axis,180.0,0.0,,128.0,36.252657,-119.726922,9q6tde
496,CA,Sonoma,38.216709,-122.542809,13285,Stage Gulch Solar,2018,PV,fixed-tilt,180.0,25.0,,0.8,38.412281,-122.720368,9qbcde
497,CA,Riverside,33.770206,-116.904251,29716,Soboba Community Solar Project,2017,PV,fixed-tilt,200.0,25.0,,1.7,33.799274,-117.076969,9qh8k2
498,CA,Fresno,36.716282,-120.395767,1018771,Little Bear 3,2020,PV,single-axis,180.0,0.0,,20.0,36.743848,-119.765291,9qd2ds
499,CA,Fresno,36.709023,-120.414383,1128758,Little Bear 4,2020,PV,single-axis,180.0,0.0,,50.0,36.743848,-119.765291,9qd2ds
500,CA,Fresno,36.709126,-120.396652,1128452,Little Bear 5,2020,PV,single-axis,180.0,0.0,,50.0,36.743848,-119.765291,9qd2ds
501,CA,Kings,36.193733,-119.904221,6584589,Aquamarine,2021,PV,single-axis,180.0,0.0,,250.0,36.252657,-119.726922,9q6tde
502,CA,Sacramento,38.704395,-121.479042,211374,Wildflower Solar 1,2020,PV,single-axis,180.0,60.0,,13.7,38.568337,-121.381235,9qcem3
503,CA,Kern,35.213745,-119.395088,60114,Eagle Creek,2019,PV,single-axis,180.0,0.0,,3.0,35.369809,-118.941786,9q713t
504,CA,Tehama,40.122192,-122.189407,132592,Sierra Pacific Industries (2042-RD),2020,PV,fixed-tilt,180.0,25.0,,8.4,40.114795,-122.219057,9r1jcf
505,CA,Tulare,36.353619,-119.400734,21156,"RE-VFO, LLC",2009,PV,single-axis,90.0,45.0,,1.0,36.254134,-119.23454,9qdbm8
506,CA,Fresno,36.58503,-119.470062,28185,Moonlight Packing-Phase 2,2019,PV,fixed-tilt,180.0,20.0,,1.4,36.743848,-119.765291,9qdbm8
507,CA,Kern,35.603252,-119.697304,741030,Chevron-Lost Hills Hybrid,2020,PV,single-axis,180.0,62.0,,29.0,35.369809,-118.941786,9q713t
508,CA,Napa,38.237461,-122.275551,48581,Soscol Ferry Solar,2020,PV,single-axis,180.0,,,2.0,38.325108,-122.319983,9qbcde
509,CA,Kern,34.830055,-118.371048,3986939,"Golden Field Solar III, LLC",2020,PV,single-axis,180.0,,batteries,192.0,35.369809,-118.941786,9q5sgb
510,CA,Imperial,33.101456,-116.000259,1502079,Titan Solar 1 (CA),2020,PV,single-axis,15.0,,,75.0,32.841599,-115.540049,9mvffm
511,CA,Stanislaus,37.247696,-121.111816,668157,Central 40,2021,PV,single-axis,180.0,,,40.0,37.618447,-120.955882,9q9fy1
512,CA,Madera,37.088001,-120.150993,59617,DGS Valley State Prison,2021,PV,single-axis,225.0,7.0,,2.3,37.037074,-120.009796,9qd9xh
513,CA,Tulare,36.54734,-119.431282,16233,FTF-PackingShed,2013,PV,fixed-tilt,180.0,25.0,,1.0,36.254134,-119.23454,9qdbm8
514,CA,Fresno,36.73465,-120.614746,14322,Firebaugh-CCS-PV-1,2015,PV,fixed-tilt,180.0,25.0,,1.0,36.743848,-119.765291,9qd2ds
515,CA,Madera,36.825592,-120.318359,97215,Wonderful Orchards-New Columbia,2020,PV,fixed-tilt,35.0,37.0,,5.0,37.037074,-120.009796,9qd2ds
516,CA,Kern,35.734371,-119.732277,133457,Wonderful Orchards-Westside,2021,PV,single-axis,35.0,,,5.0,35.369809,-118.941786,9q713t
517,CA,Kern,35.501225,-119.748741,121538,Wonderful Orchards-Belridge,2020,PV,single-axis,35.0,,,5.0,35.369809,-118.941786,9q713t
518,CA,Los Angeles,34.131489,-118.701241,55226,Las Virgenes,2020,PV,single-axis,90.0,52.0,,3.0,34.067886,-118.24599,9q5dy2
519,CA,Imperial,32.910698,-115.512276,46493,Valencia 2,2020,PV,fixed-tilt,0.0,0.0,,3.0,32.841599,-115.540049,9mvffm
520,CA,Sonoma,38.583694,-122.864525,32693,"Dissigno Healdsburg FPV, LLC",2020,PV,fixed-tilt,12.0,83.0,,3.0,38.412281,-122.720368,9qben2
521,CA,Fresno,36.647923,-120.246155,21515,Tranquillity ID,2018,PV,single-axis,180.0,0.0,,1.3,36.743848,-119.765291,9qd2ds
522,CA,San Luis Obispo,35.596046,-120.689529,30594,Firestone Walker Brewery-Phase 1,2020,PV,single-axis,180.0,,,1.6,35.341822,-120.665804,9q613c
523,CA,Riverside,33.798115,-117.017159,48657,EMWD-San Jacinto RWRF NEM,2021,PV,single-axis,180.0,52.0,,1.3,33.799274,-117.076969,9qh8k2
524,CA,Riverside,33.696133,-117.216705,49336,EMWD-Sun City RWRF,2021,PV,single-axis,0.0,0.0,,1.6,33.799274,-117.076969,9qh8k2
525,CA,El Dorado,38.69854,-120.830673,10325,El Dorado County,2021,PV,fixed-tilt,180.0,15.0,,1.5,38.741021,-120.761446,9qcggm
526,CA,San Diego,33.210674,-117.176834,12336,Vallecitos Water District,2021,PV,fixed-tilt,180.0,20.0,,1.4,32.884418,-117.112348,9mumuf
527,CA,Imperial,32.885201,-115.537155,54423,Valencia 3,2021,PV,single-axis,0.0,52.0,,3.0,32.841599,-115.540049,9mvffm
528,CA,Sonoma,38.539112,-122.815048,15838,Windsor Floating Solar,2020,PV,fixed-tilt,180.0,12.0,,1.5,38.412281,-122.720368,9qben2
529,CA,San Bernardino,33.947506,-117.639748,22786,CA Institute for Women,2020,PV,single-axis,180.0,52.0,,1.0,34.190969,-117.359766,9qh3ky
530,CA,Imperial,32.825455,-115.775314,171492,Centinela State Prison,2019,PV,single-axis,180.0,52.0,,6.0,32.841599,-115.540049,9mvffm
