Substation ID,Substation Name,Alias,Status,Owner,Map Owner,Map Part,Engineering ID,12kV T 32kV,110kV To 161kV,Highest_kV,Postal City,County,Zip Code,State,Comments,33kV To 92kV,220kV To 287kV,345kV To 500kV
"SS0529","San Bernard"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Arvin","Kern","93203","CA"," ","YES","",""
"SS0530","Santa Fe Energy","KING ELLIS","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Fellows","Kern","93224","CA"," ","","",""
"SS0531","Semitropic"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Wasco","Kern","93280","CA"," ","","",""
"SS0532","Shafter"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Shafter","Kern","93263","CA"," ","","",""
"SS0533","Badger Creek Cogen"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0534","Smyrna"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Wasco","Kern","93280","CA"," ","","",""
"SS0535","Stallion"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Tehachapi","Kern","93561","CA"," ","YES","",""
"SS0536","Stockdale"," ","Operational","PG&E","PG&E","L"," ","","YES","220kV to 287kV","Bakersfield","Kern","93313","CA"," ","","YES",""
"SS0537","Berry Petroleum","SUNSET","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Maricopa","Kern","93252","CA"," ","YES","",""
"SS0539","Taft"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Taft","Kern","93268","CA"," ","YES","",""
"SS0540","Tannehill Electric Co."," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Maricopa","Kern","93252","CA"," ","YES","",""
"SS0541","Tecuya"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Bakersfield","Kern","93313","CA"," ","YES","",""
"SS0542","Tejon"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Bakersfield","Kern","93307","CA"," ","YES","",""
"SS0543","Temblor"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Mc Kittrick","Kern","93251","CA"," ","YES","",""
"SS0544","Midset"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Fellows","Kern","93224","CA"," ","","",""
"SS0545","Tupman"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93314","CA"," ","","",""
"SS0546","Twisselman"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Lost Hills","Kern","93249","CA"," ","YES","",""
"SS0547","Rio Bravo Poso"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0549","Vedder"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","YES","",""
"SS0550","Wasco"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Wasco","Kern","93280","CA"," ","","",""
"SS0551","Weedpatch"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Bakersfield","Kern","93307","CA"," ","YES","",""
"SS0552","Wellfield"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Arvin","Kern","93203","CA"," ","YES","",""
"SS0553","West Park"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93301","CA"," ","","",""
"SS0554","Wheeler Ridge"," ","Operational","PG&E","PG&E","L"," ","","YES","220kV to 287kV","Bakersfield","Kern","93307","CA"," ","YES","YES",""
"SS0555","Witco"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0556","Getty Oil"," ","Operational","Other","Other","L"," ","","YES","110kV to 161kV","Mc Kittrick","Kern","93251","CA"," ","","",""
"SS0557","Kern Oil"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0558","Alamo"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Lancaster","Los Angeles","93536","CA"," ","YES","",""
"SS0560","Borel"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Bodfish","Kern","93205","CA"," ","YES","",""
"SS0561","Breeze"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Tehachapi","Kern","93561","CA"," ","YES","",""
"SS0562","Browning"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Mc Farland","Kern","93250","CA"," ","YES","",""
"SS0563","Cal Cement"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Mojave","Kern","93501","CA"," ","YES","",""
"SS0565","Corum"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Edwards","Kern","93523","CA"," ","YES","",""
"SS0566","Cummings"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Tehachapi","Kern","93561","CA"," ","YES","",""
"SS0567","Delano"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Delano","Kern","93215","CA"," ","YES","",""
"SS0569","Edmonston"," ","Operational","Other","Other","L"," ","","","220kV to 287kV","Rosamond","Kern","93560","CA"," ","YES","YES",""
"SS0570","Edwards"," ","Operational","SCE","SCE","L"," ","","YES","110kV to 161kV","Edwards","Kern","93523","CA"," ","YES","",""
"SS0572","Frazier Park"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Frazier Park","Kern","93225","CA"," ","YES","",""
"SS0573","Glennville"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Glennville","Kern","93226","CA"," ","YES","",""
"SS0574","Goldtown"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Mojave","Kern","93501","CA"," ","YES","",""
"SS0575","Great Lakes"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Rosamond","Kern","93560","CA"," ","YES","",""
"SS0576","Greenhorn"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Wofford Heights","Kern","93285","CA"," ","YES","",""
"SS0577","Havilah"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Caliente","Kern","93518","CA"," ","YES","",""
"SS0578","Holgate"," ","Operational","SCE","SCE","L"," ","","YES","110kV to 161kV","Edwards","Kern","93523","CA"," ","YES","",""
"SS0579","Inyokern"," ","Operational","SCE","SCE","L"," ","","YES","110kV to 161kV","Inyokern","Kern","93527","CA"," ","YES","",""
"SS0580","Isabella"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Lake Isabella","Kern","93240","CA","Check bing on imagery","YES","",""
"SS0583","Kernville"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Kernville","Kern","93238","CA"," ","YES","",""
"SS0584","Lakegen"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Lake Isabella","Kern","93240","CA"," ","YES","",""
"SS0585","Loraine"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Caliente","Kern","93518","CA"," ","YES","",""
"SS0587","Monolith"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Tehachapi","Kern","93561","CA"," ","YES","",""
"SS0591","Shiloh I"," ","Operational","Other","Other","M"," ","","","220kV to 287kV","Rio Vista","Solano","94571","CA"," ","","YES",""
"SS0592","Pandol"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Delano","Kern","93215","CA","Strange looking but check bing map on bird's eye","YES","",""
"SS0593","Pastoria"," ","Operational","SCE","SCE","L"," ","","","220kV to 287kV","Rosamond","Kern","93560","CA"," ","YES","YES",""
"SS0594","Quinn","ULTRAGEN","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Delano","Kern","93215","CA"," ","YES","",""
"SS0595","Randsburg"," ","Operational","SCE","SCE","L"," ","","YES","220kV to 287kV","Johannesburg","Kern","93528","CA"," ","YES","YES",""
"SS0596","Rocket Test"," ","Operational","SCE","SCE","L"," ","","YES","110kV to 161kV","Edwards","Kern","93524","CA"," ","YES","",""
"SS0597","Rosamond"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Rosamond","Kern","93560","CA"," ","YES","",""
"SS0598","Southbase"," ","Operational","SCE","SCE","L"," ","","YES","110kV to 161kV","Edwards","Kern","93524","CA"," ","","",""
"SS0602","Walker Basin"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Caliente","Kern","93518","CA"," ","YES","",""
"SS0603","Weldon"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Weldon","Kern","93283","CA"," ","YES","",""
"SS0604","Westpac"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Lebec","Kern","93243","CA"," ","YES","",""
"SS0606","Sycamore"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Bakersfield","Kern","93308","CA"," ","YES","",""
"SS0607","Boswell"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Corcoran","Kings","93212","CA"," ","YES","",""
"SS0610","Angiola"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Kettleman City","Kings","93239","CA"," ","YES","",""
"SS0611","Armstrong"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Hanford","Kings","93230","CA"," ","YES","",""
"SS0612","Avenal"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Avenal","Kings","93204","CA"," ","YES","",""
"SS0614","Corcoran"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Corcoran","Kings","93212","CA"," ","","",""
"SS0615","Guernsey"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Hanford","Kings","93230","CA"," ","YES","",""
"SS0616","Hanford"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Hanford","Kings","93230","CA"," ","YES","",""
"SS0617","Hardwick"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Hanford","Kings","93230","CA"," ","YES","",""
"SS0618","Henrietta"," ","Operational","PG&E","PG&E","L"," ","","","220kV to 287kV","Lemoore","Kings","93245","CA"," ","YES","YES",""
"SS0619","Jacobs Corner"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Lemoore","Kings","93245","CA"," ","YES","",""
"SS0620","Kettleman Hills"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Avenal","Kings","93204","CA"," ","YES","",""
"SS0621","Lemoore"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Lemoore","Kings","93245","CA"," ","YES","",""
"SS0622","Reserve Oil"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Hanford","Kings","93230","CA"," ","YES","",""
"SS0623","Tulare Lake"," ","Operational","PG&E","PG&E","L"," ","","","33kV to 92kV","Kettleman City","Kings","93239","CA"," ","YES","",""
"SS0638","Clear Lake"," ","Operational","PG&E","PG&E","M"," ","","","33kV to 92kV","Lakeport","Lake","95453","CA"," ","YES","",""
"SS0639","Eagle Rock"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Geyserville","Sonoma","95441","CA"," ","YES","",""
"SS0640","Hartley"," ","Operational","PG&E","PG&E","M"," ","","","33kV to 92kV","Lakeport","Lake","95453","CA"," ","YES","",""
"SS0641","Konocti"," ","Operational","PG&E","PG&E","M"," ","","","33kV to 92kV","Kelseyville","Lake","95451","CA"," ","YES","",""
"SS0642","Lower Lake"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Lower Lake","Lake","95457","CA"," ","","",""
"SS0643","Lucerne"," ","Operational","PG&E","PG&E","U"," ","","YES","110kV to 161kV","Nice","Lake","95464","CA"," ","","",""
"SS0644","Middletown"," ","Operational","PG&E","PG&E","M"," ","","","33kV to 92kV","Middletown","Lake","95461","CA"," ","YES","",""
"SS0645","Redbud"," ","Operational","PG&E","PG&E","M"," ","","YES","110kV to 161kV","Clearlake Oaks","Lake","95423","CA"," ","","",""
"SS0646","Upper Lake"," ","Operational","PG&E","PG&E","U"," ","","YES","110kV to 161kV","Lakeport","Lake","95453","CA"," ","YES","",""
"SS0647","Halls Flat"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Mcarthur","Lassen","96056","CA"," ","YES","",""
"SS0648","Janesville"," ","Operational","Other","Other","U"," ","","","33kV to 92kV","Janesville","Lassen","96114","CA"," ","YES","",""
"SS0649","Standish"," ","Operational","Other","Other","U"," ","","","33kV to 92kV","Susanville","Lassen","96130","CA"," ","YES","",""
"SS0650","Susan"," ","Operational","Other","Other","U"," ","","","33kV to 92kV","Susanville","Lassen","96130","CA"," ","YES","",""
"SS0652","Leavitt"," ","Operational","Other","Other","U"," ","","","33kV to 92kV","Susanville","Lassen","96130","CA"," ","YES","",""
"SS0653","Milford"," ","Operational","Other","Other","U"," ","","","33kV to 92kV","Milford","Lassen","96121","CA"," ","YES","",""
"SS0654","Madeline"," ","Operational","Other","Other","U"," ","","","345kV to 500kV","Termo","Lassen","96132","CA"," ","YES","","YES"
"SS0655","Bogard"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Mcarthur","Lassen","96056","CA"," ","YES","",""
"SS0656","Hamilton Branch"," ","Operational","PG&E","PG&E","U"," ","","","33kV to 92kV","Westwood","Plumas","96137","CA"," ","YES","",""
"SS0658","Westwood"," ","Operational","Other","Other","U"," ","","","33kV to 92kV","Susanville","Lassen","96130","CA","Co owner lmud","YES","",""
"SS0659","Airway"," ","Operational","Other","Other","L"," ","","","220kV to 287kV","Glendale","Los Angeles","91201","CA"," ","YES","YES",""
"SS0660","Gramercy"," ","Operational","LADWP","LADWP","L"," ","","YES","110kV to 161kV","Los Angeles","Los Angeles","90047","CA"," ","","",""
"SS0661","Halldale"," ","Operational","LADWP","LADWP","L"," ","","YES","110kV to 161kV","Torrance","Los Angeles","90501","CA"," ","YES","",""
"SS0662","Hyperion"," ","Operational","LADWP","LADWP","L"," ","","YES","220kV to 287kV","Los Angeles","Los Angeles","90045","CA"," ","YES","YES",""
"SS0663","San Fernando"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Mission Hills","Los Angeles","91345","CA"," ","YES","",""
"SS0665","Imperial"," IMPERIAL TERMINAL TOWER","Operational","LADWP","LADWP","L"," ","","YES","110kV to 161kV","Los Angeles","Los Angeles","90047","CA"," ","","",""
"SS0666","Kenter Canyon"," ","Operational","LADWP","LADWP","L"," ","","YES","220kV to 287kV","Los Angeles","Los Angeles","90049","CA"," ","","YES",""
"SS0667","Movie","LA BREA","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Culver City","Los Angeles","90230","CA"," ","YES","",""
"SS0668","Nichols Canyon"," ","Operational","LADWP","LADWP","L"," ","","YES","220kV to 287kV","Los Angeles","Los Angeles","90046","CA"," ","","YES",""
"SS0669","Olive"," ","Operational","LADWP","LADWP","L"," ","","","33kV to 92kV","Sylmar","Los Angeles","91342","CA","Switching station per ladmp binder tab # 15 drawing # tm 15-2-1 dated 01-10-83","YES","",""
"SS0670","Rinaldi"," ","Operational","LADWP","LADWP","L"," ","","","345kV to 500kV","Granada Hills","Los Angeles","91344","CA"," ","YES","YES","YES"
"SS0671","River"," ","Operational","LADWP","LADWP","L"," ","","","220kV to 287kV","Los Angeles","Los Angeles","90021","CA"," ","YES","YES",""
"SS0673","Sta. A (St. John)"," ","Operational","LADWP","LADWP","L"," ","","","220kV to 287kV","Los Angeles","Los Angeles","90012","CA"," ","YES","YES",""
"SS0674","Sta. B (Century)"," ","Operational","LADWP","LADWP","L"," ","","YES","220kV to 287kV","Los Angeles","Los Angeles","90002","CA"," ","","YES",""
"SS0675","Sta. C (Wilmington)"," ","Operational","LADWP","LADWP","L"," ","","YES","110kV to 161kV","Wilmington","Los Angeles","90744","CA"," ","YES","",""
"SS0676","Sta. D (Fairfax)"," ","Operational","LADWP","LADWP","L"," ","","YES","220kV to 287kV","Los Angeles","Los Angeles","90034","CA"," ","","YES",""
"SS0677","Sta. E (Toluca)"," ","Operational","LADWP","LADWP","L"," ","","","220kV to 287kV","North Hollywood","Los Angeles","91601","CA"," ","YES","YES",""
"SS0678","Sta. F (Velasco)"," ","Operational","LADWP","LADWP","L"," ","","","220kV to 287kV","Los Angeles","Los Angeles","90023","CA"," ","YES","YES",""
"SS0679","Sta. G (Atwater)"," ","Operational","LADWP","LADWP","L"," ","","","220kV to 287kV","Los Angeles","Los Angeles","90039","CA"," ","YES","YES",""
"SS0680","Sta. H (Hollywood)"," ","Operational","LADWP","LADWP","L"," ","","YES","220kV to 287kV","Los Angeles","Los Angeles","90046","CA"," ","","YES",""
"SS0681","Sta. J (Northridge)"," ","Operational","LADWP","LADWP","L"," ","","","220kV to 287kV","Northridge","Los Angeles","91324","CA"," ","","YES",""
"SS0682","Sta. K (Olympic)"," ","Operational","LADWP","LADWP","L"," ","","YES","220kV to 287kV","Los Angeles","Los Angeles","90025","CA"," ","YES","YES",""
"SS0683","Sta. L (Scattergood)"," ","Operational","LADWP","LADWP","L"," ","","","220kV to 287kV","Playa Del Rey","Los Angeles","90293","CA"," ","YES","YES",""
"SS0684","Sta. M (Valley)"," ","Operational","LADWP","LADWP","L"," ","","","345kV to 500kV","Sun Valley","Los Angeles","91352","CA"," ","YES","YES","YES"
"SS0686","Sta. P (Market)"," ","Operational","LADWP","LADWP","L"," ","","","220kV to 287kV","Los Angeles","Los Angeles","90013","CA"," ","","YES",""
"SS0687","Sta. Q (Harbor)"," ","Operational","LADWP","LADWP","L"," ","","YES","110kV to 161kV","Wilmington","Los Angeles","90744","CA"," ","YES","",""
"SS0688","Sta. S (Van Nuys)"," ","Operational","LADWP","LADWP","L"," ","","","220kV to 287kV","Van Nuys","Los Angeles","91401","CA"," ","","YES",""
"SS0689","Sta. T (Canoga)"," ","Operational","LADWP","LADWP","L"," ","","","220kV to 287kV","Canoga Park","Los Angeles","91303","CA"," ","","YES",""
"SS0690","Sta. U (Tarzana)"," ","Operational","LADWP","LADWP","L"," ","","","220kV to 287kV","Tarzana","Los Angeles","91356","CA"," ","","YES",""
"SS0691","Sylmar"," ","Operational","LADWP","LADWP","L"," ","","","345kV to 500kV","Granada Hills","Los Angeles","91344","CA","According to the sce data on 11/17/2008, this station is now owned by ladwp","YES","YES","YES"
"SS0693","Lincoln"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Burbank","Los Angeles","91504","CA"," ","YES","",""
"SS0695","Mcneil"," ","Operational","Other","Other","L"," ","","","33kV to 92kV","Burbank","Los Angeles","91502","CA"," ","YES","",""
"SS0696","Aerojet"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Azusa","Los Angeles","91702","CA"," ","YES","",""
"SS0698","Airchem"," ","Operational","SCE","SCE","L"," ","","","220kV to 287kV","Manhattan Beach","Los Angeles","90266","CA"," ","YES","YES",""
"SS0699","Bassett","AIRPAC","Operational","SCE","SCE","L"," ","","","33kV to 92kV","La Puente","Los Angeles","91744","CA"," ","YES","",""
"SS0701","Alhambra"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Alhambra","Los Angeles","91801","CA"," ","YES","",""
"SS0702","Alon"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Carson","Los Angeles","90745","CA"," ","YES","",""
"SS0703","Amador"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","El Monte","Los Angeles","91731","CA"," ","YES","",""
"SS0704","Amco"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Torrance","Los Angeles","90504","CA"," ","YES","",""
"SS0705","Anaverde"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Palmdale","Los Angeles","93551","CA"," ","YES","",""
"SS0706","Anita"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Arcadia","Los Angeles","91007","CA"," ","YES","",""
"SS0707","Antelope"," ","Operational","SCE","SCE","L"," ","","","345kV to 500kV","Lancaster","Los Angeles","93536","CA"," ","YES","YES","YES"
"SS0708","Appgen"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Newhall","Los Angeles","91321","CA"," ","YES","",""
"SS0708","Live Oak Cogen"," ","Operational","PG&E","PG&E","L"," ","","YES","110kV to 161kV","Bakersfield","Kern","93308","CA"," ","","",""
"SS0709","Arcadia"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Arcadia","Los Angeles","91006","CA"," ","YES","",""
"SS0710","Arcogen"," ","Operational","SCE","SCE","L"," ","","","220kV to 287kV","Carson","Los Angeles","90745","CA"," ","YES","YES",""
"SS0711","Arroyo"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","La Canada Flintridge","Los Angeles","91011","CA"," ","YES","",""
"SS0712","Astro"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90807","CA"," ","YES","",""
"SS0713","Belmont","ATRICH","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90804","CA"," ","YES","",""
"SS0714","Azusa"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Azusa","Los Angeles","91702","CA"," ","YES","",""
"SS0715","Bailey"," ","Operational","SCE","SCE","L"," ","","","220kV to 287kV","Lancaster","Los Angeles","93536","CA"," ","YES","YES",""
"SS0717","Bandini"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Bell","Los Angeles","90201","CA"," ","YES","",""
"SS0718","Industry"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","La Puente","Los Angeles","91746","CA"," ","YES","",""
"SS0719","Beejay"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Los Angeles","Los Angeles","90058","CA"," ","YES","",""
"SS0720","Beverly"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Beverly Hills","Los Angeles","90210","CA"," ","YES","",""
"SS0721","Boost"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90808","CA"," ","YES","",""
"SS0722","Bovine"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Cerritos","Los Angeles","90703","CA"," ","YES","",""
"SS0723","Bowl"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90806","CA"," ","YES","",""
"SS0724","Bradbury"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Monrovia","Los Angeles","91016","CA"," ","YES","",""
"SS0725","Downey","BRASS","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Downey","Los Angeles","90241","CA"," ","YES","",""
"SS0726","Brew"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Baldwin Park","Los Angeles","91706","CA"," ","YES","",""
"SS0727","Bridge"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Torrance","Los Angeles","90504","CA"," ","YES","",""
"SS0728","Artesia","BRIGEN","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Artesia","Los Angeles","90701","CA"," ","YES","",""
"SS0729","Brighton"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Gardena","Los Angeles","90249","CA"," ","YES","",""
"SS0730","Broadway"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90803","CA"," ","YES","",""
"SS0731","Bullis"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Compton","Los Angeles","90221","CA"," ","YES","",""
"SS0732","Calden"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Los Angeles","Los Angeles","90002","CA"," ","YES","",""
"SS0733","Cameron"," ","Operational","SCE","SCE","L"," ","","","220kV to 287kV","Long Beach","Los Angeles","90810","CA"," ","YES","YES",""
"SS0734","Carbogen"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90813","CA"," ","YES","",""
"SS0735","Carmenita"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Santa Fe Springs","Los Angeles","90670","CA"," ","YES","",""
"SS0736","Carson"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Compton","Los Angeles","90220","CA"," ","YES","",""
"SS0737","Center"," ","Operational","SCE","SCE","L"," ","","","220kV to 287kV","Norwalk","Los Angeles","90650","CA"," ","YES","YES",""
"SS0738","Certified"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90807","CA"," ","YES","",""
"SS0739","Dock","CHAMPLIN","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90802","CA"," ","YES","",""
"SS0740","Cherry"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90813","CA"," ","YES","",""
"SS0741","Chevgen"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","El Segundo","Los Angeles","90245","CA"," ","YES","",""
"SS0742","Citrus"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Glendora","Los Angeles","91740","CA"," ","YES","",""
"SS0743","Clark"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90815","CA"," ","YES","",""
"SS0746","College"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90840","CA"," ","YES","",""
"SS0747","Colorado"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Santa Monica","Los Angeles","90404","CA"," ","YES","",""
"SS0748","Commodore"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90802","CA"," ","YES","",""
"SS0749","Ybarra","CONTAINER","Operational","Other","Other","L"," ","","","33kV to 92kV","Los Angeles","Los Angeles","90058","CA"," ","YES","",""
"SS0751","Corners"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90805","CA"," ","YES","",""
"SS0752","Cornuta"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Bellflower","Los Angeles","90706","CA"," ","YES","",""
"SS0753","Cortez"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Covina","Los Angeles","91723","CA"," ","YES","",""
"SS0754","Cosmic"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Hawthorne","Los Angeles","90250","CA"," ","YES","",""
"SS0755","Crater"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Agoura Hills","Los Angeles","91301","CA"," ","YES","",""
"SS0756","Crest"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Rancho Palos Verdes","Los Angeles","90275","CA"," ","YES","",""
"SS0757","Cryco"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","La Puente","Los Angeles","91746","CA"," ","YES","",""
"SS0758","Cudahy"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Bell","Los Angeles","90201","CA"," ","YES","",""
"SS0759","Culver"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Culver City","Los Angeles","90232","CA"," ","YES","",""
"SS0760","Dalton"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Baldwin Park","Los Angeles","91706","CA"," ","YES","",""
"SS0761","Del Amo"," ","Operational","SCE","SCE","L"," ","","","220kV to 287kV","Cerritos","Los Angeles","90703","CA"," ","YES","YES",""
"SS0762","Del Sur"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Lancaster","Los Angeles","93536","CA"," ","YES","",""
"SS0763","Diamond Bar"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Diamond Bar","Los Angeles","91765","CA"," ","YES","",""
"SS0764","Dike"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Long Beach","Los Angeles","90802","CA"," ","YES","",""
"SS0765","Ditmar"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Redondo Beach","Los Angeles","90278","CA"," ","YES","",""
"SS0766","Domhill"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","Compton","Los Angeles","90220","CA"," ","YES","",""
"SS0767","Douglas"," ","Operational","SCE","SCE","L"," ","","","33kV to 92kV","El Segundo","Los Angeles","90245","CA"," ","YES","",""
