datetime,9mudw2,9mupsy,9mvgw4,9q5fm0,9q713t,9q92vz,9q9fy1,9q9m24,9q9wtp,9qbbed,9qc0p1,9qc63x,9qj152,9r1jcf
2018-01-02 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 11:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 12:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 17:00:00+00:00,0.0,0.0,0.0,19.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.09,0.0
2018-01-02 17:30:00+00:00,0.0,0.0,0.0,54.9,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.64,0.0
2018-01-02 18:00:00+00:00,0.0,8.44,230.46,91.83,11281.17,0.0,0.0,0.0,0.0,0.0,0.0,0.72,1436.64,0.0
2018-01-02 18:30:00+00:00,0.0,52.0,591.48,112.62,44398.39,0.0,0.0,0.0,0.0,0.0,0.0,0.62,2115.47,0.0
2018-01-02 19:00:00+00:00,28.06,246.11,999.07,129.97,121634.44,0.0,0.0,0.0,0.0,0.0,0.0,5.38,3955.15,0.0
2018-01-02 19:30:00+00:00,76.11,255.99,1240.99,111.57,119595.77,0.0,0.0,0.0,0.0,0.0,0.0,0.39,2283.44,0.0
2018-01-02 20:00:00+00:00,249.17,219.52,1959.25,95.11,113121.86,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1838.53,0.0
2018-01-02 20:30:00+00:00,239.89,159.68,1219.06,46.31,88316.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.69,0.0
2018-01-02 21:00:00+00:00,74.36,111.8,1062.79,0.0,41240.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.08,0.0
2018-01-02 21:30:00+00:00,0.0,37.47,207.42,0.0,7455.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.6,0.0
2018-01-02 22:00:00+00:00,0.0,14.8,8.46,0.0,56.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.62,0.0
2018-01-02 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 23:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 00:00:00+00:00,0.0,0.0,0.0,19.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 00:30:00+00:00,0.0,0.0,0.0,26.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 01:00:00+00:00,0.0,0.0,0.0,34.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 01:30:00+00:00,0.0,0.0,0.0,37.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 02:00:00+00:00,0.0,0.0,0.0,40.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 02:30:00+00:00,0.0,0.0,0.0,37.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 03:00:00+00:00,0.0,0.0,0.0,31.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 03:30:00+00:00,0.0,0.0,0.0,33.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 04:00:00+00:00,0.0,0.0,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 04:30:00+00:00,0.0,0.0,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 05:00:00+00:00,0.0,0.0,0.0,31.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 05:30:00+00:00,0.0,0.0,0.0,25.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 06:00:00+00:00,0.0,0.0,0.0,20.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 06:30:00+00:00,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 07:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 08:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 09:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 10:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 11:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 12:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 14:30:00+00:00,0.0,0.0,0.0,11.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 15:00:00+00:00,0.0,0.0,0.0,21.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 15:30:00+00:00,0.0,0.0,0.0,21.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 16:00:00+00:00,0.0,0.0,0.0,19.91,1800.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 16:30:00+00:00,0.0,0.0,0.0,0.0,5220.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 17:00:00+00:00,0.0,0.0,0.0,0.0,49953.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 17:30:00+00:00,0.0,0.0,0.0,0.0,97353.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 18:00:00+00:00,0.0,0.0,0.0,0.0,139990.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 18:30:00+00:00,0.0,0.0,0.0,0.0,101508.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 19:00:00+00:00,0.0,0.0,0.0,0.0,60678.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 19:30:00+00:00,0.0,0.0,0.0,0.0,23444.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 20:00:00+00:00,0.0,0.0,0.0,0.0,1954.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 20:30:00+00:00,0.0,0.0,0.0,0.0,136.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 22:00:00+00:00,0.0,0.0,0.0,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 22:30:00+00:00,0.0,0.0,0.0,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 23:00:00+00:00,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 23:30:00+00:00,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 01:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 02:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 04:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 05:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 06:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 07:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 08:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 09:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 10:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 11:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 12:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.01,20.27,0.0,0.0,0.0,0.0,0.0
2018-01-04 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,19.91,0.0,0.0,0.0,0.0,0.0
2018-01-04 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,19.58,0.0,0.0,0.0,0.0,0.0
2018-01-04 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.89,26.69,0.0,0.0,0.0,0.0,0.0
2018-01-04 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.4,48.67,0.0,0.0,0.0,0.0,0.0
2018-01-04 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0,83.69,0.0,757.32,70.38,0.0,105.63,0.0,0.0,0.0
2018-01-04 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,195.86,0.0,3845.08,97.92,0.0,241.72,0.0,0.0,0.0
2018-01-04 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0,192.92,0.0,7172.49,80.71,0.0,541.05,2138.23,0.0,0.0
2018-01-04 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,190.87,0.0,9100.65,56.53,0.0,717.64,6819.75,0.0,0.0
2018-01-04 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0,110.56,0.0,4080.02,41.75,0.0,691.98,6776.01,0.0,0.0
2018-01-04 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,76.06,0.0,1647.16,35.89,0.0,668.23,6754.11,0.0,0.0
2018-01-04 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459.23,25.46,0.0,491.62,5701.66,0.0,0.0
