,Year,Month,State,bus_id,bus_name,geohash,lat,lon,Capacity [MW],Generation [MWh]
0,2018,1,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,7.618152731200404,1100.3286990670974
1,2018,2,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,7.943511066783969,1123.8039297927753
2,2018,3,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,8.175724292919172,1438.3612000557473
3,2018,4,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,8.29381202581814,1528.8043218731216
4,2018,5,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,7.9401983746069345,1553.1676788759873
5,2018,6,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,8.061793663928642,1516.203490379171
6,2018,7,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,8.176568704650574,1480.8066599653316
7,2018,8,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,8.3448664581936,1424.309279478759
8,2018,9,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,8.407158062071549,1379.36611462244
9,2018,10,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,8.532455772061706,1317.7597833418984
10,2018,11,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,8.668406060817224,1234.1238542198373
11,2018,12,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,8.807993815492626,1169.7381742027644
12,2019,1,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,8.941280959556805,1257.2899003423254
13,2019,2,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,9.115554549968204,1269.6805382699056
14,2019,3,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,9.299311533670721,1627.0305165283135
15,2019,4,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,9.443381165997401,1730.2509518915008
16,2019,5,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,9.625644190482825,1863.6694344572875
17,2019,6,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,9.791473663580218,1831.8017903974633
18,2019,7,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,9.968605262928667,1796.0474490474985
19,2019,8,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,10.17470668013902,1764.9572483733
20,2019,9,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,10.419261308502389,1706.6209989547308
21,2019,10,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,10.597756957570795,1686.1102379990066
22,2019,11,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,10.773914235690702,1516.5283290767659
23,2019,12,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,10.938834342308127,1477.7297535256046
24,2020,1,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,11.208916186859227,1606.9789206902256
25,2020,2,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,11.148248451695512,1620.595774361297
26,2020,3,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,11.319858897415571,1959.2641173836919
27,2020,4,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,11.491924026375615,2123.8535393761485
28,2020,5,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,11.648075241936183,2267.3778116338417
29,2020,6,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,11.802082950793967,2215.9113712882067
30,2020,7,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,12.021110362969607,2155.137629974826
31,2020,8,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,12.221430807557292,2093.664585838349
32,2020,9,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,12.374464195186533,2017.0258420511655
33,2020,10,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,12.58849009172234,1987.6228409710545
34,2020,11,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,12.857272841302056,1829.7388275829026
35,2020,12,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,13.415428995757948,1844.5801432192536
36,2021,1,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,13.855822191057722,1996.1449689380936
37,2021,2,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,14.117849646786231,1991.1589125284179
38,2021,3,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,14.397155065634172,2523.734587902755
39,2021,4,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,14.592928677822007,2685.741344137348
40,2021,5,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,14.886719005600897,2875.5660756774646
41,2021,6,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,15.312627291969719,2828.7946944679143
42,2021,7,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,15.552180404693255,2778.101410494499
43,2021,8,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,15.907158105624413,2617.075470963302
44,2021,9,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,16.17145897755285,2498.9242772749835
45,2021,10,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,16.440241727132562,2469.050679041488
46,2021,11,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,16.76150791355626,2421.438653475954
47,2021,12,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,17.037175866484322,2355.3018583922017
48,2022,1,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,17.372082550107574,2589.8639131904215
49,2022,2,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,17.637097924270268,2545.3337306255057
50,2022,3,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,17.92146981350661,3176.205037281255
51,2022,4,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,18.206036566988665,3428.5541705181913
52,2022,5,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,18.373944592040274,3640.8213522817346
53,2022,6,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,18.799982787906238,3530.9002500108877
54,2022,7,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,19.040315357612602,3458.614383744327
55,2022,8,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,19.341510526728392,3359.4203633354523
56,2022,9,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,19.60581139865683,3265.5413301830085
57,2022,10,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,19.943511136468555,3192.206574636551
58,2022,11,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,20.256463115075388,2992.8551249880225
59,2022,12,NM,1002,FOURCORN,9wdb95,36.670897,-108.581419,20.35675324686637,2859.413648441242
60,2018,1,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,75.34925493816944,10883.077641937347
61,2018,2,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,78.5672933576068,11115.265313554522
62,2018,3,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,80.86405665357177,14226.473080842834
63,2018,4,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,82.03203306533801,15121.02351631926
64,2018,5,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,78.53452834275527,15361.995424173003
65,2018,6,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,79.73719712318784,14996.39182433676
66,2018,7,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,80.87240852010255,14646.290573684193
67,2018,8,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,82.53699976481451,14087.489027452824
68,2018,9,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,83.15311053427756,13642.967355864683
69,2018,10,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,84.39239903719125,13033.634447316997
70,2018,11,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,85.73704954864711,12206.412262652833
71,2018,12,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,87.11767733131248,11569.589506644714
72,2019,1,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,88.43598734063279,12435.541866217201
73,2019,2,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,90.15968410233181,12558.094585884804
74,2019,3,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,91.97717874968423,16092.554390512441
75,2019,4,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,93.4021356700899,17113.482058076297
76,2019,5,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,95.20485393819557,18433.091103867784
77,2019,6,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,96.84503203458678,18117.896158154985
78,2019,7,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,98.59699665223614,17764.258855703538
79,2019,8,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,100.63549453701849,17456.7534092605
80,2019,9,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,103.05432357458717,16879.764067530174
81,2019,10,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,104.81977966894013,16676.897229497485
82,2019,11,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,106.5621075175155,14999.604723146025
83,2019,12,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,108.19329129610435,14615.857656948569
84,2020,1,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,110.86460368341129,15894.229040518683
85,2020,2,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,110.2645541957382,16028.909955291529
86,2020,3,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,111.96191045530168,19378.594349694693
87,2020,4,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,113.66376387376636,21006.507408859816
88,2020,5,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,115.20821673068937,22426.07030838915
89,2020,6,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,116.73146869564964,21917.02854049691
90,2020,7,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,118.8978143834801,21315.93057234857
91,2020,8,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,120.87913410509016,20707.915973810206
92,2020,9,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,122.39274930097643,19949.90120992773
93,2020,10,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,124.50962624089381,19659.083435264467
94,2020,11,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,127.1680896027688,18097.49190576901
95,2020,12,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,132.6886733796155,18244.28366946276
96,2021,1,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,137.04449300105398,19743.37368454947
97,2021,2,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,139.6361414306827,19694.057840039022
98,2021,3,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,142.39868189855665,24961.631457104777
99,2021,4,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,144.33503003115482,26564.00001125987
100,2021,5,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,147.24083713259526,28441.50924414867
101,2021,6,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,151.45339012046722,27978.905139070117
102,2021,7,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,153.82275041012284,27477.51046866371
103,2021,8,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,157.33374660940913,25884.84292870976
104,2021,9,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,159.94788083354382,24716.238842051163
105,2021,10,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,162.6063441954188,24420.766507925167
106,2021,11,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,165.78390818474543,23949.847798489587
107,2021,12,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,168.5104713814099,23295.70519865044
108,2022,1,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,171.82295013777224,25615.70017504769
109,2022,2,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,174.4441513258945,25175.26320864437
110,2022,3,NM,1003,FOURCORN,9wdb95,36.670897,-108.581419,177.2568029929531,31415.05448031265
