Unnamed: 0,state,county,name,year,model,capacity[MW],hub_height[m],rotor_diameter[m],longitude_gen,latitude_gen,latitude_county,longitude_county,geohash,elevation[m],gentype,cut_in_wind_speed[m/s],rated_wind_speed[m/s],cut_out_wind_speed[m/s],max_rotor_speed[rd/min],drivetrain_design,min_measured_date,max_measured_date
9379,CA,Imperial,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.07489,32.731094,32.841599,-115.540049,9mvffm,316.3913879,SWT-2.3-108,3.0,11.5,25.0,16.0,3 Stage Planetary,1/1/2018,12/30/2022
9380,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.056389,32.766495,32.841599,-115.540049,9mvffm,209.4371185,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9381,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.071686,32.747795,32.841599,-115.540049,9mvffm,285.8117981,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9382,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.056389,32.738495,32.841599,-115.540049,9mvffm,257.7023621,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9383,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.065186,32.752495,32.841599,-115.540049,9mvffm,260.3967285,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9384,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.083389,32.731297,32.841599,-115.540049,9mvffm,342.6044312,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9385,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.051788,32.762794,32.841599,-115.540049,9mvffm,197.1794739,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9386,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.021385,32.765095,32.841599,-115.540049,9mvffm,138.9405518,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9387,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.029488,32.734997,32.841599,-115.540049,9mvffm,203.9795074,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9388,CA,Imperial,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.002792,32.71833,32.841599,-115.540049,9mvffm,181.6678467,SWT-2.3-108,3.0,11.5,25.0,16.0,3 Stage Planetary,1/1/2018,12/30/2022
9389,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-115.978889,32.766693,32.841599,-115.540049,9mvffm,105.0574875,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9390,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.069389,32.746696,32.841599,-115.540049,9mvffm,281.5117188,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9391,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-115.981789,32.760296,32.841599,-115.540049,9mvffm,99.82740784,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9392,CA,Imperial,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.077896,32.735096,32.841599,-115.540049,9mvffm,325.6869202,SWT-2.3-108,3.0,11.5,25.0,16.0,3 Stage Planetary,1/1/2018,12/30/2022
9393,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.023689,32.735596,32.841599,-115.540049,9mvffm,187.8136749,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9394,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-115.971886,32.761295,32.841599,-115.540049,9mvffm,99.81632996,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9395,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.061188,32.742596,32.841599,-115.540049,9mvffm,258.6624756,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9396,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.07019,32.742695,32.841599,-115.540049,9mvffm,288.5577087,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9397,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.079414,32.757053,32.841599,-115.540049,9mvffm,282.5564575,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9398,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.061989,32.749596,32.841599,-115.540049,9mvffm,249.8681946,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9399,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.047089,32.756996,32.841599,-115.540049,9mvffm,192.9315643,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9400,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.038086,32.761696,32.841599,-115.540049,9mvffm,167.2542114,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9401,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.060684,32.748295,32.841599,-115.540049,9mvffm,247.5742035,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9402,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.071487,32.727997,32.841599,-115.540049,9mvffm,322.3434143,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9403,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.05629,32.758396,32.841599,-115.540049,9mvffm,220.7074432,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9404,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.038986,32.763893,32.841599,-115.540049,9mvffm,164.1347351,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9405,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.065186,32.763794,32.841599,-115.540049,9mvffm,229.9287872,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9406,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.000587,32.765095,32.841599,-115.540049,9mvffm,114.3785934,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9407,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.084785,32.741493,32.841599,-115.540049,9mvffm,335.169281,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9408,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.063889,32.762196,32.841599,-115.540049,9mvffm,233.9225311,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9409,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.079887,32.736095,32.841599,-115.540049,9mvffm,335.2757874,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9410,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.083488,32.739197,32.841599,-115.540049,9mvffm,336.3356323,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9411,CA,Imperial,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.051285,32.744293,32.841599,-115.540049,9mvffm,227.7406616,SWT-2.3-108,3.0,11.5,25.0,16.0,3 Stage Planetary,1/1/2018,12/30/2022
9412,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-115.970688,32.765293,32.841599,-115.540049,9mvffm,94.73446655,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9413,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.100784,32.737797,32.841599,-115.540049,9mvffm,398.7868652,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9414,CA,Imperial,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-115.986389,32.709595,32.841599,-115.540049,9mvffm,164.0314484,SWT-2.3-108,3.0,11.5,25.0,16.0,3 Stage Planetary,1/1/2018,12/30/2022
9415,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.067085,32.731396,32.841599,-115.540049,9mvffm,302.4814758,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9416,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.024185,32.760494,32.841599,-115.540049,9mvffm,142.4383698,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9417,CA,Imperial,Ocotillo Wind I,2013.0,SWT-2.3-108,2.3,80.0,108.0,-116.076889,32.732895,32.841599,-115.540049,9mvffm,322.592804,SWT-2.3-108,3.0,11.5,25.0,16.0,3 Stage Planetary,1/1/2018,12/30/2022
9418,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-115.98999,32.765594,32.841599,-115.540049,9mvffm,108.2529831,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9419,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.031792,32.736496,32.841599,-115.540049,9mvffm,205.9544678,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9420,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-115.996086,32.761993,32.841599,-115.540049,9mvffm,109.4078445,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9421,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.011688,32.760296,32.841599,-115.540049,9mvffm,124.0569916,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9422,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.073189,32.729595,32.841599,-115.540049,9mvffm,317.1004944,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9423,CA,Imperial,Ocotillo Wind I,2012.0,GE1.5-77,1.5,80.0,77.0,-116.053391,32.749096,32.841599,-115.540049,9mvffm,221.35495,SWT-2.37-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9424,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.467987,45.691944,45.739056,-119.617276,c245ue,301.2594299,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9425,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.562103,45.64843,45.739056,-119.617276,c245ue,296.0210876,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9426,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.458366,45.683025,45.739056,-119.617276,c245ue,310.0643311,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9427,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.559341,45.646511,45.739056,-119.617276,c245ue,296.406311,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9428,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.564926,45.650394,45.739056,-119.617276,c245ue,297.1287842,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9429,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.546295,45.637371,45.739056,-119.617276,c245ue,305.6995239,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9430,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.470375,45.694157,45.739056,-119.617276,c245ue,311.9420471,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9431,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.465584,45.68972,45.739056,-119.617276,c245ue,303.8505859,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9432,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.448723,45.67408,45.739056,-119.617276,c245ue,315.9758606,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9433,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.46315,45.687458,45.739056,-119.617276,c245ue,306.5686646,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9434,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.453529,45.678535,45.739056,-119.617276,c245ue,312.3468018,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9435,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.543846,45.635738,45.739056,-119.617276,c245ue,305.58078,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9436,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.451103,45.676296,45.739056,-119.617276,c245ue,314.4894714,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9437,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.541389,45.63398,45.739056,-119.617276,c245ue,310.5985413,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9438,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.548569,45.639046,45.739056,-119.617276,c245ue,309.2463684,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9439,OR,Morrow,Orchard Wind,2020.0,GE1.5-77,1.5,80.0,77.0,-119.556831,45.644753,45.739056,-119.617276,c245ue,297.5915833,GE 2.5-127,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9440,ID,Twin Falls,Oregon Trail,2011.0,GE1.5-82.5,1.5,80.0,82.5,-114.990288,42.844593,42.56026,-114.499626,9rwgcr,1035.198486,GE1.5-82.5,3.5,12.0,20.0,16.8,3 Stage Planetary,1/1/2018,12/30/2022
9441,ID,Twin Falls,Oregon Trail,2011.0,GE1.5-82.5,1.5,80.0,82.5,-114.990288,42.833595,42.56026,-114.499626,9rwgcr,1034.114746,GE1.5-82.5,3.5,12.0,20.0,16.8,3 Stage Planetary,1/1/2018,12/30/2022
9442,ID,Twin Falls,Oregon Trail,2011.0,GE1.5-82.5,1.5,80.0,82.5,-114.990288,42.846992,42.56026,-114.499626,9rwgcr,1032.800171,GE1.5-82.5,3.5,12.0,20.0,16.8,3 Stage Planetary,1/1/2018,12/30/2022
9443,ID,Twin Falls,Oregon Trail,2011.0,GE1.5-82.5,1.5,80.0,82.5,-114.990288,42.830692,42.56026,-114.499626,9rwgcr,1035.757568,GE1.5-82.5,3.5,12.0,20.0,16.8,3 Stage Planetary,1/1/2018,12/30/2022
9444,ID,Twin Falls,Oregon Trail,2011.0,GE1.5-82.5,1.5,80.0,82.5,-114.990288,42.839294,42.56026,-114.499626,9rwgcr,1033.592285,GE1.5-82.5,3.5,12.0,20.0,16.8,3 Stage Planetary,1/1/2018,12/30/2022
9445,ID,Twin Falls,Oregon Trail,2011.0,GE1.5-82.5,1.5,80.0,82.5,-114.990288,42.842194,42.56026,-114.499626,9rwgcr,1031.473022,GE1.5-82.5,3.5,12.0,20.0,16.8,3 Stage Planetary,1/1/2018,12/30/2022
9446,ID,Twin Falls,Oregon Trail,2011.0,GE1.5-82.5,1.5,80.0,82.5,-114.990288,42.849396,42.56026,-114.499626,9rwgcr,1033.005249,GE1.5-82.5,3.5,12.0,20.0,16.8,3 Stage Planetary,1/1/2018,12/30/2022
9447,ID,Twin Falls,Oregon Trail,2011.0,GE1.5-82.5,1.5,80.0,82.5,-114.990387,42.836395,42.56026,-114.499626,9rwgcr,1033.872192,GE1.5-82.5,3.5,12.0,20.0,16.8,3 Stage Planetary,1/1/2018,12/30/2022
9448,ID,Twin Falls,Oregon Trail,2011.0,GE1.5-82.5,1.5,80.0,82.5,-114.990288,42.827793,42.56026,-114.499626,9rwgcr,1038.119995,GE1.5-82.5,3.5,12.0,20.0,16.8,3 Stage Planetary,1/1/2018,12/30/2022
9449,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.769318,33.046406,33.365668,-104.514733,9w1zzg,1330.469116,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9450,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.790367,33.078358,33.365668,-104.514733,9w1zzg,1340.067139,SG-2.415-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9451,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.796173,33.012836,33.365668,-104.514733,9w1zzg,1337.798584,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9452,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.829948,33.076599,33.365668,-104.514733,9w1zzg,1352.16394,SG-2.415-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9453,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.768837,33.026413,33.365668,-104.514733,9w1zzg,1329.41748,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9454,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.774162,33.029354,33.365668,-104.514733,9w1zzg,1333.802124,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9455,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.78656,33.072613,33.365668,-104.514733,9w1zzg,1337.870361,SG-2.415-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9456,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.780838,33.050171,33.365668,-104.514733,9w1zzg,1337.024658,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9457,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.780403,33.0116,33.365668,-104.514733,9w1zzg,1331.897705,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9458,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.810944,33.085686,33.365668,-104.514733,9w1zzg,1346.741333,SG-2.415-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9459,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.821434,32.968224,33.365668,-104.514733,9w1zzg,1341.400635,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9460,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.788696,33.012108,33.365668,-104.514733,9w1zzg,1334.215454,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9461,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.773804,33.010967,33.365668,-104.514733,9w1zzg,1330.313477,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9462,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.785553,33.115265,33.365668,-104.514733,9we1bp,1340.507935,SG-2.415-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9463,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.776009,33.098755,33.365668,-104.514733,9w1zzg,1338.430786,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9464,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.788338,33.10062,33.365668,-104.514733,9w1zzg,1341.097412,SG-2.415-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9465,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.776558,33.036659,33.365668,-104.514733,9w1zzg,1335.835815,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9466,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.82473,33.074505,33.365668,-104.514733,9w1zzg,1351.231812,SG-2.415-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9467,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.795486,33.083706,33.365668,-104.514733,9w1zzg,1342.515259,SG-2.415-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9468,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.775208,33.048252,33.365668,-104.514733,9w1zzg,1333.912231,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9469,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.821198,32.986938,33.365668,-104.514733,9w1zzg,1341.665649,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9470,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.769211,33.098675,33.365668,-104.514733,9w1zzg,1335.245361,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9471,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.833038,32.990608,33.365668,-104.514733,9w1zzg,1346.247925,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9472,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.793266,33.115746,33.365668,-104.514733,9we1bp,1342.734009,SG-2.415-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9473,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.827209,32.988892,33.365668,-104.514733,9w1zzg,1341.669922,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9474,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.816193,33.087906,33.365668,-104.514733,9w1zzg,1349.138306,SG-2.415-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9475,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.833115,32.972149,33.365668,-104.514733,9w1zzg,1344.520264,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9476,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.805939,33.083225,33.365668,-104.514733,9w1zzg,1342.598267,SG-2.415-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9477,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.77771,33.114841,33.365668,-104.514733,9we1bp,1339.11438,SG-2.415-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9478,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.781624,33.09985,33.365668,-104.514733,9w1zzg,1339.628784,SG-2.415-108,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9479,NM,Chaves,Oso Grande,2020.0,GE1.5-77,1.5,80.0,77.0,-103.82756,32.969509,33.365668,-104.514733,9w1zzg,1343.283691,SG-4.5-145,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2020,12/30/2022
9480,OR,Sherman,PaTu Wind Farm,2010.0,GE1.5-77,1.5,80.0,77.0,-120.617287,45.608295,45.518367,-120.72146,c245ue,479.8596497,GE1.5-77,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9481,OR,Sherman,PaTu Wind Farm,2010.0,GE1.5-77,1.5,80.0,77.0,-120.617287,45.606396,45.518367,-120.72146,c245ue,475.7900085,GE1.5-77,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9482,OR,Sherman,PaTu Wind Farm,2010.0,GE1.5-77,1.5,80.0,77.0,-120.617287,45.612095,45.518367,-120.72146,c245ue,482.7037964,GE1.5-77,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9483,OR,Sherman,PaTu Wind Farm,2010.0,GE1.5-77,1.5,80.0,77.0,-120.617287,45.610195,45.518367,-120.72146,c245ue,476.4183655,GE1.5-77,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9484,OR,Sherman,PaTu Wind Farm,2010.0,GE1.5-77,1.5,80.0,77.0,-120.617287,45.602592,45.518367,-120.72146,c245ue,481.9979858,GE1.5-77,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
9485,OR,Sherman,PaTu Wind Farm,2010.0,GE1.5-77,1.5,80.0,77.0,-120.617287,45.604492,45.518367,-120.72146,c245ue,477.910614,GE1.5-77,3.5,12.0,25.0,20.4,3 Stage Planetary,1/1/2018,12/30/2022
