Q,objective,stress objective,stress total load shedding,stress total dispatched generation cost,stress total battery throughput,stress total curtailed non-dispatched generation,normal objective,normal total load shedding,normal total dispatched generation cost,normal total battery throughput,normal total curtailed non-dispatched generation
1,1.2461476100378517,9.41163773263885,55.174697865039704,251.75184202439823,3.003417480215042,3.4460398537748753e-09,1.1096770230305928,102.06588299381902,7512.438629326573,722.0941228634681,2558.9468550539636
2,1.0374504203053312,9.330722570569597,54.57934784224341,252.00000000026998,3.7093316883542062,2.3090026162896953e-09,0.8988442005237558,31.139965988763308,7107.708551289635,1393.376064777972,2295.477336115844
4,0.8761554762246617,9.060316209538462,52.631448093132846,251.99999999650316,5.657231437826898,3.073322062967841e-09,0.7393728455843197,2.6129109489230626,6292.078205433839,2610.001314219707,1856.3030986296408
8,0.7492587713829995,8.519630519129576,48.7365636801205,251.9999999936872,9.552115856170941,4.007558780288603e-09,0.619391834094756,3.661300392658379e-07,5294.260379137944,4241.965609987185,1280.8348772181805
16,0.6548415091842409,7.438695295578098,40.94993675733454,251.99999998872107,17.338742783422482,5.102480601667734e-09,0.5414623372667948,4.5998652331818556e-07,4614.890382760511,5034.910593046283,849.75182643264
32,0.5569237352581491,5.278296225173751,25.38728212309578,251.9999999890045,32.901397410003554,4.414263073602623e-09,0.47801500283616144,3.5296165765976877e-07,4062.646177686112,5593.1079691021705,506.9568122515801
