timestamp,S,Pd,Qd,Gs,Bs,Vm,Va
2020-01-01 17:00:00 PST,+22.341+0.2j,+22.341,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-01 18:00:00 PST,+22.919+0.2j,+22.919,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-01 19:00:00 PST,+22.921+0.2j,+22.921,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-01 20:00:00 PST,+22.564+0.2j,+22.564,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-01 21:00:00 PST,+22.106+0.2j,+22.106,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-01 22:00:00 PST,+21.478+0.2j,+21.478,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-01 23:00:00 PST,+20.578+0.2j,+20.578,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 00:00:00 PST,+19.684+0.2j,+19.684,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 01:00:00 PST,+19.143+0.2j,+19.143,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 02:00:00 PST,+18.85+0.2j,+18.85,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 03:00:00 PST,+18.786+0.2j,+18.786,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 04:00:00 PST,+18.947+0.2j,+18.947,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 05:00:00 PST,+19.534+0.2j,+19.534,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 06:00:00 PST,+20.5+0.2j,+20.5,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 07:00:00 PST,+21.744+0.2j,+21.744,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 08:00:00 PST,+22.581+0.2j,+22.581,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 09:00:00 PST,+22.937+0.2j,+22.937,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 10:00:00 PST,+23.207+0.2j,+23.207,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 11:00:00 PST,+23.395+0.2j,+23.395,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 12:00:00 PST,+23.423+0.2j,+23.423,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 13:00:00 PST,+23.36+0.2j,+23.36,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 14:00:00 PST,+23.372+0.2j,+23.372,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 15:00:00 PST,+23.211+0.2j,+23.211,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 16:00:00 PST,+23.363+0.2j,+23.363,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 17:00:00 PST,+23.854+0.2j,+23.854,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 18:00:00 PST,+24.467+0.2j,+24.467,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 19:00:00 PST,+24.331+0.2j,+24.331,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 20:00:00 PST,+23.837+0.2j,+23.837,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 21:00:00 PST,+23.267+0.2j,+23.267,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 22:00:00 PST,+22.418+0.2j,+22.418,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-02 23:00:00 PST,+21.229+0.2j,+21.229,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 00:00:00 PST,+20.175+0.2j,+20.175,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 01:00:00 PST,+19.471+0.2j,+19.471,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 02:00:00 PST,+19.062+0.2j,+19.062,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 03:00:00 PST,+18.905+0.2j,+18.905,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 04:00:00 PST,+18.838+0.2j,+18.838,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 05:00:00 PST,+19.286+0.2j,+19.286,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 06:00:00 PST,+20.338+0.2j,+20.338,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 07:00:00 PST,+21.439+0.2j,+21.439,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 08:00:00 PST,+22.157+0.2j,+22.157,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 09:00:00 PST,+22.419+0.2j,+22.419,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 10:00:00 PST,+22.518+0.2j,+22.518,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 11:00:00 PST,+22.19+0.2j,+22.19,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 12:00:00 PST,+21.727+0.2j,+21.727,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 13:00:00 PST,+21.61+0.2j,+21.61,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 14:00:00 PST,+21.514+0.2j,+21.514,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 15:00:00 PST,+21.58+0.2j,+21.58,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 16:00:00 PST,+21.879+0.2j,+21.879,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 17:00:00 PST,+22.544+0.2j,+22.544,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 18:00:00 PST,+23.279+0.2j,+23.279,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 19:00:00 PST,+23.143+0.2j,+23.143,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 20:00:00 PST,+22.662+0.2j,+22.662,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 21:00:00 PST,+22.16+0.2j,+22.16,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 22:00:00 PST,+21.488+0.2j,+21.488,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-03 23:00:00 PST,+20.661+0.2j,+20.661,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 00:00:00 PST,+19.916+0.2j,+19.916,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 01:00:00 PST,+19.309+0.2j,+19.309,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 02:00:00 PST,+18.988+0.2j,+18.988,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 03:00:00 PST,+18.844+0.2j,+18.844,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 04:00:00 PST,+18.977+0.2j,+18.977,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 05:00:00 PST,+19.347+0.2j,+19.347,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 06:00:00 PST,+20.047+0.2j,+20.047,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 07:00:00 PST,+20.946+0.2j,+20.946,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 08:00:00 PST,+21.854+0.2j,+21.854,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 09:00:00 PST,+22.683+0.2j,+22.683,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 10:00:00 PST,+23.084+0.2j,+23.084,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 11:00:00 PST,+23.157+0.2j,+23.157,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 12:00:00 PST,+22.997+0.2j,+22.997,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 13:00:00 PST,+23.011+0.2j,+23.011,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 14:00:00 PST,+23.03+0.2j,+23.03,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 15:00:00 PST,+22.946+0.2j,+22.946,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 16:00:00 PST,+22.97+0.2j,+22.97,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 17:00:00 PST,+23.434+0.2j,+23.434,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 18:00:00 PST,+24.156+0.2j,+24.156,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 19:00:00 PST,+24.03+0.2j,+24.03,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 20:00:00 PST,+23.614+0.2j,+23.614,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 21:00:00 PST,+23.138+0.2j,+23.138,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 22:00:00 PST,+22.514+0.2j,+22.514,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-04 23:00:00 PST,+21.606+0.2j,+21.606,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 00:00:00 PST,+20.712+0.2j,+20.712,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 01:00:00 PST,+20.066+0.2j,+20.066,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 02:00:00 PST,+19.676+0.2j,+19.676,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 03:00:00 PST,+19.59+0.2j,+19.59,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 04:00:00 PST,+19.617+0.2j,+19.617,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 05:00:00 PST,+19.875+0.2j,+19.875,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 06:00:00 PST,+20.439+0.2j,+20.439,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 07:00:00 PST,+21.267+0.2j,+21.267,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 08:00:00 PST,+22.037+0.2j,+22.037,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 09:00:00 PST,+22.845+0.2j,+22.845,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 10:00:00 PST,+23.313+0.2j,+23.313,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 11:00:00 PST,+23.765+0.2j,+23.765,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 12:00:00 PST,+23.636+0.2j,+23.636,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 13:00:00 PST,+23.555+0.2j,+23.555,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 14:00:00 PST,+23.398+0.2j,+23.398,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 15:00:00 PST,+23.04+0.2j,+23.04,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 16:00:00 PST,+23.226+0.2j,+23.226,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 17:00:00 PST,+23.839+0.2j,+23.839,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 18:00:00 PST,+24.664+0.2j,+24.664,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 19:00:00 PST,+24.494+0.2j,+24.494,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 20:00:00 PST,+24.125+0.2j,+24.125,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 21:00:00 PST,+23.696+0.2j,+23.696,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 22:00:00 PST,+22.757+0.2j,+22.757,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-05 23:00:00 PST,+21.619+0.2j,+21.619,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 00:00:00 PST,+20.562+0.2j,+20.562,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 01:00:00 PST,+19.989+0.2j,+19.989,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 02:00:00 PST,+19.65+0.2j,+19.65,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 03:00:00 PST,+19.494+0.2j,+19.494,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 04:00:00 PST,+19.702+0.2j,+19.702,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 05:00:00 PST,+20.378+0.2j,+20.378,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 06:00:00 PST,+21.581+0.2j,+21.581,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 07:00:00 PST,+23.022+0.2j,+23.022,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 08:00:00 PST,+23.926+0.2j,+23.926,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 09:00:00 PST,+23.738+0.2j,+23.738,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 10:00:00 PST,+23.652+0.2j,+23.652,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 11:00:00 PST,+23.62+0.2j,+23.62,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 12:00:00 PST,+23.519+0.2j,+23.519,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 13:00:00 PST,+23.478+0.2j,+23.478,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 14:00:00 PST,+23.351+0.2j,+23.351,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 15:00:00 PST,+23.361+0.2j,+23.361,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 16:00:00 PST,+23.612+0.2j,+23.612,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 17:00:00 PST,+24.251+0.2j,+24.251,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 18:00:00 PST,+24.938+0.2j,+24.938,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 19:00:00 PST,+24.726+0.2j,+24.726,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 20:00:00 PST,+24.236+0.2j,+24.236,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 21:00:00 PST,+23.604+0.2j,+23.604,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 22:00:00 PST,+22.659+0.2j,+22.659,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-06 23:00:00 PST,+21.345+0.2j,+21.345,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 00:00:00 PST,+20.305+0.2j,+20.305,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 01:00:00 PST,+19.594+0.2j,+19.594,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 02:00:00 PST,+19.19+0.2j,+19.19,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 03:00:00 PST,+19.081+0.2j,+19.081,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 04:00:00 PST,+19.158+0.2j,+19.158,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 05:00:00 PST,+19.646+0.2j,+19.646,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 06:00:00 PST,+20.723+0.2j,+20.723,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 07:00:00 PST,+22.09+0.2j,+22.09,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 08:00:00 PST,+22.884+0.2j,+22.884,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 09:00:00 PST,+22.688+0.2j,+22.688,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 10:00:00 PST,+22.477+0.2j,+22.477,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 11:00:00 PST,+22.359+0.2j,+22.359,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 12:00:00 PST,+22.253+0.2j,+22.253,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 13:00:00 PST,+22.054+0.2j,+22.054,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 14:00:00 PST,+21.844+0.2j,+21.844,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 15:00:00 PST,+22.034+0.2j,+22.034,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 16:00:00 PST,+22.401+0.2j,+22.401,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 17:00:00 PST,+23.254+0.2j,+23.254,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 18:00:00 PST,+24.16+0.2j,+24.16,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 19:00:00 PST,+24.084+0.2j,+24.084,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 20:00:00 PST,+23.849+0.2j,+23.849,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 21:00:00 PST,+23.324+0.2j,+23.324,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 22:00:00 PST,+22.533+0.2j,+22.533,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-07 23:00:00 PST,+21.215+0.2j,+21.215,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 00:00:00 PST,+20.134+0.2j,+20.134,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 01:00:00 PST,+19.412+0.2j,+19.412,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 02:00:00 PST,+19.212+0.2j,+19.212,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 03:00:00 PST,+19.097+0.2j,+19.097,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 05:00:00 PST,+19.864+0.2j,+19.864,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 06:00:00 PST,+21.232+0.2j,+21.232,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 07:00:00 PST,+22.791+0.2j,+22.791,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 08:00:00 PST,+23.688+0.2j,+23.688,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 09:00:00 PST,+23.65+0.2j,+23.65,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 10:00:00 PST,+23.507+0.2j,+23.507,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 11:00:00 PST,+23.297+0.2j,+23.297,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 12:00:00 PST,+23.128+0.2j,+23.128,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 13:00:00 PST,+23.071+0.2j,+23.071,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 14:00:00 PST,+23.081+0.2j,+23.081,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 15:00:00 PST,+23.207+0.2j,+23.207,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 16:00:00 PST,+23.691+0.2j,+23.691,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 17:00:00 PST,+24.717+0.2j,+24.717,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 18:00:00 PST,+25.526+0.2j,+25.526,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 19:00:00 PST,+25.508+0.2j,+25.508,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 20:00:00 PST,+25.148+0.2j,+25.148,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 21:00:00 PST,+24.628+0.2j,+24.628,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 22:00:00 PST,+23.872+0.2j,+23.872,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-08 23:00:00 PST,+22.625+0.2j,+22.625,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 00:00:00 PST,+21.524+0.2j,+21.524,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 01:00:00 PST,+20.838+0.2j,+20.838,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 02:00:00 PST,+20.63+0.2j,+20.63,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 03:00:00 PST,+20.688+0.2j,+20.688,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 04:00:00 PST,+21.025+0.2j,+21.025,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 05:00:00 PST,+21.697+0.2j,+21.697,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 06:00:00 PST,+22.893+0.2j,+22.893,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 07:00:00 PST,+24.573+0.2j,+24.573,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 08:00:00 PST,+25.525+0.2j,+25.525,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 09:00:00 PST,+25.244+0.2j,+25.244,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 10:00:00 PST,+24.917+0.2j,+24.917,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 11:00:00 PST,+24.459+0.2j,+24.459,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 12:00:00 PST,+24.241+0.2j,+24.241,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 13:00:00 PST,+24.278+0.2j,+24.278,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 14:00:00 PST,+24.2+0.2j,+24.2,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 15:00:00 PST,+24.294+0.2j,+24.294,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 16:00:00 PST,+24.543+0.2j,+24.543,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 17:00:00 PST,+25.154+0.2j,+25.154,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 18:00:00 PST,+25.88+0.2j,+25.88,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 19:00:00 PST,+25.771+0.2j,+25.771,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 20:00:00 PST,+25.507+0.2j,+25.507,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 21:00:00 PST,+24.878+0.2j,+24.878,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 22:00:00 PST,+23.892+0.2j,+23.892,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-09 23:00:00 PST,+22.554+0.2j,+22.554,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 00:00:00 PST,+21.362+0.2j,+21.362,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 01:00:00 PST,+20.616+0.2j,+20.616,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 02:00:00 PST,+20.341+0.2j,+20.341,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 03:00:00 PST,+20.257+0.2j,+20.257,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 04:00:00 PST,+20.472+0.2j,+20.472,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 05:00:00 PST,+21.048+0.2j,+21.048,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 06:00:00 PST,+22.208+0.2j,+22.208,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 07:00:00 PST,+23.667+0.2j,+23.667,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 08:00:00 PST,+24.749+0.2j,+24.749,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 09:00:00 PST,+24.715+0.2j,+24.715,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 10:00:00 PST,+24.536+0.2j,+24.536,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 11:00:00 PST,+24.422+0.2j,+24.422,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 12:00:00 PST,+24.338+0.2j,+24.338,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 13:00:00 PST,+24.242+0.2j,+24.242,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 14:00:00 PST,+24.134+0.2j,+24.134,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 15:00:00 PST,+23.85+0.2j,+23.85,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 16:00:00 PST,+23.79+0.2j,+23.79,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 17:00:00 PST,+24.291+0.2j,+24.291,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 18:00:00 PST,+24.833+0.2j,+24.833,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 19:00:00 PST,+24.665+0.2j,+24.665,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 20:00:00 PST,+24.163+0.2j,+24.163,+0.2,+5.2371e-322,+0,+1.045,-4.91868
2020-01-10 21:00:00 PST,+23.548+0.2j,+23.548,+0.2,+5.2371e-322,+0,+1.045,-4.91868
