SCADA Averaged Hourly Analog Data ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Pacific Prevailing Time ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/01/2021 00:00 To 09/15/2021 23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
 ( as of 9/20/21 11:07 )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2021 04:00:00,10.25833,-0.000003,9.45833,,4,6.222656,7.583333,7.227249,8.1,7.703114,8.625118,9.286247,9.849583,7.375668,9.839551,5.858334,6.625,8.028178,8.307495,5.923589,8.04523,8.285942,6.518527,3.922873,4.116504,7.927369,6.354428,10.65124,6.708998,10.12943,12.83333,8.557723,6.870037,8.158781,5.633333,7.341667,10.56556,8.286983,2.570489,10.54294,8.173432,8.098709,11.67445,8.911144,1.2,5.480456,6.830607,5.69144,5.490707,14.59836,14.40842
01/01/2021 05:00:00,10.91667,-0.000003,9.949997,,3.875,6.257813,8.3,7.777066,8.541667,7.990286,8.96282,9.886416,10.35653,7.581292,10.05787,6.008333,6.666667,8.591162,8.820303,6.276195,8.597598,8.562155,6.907528,4.135707,4.338576,8.362231,6.592517,11.23541,7.396894,10.81073,13.51667,9.070182,7.281175,8.44229,5.841667,7.683333,10.9216,8.535328,2.80694,10.95447,8.57269,8.519944,12.58725,9.150699,1.216667,5.786676,7.284809,5.817444,5.789862,14.49811,14.32928
01/01/2021 06:00:00,11.6,-0.000003,10.45,,3.7,6.421875,8.925,8.343788,9.033333,8.342659,9.244106,10.38648,10.88839,7.910174,10.28863,6.191667,6.983334,9.346132,9.528711,6.742968,9.134582,8.861268,7.370521,4.369177,4.586357,8.65146,6.881155,11.77278,7.764651,11.39607,14.34167,9.746256,7.81887,8.910411,6.066667,8.216667,11.48643,8.835688,3.070347,11.76265,9.117,8.700892,13.06416,9.643727,1.3,5.956635,7.890655,6.164689,6.2826,14.4559,14.2818
01/01/2021 07:00:00,12.48333,-0.000003,10.35833,,3.8,6.527344,9.416667,8.901579,9.616667,8.815175,9.678468,11.07517,11.48837,8.284535,10.72087,6.208333,7.175,9.756799,10.03273,7.100242,9.701601,9.415212,7.871608,4.765886,4.878044,9.134599,7.369056,12.85506,8.451814,11.70082,15.18333,10.6954,8.271458,9.402707,6.416667,8.658333,12.12966,8.955099,3.345767,12.28848,9.696473,8.896492,13.9037,10.2525,1.325,6.260657,8.706753,6.663578,6.681801,14.60891,14.42425
01/01/2021 08:00:00,13.075,-0.000003,10.56666,,3.933333,6.386719,10.275,9.690396,10.18333,9.135314,10.38277,11.65204,12.17114,8.883251,10.97069,5.9,7.933333,10.05224,10.70304,7.610008,10.36386,10.19052,8.41958,4.999221,5.267512,9.613646,7.832048,13.38014,8.893561,11.86932,15.98333,11.35787,8.958778,9.944086,6.75,9.45,12.55969,9.068649,3.459744,13.03678,10.26862,9.264981,14.82382,10.27155,1.35,6.717789,8.966087,7.14049,7.360893,14.55615,14.39787
01/01/2021 09:00:00,13.825,-0.000003,10.60833,,3.858333,5.99707,11.10833,10.26341,10.95,9.830536,11.09089,12.53511,13.03119,9.470009,11.6901,5.616667,8.341666,10.65333,11.42977,8.107228,10.93161,11.07757,8.864259,5.409708,5.827524,10.18912,8.408591,14.13204,9.421755,12.25905,16.875,11.87392,9.278846,10.76898,7.141666,10.04167,13.37801,9.337507,3.570791,13.87958,10.99314,10.22467,15.67216,10.52209,1.4,7.147083,9.730905,7.629123,7.780137,14.48228,14.31873
01/01/2021 10:00:00,14.38333,-0.000003,10.84166,,3.975,5.645508,11.36667,10.85484,11.275,10.37338,11.63641,13.10031,13.61946,10.15005,12.47471,5.658333,8.858334,11.0066,11.87811,8.347658,11.23123,11.86842,9.412963,5.80503,6.231609,10.66402,8.81078,14.82479,9.605633,12.72497,17.625,12.48071,9.664399,11.49057,7.658333,10.56667,13.97508,9.692078,3.678029,14.35406,11.3968,10.76165,16.19009,10.23565,1.433333,7.470885,9.949947,8.133141,8.221901,14.47701,14.33456
01/01/2021 11:00:00,14.94167,-0.000003,10.95,,4.1,5.81543,11.25,10.79522,11.41667,10.86934,11.95027,12.99611,14.04582,10.6526,13.09523,5.591667,8.783334,11.56238,12.1433,8.488877,11.50669,12.6076,9.766068,5.995822,6.496384,10.9334,9.040078,14.93409,9.278168,13.05097,17.74167,12.9311,9.542179,11.85393,7.766667,10.54167,14.56555,9.900131,3.736629,14.79307,11.6891,11.01805,16.59448,10.70964,1.45,7.443779,10.07888,8.495036,7.985895,14.5878,14.42425
01/01/2021 12:00:00,15.19167,-0.000003,11.1,,4.158333,6.111328,10.80833,10.60926,11.63333,10.95652,12.04628,12.8416,14.21138,10.98442,13.20512,6.091667,8.641666,11.83501,12.10374,8.668505,11.40046,13.1785,9.761673,6.20715,6.638455,11.19627,9.199049,14.93779,9.089894,13.35499,18.30833,13.33533,9.647653,11.99092,7.966667,10.7,14.58753,9.980716,3.647557,14.9317,11.89569,11.21951,16.76883,11.14113,1.408333,7.300926,10.2569,8.749975,7.821328,14.52977,14.36621
01/01/2021 13:00:00,15.08333,-0.000003,11.03333,,4.083333,7.201172,10.71667,10.5357,11.35833,10.91036,12.03596,12.78466,14.07293,10.85248,13.09449,6.116667,8.508333,11.89198,11.96382,8.515811,11.34845,12.9871,9.774127,6.067979,6.631263,11.05334,9.172676,14.51041,8.835688,13.41507,17.925,13.0939,9.549065,12.03415,7.966667,10.89167,14.46738,10.09207,3.572842,14.72228,11.63928,11.17556,16.7322,11.02977,1.416667,7.150013,10.11698,8.526537,7.682972,14.38204,14.20266
01/01/2021 14:00:00,15.35,-0.000003,10.93333,,4.116667,7.801758,10.51667,10.78938,11.38333,10.95798,12.05727,12.70791,13.97989,10.87012,13.28863,6.283333,8.216667,11.78762,11.92865,8.600217,11.48471,12.84581,10.07449,6.045087,6.652534,11.0384,9.216631,14.42777,9.037148,13.59675,17.83333,13.22768,9.398155,11.90887,7.975,11.29167,14.47471,10.19756,3.495197,15.04277,11.62317,11.10084,16.86187,11.0686,1.45,7.144885,10.17338,8.441558,7.532609,14.46646,14.29762
01/01/2021 15:00:00,15.79167,-0.000003,11.03333,,4.158333,8.542969,10.61667,10.73418,11.89167,11.31035,12.42649,13.15097,14.13813,10.91042,13.43442,6.366667,8.3,11.76997,12.10154,8.849439,11.71181,12.86156,10.27888,6.14539,6.652977,11.34801,9.305274,14.783,9.199049,13.94326,18.30833,13.47775,9.726152,12.40264,8.241667,11.46667,14.90401,10.46056,3.558778,15.15069,11.80778,11.38874,16.96443,11.28984,1.483333,7.304588,10.13016,8.635693,7.493378,14.48756,14.31345
01/01/2021 16:00:00,16.675,-0.000003,11.30833,,4.208333,9.832031,11.06667,11.07914,12.675,11.65613,13.11687,13.89511,14.68317,11.2072,14.00072,6.716667,8.525,12.15562,12.63779,9.273604,12.15502,13.30461,10.87813,6.456812,7.051162,11.90807,9.750684,15.60712,9.662774,14.61724,19.06667,13.8977,10.30164,12.69274,8.55,12.13333,15.64614,10.68473,3.690042,15.73984,12.30593,12.01144,17.94097,11.55797,1.508333,7.63132,10.75506,8.930191,7.8024,14.5456,14.37149
01/01/2021 17:00:00,17.525,-0.000003,11.38333,,4.275,10.18066,11.55,11.48626,13.24167,11.82463,13.52364,14.48408,15.09708,11.47543,14.19486,6.975,8.908334,12.71844,12.91911,9.694015,12.74622,13.78663,11.52793,6.510813,7.461068,12.38597,9.989506,16.23321,10.01515,15.12125,19.79167,14.33089,10.81481,13.12863,8.733334,12.63333,15.83661,11.1719,3.807828,16.22727,12.62314,12.48322,18.70871,11.50083,1.558333,7.839374,11.30523,9.048137,8.016151,14.49811,14.33983
01/01/2021 18:00:00,17.05833,-0.000003,11.1,,4.2,9.949219,11.06667,11.12614,12.75,11.5924,13.20966,13.67239,14.62236,11.23549,13.99339,6.916667,8.491667,12.38586,12.4671,9.280249,12.19165,13.52271,11.20779,6.332467,7.134228,12.00542,9.664972,15.82028,9.746288,14.76668,19.35,13.92599,10.44711,13.00702,8.566667,11.94167,15.3846,11.05248,3.688284,15.80479,12.47809,12.44146,18.09188,10.7785,1.508333,7.612273,11.05908,8.769755,7.783407,14.33983,14.1921
01/01/2021 19:00:00,16.375,-0.000003,10.975,,4.041667,9.621094,10.65,10.68248,12.39167,11.29424,12.64718,13.22257,14.34105,11.16163,13.73112,6.625,8.35,11.72682,11.65613,8.903228,11.62976,13.04649,10.68473,6.135043,6.880185,11.63607,9.281831,15.1044,9.36388,14.36156,18.63333,13.13322,10.04075,12.4356,8.233334,11.33333,15.45127,10.8459,3.63027,15.13611,12.14403,11.90741,17.26333,10.81513,1.483333,7.411546,10.59389,8.497234,7.467054,14.44008,14.25014
01/01/2021 20:00:00,15.525,-0.000003,10.70833,,4.083333,9.199219,10.4,10.10669,11.75833,10.89425,12.17315,12.80769,13.3843,10.77318,13.3531,6.491667,7.975,11.28454,11.15798,8.341122,10.99241,12.60466,10.13383,5.897523,6.593436,11.25311,9.198317,14.53601,8.968286,13.71982,17.59167,13.04705,9.574324,11.82756,7.866667,10.76667,14.67471,10.684,3.438648,14.54839,11.72939,11.64734,16.49338,10.91989,1.433333,7.202759,10.0569,8.316286,7.13899,14.324,14.171
01/01/2021 21:00:00,14.61667,-0.000003,10.375,,3.9,8.510742,9.758333,9.40045,11.05833,10.49572,11.66314,12.04667,12.65025,10.18774,13.03222,6.358334,7.683333,10.67937,10.43565,7.888349,10.40488,12.14585,9.467907,5.462708,6.188863,10.71071,8.933121,13.80435,8.256214,13.11983,16.95833,12.48678,8.989087,11.36237,7.566667,10.11667,13.93991,10.42759,3.207764,13.84614,11.02025,11.30889,15.65238,10.62173,1.425,6.742697,9.336041,7.887725,6.69306,14.20266,14.0391
01/01/2021 22:00:00,13.24167,-0.000003,10.15,,3.816667,7.5,9.083333,8.525974,10.25,9.836396,10.80421,11.21631,11.79313,9.394516,12.55237,6.291667,7.383333,9.801971,9.724311,7.513451,9.573399,11.32827,8.578551,4.918747,5.783595,9.966131,8.225446,12.812,7.561725,12.2737,15.74167,11.422,8.143901,10.46349,7.041667,9.475,13.04541,9.774127,2.916229,12.68123,10.30378,10.40854,14.61284,10.1939,1.383333,6.268715,8.526537,7.322903,6.089027,14.26597,14.12352
01/01/2021 23:00:00,12.025,-0.000003,9.816664,,3.716667,6.688477,8.225,7.592734,9.333333,9.085499,10.01813,10.31292,10.96824,8.720663,11.94211,6.341667,6.716667,8.966368,8.850339,6.861004,8.70016,10.12131,7.742673,4.533912,5.201884,9.225671,7.528759,11.89665,6.957344,11.31402,14.3,10.32867,7.40665,9.659111,6.491667,8.483334,12.35164,9.033485,2.680657,11.72149,9.55655,9.47157,13.57111,9.469372,1.333333,5.338335,7.664287,6.807897,5.681332,14.35566,14.1921
01/02/2021 00:00:00,10.78333,-0.000003,9.566664,,3.633333,6.082031,7.616667,6.97721,8.466667,8.391742,9.340508,9.504662,10.20782,8.04552,11.23076,6.483333,6.3,8.278359,8.125082,6.417071,7.994682,9.168058,7.073092,4.245897,4.629357,8.498707,6.822548,11.06465,6.484828,10.60121,13.33333,9.243773,6.839132,8.913342,5.991667,7.75,11.32307,8.661333,2.485812,11.03533,8.802721,8.603458,12.64219,9.095022,1.2,4.9486,7.05258,6.270913,5.322669,14.50339,14.34511
01/02/2021 01:00:00,10.06667,-0.000003,9.40833,,3.508333,5.777344,7.25,6.648991,7.883333,7.925819,8.772826,9.008513,9.815151,7.558691,10.75091,6.083333,6.066667,7.82675,7.675276,5.978835,7.684799,8.54773,6.59618,4.089736,4.287299,8.00423,6.558818,10.42833,6.235749,10.24005,12.65833,8.77765,6.430996,8.258411,5.575,7.375,10.59633,8.450349,2.4026,10.62813,8.484048,8.050358,11.89496,8.837152,1.175,4.706848,6.696544,5.809386,5.006464,14.59308,14.44535
01/02/2021 02:00:00,9.725,-0.000003,9.266664,,3.433333,5.707031,7.166667,6.517148,7.766666,7.706044,8.714688,8.814278,9.422487,7.194716,10.40585,5.591667,5.983334,7.531773,7.509712,5.812609,7.479676,8.159347,6.381534,3.949788,4.105527,7.746589,6.366882,10.19993,6.132455,9.938958,12.46667,8.550327,6.361254,8.025451,5.466667,6.916667,10.41684,8.289181,2.356599,10.21146,8.17563,7.805676,11.80705,8.840083,1.166667,4.580843,6.511933,5.547853,4.918687,14.70915,14.5456
01/02/2021 03:00:00,9.8,-0.000003,9.391664,,3.516667,5.730469,7.225,6.574415,7.758333,7.629123,8.763638,8.811789,9.272307,7.037049,10.20365,5.65,6.041667,7.373214,7.589563,5.745067,7.369056,8.014866,6.314136,3.862134,3.978824,7.68018,6.46285,10.18832,6.125129,9.814419,12.49167,8.94043,6.472092,7.96025,5.375,6.9,10.27105,8.218852,2.355427,10.16902,8.210794,7.663554,11.63709,9.282563,1.191667,4.605752,6.631344,5.599867,5.044028,14.52449,14.36094
01/02/2021 04:00:00,10.025,-0.000003,9.40833,,3.55,5.847656,7.625,6.837352,7.966667,7.808606,9.00233,9.178988,9.537502,7.051539,10.22929,5.675,6.133333,7.590509,7.777837,5.923278,7.611541,8.023066,6.416698,3.956184,4.080764,7.800338,6.581529,10.42197,6.637938,9.937492,12.79167,8.95677,6.771668,8.035707,5.425,6.916667,10.26666,8.241562,2.527418,10.3765,8.24962,7.668682,12.22389,9.038613,1.208333,4.766187,6.911924,5.689242,5.293549,14.48228,14.35038
01/02/2021 05:00:00,10.625,-0.000003,9.58333,,3.883333,6.246094,8.275,7.499177,8.45,8.12435,9.330941,9.81029,9.922841,7.303165,10.28497,5.583333,6.308333,8.016104,8.335333,6.178455,8.092115,8.353367,6.840863,4.144951,4.308147,8.163916,6.543434,11.08345,7.221074,10.42906,13.50833,9.104309,7.286303,8.388812,5.608333,7.291667,10.47325,8.483315,2.689447,10.89549,8.692834,7.939005,12.79237,9.037881,1.225,5.193283,7.643775,5.835026,5.809723,14.38732,14.23959
01/02/2021 06:00:00,11.43333,-0.000003,9.899997,,4.316667,6.691406,9.033334,8.170106,9.2,8.610052,9.942272,10.60953,10.74773,7.630679,10.66373,5.833333,6.675,8.833454,9.249598,6.852517,8.831292,8.893875,7.405685,4.643552,4.672477,8.706246,7.056975,11.89032,7.977832,11.14552,14.44167,9.760118,7.926123,8.952901,6.075,7.758333,11.14285,8.809315,3.087341,11.7644,9.41223,8.445953,13.72348,9.392451,1.275,5.558842,8.789535,6.240878,6.34632,14.21848,14.08658
01/02/2021 07:00:00,12.56667,-0.000003,10.2,,4.575,7.010742,9.95,8.977838,9.841666,9.271575,10.66687,11.59287,11.54478,8.357363,11.45933,6.483333,7.125,9.698491,10.40928,7.569496,9.56241,9.571033,8.15878,5.009356,5.032373,9.352825,7.492862,13.1467,8.584412,12.06125,15.75833,10.66827,8.649251,9.594644,6.625,8.375,12.07471,9.396847,3.466776,12.56005,10.15507,8.975611,15.01283,9.784383,1.316667,6.010114,9.607098,6.741232,6.945409,14.36094,14.20793
01/02/2021 08:00:00,13.45833,-0.000003,10.46666,,4.608333,7.086914,10.89167,9.96087,10.85833,10.09427,11.31757,12.55847,12.38359,9.087135,12.20805,8.458334,7.783333,10.37005,11.21292,8.115169,10.36825,10.73856,8.648146,5.298993,5.559148,9.956192,8.426173,14.04983,9.437871,12.87589,16.90833,12.08671,9.295414,10.77557,7.133333,9.125,13.11134,9.904527,3.678029,13.55942,10.62832,9.673763,16.38569,10.53821,1.375,6.585924,10.16606,7.437186,7.505752,14.44008,14.25014
01/02/2021 09:00:00,14.7,-0.000003,10.725,,4.616667,6.503906,11.625,10.72736,11.70833,10.92648,12.07003,13.47952,13.25243,9.812087,13.05713,7.841667,8.45,11.13735,11.84734,8.779779,11.17483,11.89689,9.087696,5.756009,6.072635,10.66714,8.983669,14.8818,9.958738,13.42532,17.825,12.72901,9.712514,11.63123,7.708333,9.858334,14.36336,9.889875,3.683303,14.6284,11.32134,10.43418,17.24867,10.76458,1.433333,7.062836,10.77557,7.991752,7.979586,14.46118,14.29235
01/02/2021 10:00:00,15.65833,-0.000003,10.93333,,4.708333,7.31543,11.9,11.11576,12.15833,11.47665,12.73074,14.06406,13.9645,10.55166,13.71427,8.175,8.858334,11.69998,12.4063,9.151916,11.4935,12.6409,9.588783,6.245275,6.565691,11.25811,9.311867,15.46601,10.2591,14.13886,18.525,13.40586,9.986921,12.34916,8.133333,10.44167,15.23808,10.43638,3.835956,15.22866,12.10081,11.14332,18.16367,11.03344,1.516667,7.413743,11.30156,8.457675,8.238427,14.52977,14.36621
01/02/2021 11:00:00,16.31667,-0.000003,11.08333,,4.691667,6.744141,12.1,11.19943,12.55,11.85979,13.13788,14.21159,14.50588,10.9623,14.34358,8.216667,8.958333,12.07115,12.82534,9.465617,11.48031,13.22238,9.900131,6.376404,6.656828,11.6283,9.652518,15.99791,10.23126,14.4275,18.84167,13.74329,10.02366,12.79603,8.383333,10.925,15.26445,10.77557,3.878441,15.53758,12.27224,11.50888,18.41714,11.27372,1.5,7.528759,11.2664,8.771953,8.446069,14.52449,14.36621
01/02/2021 12:00:00,16.59167,-0.000003,11.11666,,4.641666,6.158203,11.75833,11.13646,12.75833,11.99532,13.23631,14.15287,14.70954,11.33947,14.60511,8.633333,9,12.15938,12.86416,9.390471,11.43929,13.57944,9.95654,6.477026,6.865568,11.78588,9.659843,16.0309,10.27668,14.51174,19.025,13.92659,10.00904,12.90665,8.475,11.23333,15.56921,10.69425,3.645799,15.59572,12.39165,11.89202,18.31532,11.38801,1.483333,7.531689,11.41804,8.888433,8.387782,14.4348,14.28707
01/02/2021 13:00:00,16.49167,-0.000003,11.24166,,4.7,6.290039,11.6,10.92176,12.61667,12.0173,13.1086,13.94712,14.51248,11.43864,14.44834,8.375,8.816667,11.8786,12.54988,9.274212,11.42171,13.18944,9.930167,6.378933,6.860435,11.84986,9.661309,15.84146,10.01222,14.39306,18.46667,13.65563,10.03863,12.69127,8.316667,11.41667,15.49522,10.85249,3.600677,15.27685,12.38579,11.8803,18.06917,11.35211,1.483333,7.572714,11.47445,9.058393,8.124364,14.46646,14.29235
01/02/2021 14:00:00,16.33333,-0.000003,11.125,,4.733333,6.963867,11.49167,10.78655,12.7,11.88177,12.96739,13.69742,14.32713,11.24712,14.49669,8.516666,8.525,11.70873,12.51399,9.163446,11.38435,13.09435,9.77779,6.295868,6.790287,11.60864,9.44886,15.74717,9.793906,14.0048,18.45,13.64423,9.825408,12.75354,8.166667,11.26667,15.45566,10.88033,3.608588,15.3151,12.26344,11.80412,17.75855,10.9763,1.5,7.38151,11.19021,8.872316,8.024342,14.48228,14.32928
01/02/2021 15:00:00,16.26667,-0.000003,11.125,,4.891667,8.396484,11.64167,10.77855,12.675,11.85027,12.91715,13.73674,14.39306,11.1964,14.61537,9.016666,8.483334,11.77596,12.503,9.306452,11.46127,12.98288,10.01441,6.295181,6.810841,11.72101,9.34117,15.85951,9.775592,14.1352,18.475,13.36433,9.915361,12.5975,8.141666,11.23333,15.75749,10.84736,3.62734,15.2195,12.05026,11.75503,17.76002,10.99608,1.491667,7.444512,11.33746,8.900887,7.926307,14.31873,14.171
01/02/2021 16:00:00,17.26667,-0.000003,11.45,,5.025,9.723633,11.925,11.44146,13.04167,12.23194,13.66905,14.51088,14.67145,11.51184,14.91134,9.166667,8.741667,12.32656,12.81655,9.55702,12.05905,13.47727,10.55066,6.693558,7.135049,12.04217,9.725777,16.53315,10.27888,14.75276,19.425,13.73392,10.21394,13.07588,8.341666,11.73333,16.29522,11.02172,3.741317,15.79444,12.72937,12.35429,18.56146,11.62683,1.525,7.694323,11.38581,9.344833,8.320501,14.34511,14.18683
01/02/2021 17:00:00,18.08333,-0.000003,11.55,,5,10.10156,12.40833,11.65116,13.65833,12.47443,14.23376,14.76077,15.15642,11.93401,15.10035,8.258333,8.958333,12.91264,12.87002,9.956239,12.62021,14.03576,11.31695,6.905255,7.506577,12.59173,10.12577,16.8743,10.43858,15.4685,19.98333,14.55127,10.79414,13.63924,8.733334,12.10833,16.68423,11.525,3.921219,16.2625,13.13888,12.69494,19.36804,11.89789,1.566667,7.951459,11.58727,9.544828,8.477367,14.35566,14.17628
01/02/2021 18:00:00,17.63333,-0.000003,11.48333,,4.875,9.826172,11.65833,11.29663,13.14167,12.22828,13.85318,14.58639,14.80331,11.57078,14.77874,8.108334,8.583333,12.59495,12.53304,9.634047,12.12352,14.06521,10.99022,6.61075,7.362137,12.39043,10.10086,16.39475,10.19683,15.04433,19.76667,14.34209,10.57247,13.20994,8.691667,11.84167,16.36628,11.38361,3.772082,15.91799,12.68028,12.40337,19.00541,11.82609,1.541667,7.832781,11.28032,9.260586,8.266436,14.49284,14.324
01/02/2021 19:00:00,16.64167,-0.000003,11.20833,,4.758333,9.536133,11.18333,10.7842,12.61667,11.71254,13.30568,13.9481,14.15351,11.2224,14.33405,8.558333,8.375,12.10736,11.89862,9.139376,11.67958,13.56978,10.60707,6.473442,6.972954,11.90567,9.667902,15.55282,9.593911,14.58793,18.54167,13.62155,9.981027,12.63779,8.383333,11.31667,15.73112,10.91403,3.635544,15.32524,12.22608,12.06199,18.03327,11.26933,1.55,7.372719,10.74187,8.840083,7.807341,14.64584,14.46646
01/02/2021 20:00:00,15.84167,-0.000003,11.16666,,4.583333,9.099609,10.78333,10.13445,11.96667,11.08985,12.69416,13.1461,13.40627,10.94487,14.07691,8.525,8.05,11.50484,11.20706,8.455752,11.05615,12.88083,10.17632,6.055693,6.667453,11.35125,9.256923,14.86509,9.204177,14.09417,17.725,13.00743,9.544907,12.05026,8.033334,10.85833,15.02636,10.60927,3.458279,14.75477,11.70448,11.61145,17.02524,10.88399,1.5,6.936831,10.20342,8.39394,7.276078,14.71443,14.5456
