SCADA Averaged Hourly Analog Data ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Pacific Prevailing Time ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/01/2020 00:00 To 12/31/2020 23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
 ( as of 9/20/21 11:03 )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2020 04:00:00,4.475,7.416664,1.68333,0,6.391667,5.542969,6.775,6.283333,7.333333,9.35802,8.072164,8.594934,8.966087,6.703775,9.372885,3.191667,5.65,12.09761,8.029113,5.638202,7.399824,7.563728,6.247471,6.315289,3.881406,9.399051,6.265785,9.506586,6.04308,9.621749,12.08333,8.563063,6.55666,7.642309,4.933333,6.866667,9.947243,7.699451,2.245845,10.27974,7.620332,7.517037,9.003449,9.198317,1.166667,4.670218,6.346369,5.579355,4.882391,13.70671,13.55898
01/01/2020 05:00:00,4.658333,7.808331,1.799997,0,6.216667,5.695313,7.441667,6.758333,7.741667,9.781452,8.414073,9.170672,9.462779,6.881382,9.559697,3.158333,5.891667,13.03711,8.518479,5.855838,7.658426,7.850321,6.66431,6.718736,4.034433,9.784229,6.345637,10.01785,6.65845,10.158,12.925,8.749272,6.99975,8.066475,5.166667,7.266667,9.972883,7.875271,2.597152,10.54364,7.878201,7.699451,9.599039,9.6701,1.191667,5.062151,6.813757,5.717813,5.209826,13.83334,13.66978
01/01/2020 06:00:00,4.858334,8.066664,1.83333,0,6.025,5.871094,7.816667,7.033333,8.05,10.44151,8.746126,9.549625,10.34408,7.236875,9.908415,3.15,6.208333,14.03705,9.11993,6.351151,8.119953,8.004115,7.090674,7.424862,4.284444,10.32169,6.671637,10.65609,7.310449,10.66202,13.79167,9.08417,7.604755,8.394672,5.325,7.558333,10.76189,8.15292,2.872865,11.42214,8.528735,8.238632,9.937492,9.916981,1.25,5.385952,7.273088,5.944914,5.370962,13.80168,13.6434
01/01/2020 07:00:00,5.158333,8.08333,1.88333,0,6.058333,6.28125,8.341666,7.483334,8.458333,11.16457,9.143899,10.13289,10.88765,7.478867,10.30622,3.25,6.425,14.57493,9.807825,6.796826,8.180025,8.714849,7.597622,7.983304,4.548765,10.92153,6.985182,11.60835,7.900911,10.99461,14.76667,9.932344,7.918891,8.914806,5.6,8.191667,11.28351,8.234237,3.076207,12.03213,9.111872,8.486245,10.47008,10.31917,1.283333,5.630635,7.967577,6.374207,5.955873,14.02327,13.84916
01/01/2020 08:00:00,5.366667,8.049996,2.066664,0,5.483334,6.785156,9.191667,8.083333,9.216666,11.67078,9.79196,10.98246,11.52061,7.977945,10.64102,3,7.041667,15.19741,10.24884,7.116431,8.684775,9.579582,7.928749,8.39059,4.938538,11.59343,7.623262,12.37852,8.277459,11.3338,15.46667,10.76346,8.374638,9.571934,6,8.616667,12.01757,8.28039,3.222121,12.59243,9.536037,8.76829,11.29644,10.70671,1.308333,6.180806,8.440092,6.942692,6.393242,13.83861,13.67506
01/01/2020 09:00:00,5.683333,8.05833,2.166664,0,5.458333,7.40332,9.941667,8.741667,10.01667,12.51179,10.49329,11.6243,12.29128,8.47488,11.08937,3.558333,7.616667,15.75617,10.77777,7.770706,9.216631,10.79572,8.367567,8.936255,5.448484,12.44392,8.177828,13.13484,8.730928,11.63782,16.20833,11.09228,8.951315,10.34041,6.533333,9.333333,12.86665,8.466466,3.289804,13.62654,9.91405,9.501606,11.99092,10.70817,1.325,6.518527,8.834955,7.262099,6.946745,13.72782,13.58009
01/01/2020 10:00:00,6.116667,8.10833,2.35833,0,5.566667,7.983398,10.25833,9.108334,10.625,13.19016,10.91347,12.07123,13.27661,9.193851,11.86665,3.6,7.883333,16.02319,11.32574,8.055623,9.832733,11.55984,8.466466,9.691732,5.825288,13.35141,8.443756,13.73686,9.158757,12.1433,16.81667,11.61129,9.319257,10.93527,7.033333,9.766666,13.49815,8.758766,3.260797,14.37541,10.37558,10.17924,12.40117,10.68986,1.408333,6.848189,9.226154,7.792489,7.305193,14.00217,13.81223
01/01/2020 11:00:00,6.108333,8.016664,2.48333,0,5.483334,8.182617,10.18333,8.958333,10.50833,12.97698,10.75427,11.98794,13.16379,9.396196,12.53918,3.591667,7.725,16.27372,11.28105,7.980373,9.421021,11.86449,8.418848,9.769044,5.873721,13.31448,8.448151,13.66156,8.997588,12.14696,16.71667,11.46284,8.728585,10.83564,6.916667,9.716667,13.06519,8.717742,3.191063,14.14866,10.38803,10.12503,11.89715,10.66348,1.358333,6.954413,8.799059,7.939005,7.296573,13.82278,13.65395
01/01/2020 12:00:00,6.091667,8.099997,2.574997,0,5.483334,8.030273,9.733334,8.65,10.31667,12.96673,10.59667,11.84718,13.20628,9.578132,12.63369,3.641667,7.241667,15.9666,11.2283,7.801666,9.236411,11.77243,8.398335,9.569283,5.78928,13.29927,8.217387,13.66131,8.862061,12.22389,16.11667,11.12065,8.391819,10.8459,6.816667,9.583333,13.23735,8.793198,2.82452,14.07198,10.21075,10.09134,11.72939,10.77703,1.3,6.938297,8.582213,7.862817,7.062277,13.60119,13.44291
01/01/2020 13:00:00,6.125,7.991663,2.566664,0,5.45,8.085938,9.516666,8.775,10.04167,12.829,10.54846,11.44793,12.92936,9.507448,12.50695,3.575,7.275,15.72046,11.19314,7.905437,9.068649,11.83894,8.423244,9.522672,5.747408,13.40792,8.216655,13.65727,8.715544,12.26271,16.11667,11.10713,8.31859,10.61367,6.466667,9.275,13.15823,8.777813,2.878432,13.94393,9.866432,10.02833,11.56456,10.43858,1.258333,6.602774,8.443755,7.73315,7.109776,13.49567,13.33212
01/01/2020 14:00:00,6.141666,7.83333,2.449997,0,5.358334,8.25293,9.425,8.783333,10.20833,12.94914,10.69102,11.48271,12.90958,9.367492,12.4205,3.65,7.416667,15.48531,11.04955,7.798145,9.218828,11.52784,8.50749,9.69366,5.758885,13.44308,7.867945,13.37533,8.593203,12.49055,16.325,10.95483,8.484225,10.50378,6.658333,9.283333,13.13112,9.000519,2.864954,13.78567,9.934563,9.952877,11.54918,10.88326,1.25,6.314136,8.624703,7.701649,6.828942,13.60119,13.47457
01/01/2020 15:00:00,6.333333,7.88333,2.466664,0,5.441667,8.868164,9.841667,9.083333,10.61667,13.29932,10.81293,11.69959,13.03925,9.495029,12.48057,3.683333,7.466667,16.03582,11.37629,8.057723,9.431278,12.12724,8.794662,9.986225,5.872825,13.67254,8.049625,13.73656,8.648879,12.65611,16.59167,11.14352,8.728892,10.77703,6.858334,9.491667,13.72306,9.048869,2.909783,14.18228,10.18804,10.11185,11.94917,11.14332,1.241667,6.529515,8.858397,7.850363,6.888141,13.66978,13.51678
01/01/2020 16:00:00,6.941667,8.149997,2.599997,0,5.933333,9.978516,10.45833,9.783333,11.41667,14.47218,11.78222,12.61321,13.64803,10.01875,13.10695,3.783333,7.758333,16.94126,12.07737,8.713484,10.20635,12.81517,9.616621,10.67106,6.488871,14.71735,8.821036,14.5448,9.400509,13.42752,17.73333,12.38815,9.41011,11.76236,7.275,10.00833,14.88277,9.713323,3.254351,14.98582,10.87154,11.11182,12.99456,10.92575,1.316667,6.986647,9.642995,8.205666,7.12866,13.54843,13.4007
01/01/2020 17:00:00,7.516666,8.374997,2.816664,0,6.425,10.24805,10.89167,10.225,12.225,15.05385,12.36956,13.36497,14.16889,10.40721,13.61171,3.958333,8.325,17.50332,12.57259,9.224152,10.92721,13.5354,10.23712,11.20339,6.99143,15.83867,9.352891,15.10778,9.563875,14.23702,18.64167,12.9665,10.08586,12.33084,7.7,10.61667,15.54357,10.08694,3.518344,15.57509,11.51035,11.59899,13.74546,11.30376,1.366667,7.347078,10.52869,8.601994,7.354602,13.60119,13.44819
01/01/2020 18:00:00,7.516666,8.266664,2.849997,0,6.325,9.890625,10.91667,10.225,12.225,15.11979,12.39913,13.25264,14.22604,10.52996,13.82196,3.891667,8.241667,17.36761,12.47223,9.238799,10.71843,13.70342,10.43418,10.96186,6.957216,15.69613,9.369008,15.01993,9.592446,14.522,18.26667,13.03615,10.10227,12.29861,7.725,10.86667,15.37727,10.158,3.566396,15.52352,11.44149,11.60559,13.75425,11.33746,1.375,7.318507,10.56971,8.857665,7.441151,13.49567,13.34794
01/01/2020 19:00:00,7.258333,8.108331,2.78333,0,6.183333,9.591797,10.54167,9.883333,11.80833,14.55204,12.12611,13.07002,13.96377,10.2068,13.54138,3.541667,8.066667,17.05664,12.20557,8.985488,10.47008,13.39138,10.19829,10.65475,6.791882,15.13469,9.225422,14.43298,9.325786,14.00333,17.925,12.8853,9.932076,12.04587,7.566667,10.85,14.85273,9.947749,3.50135,15.04878,11.08618,11.4576,13.46342,10.89644,1.4,7.157339,10.26862,8.749243,7.220077,13.56954,13.41653
01/01/2020 20:00:00,6.975,8.433331,2.749997,0,6.258333,8.950195,10.08333,9.45,11.28333,14.05315,11.65718,12.47261,13.42752,9.93133,13.36995,3.391667,7.683333,16.31767,11.90448,8.522548,10.16166,12.98573,9.807826,10.03054,6.501244,14.56982,8.900887,13.82315,9.030555,13.39455,17.475,12.60613,9.446025,11.64295,7.35,10.525,14.52453,9.651052,3.289804,14.3576,10.89937,11.04589,13.01434,10.61294,1.35,6.813757,9.835664,8.373427,6.96896,13.4904,13.36905
01/01/2020 21:00:00,6.633333,8.474997,2.68333,0,6.183333,7.948242,9.591667,8.7,10.65833,13.20555,10.99074,11.68473,12.57992,9.573655,12.7172,3.383333,7.375,15.46883,11.06347,8.003328,9.280366,11.9492,9.160222,9.288613,6.012832,13.85081,8.482582,13.30381,8.281122,12.7997,16.44167,11.7005,8.800361,10.86787,7.016667,9.833333,13.7238,9.217363,3.062729,13.61829,10.18657,10.43785,12.20997,10.20489,1.341667,6.295821,9.234213,7.941936,6.554598,13.58009,13.43236
01/01/2020 22:00:00,5.891666,8.666663,2.516664,0,6.208333,6.814453,8.641666,7.833333,9.6,12.14843,10.02158,10.57746,11.44661,8.699995,12.04761,3.516667,6.933333,14.28868,10.1287,7.245488,8.386614,10.59321,8.097977,8.366079,5.334855,12.25261,7.813734,12.25807,7.515573,11.93671,15,10.7528,8.00959,9.82321,6.341667,8.858334,12.66079,8.791,2.82745,12.59492,9.418824,9.665705,11.32794,9.702333,1.233333,5.692905,8.26647,7.29946,5.878785,13.5326,13.39015
01/01/2020 23:00:00,5.241667,8.483331,2.199997,0,6.216667,5.976563,7.708333,6.95,8.633333,11.04076,9.133713,9.586158,10.23272,7.878652,11.19926,3.4,6.341667,13.08765,8.859863,6.508472,7.532422,9.440129,7.173456,7.508528,4.727803,11.08026,7.130234,11.21709,6.629879,10.86055,13.64167,9.806389,7.326813,9.010042,5.658333,7.933333,11.65713,8.147059,2.507494,11.44473,8.637157,8.88477,10.74553,9.302343,1.2,4.999881,7.312647,6.626949,5.161771,13.54316,13.40598
01/02/2020 00:00:00,4.791667,8.358331,2.03333,0,6.025,5.542969,7.275,6.508333,7.866667,10.09427,8.606877,9.015753,9.464976,7.257509,10.65274,3.375,6.1,12.33331,7.894318,6.084359,6.91925,8.733771,6.57347,6.796411,4.264389,10.26476,6.730243,10.36202,6.295089,10.28327,12.675,9.087197,6.782739,8.26647,5.366667,7.325,10.73186,7.826188,2.373007,10.75668,7.995415,8.052556,10.40635,9.128721,1.166667,4.692929,6.807897,6.166154,4.891356,13.6434,13.50095
01/02/2020 01:00:00,4.5,8.366664,1.95833,0,6.116667,5.261719,7.066667,6.233333,7.416667,9.643727,8.250462,8.635991,9.199049,6.895661,10.16922,3.983333,5.9,12.06464,7.465024,5.828161,6.580063,8.109347,6.169084,6.457299,4.042663,9.772231,6.524387,9.928339,6.072383,9.960203,12.59167,8.654621,6.685982,7.93461,5.108333,6.825,10.51574,7.580772,2.278368,10.19543,7.67381,7.80421,10.21734,8.953633,1.133333,4.536156,6.451129,5.861399,4.703167,13.72254,13.56954
01/02/2020 02:00:00,4.45,8.299997,1.849997,0,6.225,5.132813,7.25,6.241667,7.35,9.570469,8.305106,8.576273,8.972681,6.680592,10.03222,3.991667,5.958333,12.02014,7.338287,5.848899,6.580796,7.847753,6.014509,6.316086,3.950717,9.532456,6.21597,9.747895,6.104617,9.795372,12.33333,8.37997,6.628775,7.840107,5.016666,6.691667,10.34871,7.598354,2.316458,10.14727,7.500921,7.7815,10.27814,8.956564,1.141667,4.63945,6.410837,5.590343,4.805769,13.63812,13.4904
01/02/2020 03:00:00,4.566667,8.558331,2.00833,0,6.383333,5.25,7.566667,6.483333,7.541667,9.770464,8.474411,8.897255,9.235678,6.717691,9.970686,3.933333,6.15,12.29265,7.833514,5.976484,7.677474,7.998282,6.114141,6.40047,4.016069,9.685886,6.248203,10.03745,6.402046,9.918446,12.6,8.440346,6.827786,7.936808,4.925,6.883333,10.27911,7.650368,2.437467,10.33842,7.688462,7.903109,10.6166,9.19099,1.15,4.761059,6.552225,5.738325,5.126001,13.42181,13.26353
01/02/2020 04:00:00,4.841667,8.891664,2.28333,0,6.85,5.566406,8.5,7.166667,8.316667,10.31624,8.926531,9.689763,9.785849,7.229463,10.47252,3.808333,6.541667,13.03161,8.741184,6.438067,7.799815,8.508875,6.579331,6.769464,4.26388,10.35011,6.604239,11.00924,7.199829,10.55213,13.55,9.010382,7.498288,8.540457,5.333333,7.366667,10.40292,7.847433,2.714645,10.94395,8.100906,8.256947,11.28764,9.922109,1.216667,5.35958,7.245982,6.061395,5.775594,13.33739,13.20549
01/02/2020 05:00:00,5.358333,10.325,2.699997,0,8.25,5.976563,9.708333,8.4,9.483334,10.66788,9.99655,11.05826,11.11256,8.157326,11.30109,3.541667,7.4,14.87161,10.12943,7.385533,8.950704,9.499586,7.424732,7.787229,4.802483,11.49638,7.478943,12.39962,8.473059,11.52354,15.39167,10.30019,8.568399,9.618087,6.233334,8.216666,12.03589,8.516281,3.220949,12.27032,9.11993,8.976343,12.94695,11.38581,1.5,6.495816,8.314821,6.644531,6.703729,13.33212,13.17384
01/02/2020 06:00:00,6.116667,11.725,3.10833,0,9.875,6.480469,10.76667,9.525,10.675,12.87149,11.17346,12.24383,12.40703,8.93935,12.62123,4.216667,8.033334,16.55667,11.61218,8.487585,10.28987,10.63216,8.259877,9.264885,5.394173,12.83691,8.221783,14.11183,9.937492,12.70666,17.01667,11.4015,9.655364,10.37997,7.166667,9.391666,13.68497,9.188793,3.771789,13.50596,10.49059,10.44371,14.31321,12.83999,1.9,7.278215,9.837862,7.563923,7.779497,13.28463,13.12635
01/02/2020 07:00:00,6.691667,12.275,3.249997,0,11.44167,6.832031,11.15,9.875,11.275,14.06487,11.81565,13.28894,13.29492,9.54718,13.83881,5.316667,7.983334,17.60001,12.73596,9.336765,11.33746,11.57848,9.067183,10.24464,5.765235,13.62171,8.825432,15.6305,10.59023,13.69491,18.85,12.27342,10.32608,11.24149,8.066667,9.941667,14.3846,9.539701,3.983335,14.52019,11.06714,11.1316,14.66192,13.93447,2.158333,7.607145,10.79462,8.135338,8.916168,13.46402,13.30574
01/02/2020 08:00:00,6.833333,12.48333,3.249997,0,11.61667,7.051758,11.50833,10.29167,11.43333,14.6502,12.09059,13.73013,13.45975,9.634248,14.29522,5.666667,8.308333,17.73737,13.14035,9.690931,11.84807,11.67487,9.196118,10.37873,5.747051,14.27257,8.958761,16.24916,10.66055,14.14252,19.18333,12.48197,10.49429,11.58727,8.533333,10.3,14.73698,9.807826,3.870237,15.12186,11.18142,11.38215,14.85459,14.53299,2.341667,7.858421,10.70597,8.287715,9.187803,13.4007,13.25825
01/02/2020 09:00:00,7,12.38333,3.274997,0,11.98333,7.110352,11.525,10.425,11.55,15.13883,12.30102,13.64643,13.79528,10.01,14.60878,6.658333,8.566667,17.83187,13.4136,9.818781,12.2063,12.19855,9.273772,10.7159,5.942754,14.54229,9.238608,17.0992,10.547,14.29856,19.40833,12.71764,10.5769,11.81584,8.733334,10.69167,14.93405,10.03639,3.962532,15.53,11.31988,11.6891,14.99085,14.82163,2.433333,7.868678,11.03857,8.52727,9.093156,13.25825,13.0947
01/02/2020 10:00:00,7.283333,12.35,3.45833,0,11.61667,7.324219,11.575,10.28333,11.50833,15.52344,12.35656,13.71682,14.11175,10.29422,15.03075,7.075,8.666667,17.68462,13.60114,9.968251,12.39531,13.32114,9.243736,11.09746,6.137651,14.76307,9.342635,16.98866,10.38583,14.33153,19.625,12.57957,10.23017,12.26857,9.291667,10.68333,14.60365,11.44588,3.736922,15.61757,11.44661,12.16162,14.98646,14.91466,2.45,7.884794,11.05029,8.770488,9.081918,13.24242,13.08414
01/02/2020 11:00:00,7.35,12.30833,3.524997,0,11.775,7.458984,11.48333,10.01667,11.525,15.51245,12.62453,13.56982,14.23702,10.36812,15.37947,7.283333,8.541667,17.81374,13.60334,10.01757,12.31619,13.20761,9.25619,11.15289,6.292604,15.07322,9.435673,17.08995,10.23419,14.57401,19.55,12.90968,10.18043,12.28103,9.383333,10.85,15.60585,11.14699,3.702348,15.84417,11.68251,12.12572,14.97474,14.88976,2.458333,7.882596,10.70158,8.864991,9.084466,13.36377,13.2477
01/02/2020 12:00:00,7.341667,12.48333,3.616664,0,11.65,7.631836,11.01667,9.9,11.35833,15.53736,12.61642,13.42992,14.34838,10.43545,15.50841,7.066667,8.675,17.52529,13.54766,10.04764,11.99532,12.85409,9.25033,11.16841,6.441847,14.98372,9.352892,16.89772,9.916248,14.51028,19.54167,12.86304,9.795173,12.16967,9.466667,10.86667,15.95236,11.49277,3.679201,15.89363,11.48031,12.21436,15.06558,15.11759,2.408333,7.961716,10.87959,8.90162,8.764435,13.50622,13.35322
01/02/2020 13:00:00,7.291667,12.425,3.699997,0,11.53333,7.491211,11.01667,9.675,11.325,15.45897,12.51144,13.33827,14.27072,10.5522,15.62856,6.891666,8.5,17.43134,13.39309,9.81907,12.07517,12.6262,9.172676,11.05711,6.205331,14.89046,9.23348,17.00084,9.628343,14.31614,19.475,12.7871,9.926536,12.08323,9.133333,11.09167,16.13625,13.23998,3.531529,15.93661,11.51035,12.22755,14.83921,15.15568,2.391667,7.820327,10.88692,8.831292,8.581046,13.68561,13.5326
01/02/2020 14:00:00,7.416667,12.16666,3.616664,0,11.675,7.453125,10.76667,9.625,11.28333,15.41136,12.519,13.38002,14.17109,10.3988,15.46152,6.541667,8.4,17.42585,13.31104,10.05427,11.96235,12.63508,9.200514,10.96646,6.268795,14.84362,9.322123,16.79665,9.478163,14.41724,19.23333,12.79872,9.864192,11.99825,9.016666,10.91667,15.73771,11.86345,3.450954,15.68967,11.24076,11.99825,15.06777,14.99891,2.308333,7.62839,10.56458,8.848142,8.224196,13.83861,13.73309
01/02/2020 15:00:00,7.441667,12.05833,3.60833,0,11.24167,7.87793,10.79167,10.06667,11.73333,15.5674,12.77467,13.53652,14.25094,10.70927,15.79486,6.358333,8.483334,17.47475,13.43338,10.05495,12.03781,12.69676,9.292087,11.08357,6.453573,14.96461,9.399776,16.80198,9.600505,14.72566,19.13333,13.04917,10.00075,12.24879,9.058333,11.2,15.82416,11.48617,3.556434,15.96814,11.58288,12.13891,14.78207,14.75203,2.075,7.760255,10.97996,9.004182,7.504134,13.78585,13.6434
01/02/2020 16:00:00,8.091666,11.62727,3.863633,0,10.59167,9.498047,11.64167,10.63333,12.34167,16.0868,13.41729,14.21766,14.7784,11.21641,16.22196,5.916667,8.825,18.40161,13.88538,10.00847,12.49714,13.74959,9.927969,11.56778,6.986365,15.63844,9.817349,17.42845,9.982181,15.40037,20.06667,14.08755,10.44127,12.75428,9.4,11.68333,16.4879,11.20633,3.689163,16.29133,12.13817,12.51838,15.83992,14.2656,2.041667,7.920691,11.22391,9.342635,7.928326,13.61174,13.48512
01/02/2020 17:00:00,8.658333,11.4,3.966664,0,10.56667,10.05762,12.19167,11.15833,13.175,17.00839,14.11872,14.9387,15.58058,11.72845,16.57068,5.9,9.325,18.87301,14.51028,10.31201,12.67442,14.32849,10.82685,12.15303,7.552773,16.7858,10.39975,18.28979,10.4884,16.2128,20.7,14.44824,11.12513,13.52202,9.683333,12.425,17.40291,11.6195,4.015272,16.95861,13.06636,13.00116,16.76517,14.08758,1.991667,8.234237,11.64954,9.870828,8.47953,13.70671,13.54843
01/02/2020 18:00:00,8.566667,11.04166,3.949997,0,10.15,9.820313,12.06667,11.11667,12.98333,16.64503,14.04725,14.74406,15.51612,11.6633,16.60804,6.383333,9.233334,18.72302,14.31614,10.03059,12.58725,14.61718,10.87154,12.19341,7.574831,16.66463,10.50525,17.62882,10.38437,15.91171,20.575,14.60185,10.83727,13.57623,9.508333,12.34167,17.54211,11.50522,3.803433,16.91472,12.85171,12.79017,16.50071,13.73667,2.008333,8.13607,11.55797,9.907457,8.243473,13.68561,13.55371
01/02/2020 19:00:00,8.225,10.58333,3.80833,0,10.19167,9.480469,11.53333,10.69167,12.68333,15.86263,13.34412,14.20686,15.13517,11.41363,15.91647,6.2,8.858334,18.01482,13.40994,9.580233,12.20264,14.16478,10.4525,11.86525,7.369899,16.11351,10.17412,16.57612,10.00196,15.32711,19.53333,14.22137,10.40408,12.98211,9.266666,11.81667,16.79193,11.64734,3.646385,16.32322,12.3096,12.45099,15.83259,13.52495,1.925,7.747069,11.17336,9.646657,8.032088,13.65923,13.51678
01/02/2020 20:00:00,7.808333,10.375,3.541664,0,10.10833,8.874023,11.13333,10.125,11.98333,15.06924,12.77456,13.50795,14.1982,10.8436,15.33552,5.891666,8.458334,17.29234,12.89493,8.974041,11.76895,13.59969,10.09939,11.1298,7.037713,15.40325,9.615156,16.19912,9.390985,14.73811,18.59167,13.78622,10.03989,12.43047,8.808333,11.05,15.87178,11.55797,3.454177,15.29214,11.91693,12.05759,15.09268,12.99823,1.866667,7.255506,10.57631,9.202712,7.572378,13.82278,13.63285
