,   I,ID,      PG,        QG,        QT,        QB,     VS,    IREG,     MBASE,     ZR,         ZX,         RT,         XT,     GTAP,STAT, RMPCT,      PT,        PB,    O1,    F1,  O2,    F2,  O3,    F3,  O4,    F4,WMOD, WPF,NREG,Bus  Number,Bus  Name,Lat,Long,geohash
118,6235,H,1040.4,49.769,347.0,-347,1.05,6205,2671.0,0.0,0.2,0.0,0.0,1,1,100,2671.0,0,1,1,,,,,,,,,,6235,MONTA G1,47.432975,-111.260716,c82vu4
119,6235,W,280.8,49.769,195.0,-195,1.05,6205,720.0,0.0,0.2,0.0,0.0,1,1,100,720.0,0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,6235,MONTA G1,47.432975,-111.260716,c82vu4
120,6333,C,2837.7,330.576,1671.0,-1671,1.03,6303,4594.0,0.0,0.2,0.0,0.0,1,1,100,4594.0,0,1,1,,,,,,,,,,6333,BRIDGER,42.083869,-108.529745,9x6z6m
121,6333,W,919.8,330.576,350.0,-350,1.03,6303,1489.0,0.0,0.2,0.0,0.0,1,1,100,1489.0,0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,6333,BRIDGER,42.083869,-108.529745,9x6z6m
122,6335,C,2274.3,260.575,968.0,-968,1.06,6305,3000.0,0.0,0.2,0.0,0.0,1,1,100,2660.0,0,1,1,,,,,,,,,,6335,NAUGHT,41.826887,-110.64461,9x3mfn
123,6335,G,295.2,260.575,330.0,-330,1.06,6305,418.0,0.0,0.2,0.0,0.0,1,1,100,418.0,0,1,1,,,,,,,,,,6335,NAUGHT,41.826887,-110.64461,9x3mfn
124,6335,H,259.2,260.575,406.0,-406,1.06,6305,400.0,0.0,0.2,0.0,0.0,1,1,100,303.0,0,1,1,,,,,,,,,,6335,NAUGHT,41.826887,-110.64461,9x3mfn
125,6433,C,194.0,74.552,283.0,-283,1.11,6403,391.0,0.0,0.2,0.0,0.0,1,1,100,391.0,0,1,1,,,,,,,,,,6433,VALMY,41.182805,-116.954457,9rkf69
126,6433,E,372.0,59.0,59.0,-59,1.11,6403,751.0,0.0,0.2,0.0,0.0,1,1,100,751.0,0,1,1,,,,,,,,,,6433,VALMY,41.182805,-116.954457,9rkf69
127,6433,G,679.0,74.552,536.0,-536,1.11,6403,1369.0,0.0,0.2,0.0,0.0,1,1,100,1369.0,0,1,1,,,,,,,,,,6433,VALMY,41.182805,-116.954457,9rkf69
128,6433,W,75.0,50.0,50.0,-50,1.11,6403,152.0,0.0,0.2,0.0,0.0,1,1,100,152.0,0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,6433,VALMY,41.182805,-116.954457,9rkf69
129,6533,C,1318.501,78.734,1924.0,-1924,1.065,6503,3276.0,0.0,0.2,0.0,0.0,1,1,100,3276.0,0,1,1,,,,,,,,,,6533,EMERY,40.030278,-109.188333,9x47er
130,6533,G,1213.201,78.734,880.0,-880,1.065,6503,3239.0,0.0,0.2,0.0,0.0,1,1,100,3239.0,0,1,1,,,,,,,,,,6533,EMERY,40.030278,-109.188333,9x47er
131,6533,H,90.0,75.0,75.0,-75,1.065,6503,275.0,0.0,0.2,0.0,0.0,1,1,100,275.0,0,1,1,,,,,,,,,,6533,EMERY,40.030278,-109.188333,9x47er
132,6533,S,566.1,78.734,500.0,-500,1.065,6503,1407.0,0.0,0.2,0.0,0.0,1,1,100,1407.0,0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,6533,EMERY,40.030278,-109.188333,9x47er
133,6533,W,157.5,20.0,20.0,-20,1.065,6503,391.0,0.0,0.2,0.0,0.0,1,1,100,391.0,0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,6533,EMERY,40.030278,-109.188333,9x47er
134,7031,C,1105.199,380.609,1419.0,-1419,1.02,7001,3127.0,0.0,0.2,0.0,0.0,1,1,100,3127.0,0,1,1,,,,,,,,,,7031,COLOEAST,38.542595,-104.660626,9wve62
135,7031,G,2242.802,380.609,2092.0,-2092,1.02,7001,6346.0,0.0,0.2,0.0,0.0,1,1,100,6346.0,0,1,1,,,,,,,,,,7031,COLOEAST,38.542595,-104.660626,9wve62
136,7031,P,123.3,175.0,175.0,-175,1.02,7001,509.0,0.0,0.2,0.0,0.0,1,1,100,509.0,-509,1,1,,,,,,,,,,7031,COLOEAST,38.542595,-104.660626,9wve62
137,7031,SC,0.0,0.0,1000.0,-1000,1.02,7001,100.0,0.0,0.2,0.0,0.0,1,0,100,0.1,0,1,1,,,,,,,,,,7031,COLOEAST,38.542595,-104.660626,9wve62
138,7031,W,1098.0,380.609,1000.0,-1000,1.02,7001,3106.0,0.0,0.2,0.0,0.0,1,1,100,3106.0,0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,7031,COLOEAST,38.542595,-104.660626,9wve62
139,7032,C,1057.5,22.012,826.0,-826,1.015,7002,1821.0,0.0,0.2,0.0,0.0,1,1,100,1821.0,0,1,1,,,,,,,,,,7032,CRAIG,40.521809,-107.506652,9x5w98
140,7032,G,861.3,22.012,489.0,-489,1.015,7002,1483.0,0.0,0.2,0.0,0.0,1,1,100,1483.0,0,1,1,,,,,,,,,,7032,CRAIG,40.521809,-107.506652,9x5w98
141,7032,H,390.6,22.012,346.0,-346,1.015,7002,672.0,0.0,0.2,0.0,0.0,1,1,100,672.0,0,1,1,,,,,,,,,,7032,CRAIG,40.521809,-107.506652,9x5w98
142,7032,S,428.4,22.012,230.0,-230,1.015,7002,738.0,0.0,0.2,0.0,0.0,1,1,100,738.0,0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,7032,CRAIG,40.521809,-107.506652,9x5w98
143,8033,H,1182.0,259.732,786.0,-786,1.075,8003,1394.0,0.0,0.2,0.0,0.0,1,1,100,1394.0,0,1,1,,,,,,,,,,8033,COTWDWAP,40.397712,-122.265115,9r1jcf
144,8034,G,2946.0,239.367,1280.0,-1280,1.0,8004,3754.0,0.0,0.2,0.0,0.0,1,1,100,3754.0,0,1,1,,,,,,,,,,8034,RNCHSECO,38.344823,-121.123005,9qcf5u
145,8034,H,427.0,239.367,344.0,-344,1.0,8004,544.0,0.0,0.2,0.0,0.0,1,1,100,544.0,0,1,1,,,,,,,,,,8034,RNCHSECO,38.344823,-121.123005,9qcf5u
