loc_key,month,generation_mwh_sim,generation_mwh_actual,scaling_factor,abs_error_mwh_after
9muccv,2018-01,29974.409497139663,23736.03977202921,0.7918768099266223,0.0
9muccv,2018-02,35421.053188521764,26006.993272425458,0.7342241670231605,0.0
9muccv,2018-03,40622.19257729432,36168.38923546787,0.8903603410044416,0.0
9muccv,2018-04,46867.98951029883,41126.328436551186,0.8774929086197315,0.0
9muccv,2018-05,43511.92540877668,45292.063373270736,1.0409114960501147,0.0
9muccv,2018-06,50567.798531419096,46324.79342581355,0.9160927461975776,0.0
9muccv,2018-07,48183.94685111981,47080.638544512745,0.9771021599783825,0.0
9muccv,2018-08,50692.07683127891,45652.800254974405,0.9005904494093427,0.0
9muccv,2018-09,47175.14857155329,41416.651822895874,0.8779336806979384,0.0
9muccv,2018-10,41469.47722864202,37850.91014770095,0.9127414348391688,0.0
9muccv,2018-11,37984.16473457834,29941.078300500933,0.7882515914123682,0.0
9muccv,2018-12,33651.178519697074,27024.310699232938,0.8030717463108988,0.0
9muccv,2019-01,36016.72463502628,28198.5986675214,0.7829306788240886,0.0
9muccv,2019-02,35361.49811498815,29639.746999598603,0.8381926269983354,0.0
9muccv,2019-03,47320.05193820998,43275.86518960611,0.9145354541477527,0.0
9muccv,2019-04,54142.006645358015,48567.3438968728,0.8970362737938312,0.0
9muccv,2019-05,49460.34340808046,52837.02531202371,1.0682704904833231,0.0
9muccv,2019-06,51391.2975409482,54050.55614090226,1.0517453095601486,7.275957614183426e-12
9muccv,2019-07,62582.14087015694,56336.57175565295,0.9002020540099122,0.0
9muccv,2019-08,63272.71715898998,54578.45590560347,0.8625906766175411,0.0
9muccv,2019-09,54462.94010748463,48433.62612655797,0.8892951065618641,0.0
9muccv,2019-10,57412.83124773464,44298.090953819185,0.7715712671035897,0.0
9muccv,2019-11,43238.366482161735,34413.7711189462,0.7959082157542612,0.0
9muccv,2019-12,36181.73707154581,30704.520084651336,0.8486192916591092,0.0
9muccv,2020-01,46131.75724326246,33213.36800847777,0.7199675449893811,0.0
9muccv,2020-02,50342.495536709204,37204.46137729937,0.739026958847725,0.0
9muccv,2020-03,50476.50836111173,49136.315827062725,0.9734491830444928,0.0
9muccv,2020-04,53075.32283024645,54618.03621482332,1.0290664908343754,7.275957614183426e-12
9muccv,2020-05,71110.2530596097,61798.11417755109,0.8690464668399857,0.0
9muccv,2020-06,65359.333117985145,61953.89410297133,0.9478966682712874,0.0
9muccv,2020-07,74101.52701383048,64255.928254145154,0.8671336589616065,0.0
9muccv,2020-08,70229.85071157674,61166.82606384946,0.8709519590900494,0.0
9muccv,2020-09,63188.00030718782,54275.56629125271,0.8589536941728271,0.0
9muccv,2020-10,59708.300025681725,49478.69205917683,0.8286736021272597,0.0
9muccv,2020-11,54010.34437633659,40117.1026737702,0.7427670224473999,0.0
9muccv,2020-12,47870.92972756215,35930.68333837452,0.7505741698116024,0.0
9muccv,2021-01,51088.60719714511,38060.333525400245,0.7449867125664584,0.0
9muccv,2021-02,56227.09241448153,40697.7581434106,0.7238104692201498,0.0
9muccv,2021-03,66802.7476779834,57471.95864313198,0.8603232747277156,0.0
9muccv,2021-04,71944.68477054097,64160.93571991278,0.8918092549094692,0.0
9muccv,2021-05,74732.38649504817,70762.82686507158,0.9468830072723609,0.0
9muccv,2021-06,76367.2965279801,71175.78876445566,0.9320192281309535,0.0
9muccv,2021-07,77112.86064019952,72856.38605664791,0.9448020142397275,0.0
9muccv,2021-08,74775.3085761675,68987.5349871804,0.922597797331835,0.0
9muccv,2021-09,72569.79949785773,61534.652900997,0.8479374798715479,7.275957614183426e-12
9muccv,2021-10,66572.15505124956,55063.97712575371,0.8271322609785359,0.0
9muccv,2021-11,61656.89547044118,46396.347988866844,0.7524924444356695,0.0
9muccv,2021-12,45202.31125377665,40568.15673357044,0.8974796997837355,0.0
9muccv,2022-01,58537.02234401609,45697.71307719542,0.7806634373821516,0.0
9muccv,2022-02,67650.43256838113,48831.3569967021,0.7218188434692315,0.0
9muccv,2022-03,82344.78341115342,69866.31556262543,0.8484607362894854,0.0
9muccv,2022-04,87154.5840351699,76447.98546506187,0.8771539249640896,0.0
9muccv,2022-05,90776.31709518231,84784.52929911736,0.9339939315914046,0.0
9muccv,2022-06,94321.44594122833,84714.18842849685,0.8981434453547525,0.0
9muccv,2022-07,93247.64829184624,87330.70744729177,0.9365459509923978,0.0
9muccv,2022-08,91379.01715577635,84847.41192786978,0.9285218266599217,0.0
9muccv,2022-09,79761.63224819078,76032.45162431944,0.9532459339313992,0.0
9muccv,2022-10,75775.0945928932,71525.1624732794,0.9439138658625654,0.0
9muccv,2022-11,71500.4789851845,56702.11202231334,0.7930312191903287,0.0
9muccv,2022-12,59570.24166663345,48978.77042058368,0.8222019761927157,0.0
9muccv,2023-01,64.28781410575556,,,
9mudw2,2018-01,32357.308498270082,25684.83383772758,0.7937877107145908,0.0
9mudw2,2018-02,38031.868172177696,28142.238858577733,0.7399646720264259,0.0
9mudw2,2018-03,44070.54432089995,39137.913342476175,0.88807419889106,0.0
9mudw2,2018-04,50411.42101021066,44502.912970908044,0.8827942573151059,0.0
9mudw2,2018-05,45847.569641351794,49010.66618876976,1.0689915860788626,0.0
9mudw2,2018-06,52950.33266002896,50128.18621542761,0.9467020072806507,0.0
9mudw2,2018-07,52651.57869959066,50946.088294599365,0.9676079911160469,0.0
9mudw2,2018-08,54843.63189499391,49401.02055936773,0.9007612890034918,0.0
9mudw2,2018-09,50591.07089904578,44817.072704759565,0.8858692237251076,0.0
9mudw2,2018-10,44901.67675000383,40958.57384331229,0.9121836155775361,0.0
9mudw2,2018-11,40748.1847502471,32399.32307397766,0.7951108318703985,0.0
9mudw2,2018-12,36064.295767897616,29243.080840590508,0.8108596110899533,0.0
9mudw2,2019-01,38845.08472484341,30513.78107672149,0.7855248944072035,0.0
