,9wdb95,9we1bp
2018-01-01 19:30:00-07:00,0.0,0.0
2018-01-01 20:30:00-07:00,0.0,0.0
2018-01-01 20:30:00-07:00,0.0,0.0
2018-01-01 21:30:00-07:00,0.0,0.0
2018-01-01 21:30:00-07:00,0.0,0.0
2018-01-01 22:30:00-07:00,0.0,0.0
2018-01-01 22:30:00-07:00,0.0,0.0
2018-01-01 23:30:00-07:00,0.0,0.0
2018-01-01 23:30:00-07:00,0.0,0.0
2018-01-02 00:30:00-07:00,0.0,0.0
2018-01-02 00:30:00-07:00,0.0,0.0
2018-01-02 01:30:00-07:00,0.0,0.0
2018-01-02 01:30:00-07:00,0.0,0.0
2018-01-02 02:30:00-07:00,0.0,0.0
2018-01-02 02:30:00-07:00,0.0,0.0
2018-01-02 03:30:00-07:00,0.0,0.0
2018-01-02 03:30:00-07:00,0.0,0.0
2018-01-02 04:30:00-07:00,0.0,0.0
2018-01-02 04:30:00-07:00,0.0,0.0
2018-01-02 05:30:00-07:00,0.0,0.0
2018-01-02 05:30:00-07:00,0.0,0.0
2018-01-02 06:30:00-07:00,0.0,0.0
2018-01-02 06:30:00-07:00,0.0,0.0
2018-01-02 07:30:00-07:00,0.0,0.0
2018-01-02 07:30:00-07:00,0.0,0.0
2018-01-02 08:30:00-07:00,2390.676472386422,11192.554745109916
2018-01-02 08:30:00-07:00,23645.586712219123,11192.554745109916
2018-01-02 09:30:00-07:00,42056.30262421407,19624.72787275737
2018-01-02 09:30:00-07:00,4252.083673073554,19624.72787275737
2018-01-02 10:30:00-07:00,54855.21416726026,25365.527584220225
2018-01-02 10:30:00-07:00,5546.111902125854,25365.527584220225
2018-01-02 11:30:00-07:00,63080.37793759006,28306.298549979438
2018-01-02 11:30:00-07:00,6377.713407581044,28306.298549979438
2018-01-02 12:30:00-07:00,64491.66463883526,28732.14278876272
2018-01-02 12:30:00-07:00,6520.400918511582,28732.14278876272
2018-01-02 13:30:00-07:00,60386.013770651494,26814.895980893438
2018-01-02 13:30:00-07:00,6105.300923156946,26814.895980893438
2018-01-02 14:30:00-07:00,5132.81863270424,22567.991288990725
2018-01-02 14:30:00-07:00,50767.43317616274,22567.991288990725
2018-01-02 15:30:00-07:00,23554.041774967685,12435.028394794845
2018-01-02 15:30:00-07:00,2381.4208624361722,12435.028394794845
2018-01-02 16:30:00-07:00,6855.08942204496,2857.8791724240587
2018-01-02 16:30:00-07:00,693.0807510442987,2857.8791724240587
2018-01-02 17:30:00-07:00,0.0,0.0
2018-01-02 17:30:00-07:00,0.0,0.0
2018-01-02 18:30:00-07:00,0.0,0.0
2018-01-02 18:30:00-07:00,0.0,0.0
2018-01-02 19:30:00-07:00,0.0,0.0
2018-01-02 19:30:00-07:00,0.0,0.0
2018-01-02 20:30:00-07:00,0.0,0.0
2018-01-02 20:30:00-07:00,0.0,0.0
2018-01-02 21:30:00-07:00,0.0,0.0
2018-01-02 21:30:00-07:00,0.0,0.0
2018-01-02 22:30:00-07:00,0.0,0.0
2018-01-02 22:30:00-07:00,0.0,0.0
2018-01-02 23:30:00-07:00,0.0,0.0
2018-01-02 23:30:00-07:00,0.0,0.0
2018-01-03 00:30:00-07:00,0.0,0.0
2018-01-03 00:30:00-07:00,0.0,0.0
2018-01-03 01:30:00-07:00,0.0,0.0
2018-01-03 01:30:00-07:00,0.0,0.0
2018-01-03 02:30:00-07:00,0.0,0.0
2018-01-03 02:30:00-07:00,0.0,0.0
2018-01-03 03:30:00-07:00,0.0,0.0
2018-01-03 03:30:00-07:00,0.0,0.0
2018-01-03 04:30:00-07:00,0.0,0.0
2018-01-03 04:30:00-07:00,0.0,0.0
2018-01-03 05:30:00-07:00,0.0,0.0
2018-01-03 05:30:00-07:00,0.0,0.0
2018-01-03 06:30:00-07:00,0.0,0.0
2018-01-03 06:30:00-07:00,0.0,0.0
2018-01-03 07:30:00-07:00,0.0,0.0
2018-01-03 07:30:00-07:00,0.0,0.0
2018-01-03 08:30:00-07:00,9359.467933634618,5310.654434361988
2018-01-03 08:30:00-07:00,946.2848207286255,5310.654434361988
2018-01-03 09:30:00-07:00,4192.3996493147115,18866.647529772537
2018-01-03 09:30:00-07:00,41465.98278151486,18866.647529772537
2018-01-03 10:30:00-07:00,3198.29334705978,24317.958253364883
2018-01-03 10:30:00-07:00,31633.52446160338,24317.958253364883
2018-01-03 11:30:00-07:00,3857.2318667516547,27256.12424543687
2018-01-03 11:30:00-07:00,38150.92156044306,27256.12424543687
2018-01-03 12:30:00-07:00,3913.9122022316246,18724.108061139214
2018-01-03 12:30:00-07:00,38711.532669035034,18724.108061139214
2018-01-03 13:30:00-07:00,5736.270290103852,26235.113275580745
2018-01-03 13:30:00-07:00,56736.02351303559,26235.113275580745
2018-01-03 14:30:00-07:00,3824.8337154202786,17705.496752811865
2018-01-03 14:30:00-07:00,37830.47949918124,17705.496752811865
2018-01-03 15:30:00-07:00,2045.3929168567868,10118.547226267532
2018-01-03 15:30:00-07:00,20230.472895321345,10118.547226267532
2018-01-03 16:30:00-07:00,5536.27489062357,2838.142163386136
2018-01-03 16:30:00-07:00,559.7425974986662,2838.142163386136
2018-01-03 17:30:00-07:00,0.0,0.0
2018-01-03 17:30:00-07:00,0.0,0.0
2018-01-03 18:30:00-07:00,0.0,0.0
2018-01-03 18:30:00-07:00,0.0,0.0
2018-01-03 19:30:00-07:00,0.0,0.0
2018-01-03 19:30:00-07:00,0.0,0.0
2018-01-03 20:30:00-07:00,0.0,0.0
2018-01-03 20:30:00-07:00,0.0,0.0
2018-01-03 21:30:00-07:00,0.0,0.0
2018-01-03 21:30:00-07:00,0.0,0.0
2018-01-03 22:30:00-07:00,0.0,0.0
2018-01-03 22:30:00-07:00,0.0,0.0
2018-01-03 23:30:00-07:00,0.0,0.0
2018-01-03 23:30:00-07:00,0.0,0.0
2018-01-04 00:30:00-07:00,0.0,0.0
2018-01-04 00:30:00-07:00,0.0,0.0
2018-01-04 01:30:00-07:00,0.0,0.0
2018-01-04 01:30:00-07:00,0.0,0.0
2018-01-04 02:30:00-07:00,0.0,0.0
2018-01-04 02:30:00-07:00,0.0,0.0
2018-01-04 03:30:00-07:00,0.0,0.0
2018-01-04 03:30:00-07:00,0.0,0.0
2018-01-04 04:30:00-07:00,0.0,0.0
2018-01-04 04:30:00-07:00,0.0,0.0
2018-01-04 05:30:00-07:00,0.0,0.0
2018-01-04 05:30:00-07:00,0.0,0.0
2018-01-04 06:30:00-07:00,0.0,0.0
2018-01-04 06:30:00-07:00,0.0,0.0
2018-01-04 07:30:00-07:00,0.0,0.0
2018-01-04 07:30:00-07:00,0.0,0.0
2018-01-04 08:30:00-07:00,1164.3700401392582,3861.4988469790446
2018-01-04 08:30:00-07:00,11516.494627037375,3861.4988469790446
2018-01-04 09:30:00-07:00,2238.34957472019,7632.118615159269
2018-01-04 09:30:00-07:00,22138.959232937177,7632.118615159269
2018-01-04 10:30:00-07:00,33806.051795568885,13148.116364433517
2018-01-04 10:30:00-07:00,3417.945751804035,13148.116364433517
2018-01-04 11:30:00-07:00,4212.341213168114,17864.24176865327
2018-01-04 11:30:00-07:00,41663.21983249993,17864.24176865327
2018-01-04 12:30:00-07:00,4055.8987469761664,16481.223067846207
2018-01-04 12:30:00-07:00,40115.886287981244,16481.223067846207
2018-01-04 13:30:00-07:00,5789.736814193562,25930.389087919466
2018-01-04 13:30:00-07:00,57264.84761205814,25930.389087919466
2018-01-04 14:30:00-07:00,48372.00583319816,21844.503023270994
2018-01-04 14:30:00-07:00,4890.630022210716,21844.503023270994
2018-01-04 15:30:00-07:00,3449.2175123660604,15399.607470910358
2018-01-04 15:30:00-07:00,34115.35300573013,15399.607470910358
2018-01-04 16:30:00-07:00,1535.7854835062253,6727.203280311223
2018-01-04 16:30:00-07:00,15190.072450649881,6727.203280311223
2018-01-04 17:30:00-07:00,0.0,0.0
2018-01-04 17:30:00-07:00,0.0,0.0
2018-01-04 18:30:00-07:00,0.0,0.0
2018-01-04 18:30:00-07:00,0.0,0.0
2018-01-04 19:30:00-07:00,0.0,0.0
2018-01-04 19:30:00-07:00,0.0,0.0
2018-01-04 20:30:00-07:00,0.0,0.0
2018-01-04 20:30:00-07:00,0.0,0.0
2018-01-04 21:30:00-07:00,0.0,0.0
2018-01-04 21:30:00-07:00,0.0,0.0
2018-01-04 22:30:00-07:00,0.0,0.0
2018-01-04 22:30:00-07:00,0.0,0.0
2018-01-04 23:30:00-07:00,0.0,0.0
2018-01-04 23:30:00-07:00,0.0,0.0
2018-01-05 00:30:00-07:00,0.0,0.0
2018-01-05 00:30:00-07:00,0.0,0.0
2018-01-05 01:30:00-07:00,0.0,0.0
2018-01-05 01:30:00-07:00,0.0,0.0
2018-01-05 02:30:00-07:00,0.0,0.0
2018-01-05 02:30:00-07:00,0.0,0.0
2018-01-05 03:30:00-07:00,0.0,0.0
2018-01-05 03:30:00-07:00,0.0,0.0
2018-01-05 04:30:00-07:00,0.0,0.0
2018-01-05 04:30:00-07:00,0.0,0.0
2018-01-05 05:30:00-07:00,0.0,0.0
2018-01-05 05:30:00-07:00,0.0,0.0
2018-01-05 06:30:00-07:00,0.0,0.0
2018-01-05 06:30:00-07:00,0.0,0.0
2018-01-05 07:30:00-07:00,0.0,0.0
2018-01-05 07:30:00-07:00,0.0,0.0
2018-01-05 08:30:00-07:00,5383.38531971452,2830.836508360982
2018-01-05 08:30:00-07:00,544.284765790196,2830.836508360982
2018-01-05 09:30:00-07:00,16246.057141619924,9173.198029334004
2018-01-05 09:30:00-07:00,1642.5503435465876,9173.198029334004
2018-01-05 10:30:00-07:00,2421.5711207850172,11418.04048967865
2018-01-05 10:30:00-07:00,23951.157999714706,11418.04048967865
2018-01-05 11:30:00-07:00,33321.1220531818,7833.0390042735025
2018-01-05 11:30:00-07:00,3368.917147016397,7833.0390042735025
2018-01-05 12:30:00-07:00,27380.74847558062,11011.601799996732
2018-01-05 12:30:00-07:00,2768.3183324469824,11011.601799996732
2018-01-05 13:30:00-07:00,26826.919687209735,7265.400666096552
2018-01-05 13:30:00-07:00,2712.3237204205298,7265.400666096552
2018-01-05 14:30:00-07:00,2755.8360637894975,2718.428842424892
2018-01-05 14:30:00-07:00,27257.28945914116,2718.428842424892
2018-01-05 15:30:00-07:00,15673.456738357789,4350.997812339127
2018-01-05 15:30:00-07:00,1584.6578357895114,4350.997812339127
2018-01-05 16:30:00-07:00,4707.035801480431,1909.1287152293362
2018-01-05 16:30:00-07:00,475.90275015103407,1909.1287152293362
2018-01-05 17:30:00-07:00,0.0,0.0
2018-01-05 17:30:00-07:00,0.0,0.0
2018-01-05 18:30:00-07:00,0.0,0.0
2018-01-05 18:30:00-07:00,0.0,0.0
2018-01-05 19:30:00-07:00,0.0,0.0
2018-01-05 19:30:00-07:00,0.0,0.0
2018-01-05 20:30:00-07:00,0.0,0.0
2018-01-05 20:30:00-07:00,0.0,0.0
2018-01-05 21:30:00-07:00,0.0,0.0
2018-01-05 21:30:00-07:00,0.0,0.0
2018-01-05 22:30:00-07:00,0.0,0.0
2018-01-05 22:30:00-07:00,0.0,0.0
2018-01-05 23:30:00-07:00,0.0,0.0
2018-01-05 23:30:00-07:00,0.0,0.0
2018-01-06 00:30:00-07:00,0.0,0.0
2018-01-06 00:30:00-07:00,0.0,0.0
2018-01-06 01:30:00-07:00,0.0,0.0
2018-01-06 01:30:00-07:00,0.0,0.0
2018-01-06 02:30:00-07:00,0.0,0.0
2018-01-06 02:30:00-07:00,0.0,0.0
2018-01-06 03:30:00-07:00,0.0,0.0
2018-01-06 03:30:00-07:00,0.0,0.0
2018-01-06 04:30:00-07:00,0.0,0.0
2018-01-06 04:30:00-07:00,0.0,0.0
2018-01-06 05:30:00-07:00,0.0,0.0
2018-01-06 05:30:00-07:00,0.0,0.0
2018-01-06 06:30:00-07:00,0.0,0.0
2018-01-06 06:30:00-07:00,0.0,0.0
2018-01-06 07:30:00-07:00,0.0,0.0
2018-01-06 07:30:00-07:00,0.0,0.0
2018-01-06 08:30:00-07:00,3494.7459331507266,2283.321456007792
2018-01-06 08:30:00-07:00,353.33472503916056,2283.321456007792
2018-01-06 09:30:00-07:00,17090.568476518554,1485.6303824014014
2018-01-06 09:30:00-07:00,1727.9342844729715,1485.6303824014014
2018-01-06 10:30:00-07:00,24715.147250589576,2890.7530042045696
2018-01-06 10:30:00-07:00,2498.8139124083204,2890.7530042045696
2018-01-06 11:30:00-07:00,32224.840970811667,12841.43216961256
2018-01-06 11:30:00-07:00,3258.0781383404037,12841.43216961256
2018-01-06 12:30:00-07:00,25373.93702257229,19241.282402550467
2018-01-06 12:30:00-07:00,2565.420557753856,19241.282402550467
2018-01-06 13:30:00-07:00,19475.894943861254,4579.929247045352
2018-01-06 13:30:00-07:00,1969.1016504529393,4579.929247045352
2018-01-06 14:30:00-07:00,24529.22889480453,4061.429482738588
2018-01-06 14:30:00-07:00,2480.0167201724266,4061.429482738588
2018-01-06 15:30:00-07:00,957.2202981976666,4894.648917243506
2018-01-06 15:30:00-07:00,9467.628022931693,4894.648917243506
2018-01-06 16:30:00-07:00,1627.0257867645323,894.1660282970861
2018-01-06 16:30:00-07:00,164.49971471310258,894.1660282970861
2018-01-06 17:30:00-07:00,0.0,0.0
2018-01-06 17:30:00-07:00,0.0,0.0
2018-01-06 18:30:00-07:00,0.0,0.0
2018-01-06 18:30:00-07:00,0.0,0.0
2018-01-06 19:30:00-07:00,0.0,0.0
2018-01-06 19:30:00-07:00,0.0,0.0
2018-01-06 20:30:00-07:00,0.0,0.0
2018-01-06 20:30:00-07:00,0.0,0.0
2018-01-06 21:30:00-07:00,0.0,0.0
2018-01-06 21:30:00-07:00,0.0,0.0
2018-01-06 22:30:00-07:00,0.0,0.0
2018-01-06 22:30:00-07:00,0.0,0.0
2018-01-06 23:30:00-07:00,0.0,0.0
2018-01-06 23:30:00-07:00,0.0,0.0
2018-01-07 00:30:00-07:00,0.0,0.0
2018-01-07 00:30:00-07:00,0.0,0.0
2018-01-07 01:30:00-07:00,0.0,0.0
2018-01-07 01:30:00-07:00,0.0,0.0
2018-01-07 02:30:00-07:00,0.0,0.0
2018-01-07 02:30:00-07:00,0.0,0.0
2018-01-07 03:30:00-07:00,0.0,0.0
2018-01-07 03:30:00-07:00,0.0,0.0
2018-01-07 04:30:00-07:00,0.0,0.0
2018-01-07 04:30:00-07:00,0.0,0.0
2018-01-07 05:30:00-07:00,0.0,0.0
2018-01-07 05:30:00-07:00,0.0,0.0
2018-01-07 06:30:00-07:00,0.0,0.0
2018-01-07 06:30:00-07:00,0.0,0.0
2018-01-07 07:30:00-07:00,0.0,0.0
2018-01-07 07:30:00-07:00,0.0,0.0
2018-01-07 08:30:00-07:00,21658.331144530588,10220.950097771767
2018-01-07 08:30:00-07:00,2189.7558867349426,10220.950097771767
2018-01-07 09:30:00-07:00,4055.667541149771,18508.420745989974
2018-01-07 09:30:00-07:00,40113.59948862569,18508.420745989974
2018-01-07 10:30:00-07:00,53350.04599343972,24221.707817956558
2018-01-07 10:30:00-07:00,5393.93254688583,24221.707817956558
2018-01-07 11:30:00-07:00,6114.557425347164,27377.109077847035
2018-01-07 11:30:00-07:00,60477.56753282668,27377.109077847035
2018-01-07 12:30:00-07:00,61786.799713106746,28047.058353963217
2018-01-07 12:30:00-07:00,6246.926759565007,28047.058353963217
2018-01-07 13:30:00-07:00,5878.378470892487,26404.067091436616
2018-01-07 13:30:00-07:00,58141.580203857535,26404.067091436616
2018-01-07 14:30:00-07:00,49187.54803307062,22132.888541392582
2018-01-07 14:30:00-07:00,4973.085051692636,22132.888541392582
2018-01-07 15:30:00-07:00,3512.445495829188,15602.584353565846
2018-01-07 15:30:00-07:00,34740.72527290426,15602.584353565846
2018-01-07 16:30:00-07:00,15626.81473759208,6960.9088430752845
2018-01-07 16:30:00-07:00,1579.9421171561487,6960.9088430752845
2018-01-07 17:30:00-07:00,0.0,0.0
2018-01-07 17:30:00-07:00,0.0,0.0
2018-01-07 18:30:00-07:00,0.0,0.0
2018-01-07 18:30:00-07:00,0.0,0.0
2018-01-07 19:30:00-07:00,0.0,0.0
2018-01-07 19:30:00-07:00,0.0,0.0
2018-01-07 20:30:00-07:00,0.0,0.0
2018-01-07 20:30:00-07:00,0.0,0.0
2018-01-07 21:30:00-07:00,0.0,0.0
2018-01-07 21:30:00-07:00,0.0,0.0
2018-01-07 22:30:00-07:00,0.0,0.0
2018-01-07 22:30:00-07:00,0.0,0.0
2018-01-07 23:30:00-07:00,0.0,0.0
2018-01-07 23:30:00-07:00,0.0,0.0
2018-01-08 00:30:00-07:00,0.0,0.0
2018-01-08 00:30:00-07:00,0.0,0.0
2018-01-08 01:30:00-07:00,0.0,0.0
2018-01-08 01:30:00-07:00,0.0,0.0
2018-01-08 02:30:00-07:00,0.0,0.0
2018-01-08 02:30:00-07:00,0.0,0.0
2018-01-08 03:30:00-07:00,0.0,0.0
2018-01-08 03:30:00-07:00,0.0,0.0
2018-01-08 04:30:00-07:00,0.0,0.0
2018-01-08 04:30:00-07:00,0.0,0.0
2018-01-08 05:30:00-07:00,0.0,0.0
2018-01-08 05:30:00-07:00,0.0,0.0
2018-01-08 06:30:00-07:00,0.0,0.0
2018-01-08 06:30:00-07:00,0.0,0.0
2018-01-08 07:30:00-07:00,0.0,0.0
2018-01-08 07:30:00-07:00,0.0,0.0
2018-01-08 08:30:00-07:00,1317.8313490763892,10097.642982305724
2018-01-08 08:30:00-07:00,13034.34228620698,10097.642982305724
2018-01-08 09:30:00-07:00,1678.8140937765886,18339.412231200447
2018-01-08 09:30:00-07:00,16604.732880674565,18339.412231200447
2018-01-08 10:30:00-07:00,18597.337286462585,8437.862258737396
2018-01-08 10:30:00-07:00,1880.275471312603,8437.862258737396
2018-01-08 11:30:00-07:00,5906.730720838668,26814.75649428678
2018-01-08 11:30:00-07:00,58422.005260251615,26814.75649428678
2018-01-08 12:30:00-07:00,2218.3121463733096,19999.317748564084
2018-01-08 12:30:00-07:00,21940.774010077184,19999.317748564084
2018-01-08 13:30:00-07:00,1246.084649339106,14279.870705141404
2018-01-08 13:30:00-07:00,12324.713513954073,14279.870705141404
2018-01-08 14:30:00-07:00,14894.966400504716,6065.129977465263
2018-01-08 14:30:00-07:00,1505.948918250843,6065.129977465263
2018-01-08 15:30:00-07:00,605.4453348949087,1697.7157357320566
2018-01-08 15:30:00-07:00,5988.309305388981,1697.7157357320566
2018-01-08 16:30:00-07:00,195.05461003983316,1039.6783736926284
2018-01-08 16:30:00-07:00,1929.236661082371,1039.6783736926284
2018-01-08 17:30:00-07:00,0.0,0.0
2018-01-08 17:30:00-07:00,0.0,0.0
2018-01-08 18:30:00-07:00,0.0,0.0
2018-01-08 18:30:00-07:00,0.0,0.0
2018-01-08 19:30:00-07:00,0.0,0.0
2018-01-08 19:30:00-07:00,0.0,0.0
2018-01-08 20:30:00-07:00,0.0,0.0
2018-01-08 20:30:00-07:00,0.0,0.0
2018-01-08 21:30:00-07:00,0.0,0.0
2018-01-08 21:30:00-07:00,0.0,0.0
2018-01-08 22:30:00-07:00,0.0,0.0
2018-01-08 22:30:00-07:00,0.0,0.0
2018-01-08 23:30:00-07:00,0.0,0.0
2018-01-08 23:30:00-07:00,0.0,0.0
2018-01-09 00:30:00-07:00,0.0,0.0
2018-01-09 00:30:00-07:00,0.0,0.0
2018-01-09 01:30:00-07:00,0.0,0.0
2018-01-09 01:30:00-07:00,0.0,0.0
2018-01-09 02:30:00-07:00,0.0,0.0
2018-01-09 02:30:00-07:00,0.0,0.0
2018-01-09 03:30:00-07:00,0.0,0.0
2018-01-09 03:30:00-07:00,0.0,0.0
2018-01-09 04:30:00-07:00,0.0,0.0
2018-01-09 04:30:00-07:00,0.0,0.0
2018-01-09 05:30:00-07:00,0.0,0.0
2018-01-09 05:30:00-07:00,0.0,0.0
2018-01-09 06:30:00-07:00,0.0,0.0
2018-01-09 06:30:00-07:00,0.0,0.0
2018-01-09 07:30:00-07:00,0.0,0.0
2018-01-09 07:30:00-07:00,0.0,0.0
2018-01-09 08:30:00-07:00,8944.335304863796,9635.700706561602
2018-01-09 08:30:00-07:00,904.3130219062484,9635.700706561602
2018-01-09 09:30:00-07:00,37725.62911586973,8088.534850538038
2018-01-09 09:30:00-07:00,3814.232864295109,8088.534850538038
2018-01-09 10:30:00-07:00,49050.2438099905,22580.844245590375
2018-01-09 10:30:00-07:00,4959.202969608062,22580.844245590375
2018-01-09 11:30:00-07:00,55770.08570972191,25519.1950350822
2018-01-09 11:30:00-07:00,5638.609580379221,25519.1950350822
2018-01-09 12:30:00-07:00,28457.422952268993,26180.681375466018
2018-01-09 12:30:00-07:00,2877.175024021809,26180.681375466018
2018-01-09 13:30:00-07:00,5474.05776371246,24653.6502884783
2018-01-09 13:30:00-07:00,54142.54459548528,24653.6502884783
2018-01-09 14:30:00-07:00,4639.829932016316,20876.716857145922
2018-01-09 14:30:00-07:00,45891.404485160354,20876.716857145922
2018-01-09 15:30:00-07:00,2424.3822772607828,14837.219880287836
2018-01-09 15:30:00-07:00,23978.96244961711,14837.219880287836
2018-01-09 16:30:00-07:00,380.5354404560626,6514.604726400806
2018-01-09 16:30:00-07:00,3763.781447765015,6514.604726400806
2018-01-09 17:30:00-07:00,0.0,0.0
2018-01-09 17:30:00-07:00,0.0,0.0
2018-01-09 18:30:00-07:00,0.0,0.0
2018-01-09 18:30:00-07:00,0.0,0.0
2018-01-09 19:30:00-07:00,0.0,0.0
2018-01-09 19:30:00-07:00,0.0,0.0
2018-01-09 20:30:00-07:00,0.0,0.0
2018-01-09 20:30:00-07:00,0.0,0.0
2018-01-09 21:30:00-07:00,0.0,0.0
2018-01-09 21:30:00-07:00,0.0,0.0
2018-01-09 22:30:00-07:00,0.0,0.0
2018-01-09 22:30:00-07:00,0.0,0.0
2018-01-09 23:30:00-07:00,0.0,0.0
2018-01-09 23:30:00-07:00,0.0,0.0
2018-01-10 00:30:00-07:00,0.0,0.0
2018-01-10 00:30:00-07:00,0.0,0.0
2018-01-10 01:30:00-07:00,0.0,0.0
2018-01-10 01:30:00-07:00,0.0,0.0
2018-01-10 02:30:00-07:00,0.0,0.0
2018-01-10 02:30:00-07:00,0.0,0.0
2018-01-10 03:30:00-07:00,0.0,0.0
2018-01-10 03:30:00-07:00,0.0,0.0
2018-01-10 04:30:00-07:00,0.0,0.0
2018-01-10 04:30:00-07:00,0.0,0.0
2018-01-10 05:30:00-07:00,0.0,0.0
2018-01-10 05:30:00-07:00,0.0,0.0
2018-01-10 06:30:00-07:00,0.0,0.0
2018-01-10 06:30:00-07:00,0.0,0.0
2018-01-10 07:30:00-07:00,0.0,0.0
2018-01-10 07:30:00-07:00,0.0,0.0
2018-01-10 08:30:00-07:00,449.98264287118155,714.448889934098
2018-01-10 08:30:00-07:00,4450.666463615165,714.448889934098
2018-01-10 09:30:00-07:00,1955.7370554913464,17978.719520343104
2018-01-10 09:30:00-07:00,19343.709057277203,17978.719520343104
2018-01-10 10:30:00-07:00,5295.780965688954,11120.621306344616
2018-01-10 10:30:00-07:00,52379.25310241528,11120.621306344616
2018-01-10 11:30:00-07:00,1343.900702463282,2575.8205425796823
2018-01-10 11:30:00-07:00,13292.18778021727,2575.8205425796823
2018-01-10 12:30:00-07:00,1221.4941824666757,3343.064420761236
2018-01-10 12:30:00-07:00,12081.495318835612,3343.064420761236
2018-01-10 13:30:00-07:00,1237.3164040404156,10794.376278053
2018-01-10 13:30:00-07:00,12237.988979321739,10794.376278053
2018-01-10 14:30:00-07:00,406.0613029948919,5523.718451331993
2018-01-10 14:30:00-07:00,4016.2514088984735,5523.718451331993
2018-01-10 15:30:00-07:00,298.4864261429816,2736.6469900532525
2018-01-10 15:30:00-07:00,2952.2550429999988,2736.6469900532525
2018-01-10 16:30:00-07:00,181.58584693539567,896.3604961892167
2018-01-10 16:30:00-07:00,1796.0204732916393,896.3604961892167
2018-01-10 17:30:00-07:00,0.0,0.0
2018-01-10 17:30:00-07:00,0.0,0.0
2018-01-10 18:30:00-07:00,0.0,0.0
2018-01-10 18:30:00-07:00,0.0,0.0
2018-01-10 19:30:00-07:00,0.0,0.0
2018-01-10 19:30:00-07:00,0.0,0.0
2018-01-10 20:30:00-07:00,0.0,0.0
2018-01-10 20:30:00-07:00,0.0,0.0
2018-01-10 21:30:00-07:00,0.0,0.0
2018-01-10 21:30:00-07:00,0.0,0.0
2018-01-10 22:30:00-07:00,0.0,0.0
2018-01-10 22:30:00-07:00,0.0,0.0
2018-01-10 23:30:00-07:00,0.0,0.0
2018-01-10 23:30:00-07:00,0.0,0.0
2018-01-11 00:30:00-07:00,0.0,0.0
2018-01-11 00:30:00-07:00,0.0,0.0
2018-01-11 01:30:00-07:00,0.0,0.0
2018-01-11 01:30:00-07:00,0.0,0.0
2018-01-11 02:30:00-07:00,0.0,0.0
2018-01-11 02:30:00-07:00,0.0,0.0
2018-01-11 03:30:00-07:00,0.0,0.0
2018-01-11 03:30:00-07:00,0.0,0.0
2018-01-11 04:30:00-07:00,0.0,0.0
2018-01-11 04:30:00-07:00,0.0,0.0
2018-01-11 05:30:00-07:00,0.0,0.0
2018-01-11 05:30:00-07:00,0.0,0.0
2018-01-11 06:30:00-07:00,0.0,0.0
2018-01-11 06:30:00-07:00,0.0,0.0
2018-01-11 07:30:00-07:00,0.0,0.0
2018-01-11 07:30:00-07:00,0.0,0.0
2018-01-11 08:30:00-07:00,2280.9807716366304,10583.851586036488
2018-01-11 08:30:00-07:00,22560.61380434271,10583.851586036488
