Q,H,gamma,q_target,objective,stress objective,stress total load shedding,stress total dispatched generation cost,stress total battery throughput,stress total curtailed non-dispatched generation,normal objective,normal total load shedding,normal total dispatched generation cost,normal total battery throughput,normal total curtailed non-dispatched generation
1,24,0.0001,0.5,1.1616508832118333,10.51663371947413,21.03970113199845,84.00000000764477,0.43958871444901026,5.123043135255815e-10,1.1101082780533633,102.57850198019752,7612.389328824335,730.3949972614907,2554.4317635478133
1,24,0.0001,0.75,1.1616508832018435,10.516633727694341,21.039701151732423,84.00000000773248,0.4395886947326294,5.9852023132947e-10,1.1101082779980282,102.57850196076315,7612.389328825375,730.3949878184039,2554.4317651981114
1,24,0.0001,1.0,1.1616508832015788,10.516633735402984,21.039701170242367,84.00000000768995,0.439588680593479,6.495167611584878e-10,1.11010827795529,102.57850194209632,7612.389328801998,730.3949902561849,2554.431765008406
1,24,0.001,0.5,1.1616508833076375,10.516633753395483,21.039701213462436,84.0000000073625,0.4395886372025627,7.247241030518944e-10,1.1101082779628009,102.57850190664867,7612.389330242313,730.3949236635627,2554.431740337026
1,24,0.001,0.75,1.1616508833069663,10.51663378043574,21.039701278380115,84.00000000755864,0.43958857544928764,6.687804568824713e-10,1.110108277813144,102.57850183772744,7612.389330837336,730.3948716224819,2554.4317384371134
1,24,0.001,1.0,1.1616508832847887,10.51663381768088,21.039701367824243,84.00000000733553,0.43958848619366475,6.868992894108172e-10,1.1101082775856368,102.5785017507651,7612.389329252522,730.3950058244624,2554.4317551036534
1,24,0.01,0.5,1.1616508832767998,10.516634001525025,21.03970180907816,84.0000000100768,0.4395881561141069,5.996408238468403e-10,1.1101082765646884,102.57850130887506,7612.389331174483,730.3948079579936,2554.4317515080756
1,24,0.01,0.75,1.1616508832517525,10.51663378184862,21.03970128179788,84.00000000710261,0.4395885673602578,6.024536475121725e-10,1.1101082777498414,102.578501833193,7612.3893286817565,730.3950411001509,2554.4317548910662
1,24,0.01,1.0,1.1616508832475527,10.516633714559468,21.039701120229022,84.00000000698442,0.43958872894997303,7.256693781859408e-10,1.1101082781163576,102.57850199679123,7612.389329782038,730.394923184481,2554.4317667855107
1,24,0.1,0.5,1.1616507202077488,10.51663295729025,21.03969930163824,84.00000001168962,0.43959054776007217,8.209307491368538e-10,1.1101081183505448,102.57850381795762,7612.388348159536,730.3502551259683,2554.4317177222565
1,24,0.1,0.75,1.1616502368341879,10.516632242818565,21.039697586046422,84.00000001175258,0.4395922610129187,8.218273562761427e-10,1.1101076362502522,102.57850554820841,7612.385767161328,730.1848886700267,2554.4317049165243
1,24,0.1,1.0,1.1616499545598653,10.516631994072178,21.03969698880154,84.00000001084695,0.43959285867932557,9.447248265959173e-10,1.1101073537912025,102.57850614883233,7612.384353686549,730.0789565760311,2554.4317162117245
1,48,0.0001,0.5,1.1616497168467026,10.516633667865287,21.039701008112452,84.00000000519002,0.43958900947725,6.988791325667084e-10,1.110107105546325,102.57850211659414,7612.382922635105,730.0138552593673,2554.4316732952143
1,48,0.0001,0.75,1.1616497168470745,10.516633670141298,21.039701013571495,84.00000000534128,0.43958900111792637,1.073351599230614e-09,1.110107105534159,102.57850211326236,7612.382922612211,730.0138536133526,2554.4316745793008
1,48,0.0001,1.0,1.1616497168514373,10.516633672728744,21.039701019817862,84.00000000468452,0.4395889938001517,1.8073259715203992e-09,1.1101071055242893,102.57850211272327,7612.3829225703985,730.0138502745347,2554.431679710974
1,48,0.001,0.5,1.1616497168485345,10.516633717212628,21.03970112660302,84.00000000671619,0.4395887429585394,8.916047108262043e-10,1.1101071052762805,102.57850200786943,7612.38292262259,730.0138386978042,2554.4316885668445
1,48,0.001,0.75,1.1616497168648185,10.516633734501864,21.039701168104166,84.00000000677882,0.4395887227262013,9.790762034764858e-10,1.1101071051973967,102.57850196505092,7612.3829227391525,730.0138439549409,2554.4316820277572
1,48,0.001,1.0,1.1616497168745463,10.516633751645548,21.039701209271968,84.00000000601244,0.43958875344775533,8.780561520576037e-10,1.1101071051127227,102.57850192541382,7612.3829227499,730.0138483863,2554.4316781398247
1,48,0.01,0.5,1.1616497168723279,10.516634184175041,21.039702247768687,84.00000000678806,0.43958782400989604,9.12058010337393e-10,1.1101071027274096,102.57850087926046,7612.382922977267,730.0138398714595,2554.4316748092365
1,48,0.01,0.75,1.1616497168786533,10.516634352591007,21.03970265217201,84.00000000698788,0.43958739402579633,9.99357737512923e-10,1.110107101805858,102.57850047347901,7612.38292203355,730.0139429504254,2554.431666860565
1,48,0.01,1.0,1.1616497169949098,10.51660978655064,21.039643664122934,84.000000010121,0.43964618510405307,1.2437542966235663e-09,1.1101072372728398,102.57855950445084,7612.382923055304,730.0137976658649,2554.431666886793
1,48,0.1,0.5,1.1616497169415152,10.516626806134445,21.03968453162734,84.00000000872615,0.43960531803967245,1.07608201114003e-09,1.1101071434473393,102.57851861263848,7612.382922943816,730.0138516634213,2554.4316603296093
1,48,0.1,0.75,1.161649716971275,10.51662669445967,21.039684263524066,84.00000000769909,0.43960558837993263,1.0005190199797853e-09,1.110107144092551,102.57851888311714,7612.382923189808,730.0138482152643,2554.43165397945
1,48,0.1,1.0,1.1616497169956974,10.516627336731789,21.039685805690787,84.00000000885021,0.4396040459889169,1.3004812814351904e-09,1.1101071405784186,102.57851734873007,7612.382922638017,730.0139106565606,2554.4316648713966
1,72,0.0001,0.5,1.1616497170031792,10.516625938421257,21.03968244815989,84.00000000700086,0.4396074021606452,1.1618601815667937e-09,1.1101071482901321,102.57852068453083,7612.382922891333,730.0139321680739,2554.4316278146107
1,72,0.0001,0.75,1.1616497170586206,10.516624255854973,21.039678408021885,84.00000000617221,0.4396114428811714,1.2939992062193638e-09,1.1101071576162165,102.57852472875456,7612.382923157852,730.0139419536273,2554.4316158200027
1,72,0.0001,1.0,1.1616497170205964,10.51661566486242,21.039657779276304,84.0000000071596,0.4396320710412581,1.0820721718161124e-09,1.110107204911275,102.57854536328557,7612.382922972805,730.0138948511571,2554.431642148757
1,72,0.001,0.5,1.1616497170206763,10.516617862600155,21.039663056483807,84.0000000071863,0.43962679449805303,1.0910786163285204e-09,1.1101071928026074,102.57854008515379,7612.382922957281,730.0139035960044,2554.431636318256
1,72,0.001,0.75,1.1616497170151854,10.516621609562394,21.039672053708387,84.00000000686612,0.43961779611023216,1.097253237733114e-09,1.1101071721526665,102.57853108559017,7612.382922941915,730.0139140311082,2554.431635175561
1,72,0.001,1.0,1.161649717017593,10.516621946762678,21.03967286339096,84.00000000691963,0.4396169869624701,1.1299379754829125e-09,1.110107170297234,102.57853027442849,7612.382922987177,730.013915375617,2554.431633632612
1,72,0.01,0.5,1.161649717032036,10.516621694941925,21.03967225868131,84.00000000767695,0.43961759093096014,1.0863427064603344e-09,1.1101071716991988,102.57853087829332,7612.382923111219,730.0139166335982,2554.4316320720977
1,72,0.01,0.75,1.1616497170722606,10.516615646290328,21.039657734702224,84.00000000673683,0.4396321154334197,9.920466408866127e-10,1.1101072050655494,102.57854540900144,7612.382923208507,730.013914253077,2554.4316224844683
1,72,0.01,1.0,1.161649717075193,10.51661667182403,21.039660197197982,84.00000000706439,0.43962965294224277,1.0999377511497545e-09,1.1101071994181746,102.57854294845949,7612.382923291896,730.013907005266,2554.431626189308
1,72,0.1,0.5,1.1616497170764346,10.516621844504,21.039672617868554,84.0000000064966,0.43961723243044837,1.003633786027866e-09,1.110107170919809,102.57853052154823,7612.382923513699,730.0139108712187,2554.4316226459637
1,72,0.1,0.75,1.1616497170886844,10.51662360058475,21.039676834593607,84.0000000060349,0.4396130160983818,9.316622609768513e-10,1.1101071612567501,102.578526302425,7612.382923237285,730.0139583023293,2554.431618248477
1,72,0.1,1.0,1.1616497171013112,10.516623160782673,21.039675778564344,84.00000000555268,0.43961407287806836,8.850275365507836e-10,1.1101071636925983,102.57852736085026,7612.38292330053,730.0139572381395,2554.431615315068
1,96,0.0001,0.5,1.1616497170631808,10.516618822206594,21.039665360781623,84.00000000538014,0.43962449038601026,9.897826089937773e-10,1.1101071875582582,102.578537773759,7612.382924115966,730.0138416402897,2554.43161206952
1,96,0.0001,0.75,1.1616497170697284,10.516618516574004,21.039664626885383,84.00000000562241,0.43962522221731737,9.214060843852611e-10,1.1101071892487682,102.57853850568691,7612.3829242100755,730.0138411454227,2554.431608527604
1,96,0.0001,1.0,1.1616497170648978,10.516620404840898,21.039669161005286,84.00000000536886,0.4396206888528545,8.721127189328193e-10,1.1101071788402368,102.57853396819523,7612.382924243289,730.0138448947021,2554.4316102627845
1,96,0.001,0.5,1.1616497170657312,10.516620430969352,21.039669223737413,84.00000000552009,0.4396206260479413,8.681064469061556e-10,1.1101071786971162,102.57853390837492,7612.382924194987,730.0138446789877,2554.43161226323
1,96,0.001,0.75,1.1616497170716027,10.516622789738012,21.03967488763875,84.00000000501002,0.43961496395374267,8.249597789400603e-10,1.1101071657070496,102.57852823969155,7612.382924286637,730.0138559347698,2554.4316037310755
1,96,0.001,1.0,1.161649717092379,10.516620364791251,21.03966906483911,84.00000000533346,0.4396207864396235,9.129227464394754e-10,1.1101071790885284,102.57853406938726,7612.382924316165,730.0138515348283,2554.43160320045
1,96,0.01,0.5,1.161649717089543,10.51662026261064,21.039668819478013,84.0000000054479,0.43962103025584737,8.356993263960848e-10,1.1101071796486555,102.57853430919042,7612.382924312765,730.0138602513747,2554.431600487476
1,96,0.01,0.75,1.1616497171146776,10.516618777471146,21.039665253369883,84.00000000523764,0.4396245979753936,8.867590084476161e-10,1.1101071878565156,102.57853787607473,7612.382924552563,730.0138531903924,2554.4315936715525
1,96,0.01,1.0,1.1616497171284674,10.516628149476633,21.039687757421266,84.00000000551358,0.4396020939512683,1.031646944359879e-09,1.1101071362339872,102.57851537894615,7612.382924471057,730.0138820516592,2554.4315975756867
1,96,0.1,0.5,1.1616497171321194,10.516619893376678,21.039667932886307,84.00000000518496,0.43962191694561575,7.995319189708062e-10,1.110107181725813,102.5785351960667,7612.382924597503,730.0138676448499,2554.43159283018
1,96,0.1,0.75,1.1616497171566553,10.516625961615555,21.039682503962297,84.00000000482423,0.4396073476336999,8.616038304161499e-10,1.1101071483166611,102.5785206258812,7612.382924761801,730.0138855328654,2554.431591848411
1,96,0.1,1.0,1.1616497171721811,10.516618634935396,21.039664911121022,84.00000000507546,0.43962494030747135,8.468879448719824e-10,1.1101071886996565,102.57853822658247,7612.382924893225,730.0138526533124,2554.4315927067205
2,24,0.0001,0.5,0.9518473400761409,10.516630533235109,21.039693481354416,84.00000000443264,0.4395963764299949,3.3501026765311157e-09,0.8991488100862842,30.685129371652383,7205.562175073196,1411.967096546419,2290.8824727281867
2,24,0.0001,0.75,0.9518473400805343,10.51663051046575,21.03969342668894,84.00000000423924,0.4395964338042034,3.3764887127674296e-09,0.8991488102161532,30.6851294272365,7205.562174936071,1411.967112232533,2290.882467154523
2,24,0.0001,1.0,0.9518473400605877,10.516630487495254,21.039693371553806,84.00000000388653,0.4395964809541547,3.346775825742208e-09,0.8991488103226556,30.68512948661076,7205.5621751455155,1411.9670653245084,2290.8824811204395
2,24,0.001,0.5,0.9518473400487807,10.516630519006538,21.039693447191144,84.00000000441726,0.4395964073727938,3.434731904268464e-09,0.8991488101371677,30.68512940433242,7205.562175815037,1411.9670013320679,2290.8824844705814
2,24,0.001,0.75,0.9518473400350939,10.516630299264195,21.039692919540688,84.00000000452646,0.43959693411522194,3.569941689302387e-09,0.8991488113341071,30.685129933860168,7205.562175662832,1411.967000270583,2290.8824901572793
2,24,0.001,1.0,0.9518473400648572,10.516630084520692,21.039692403904294,84.00000000440811,0.43959744992924793,3.768816410606486e-09,0.899148812547194,30.685130456334484,7205.562175637385,1411.9670147078928,2290.8824904636986
2,24,0.01,0.5,0.9518473400796599,10.516630715737584,21.03969391959884,84.00000000410382,0.4395959323424646,3.0238263240486666e-09,0.8991488090842993,30.68512893487062,7205.5621756914525,1411.967035355121,2290.8824723903886
2,24,0.01,0.75,0.9518473402326957,10.516628763618684,21.03968923212657,84.00000000494063,0.4396006224748315,3.911839542860471e-09,0.8991488199936545,30.68513363704369,7205.562175927342,1411.967111650167,2290.8824438345378
2,24,0.01,1.0,0.9518473403012783,10.516626776774975,21.039684461353914,84.00000000418302,0.43960539374960655,3.881166571113943e-09,0.8991488310094122,30.68513842456054,7205.562176099496,1411.9671163290973,2290.8824431220883
2,24,0.1,0.5,0.951664030904622,10.516591184856946,21.039598998007428,84.0000000043935,0.43969085913311473,3.7178484958561236e-09,0.8989647077423503,30.596536915873806,7205.738185526152,1411.1610007727845,2290.8824126392333
