Q,H,gamma,q_target,objective,stress objective,stress total load shedding,stress total dispatched generation cost,stress total battery throughput,stress total curtailed non-dispatched generation,normal objective,normal total load shedding,normal total dispatched generation cost,normal total battery throughput,normal total curtailed non-dispatched generation
1,24,0.1,1.0,1.1616499545598653,10.516631994072178,21.03969698880154,84.00000001084695,0.43959285867932557,9.447248265959173e-10,1.1101073537912025,102.57850614883233,7612.384353686549,730.0789565760311,2554.4317162117245
1,48,0.0001,0.5,1.1616497168467026,10.516633667865287,21.039701008112452,84.00000000519002,0.43958900947725,6.988791325667084e-10,1.110107105546325,102.57850211659414,7612.382922635105,730.0138552593673,2554.4316732952143
1,72,0.0001,0.5,1.1616497170031792,10.516625938421257,21.03968244815989,84.00000000700086,0.4396074021606452,1.1618601815667937e-09,1.1101071482901321,102.57852068453083,7612.382922891333,730.0139321680739,2554.4316278146107
1,96,0.0001,0.5,1.1616497170631808,10.516618822206594,21.039665360781623,84.00000000538014,0.43962449038601026,9.897826089937773e-10,1.1101071875582582,102.578537773759,7612.382924115966,730.0138416402897,2554.43161206952
2,24,0.1,0.75,0.951654257997973,10.516615767007599,21.039658024697246,84.00000000411359,0.4396318306253171,3.6473477951618863e-09,0.898954745551639,30.589814414546915,7205.788568477469,1410.8886477470319,2290.8824213788243
2,48,0.001,0.75,0.9516460641954776,10.516621719258692,21.039672317341527,84.00000000223085,0.43961753558867006,2.2197585188047065e-09,0.8989464738094544,30.589800089372,7205.727789550807,1409.7888489720076,2290.882466004773
2,72,0.0001,0.75,0.9516460641828227,10.51663116780093,21.03969500525076,84.00000000096854,0.4395948460991179,1.1880982037983492e-09,0.8989464217386458,30.58977735812196,7205.72779153524,1409.7887489403672,2290.882443587045
2,96,0.0001,1.0,0.9516460643042675,10.516628402588234,21.03968836543418,84.0000000006904,0.43960148612710276,1.106950138209039e-09,0.8989464370960913,30.589783998501293,7205.72779262092,1409.7887390202256,2290.882405615419
4,24,0.1,0.75,0.793342164978174,10.014711527460515,19.83448526396982,83.99999999265127,1.6448046057083126,7.171419701709419e-09,0.7425357222096761,2.612915995202799,6390.194014190012,2651.8877796629768,1854.7047699009688
4,48,0.01,1.0,0.7931536673156828,10.014712608102675,19.83448785867281,83.99999999544676,1.644802002551781,4.558057778845455e-09,0.7423461800386197,2.6129133727057425,6388.621393022006,2644.0260020334545,1854.7047990800565
4,72,0.01,0.5,0.7931459406622047,10.014710684189987,19.834483238968254,83.99999999556827,1.6448066186004537,3.6950093873895086e-09,0.7423384214141178,2.6129179819278887,6388.5624799139805,2643.148780725444,1854.7047801749604
4,96,0.0001,0.5,0.7931459032748499,10.014711074718287,19.83448417666795,83.99999999632749,1.6448056791384837,3.069924908913061e-09,0.7423383816691008,2.6129170303758964,6388.562340483306,2643.130001038285,1854.7047831440684
8,24,0.01,1.0,0.6680319230382478,8.391657626490352,15.937207262747751,83.99999999054103,5.542082604082315,6.230978051946239e-09,0.6254775114489799,8.822829938969167e-07,5406.172392947422,4298.766915043205,1280.8343626519224
8,48,0.01,0.5,0.6667914568208848,8.391657219690478,15.93720628583575,83.99999999266817,5.542083575978643,4.543064033998603e-09,0.6242302129483251,1.8707593355332033e-06,5395.552901115958,4274.067667466285,1280.834825260952
8,72,0.01,0.5,0.6666537426165624,8.391657454814956,15.93720685041482,83.99999999271125,5.5420830110203845,4.297814213537737e-09,0.6240917386926044,1.3111111786132962e-06,5394.381673065486,4270.552820225814,1280.8348476277713
8,96,0.001,0.5,0.6666293130902093,8.391657550648501,15.93720708050201,83.99999999328298,5.5420827804869734,3.831180039633978e-09,0.6240671740403013,1.077834915919921e-06,5394.167284477761,4270.591420464484,1280.834886615405
16,24,0.01,0.75,0.59394447565662,5.146669684324574,8.145340267856444,83.9999999945602,13.333949589046991,3.13379935444822e-09,0.5688605902094137,1.2032560503922484e-07,4906.118405912089,4979.505358581158,949.7243254649408
16,48,0.001,1.0,0.5739592911657361,5.146669617466324,8.145340107175187,83.99999999738927,13.333949749052257,1.529966979295441e-09,0.5487652948775784,2.798153992812825e-07,4730.160218800853,5068.302457630398,849.9722378896921
16,72,0.001,1.0,0.5724639088623446,5.146669666002434,8.145340223708542,83.99999999765456,13.333949629139866,1.5360886528027543e-09,0.5472616732858151,1.6806141437061e-07,4717.131988910161,5061.170539463146,850.2162836079818
16,96,0.001,1.0,0.5722323538432739,5.146669633291118,8.145340145137482,83.9999999981469,13.333949707717753,9.163388730748104e-10,0.5470288426617431,2.572350492807914e-07,4715.0769747444465,5063.829737995851,849.9638247783133
32,24,0.001,1.0,0.52786614005561,6.105009285700919,10.446505894114754,83.99999999170551,11.032783964350966,4.589205787780614e-09,0.4971380786470959,1.9885410789318319,4235.333225795027,5596.289379983721,506.95936532169594
32,48,0.0001,1.0,0.4959474883677725,1.7009261497066763,6.794620829818601e-10,81.42244551062524,22.200966170597393,5.518145185042108e-09,0.489308487478853,8.862048830653125e-08,4206.6477660022,5620.777514115681,507.38873181095715
32,72,0.0001,1.0,0.49208953020471774,1.4553069522098065,5.336727189153149e-10,69.57832797567474,27.640571972251806,5.314372599779457e-09,0.4867825471633675,8.811500617899449e-08,4184.526398718416,5632.3150406540135,507.34488756080276
32,96,0.0001,1.0,0.49041581804477724,1.4553069522863364,6.018248212143821e-10,69.57832797798005,27.6405719727629,6.794848956918945e-09,0.48509961344840496,9.520104504238197e-08,4169.903622762528,5628.420769595516,507.3513101753094
