Q,objective,stress objective,stress total load shedding,stress total dispatched generation cost,stress total battery throughput,stress total curtailed non-dispatched generation,normal objective,normal total load shedding,normal total dispatched generation cost,normal total battery throughput,normal total curtailed non-dispatched generation
1,1.1616497174228229,10.51663073945828,21.039693976684152,84.00000000155521,0.4395958759199085,6.542535892046881e-10,1.110107122260093,102.57850912973862,7612.382928810164,730.0137724991451,2554.431576006921
2,0.9516460651446765,10.516630286852108,21.039692889958506,84.00000000009474,0.4395969636343984,1.0534735393474597e-09,0.8989464275595117,30.589779445920293,7205.727802974818,1409.788500524207,2290.8822192022017
4,0.7931459042102116,10.014712741703924,19.834488179316182,83.99999999870732,1.6448016757453046,1.6242975787905617e-09,0.7423383734251222,2.6129130054480503,6388.562350095527,2643.1299075176285,1854.7045906134063
8,0.6666176262420105,8.391657703039444,15.937207446196066,83.99999999787799,5.542082409408547,1.8464706705553426e-09,0.6240554219621348,6.866449520126619e-07,5394.07757053461,4269.32518666086,1280.834862518088
16,0.572000150867477,5.146669535329124,8.1453399100025,83.99999999627795,13.333949947001607,2.3898423372792195e-09,0.546795360870443,6.292716799967972e-07,4713.058609166948,5062.25621509189,849.751792163985
32,0.4886022480177133,1.4553069544457502,1.290667084643458e-09,69.57832806818578,27.6405719396888,1.6944006984490246e-08,0.48327605128808226,2.2332605418693317e-07,4154.0779078803425,5622.304647490891,506.9569229928697
