datetime,9mudw2,9mupsy,9mvgw4,9q5fm0,9q713t,9q92vz,9q9fy1,9q9m24,9q9wtp,9qbbed,9qc0p1,9qc63x,9qj152,9qndpr,9r1jcf,9rb6wg,9rg8bx,9rn2tf,9rpbwn,9rwgcr,9rx7st,9w1wf0,9w1zzg,9w3h8n,9wbmjr,9wdb95,9wdr2q,9we1bp,9wve62,9x0gc5,9x0ryy,9x3mfn,9x5w98,9xkgmv,c21g7y,c237sz,c245ue,c26crp,c2kx95,c82vu4,c8h5zm
2018-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.207,0.0,0.0,0.0,0.0,3.305,9.552,0.0,0.0,0.0,0.0,0.0,2.991,0.0,18.664,0.03,0.0,7.267,0.0
2018-01-01 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.994,0.0,0.0,0.0,0.0,9.567,7.633,0.0,0.0,0.0,0.0,0.0,3.112,0.0,18.729,0.017,0.0,6.718,0.0
2018-01-01 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.781,0.0,0.0,0.0,0.0,15.756,8.711,0.0,0.0,0.0,0.0,0.397,2.774,0.0,18.492,0.017,0.0,6.692,0.0
2018-01-01 01:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666,0.0,0.0,0.0,0.0,17.62,9.58,0.0,0.0,0.0,0.0,2.049,4.224,0.0,8.481,0.004,0.0,5.97,0.0
2018-01-01 02:00:00+00:00,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.241,28.22,0.0,0.0,0.0,0.0,3.809,4.968,0.0,2.418,0.0,0.0,5.088,0.0
2018-01-01 02:30:00+00:00,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.112,37.234,0.0,0.0,0.0,0.0,3.516,5.361,0.0,1.772,0.0,0.0,2.774,0.0
2018-01-01 03:00:00+00:00,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.869,43.446,0.0,0.0,0.0,0.0,3.354,5.697,0.0,1.091,0.0,0.0,0.798,0.0
2018-01-01 03:30:00+00:00,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.456,38.742,0.0,0.0,0.0,0.0,1.258,5.258,0.0,0.786,0.005,0.0,0.0,0.0
2018-01-01 04:00:00+00:00,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.857,29.384,0.0,0.0,0.0,0.0,0.207,5.263,0.0,0.532,0.005,0.0,0.0,0.0
2018-01-01 04:30:00+00:00,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.392,5.535,0.0,0.0,0.0,0.0,0.0,5.243,0.0,0.154,0.034,0.0,0.0,0.0
