datetime,average_Wind Direction at 80m (°),average_Wind Direction at 80m (°),average_Wind Direction at 80m (°),average_Wind Direction at 80m (°)
2018-01-01 00:00:00+00:00,16.061341463414625,87997.0731707317,2.323414634146343,172.3626917425801
2018-01-01 01:00:00+00:00,15.306707317073169,88051.82926829268,2.521097560975607,244.13760358507216
2018-01-01 02:00:00+00:00,14.646341463414634,88067.31707317074,3.5173170731707306,278.9000881575079
2018-01-01 03:00:00+00:00,14.620975609756096,88120.24390243902,2.30439024390244,195.81306494269768
2018-01-01 04:00:00+00:00,14.208658536585375,88120.0,2.4391463414634154,55.948423449897156
2018-01-01 05:00:00+00:00,14.141097560975599,88170.12195121951,2.3974390243902435,35.15093300029384
2018-01-01 06:00:00+00:00,14.2490243902439,88218.90243902439,1.7636585365853665,51.83353805465762
2018-01-01 07:00:00+00:00,14.647073170731707,88189.14634146342,1.1337804878048778,49.510768439612086
2018-01-01 08:00:00+00:00,14.31414634146342,88190.85365853658,2.2128048780487806,55.94220246841024
2018-01-01 09:00:00+00:00,14.168170731707317,88227.31707317074,2.7020731707317096,68.83592859241847
2018-01-01 10:00:00+00:00,14.236707317073172,88239.14634146342,2.0802439024390247,65.73446076990892
2018-01-01 11:00:00+00:00,14.231829268292683,88269.51219512195,1.1200000000000003,46.976144578313246
2018-01-01 12:00:00+00:00,14.395975609756103,88289.51219512195,1.243292682926829,287.4601601528064
2018-01-01 13:00:00+00:00,14.235243902439029,88306.46341463414,2.001829268292682,304.9866485454009
2018-01-01 14:00:00+00:00,14.233170731707308,88325.48780487805,2.2160975609756117,148.63754334410808
2018-01-01 15:00:00+00:00,13.244512195121947,88323.53658536586,4.558780487804877,43.34251542756393
2018-01-01 16:00:00+00:00,12.992073170731706,88325.60975609756,3.989268292682924,55.61059359388775
2018-01-01 17:00:00+00:00,13.123170731707322,88317.43902439025,3.7101219512195103,38.53325448134003
2018-01-01 18:00:00+00:00,13.959024390243906,88389.14634146342,4.721097560975609,42.63555539230095
