Q,objective,total load shedding,total dispatched generation cost,total battery throughput,total curtailed non-dispatched generation,stress objective,stress total load shedding,stress total dispatched generation cost,stress total battery throughput,stress total curtailed non-dispatched generation,normal objective,normal total load shedding,normal total dispatched generation cost,normal total battery throughput,normal total curtailed non-dispatched generation
1,1.0889898222795231,284.6024187023475,22930.665816076205,2207.4095117424326,6619.38185052681,5.336526166836522,27.905962018299405,210.24600265369693,9.452500477391201,0.13294152678861446,1.0656088882727874,256.69645668404814,22720.419813422504,2197.9570112650417,6619.248909000022
2,0.9020750424789277,102.33798231628114,21638.674531185756,4274.773985433471,5839.973269277554,4.8401075851125785,24.010018236368488,216.60107443925315,17.405308958833885,3.023223570509658e-08,0.8803977991249811,78.32796407991266,21422.073456746504,4257.368676474638,5839.973269247322
4,0.7544360379944619,26.09782494727339,19242.147594836773,8058.1449624086035,4593.175522670527,4.308935942844813,19.978544750535825,220.63010024739995,28.578051153651142,5.958700069528009e-08,0.7348699834723499,6.119280196737564,19021.517494589374,8029.566911254953,4593.17552261094
8,0.641891661533264,16.059070463085437,16434.52456832432,12861.228738495081,2971.274940441957,3.762556688510688,16.059069304007632,220.2458074962268,38.09695691596362,3.3254862202288804e-08,0.6247136889077003,1.1590778041819323e-06,16214.278760828092,12823.131781579119,2971.274940408702
16,0.573514086972517,8.221072782384336,14772.245714550856,14904.737352654856,1912.9466492286056,2.6744901994690267,8.221071582320668,220.2458075243103,45.93495528162079,4.16377144489104e-08,0.5619490808486831,1.2000636654658065e-06,14551.999907026544,14858.802397373234,1912.9466491869675
32,0.5276130383840214,8.070595708965136e-07,13718.516972032048,15981.637348005586,1293.2309126423404,1.4316345897262268,4.62667416418741e-09,205.5555372665375,59.98435615056211,6.558341135652161e-08,0.522636772963789,8.024328967323263e-07,13512.961434765512,15921.652991855026,1293.230912576757
