year,state,sector,energy
2021,ENC,COM,174951.47199
2021,ENC,IND,184733.51897
2021,ENC,OTH,0.0
2021,ENC,RES,192188.37798
2021,ENC,TRA,513.271
2021,ESC,COM,89069.77901
2021,ESC,IND,99238.972
2021,ESC,OTH,0.0
2021,ESC,RES,119429.90199
2021,ESC,TRA,0
2021,FL,COM,93965.07
2021,FL,IND,17112.564
2021,FL,OTH,0.0
2021,FL,RES,130412.464
2021,FL,TRA,71.984
2021,GA,COM,45777.026
2021,GA,IND,32758.98602
2021,GA,OTH,0.0
2021,GA,RES,58684.96201
2021,GA,TRA,142.978
2021,HI,COM,2784.538
2021,HI,IND,3326.862
2021,HI,OTH,0.0
2021,HI,RES,2825.08201
2021,HI,TRA,0
2021,IA,COM,12135.097
2021,IA,IND,26106.41701
2021,IA,OTH,0.0
2021,IA,RES,14651.755
2021,IA,TRA,0
2021,ID,COM,6600.296
2021,ID,IND,9384.477
2021,ID,OTH,0.0
2021,ID,RES,9300.843
2021,ID,TRA,0
2021,IL,COM,46923.21
2021,IL,IND,41498.024
2021,IL,OTH,0.0
2021,IL,RES,46813.06799
2021,IL,TRA,454.531
2021,IN,COM,22920.92901
2021,IN,IND,43329.49098
2021,IN,OTH,0.0
2021,IN,RES,33471.97
2021,IN,TRA,17.656
2021,KS,COM,15356.45102
2021,KS,IND,11365.92501
2021,KS,OTH,0.0
2021,KS,RES,13769.41001
2021,KS,TRA,0
2021,KY,COM,18685.936
2021,KY,IND,29396.67902
2021,KY,OTH,0.0
2021,KY,RES,26434.371
2021,KY,TRA,0
2021,LA,COM,22459.648
2021,LA,IND,37941.99
2021,LA,OTH,0.0
2021,LA,RES,30408.22401
2021,LA,TRA,9.484
2021,MA,COM,23832.46498
2021,MA,IND,6345.83401
2021,MA,OTH,0.0
2021,MA,RES,20305.269
2021,MA,TRA,314.82
2021,MAT,COM,143045.84118
2021,MAT,IND,73484.34099
2021,MAT,OTH,0.0
2021,MAT,RES,138192.42897
2021,MAT,TRA,3111.787
2021,MD,COM,27437.04999
2021,MD,IND,3480.39201
2021,MD,OTH,0.0
2021,MD,RES,27964.54501
2021,MD,TRA,421.987
2021,ME,COM,3948.896
2021,ME,IND,2573.512
2021,ME,OTH,0.0
2021,ME,RES,5062.266
2021,ME,TRA,0
2021,MI,COM,36860.868
2021,MI,IND,27081.08199
2021,MI,OTH,0.0
2021,MI,RES,35868.09999
2021,MI,TRA,3.231
2021,MN,COM,22093.18901
2021,MN,IND,21227.19599
2021,MN,OTH,0.0
2021,MN,RES,23246.05498
2021,MN,TRA,22.728
2021,MO,COM,28987.41202
2021,MO,IND,13086.58798
2021,MO,OTH,0.0
2021,MO,RES,35668.40901
2021,MO,TRA,20.632
2021,MS,COM,13676.163
2021,MS,IND,15769.265
2021,MS,OTH,0.0
2021,MS,RES,18569.936
2021,MS,TRA,0
2021,MT,COM,4906.13199
2021,MT,IND,4495.98299
2021,MT,OTH,0.0
2021,MT,RES,5559.44601
2021,MT,TRA,0
2021,MTN,COM,98680.40997
2021,MTN,IND,83947.446
2021,MTN,OTH,0.0
2021,MTN,RES,107925.26104
2021,MTN,TRA,153.383
2021,NC,COM,47714.832
2021,NC,IND,27049.36702
2021,NC,OTH,0.0
2021,NC,RES,60914.68399
2021,NC,TRA,14.194
2021,ND,COM,6808.31599
2021,ND,IND,11166.39
2021,ND,OTH,0.0
2021,ND,RES,4888.401
2021,ND,TRA,0
2021,NE,COM,9260.421
2021,NE,IND,12588.38001
2021,NE,OTH,0.0
2021,NE,RES,10492.369
2021,NE,TRA,0
2021,NEW,COM,49060.84997
2021,NEW,IND,15662.08001
2021,NEW,OTH,0.0
2021,NEW,RES,48597.59602
2021,NEW,TRA,478.11
2021,NH,COM,4106.69199
2021,NH,IND,1928.665
2021,NH,OTH,0.0
2021,NH,RES,4831.911
2021,NH,TRA,0
2021,NJ,COM,36137.241
2021,NJ,IND,6593.424
2021,NJ,OTH,0.0
2021,NJ,RES,30090.371
2021,NJ,TRA,249.43
2021,NM,COM,8655.82599
2021,NM,IND,9649.559
2021,NM,OTH,0.0
2021,NM,RES,7088.358
2021,NM,TRA,0
2021,NV,COM,12293.815
2021,NV,IND,12359.54301
2021,NV,OTH,0.0
2021,NV,RES,14373.357
2021,NV,TRA,5.327
2021,NY,COM,69920.48818
2021,NY,IND,16891.15199
2021,NY,OTH,0.0
2021,NY,RES,52156.88199
2021,NY,TRA,2455.256
2021,OH,COM,44980.45198
2021,OH,IND,49529.406
2021,OH,OTH,0.0
2021,OH,RES,53171.19298
2021,OH,TRA,36.814
2021,OK,COM,19999.31201
2021,OK,IND,20779.95798
2021,OK,OTH,0.0
2021,OK,RES,23745.86701
2021,OK,TRA,0
2021,OR,COM,16508.755
2021,OR,IND,17318.50801
2021,OR,OTH,0.0
2021,OR,RES,20285.346
2021,OR,TRA,22.596
2021,PA,COM,36988.11201
2021,PA,IND,49999.765
2021,PA,OTH,0.0
2021,PA,RES,55945.17598
2021,PA,TRA,407.101
2021,PACC,COM,153907.73001
2021,PACC,IND,86338.31701
2021,PACC,OTH,0.0
2021,PACC,RES,148590.722
2021,PACC,TRA,746.969
2021,PACN,COM,5343.18699
2021,PACN,IND,4653.641
2021,PACN,OTH,0.0
2021,PACN,RES,4908.99301
2021,PACN,TRA,0
2021,RI,COM,3604.518
2021,RI,IND,643.779
2021,RI,OTH,0.0
2021,RI,RES,3131.533
2021,RI,TRA,18.174
2021,SAT,COM,313128.555
2021,SAT,IND,144329.01704
2021,SAT,OTH,0.0
2021,SAT,RES,374745.996
2021,SAT,TRA,1097.864
2021,SC,COM,21114.32301
2021,SC,IND,27292.017
2021,SC,OTH,0.0
2021,SC,RES,31385.79599
2021,SC,TRA,0
2021,SD,COM,4791.689
2021,SD,IND,3205.73801
2021,SD,OTH,0.0
2021,SD,RES,5043.96402
2021,SD,TRA,0
2021,TN,COM,34863.39701
2021,TN,IND,21917.29799
2021,TN,OTH,0.0
2021,TN,RES,42840.44199
2021,TN,TRA,0
2021,TX,COM,147843.23098
2021,TX,IND,132529.561
2021,TX,OTH,0.0
2021,TX,RES,155075.13599
2021,TX,TRA,179.95
2021,US,COM,1328439.49815
2021,US,IND,1000613.49
2021,US,OTH,0.0
2021,US,RES,1470486.88203
2021,US,TRA,6334.38299
2021,UT,COM,12206.51
2021,UT,IND,9471.73699
2021,UT,OTH,0.0
2021,UT,RES,10950.41501
2021,UT,TRA,48.965
2021,VA,COM,58723.97799
2021,VA,IND,19712.19899
2021,VA,OTH,0.0
2021,VA,RES,46634.411
2021,VA,TRA,174.608
2021,VT,COM,1867.111
2021,VT,IND,1371.096
2021,VT,OTH,0.0
2021,VT,RES,2174.48902
2021,VT,TRA,0
2021,WA,COM,28637.381
2021,WA,IND,21436.48001
2021,WA,OTH,0.0
2021,WA,RES,38021.233
2021,WA,TRA,103.574
2021,WI,COM,23266.01301
2021,WI,IND,23295.516
2021,WI,OTH,0.0
2021,WI,RES,22864.04701
2021,WI,TRA,1.039
2021,WNC,COM,99432.57504
2021,WNC,IND,98746.63399
2021,WNC,OTH,0.0
2021,WNC,RES,107760.36303
2021,WNC,TRA,43.36
2021,WSC,COM,201819.09899
2021,WSC,IND,209479.52299
2021,WSC,OTH,0.0
2021,WSC,RES,228147.242
2021,WSC,TRA,189.639
2021,WV,COM,7156.30401
2021,WV,IND,14570.97901
2021,WV,OTH,0.0
2021,WV,RES,11050.705
2021,WV,TRA,0
2021,WY,COM,3443.297
2021,WY,IND,9443.917
2021,WY,OTH,0.0
2021,WY,RES,2897.498
2021,WY,TRA,0
2022,AK,COM,2575.918
2022,AK,IND,1375.69
2022,AK,OTH,0.0
2022,AK,RES,2050.472
2022,AK,TRA,0
2022,AL,COM,22391.06799
2022,AL,IND,31712.90401
2022,AL,OTH,0.0
2022,AL,RES,32923.57299
2022,AL,TRA,0
2022,AR,COM,11786.52499
2022,AR,IND,17960.25799
2022,AR,OTH,0.0
2022,AR,RES,19250.66101
2022,AR,TRA,.219
2022,AZ,COM,31507.06999
2022,AZ,IND,14311.61002
2022,AZ,OTH,0.0
2022,AZ,RES,38367.633
2022,AZ,TRA,10.204
2022,CA,COM,114141.384
2022,CA,IND,47500.42301
2022,CA,OTH,0.0
2022,CA,RES,89542.20798
2022,CA,TRA,685.121
2022,CO,COM,21059.41898
2022,CO,IND,15018.32
2022,CO,OTH,0.0
2022,CO,RES,20593.94201
2022,CO,TRA,91.36
2022,CT,COM,11625.823
2022,CT,IND,2780.106
2022,CT,OTH,0.0
2022,CT,RES,13190.687
2022,CT,TRA,170.53
2022,DC,COM,7290.077
2022,DC,IND,181.716
2022,DC,OTH,0.0
2022,DC,RES,2519.079
2022,DC,TRA,250.662
2022,DE,COM,4298.80599
2022,DE,IND,2030.396
2022,DE,OTH,0.0
2022,DE,RES,5210.069
2022,DE,TRA,0
2022,ENC,COM,177245.43696
2022,ENC,IND,186405.913
2022,ENC,OTH,0.0
2022,ENC,RES,191772.80804
2022,ENC,TRA,506.703
2022,ESC,COM,91874.15799
2022,ESC,IND,99298.09002
2022,ESC,OTH,0.0
2022,ESC,RES,122285.62299
2022,ESC,TRA,0
2022,FL,COM,96864.074
2022,FL,IND,17635.655
2022,FL,OTH,0.0
2022,FL,RES,134245.97501
2022,FL,TRA,75.099
2022,GA,COM,49540.77399
2022,GA,IND,34210.49798
2022,GA,OTH,0.0
2022,GA,RES,61140.241
2022,GA,TRA,143.691
2022,HI,COM,2837.85
2022,HI,IND,3452.786
2022,HI,OTH,0.0
2022,HI,RES,2748.47901
2022,HI,TRA,0
2022,IA,COM,12470.07199
2022,IA,IND,26541.02399
2022,IA,OTH,0.0
2022,IA,RES,15192.859
2022,IA,TRA,0
2022,ID,COM,6836.725
2022,ID,IND,9400.753
2022,ID,OTH,0.0
2022,ID,RES,9963.65301
2022,ID,TRA,0
2022,IL,COM,47119.806
2022,IL,IND,41817.849
2022,IL,OTH,0.0
2022,IL,RES,46479.195
2022,IL,TRA,454.73
2022,IN,COM,23493.75897
2022,IN,IND,42479.59
2022,IN,OTH,0.0
2022,IN,RES,34058.49798
2022,IN,TRA,12.518
2022,KS,COM,15781.38399
2022,KS,IND,11736.15902
2022,KS,OTH,0.0
2022,KS,RES,14443.52202
2022,KS,TRA,0
2022,KY,COM,19674.006
2022,KY,IND,28824.55
2022,KY,OTH,0.0
2022,KY,RES,26840.18599
2022,KY,TRA,0
2022,LA,COM,23540.241
2022,LA,IND,40143.868
2022,LA,OTH,0.0
2022,LA,RES,31444.70799
2022,LA,TRA,10.181
2022,MA,COM,24443.65901
2022,MA,IND,6233.832
2022,MA,OTH,0.0
2022,MA,RES,20006.891
2022,MA,TRA,299.058
2022,MAT,COM,146798.67299
2022,MAT,IND,73814.39199
2022,MAT,OTH,0.0
2022,MAT,RES,138702.82314
2022,MAT,TRA,3381.956
2022,MD,COM,27623.35801
2022,MD,IND,3601.623
2022,MD,OTH,0.0
2022,MD,RES,28065.37901
2022,MD,TRA,392.359
2022,ME,COM,4129.399
2022,ME,IND,2655.435
2022,ME,OTH,0.0
2022,ME,RES,5090.87401
2022,ME,TRA,0
2022,MI,COM,37114.401
2022,MI,IND,28485.57001
2022,MI,OTH,0.0
2022,MI,RES,35034.97101
2022,MI,TRA,4.32
2022,MN,COM,22548.588
2022,MN,IND,20648.58801
2022,MN,OTH,0.0
2022,MN,RES,23418.31302
2022,MN,TRA,19.941
2022,MO,COM,29790.51998
2022,MO,IND,13245.66201
2022,MO,OTH,0.0
2022,MO,RES,37244.97003
2022,MO,TRA,25.108
2022,MS,COM,14089.632
2022,MS,IND,15972.02401
2022,MS,OTH,0.0
2022,MS,RES,18917.877
2022,MS,TRA,0
2022,MT,COM,5019.65899
2022,MT,IND,4669.62501
2022,MT,OTH,0.0
2022,MT,RES,5894.49901
2022,MT,TRA,0
2022,MTN,COM,102415.89995
2022,MTN,IND,85753.10601
2022,MTN,OTH,0.0
2022,MTN,RES,110761.83702
2022,MTN,TRA,154.744
2022,NC,COM,49228.797
2022,NC,IND,27519.33001
2022,NC,OTH,0.0
2022,NC,RES,62443.95303
2022,NC,TRA,14.681
2022,ND,COM,8392.425
2022,ND,IND,11728.548
2022,ND,OTH,0.0
2022,ND,RES,5271.904
2022,ND,TRA,0
2022,NE,COM,9618.75501
2022,NE,IND,13241.701
2022,NE,OTH,0.0
2022,NE,RES,10983.64901
2022,NE,TRA,0
2022,NEW,COM,49945.514
2022,NEW,IND,15601.328
2022,NEW,OTH,0.0
2022,NEW,RES,48451.78002
2022,NEW,TRA,492.557
2022,NH,COM,4084.62499
2022,NH,IND,1925.183
2022,NH,OTH,0.0
2022,NH,RES,4808.32201
2022,NH,TRA,0
2022,NJ,COM,37374.037
2022,NJ,IND,6753.84399
2022,NJ,OTH,0.0
2022,NJ,RES,30062.192
2022,NJ,TRA,252.662
2022,NM,COM,9084.02199
2022,NM,IND,10789.51999
2022,NM,OTH,0.0
2022,NM,RES,7282.636
2022,NM,TRA,0
2022,NV,COM,12427.663
2022,NV,IND,12578.639
2022,NV,OTH,0.0
2022,NV,RES,14306.529
2022,NV,TRA,7.176
2022,NY,COM,72205.589
2022,NY,IND,16177.769
2022,NY,OTH,0.0
2022,NY,RES,52227.41299
2022,NY,TRA,2599.746
2022,OH,COM,46090.80299
2022,OH,IND,50062.73
2022,OH,OTH,0.0
2022,OH,RES,53312.216
2022,OH,TRA,34.034
2022,OK,COM,22211.52599
2022,OK,IND,21796.272
2022,OK,OTH,0.0
2022,OK,RES,25479.14402
2022,OK,TRA,0
2022,OR,COM,16654.57599
2022,OR,IND,18923.72201
2022,OR,OTH,0.0
2022,OR,RES,20725.899
2022,OR,TRA,22.699
2022,PA,COM,37219.04699
2022,PA,IND,50882.77901
2022,PA,OTH,0.0
2022,PA,RES,56413.21816
2022,PA,TRA,529.548
2022,PACC,COM,160576.40798
2022,PACC,IND,87651.23502
2022,PACC,OTH,0.0
2022,PACC,RES,150043.95597
2022,PACC,TRA,821.75301
2022,PACN,COM,5413.768
2022,PACN,IND,4828.476
2022,PACN,OTH,0.0
2022,PACN,RES,4798.95101
2022,PACN,TRA,0
2022,RI,COM,3745.633
2022,RI,IND,639.343
2022,RI,OTH,0.0
2022,RI,RES,3168.339
2022,RI,TRA,22.969
2022,SAT,COM,334807.62802
2022,SAT,IND,142955.41901
2022,SAT,OTH,0.0
2022,SAT,RES,383766.28804
2022,SAT,TRA,1006.294
2022,SC,COM,24130.625
2022,SC,IND,26340.73201
2022,SC,OTH,0.0
2022,SC,RES,32287.075
2022,SC,TRA,0
2022,SD,COM,4936.093
2022,SD,IND,3208.06501
2022,SD,OTH,0.0
2022,SD,RES,5322.906
2022,SD,TRA,0
2022,TN,COM,35719.45201
2022,TN,IND,22788.612
2022,TN,OTH,0.0
2022,TN,RES,43603.987
2022,TN,TRA,0
2022,TX,COM,160719.19804
2022,TX,IND,143905.882
2022,TX,OTH,0.0
2022,TX,RES,170596.46002
2022,TX,TRA,179.652
2022,US,COM,1390872.81287
2022,US,IND,1020463.98609
2022,US,OTH,0.0
2022,US,RES,1509233.16236
2022,US,TRA,6599.108
2022,UT,COM,12870.55201
2022,UT,IND,9104.68001
2022,UT,OTH,0.0
2022,UT,RES,11344.26499
2022,UT,TRA,46.004
2022,VA,COM,68556.08201
2022,VA,IND,16861.18602
2022,VA,OTH,0.0
2022,VA,RES,46717.547
2022,VA,TRA,129.802
2022,VT,COM,1916.375
2022,VT,IND,1367.42901
2022,VT,OTH,0.0
2022,VT,RES,2186.66701
2022,VT,TRA,0
2022,WA,COM,29780.44799
2022,WA,IND,21227.09
2022,WA,OTH,0.0
2022,WA,RES,39775.84899
2022,WA,TRA,113.933
2022,WI,COM,23426.66799
2022,WI,IND,23560.17399
2022,WI,OTH,0.0
2022,WI,RES,22887.92805
2022,WI,TRA,1.101
2022,WNC,COM,103537.83697
2022,WNC,IND,100349.74705
2022,WNC,OTH,0.0
2022,WNC,RES,111878.12309
2022,WNC,TRA,45.049
2022,WSC,COM,218257.49003
2022,WSC,IND,223806.28
2022,WSC,OTH,0.0
2022,WSC,RES,246770.97304
2022,WSC,TRA,190.052
2022,WV,COM,7275.035
2022,WV,IND,14574.283
2022,WV,OTH,0.0
2022,WV,RES,11136.97
2022,WV,TRA,0
2022,WY,COM,3610.78998
2022,WY,IND,9879.95899
2022,WY,OTH,0.0
2022,WY,RES,3008.68001
2022,WY,TRA,0
2023,AK,COM,2574.46114
2023,AK,IND,1382.99739
2023,AK,OTH,0.0
2023,AK,RES,2046.18113
2023,AK,TRA,0
2023,AL,COM,22670.85422
2023,AL,IND,31236.01034
2023,AL,OTH,0.0
2023,AL,RES,31921.13125
2023,AL,TRA,0
2023,AR,COM,11895.49157
2023,AR,IND,18728.25769
2023,AR,OTH,0.0
2023,AR,RES,18633.30174
2023,AR,TRA,.26824
2023,AZ,COM,32268.39231
2023,AZ,IND,14217.845
2023,AZ,OTH,0.0
2023,AZ,RES,38832.86812
2023,AZ,TRA,10.06646
2023,CA,COM,112522.41483
2023,CA,IND,41993.79014
2023,CA,OTH,0.0
2023,CA,RES,82998.27748
2023,CA,TRA,725.43237
2023,CO,COM,20564.18442
2023,CO,IND,15450.24953
2023,CO,OTH,0.0
2023,CO,RES,20258.51648
2023,CO,TRA,89.61351
2023,CT,COM,11252.24399
2023,CT,IND,2592.10473
2023,CT,OTH,0.0
2023,CT,RES,12534.91839
2023,CT,TRA,178.89912
2023,DC,COM,7009.97216
2023,DC,IND,176.56624
2023,DC,OTH,0.0
2023,DC,RES,2371.64111
2023,DC,TRA,301.38399
2023,DE,COM,4139.12144
2023,DE,IND,1943.99348
2023,DE,OTH,0.0
2023,DE,RES,4922.40124
2023,DE,TRA,0
2023,ENC,COM,174467.09385
2023,ENC,IND,184256.06417
2023,ENC,OTH,0.0
2023,ENC,RES,180496.54855
2023,ENC,TRA,463.68475
2023,ESC,COM,91128.05004
2023,ESC,IND,95156.62782
2023,ESC,OTH,0.0
2023,ESC,RES,117977.18007
2023,ESC,TRA,0
2023,FL,COM,98791.98155
2023,FL,IND,17163.56977
2023,FL,OTH,0.0
2023,FL,RES,134713.78776
2023,FL,TRA,71.1046
2023,GA,COM,47975.86552
2023,GA,IND,32963.65277
2023,GA,OTH,0.0
2023,GA,RES,59926.45353
2023,GA,TRA,144.12382
2023,HI,COM,2764.44967
2023,HI,IND,3428.01579
2023,HI,OTH,0.0
2023,HI,RES,2695.19252
2023,HI,TRA,0
2023,IA,COM,12366.53684
2023,IA,IND,27491.31057
2023,IA,OTH,0.0
2023,IA,RES,14938.29093
2023,IA,TRA,0
2023,ID,COM,6784.05247
2023,ID,IND,9029.87653
2023,ID,OTH,0.0
2023,ID,RES,9695.26949
2023,ID,TRA,0
2023,IL,COM,45695.10934
2023,IL,IND,41087.96805
2023,IL,OTH,0.0
2023,IL,RES,43582.44485
2023,IL,TRA,414.75508
2023,IN,COM,22852.83608
2023,IN,IND,40854.99008
2023,IN,OTH,0.0
2023,IN,RES,31907.56734
2023,IN,TRA,12.07465
2023,KS,COM,16054.46651
2023,KS,IND,11387.02482
2023,KS,OTH,0.0
2023,KS,RES,13977.45813
2023,KS,TRA,0
2023,KY,COM,18731.77722
2023,KY,IND,26010.88287
2023,KY,OTH,0.0
2023,KY,RES,25200.11235
2023,KY,TRA,0
2023,LA,COM,24055.07049
2023,LA,IND,40007.88569
2023,LA,OTH,0.0
2023,LA,RES,31926.24451
2023,LA,TRA,10.45502
2023,MA,COM,23894.98262
2023,MA,IND,6101.65613
2023,MA,OTH,0.0
2023,MA,RES,19324.32535
2023,MA,TRA,279.34777
2023,MAT,COM,142242.78443
2023,MAT,IND,71250.88114
2023,MAT,OTH,0.0
2023,MAT,RES,131167.41397
2023,MAT,TRA,3427.77527
2023,MD,COM,26813.59988
2023,MD,IND,3432.57623
2023,MD,OTH,0.0
2023,MD,RES,26153.95375
2023,MD,TRA,408.06521
2023,ME,COM,3999.08289
2023,ME,IND,2325.17558
2023,ME,OTH,0.0
2023,ME,RES,4906.80565
2023,ME,TRA,0
2023,MI,COM,36558.49515
2023,MI,IND,28262.52973
2023,MI,OTH,0.0
2023,MI,RES,32699.30512
2023,MI,TRA,5.45215
2023,MN,COM,22431.7247
2023,MN,IND,20542.29909
2023,MN,OTH,0.0
2023,MN,RES,23489.91857
2023,MN,TRA,18.02884
2023,MO,COM,29048.28481
2023,MO,IND,12772.84882
2023,MO,OTH,0.0
2023,MO,RES,35088.25824
2023,MO,TRA,22.44622
2023,MS,COM,14769.08175
2023,MS,IND,15787.01029
2023,MS,OTH,0.0
2023,MS,RES,19069.78971
2023,MS,TRA,0
2023,MT,COM,5022.43056
2023,MT,IND,4685.11909
2023,MT,OTH,0.0
2023,MT,RES,5759.2552
2023,MT,TRA,0
2023,MTN,COM,103195.88089
2023,MTN,IND,86708.82143
2023,MTN,OTH,0.0
2023,MTN,RES,109531.70291
2023,MTN,TRA,161.21758
2023,NC,COM,49099.55347
2023,NC,IND,26354.79958
2023,NC,OTH,0.0
2023,NC,RES,59515.43641
2023,NC,TRA,12.62001
2023,ND,COM,9620.18184
2023,ND,IND,13928.31478
2023,ND,OTH,0.0
2023,ND,RES,5098.39396
2023,ND,TRA,0
2023,NE,COM,9564.12696
2023,NE,IND,13208.6414
2023,NE,OTH,0.0
2023,NE,RES,10674.45802
2023,NE,TRA,0
2023,NEW,COM,48699.08349
2023,NEW,IND,14855.65772
2023,NEW,OTH,0.0
2023,NEW,RES,46546.60093
2023,NEW,TRA,484.46048
2023,NH,COM,4048.25313
2023,NH,IND,1923.56494
2023,NH,OTH,0.0
2023,NH,RES,4618.81454
2023,NH,TRA,0
2023,NJ,COM,35673.1777
2023,NJ,IND,6078.17411
2023,NJ,OTH,0.0
2023,NJ,RES,28428.649
2023,NJ,TRA,273.47793
2023,NM,COM,9287.64595
2023,NM,IND,12054.67388
2023,NM,OTH,0.0
2023,NM,RES,7353.97608
2023,NM,TRA,0
2023,NV,COM,12409.01015
2023,NV,IND,12416.70949
2023,NV,OTH,0.0
2023,NV,RES,13516.36946
2023,NV,TRA,7.18096
2023,NY,COM,71008.07926
2023,NY,IND,15037.55016
2023,NY,OTH,0.0
2023,NY,RES,50301.91109
2023,NY,TRA,2712.96028
2023,OH,COM,46167.48939
2023,OH,IND,50630.79715
2023,OH,OTH,0.0
2023,OH,RES,49910.8274
2023,OH,TRA,30.26399
2023,OK,COM,22403.14591
2023,OK,IND,22467.6616
2023,OK,OTH,0.0
2023,OK,RES,23934.57653
2023,OK,TRA,0
2023,OR,COM,17142.57958
2023,OR,IND,16399.62531
2023,OR,OTH,0.0
2023,OR,RES,20417.23751
2023,OR,TRA,22.6295
2023,PA,COM,35561.52747
2023,PA,IND,50135.15687
2023,PA,OTH,0.0
2023,PA,RES,52436.85388
2023,PA,TRA,441.33706
2023,PACC,COM,158828.51279
2023,PACC,IND,79041.32319
2023,PACC,OTH,0.0
2023,PACC,RES,142202.52275
2023,PACC,TRA,851.45309
2023,PACN,COM,5338.91081
2023,PACN,IND,4811.01318
2023,PACN,OTH,0.0
2023,PACN,RES,4741.37365
2023,PACN,TRA,0
2023,RI,COM,3605.99786
2023,RI,IND,628.88286
2023,RI,OTH,0.0
2023,RI,RES,2994.99297
2023,RI,TRA,26.21359
2023,SAT,COM,333907.51753
2023,SAT,IND,139141.59578
2023,SAT,OTH,0.0
2023,SAT,RES,373039.80613
2023,SAT,TRA,1176.90762
2023,SC,COM,25305.13231
2023,SC,IND,25495.99295
2023,SC,OTH,0.0
2023,SC,RES,31474.68162
2023,SC,TRA,0
2023,SD,COM,4947.76053
2023,SD,IND,3238.49054
2023,SD,OTH,0.0
2023,SD,RES,5285.39813
2023,SD,TRA,0
2023,TN,COM,34956.33685
2023,TN,IND,22122.72432
2023,TN,OTH,0.0
2023,TN,RES,41786.14676
2023,TN,TRA,0
2023,TX,COM,154727.42847
2023,TX,IND,165954.54307
2023,TX,OTH,0.0
2023,TX,RES,165917.18783
2023,TX,TRA,187.62617
2023,US,COM,1374922.05246
2023,US,IND,1024949.26249
2023,US,OTH,0.0
2023,US,RES,1454666.63552
2023,US,TRA,6804.32326
2023,UT,COM,13213.50529
2023,UT,IND,8640.72137
2023,UT,OTH,0.0
2023,UT,RES,11142.90097
2023,UT,TRA,54.35665
2023,VA,COM,67595.91728
2023,VA,IND,16947.72076
2023,VA,OTH,0.0
2023,VA,RES,43724.77037
2023,VA,TRA,239.60999
2023,VT,COM,1898.523
2023,VT,IND,1284.27349
2023,VT,OTH,0.0
2023,VT,RES,2166.74403
2023,VT,TRA,0
2023,WA,COM,29163.51839
2023,WA,IND,20647.90774
2023,WA,OTH,0.0
2023,WA,RES,38787.00776
2023,WA,TRA,103.39123
2023,WI,COM,23193.16389
2023,WI,IND,23419.77916
2023,WI,OTH,0.0
2023,WI,RES,22396.40384
2023,WI,TRA,1.13888
2023,WNC,COM,104033.08219
2023,WNC,IND,102568.93002
2023,WNC,OTH,0.0
2023,WNC,RES,108552.17598
2023,WNC,TRA,40.47505
2023,WSC,COM,213081.13644
2023,WSC,IND,247158.34805
2023,WSC,OTH,0.0
2023,WSC,RES,240411.3106
2023,WSC,TRA,198.34943
2023,WV,COM,7176.37393
2023,WV,IND,14662.724
2023,WV,OTH,0.0
2023,WV,RES,10236.68035
2023,WV,TRA,0
2023,WY,COM,3646.65974
2023,WY,IND,10213.62655
2023,WY,OTH,0.0
2023,WY,RES,2972.54712
2023,WY,TRA,0
