from,to,voltage[kV],groupid
# Alberta
AB01,BC16,
AB02,AB01,
AB02,AB05,
AB03,AB02,
AB03,AB06,
AB03,AB07,
AB04,AB03,
AB08,AB04,
AB09,AB04,
AB10,AB04,
AB10,AB09,
# British Columbia
BC02,BC01,
BC02,BC03,
BC03,BC04,
BC07,BC02,
BC05,BC07,
BC05,BC06,
BC06,BC07,
BC07,BC08,
BC08,BC09,
BC08,BC10,
BC09,BC10,
BC12,BC09,
BC11,BC10,
BC13,BC11,
BC13,BC12,
BC14,BC13,
BC15,BC14,
BC16,BC15,
BC17,BC11,
# Path 3
BC10,WA01,,3
BC14,WA04,,3
# Washington






