parent,name,Pg,Qg,Qmax,Qmin,Vg,remote_bus,baseMVA,Rg,Xg,Rt,Xt,tap,status,remote_percent,Pmax,Pmin,owner_1,fraction_1,owner_2,fraction_2,owner_3,fraction_3,owner_4,fraction_4,WMOD,WPF,NREG
bus:1032,G_1032_C,712.000,-3.332,200.000,-200.000,1.01400,1002,873.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,873.000,0.000,1,1.0000
bus:1032,G_1032_G,856.000,-3.332,357.000,-357.000,1.01400,1002,1050.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,1050.000,0.000,1,1.0000
bus:1032,G_1032_S,520.000,-3.332,360.000,-360.000,1.01400,1002,638.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,638.000,0.000,1,1.0000,0,1.0,0,1.0,0,1.0,1,1.0000
bus:1034,G_1034_C,1847.000,262.628,500.000,-500.000,1.03000,1004,2100.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,1944.000,0.000,1,1.0000
bus:1034,G_1034_G,2565.000,262.628,918.000,-918.000,1.03000,1004,2900.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,2700.000,0.000,1,1.0000
bus:1034,G_1034_W,1598.000,262.628,800.000,-800.000,1.03000,1004,1682.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,1682.000,0.000,1,1.0000,0,1.0,0,1.0,0,1.0,1,1.0000
bus:1131,G_1131_C,530.000,-46.791,308.000,-308.000,1.01000,1101,1268.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,1268.000,0.000,1,1.0000
bus:1131,G_1131_G,2064.000,-46.791,1916.000,-1916.000,1.01000,1101,4934.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,4934.000,0.000,1,1.0000
bus:1232,G_1232_C,2728.000,0.604,1208.000,-1208.000,1.08000,1202,4977.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,4977.000,0.000,1,1.0000
bus:1232,G_1232_H,657.000,0.604,628.000,-628.000,1.08000,1202,1199.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,1199.000,0.000,1,1.0000
bus:1331,G_1331_G,1986.000,24.690,841.000,-841.000,1.04500,1301,2167.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,2167.000,0.000,1,1.0000
bus:1331,G_1331_H,2133.000,24.690,1219.000,-1219.000,1.04500,1301,2328.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,2328.000,0.000,1,1.0000
bus:1333,G_1333_C,218.000,217.320,303.000,-303.000,1.00500,1303,418.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,418.000,0.000,1,1.0000
bus:1333,G_1333_G,3662.000,217.320,2746.000,-2746.000,1.00500,1303,7011.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,7011.000,0.000,1,1.0000
bus:1333,G_1333_S,1266.000,217.320,1300.000,-1300.000,1.00500,1303,2423.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,2423.000,0.000,1,1.0000,0,1.0,0,1.0,0,1.0,1,1.0000
bus:1431,G_1431_G,5129.000,409.166,3559.000,-3559.000,1.03500,1401,9170.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,9170.000,0.000,1,1.0000
bus:1431,G_1431_N,2355.000,409.166,2057.000,-2057.000,1.03500,1401,4210.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,4210.000,0.000,1,1.0000
bus:1431,G_1431_S,1353.000,409.166,1000.000,-1000.000,1.03500,1401,2419.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,2419.000,0.000,1,1.0000,0,1.0,0,1.0,0,1.0,1,1.0000
bus:2030,G_2030_E,605.000,142.477,350.000,-350.000,1.00000,2000,699.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,699.000,0.000,1,1.0000
bus:2030,G_2030_G,1853.000,142.477,1070.000,-1070.000,1.00000,2000,2140.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,2140.000,0.000,1,1.0000
bus:2130,G_2130_E,573.000,28.722,254.000,-254.000,1.03500,2100,831.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,831.000,0.000,1,1.0000
bus:2130,G_2130_G,404.000,28.722,200.000,-200.000,1.03500,2100,586.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,586.000,0.000,1,1.0000
bus:2130,G_2130_H,273.000,28.722,250.000,-250.000,1.03500,2100,396.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,396.000,0.000,1,1.0000
bus:2130,G_2130_S,79.000,28.722,86.000,-86.000,1.03500,2100,115.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,115.000,0.000,1,1.0000,0,1.0,0,1.0,0,1.0,1,1.0000
bus:2233,G_2233_DG,285.000,125.466,304.000,-118.000,1.00500,2203,1035.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,1035.000,0.000,1,1.0000
bus:2233,G_2233_EG,506.000,125.466,611.000,-181.000,1.00500,2203,1837.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,1837.000,0.000,1,1.0000
bus:2233,G_2233_TG,202.000,125.466,206.000,-155.000,1.00500,2203,733.000,0.00000E+0,2.00000E-1,0.00000E+0,0.00000E+0,1.00000,1,100.0,733.000,0.000,1,1.0000
