Q,objective,stress objective,stress total load shedding,stress total dispatched generation cost,stress total battery throughput,stress total curtailed non-dispatched generation,normal objective,normal total load shedding,normal total dispatched generation cost,normal total battery throughput,normal total curtailed non-dispatched generation
1,1.185839962274731,5.340727958803257,27.93414417660971,210.287796492469,9.414604300558857,0.13294154194077254,1.1163989372631125,102.57850897996246,7560.1062743149005,721.6789544827021,2511.7017651488386
2,0.9685574553285039,4.845744610765362,24.04459043398814,216.72142304259398,17.399222785532316,3.5591110660469725e-08,0.9037576700008684,30.589777119205436,7161.046032183643,1393.4510159729823,2252.2567037965855
4,0.8056397321454263,4.314394389420773,20.00250593899131,220.94047245066488,28.220084610021168,5.606878597155666e-08,0.7469975930266183,2.612912995989255,6357.765117495429,2610.7884102128683,1824.2873939799133
8,0.6816233966833015,3.7715474703495335,16.105225207897842,220.62745375832523,37.087781405066366,5.400339195681585e-08,0.6299812116080998,6.698180602864694e-07,5385.851186436568,4206.691938245839,1265.899654416847
16,0.5888781015855906,2.6898847495028195,8.31335768396358,220.6274537577292,44.87964914051895,5.5962647067054774e-08,0.5537637843502052,5.900590803364165e-07,4721.3920000626495,4983.675409753719,847.1096683578044
32,0.5057380918466395,1.4364532538869597,3.459910650970238e-09,206.26188825891418,58.73802316097985,4.809298012009539e-08,0.4901829637902554,1.9752361101941194e-07,4168.007750564495,5540.866150187266,506.95699245213325
