Q,H,gamma,q_target,objective,stress objective,stress total load shedding,stress total dispatched generation cost,stress total battery throughput,stress total curtailed non-dispatched generation,normal objective,normal total load shedding,normal total dispatched generation cost,normal total battery throughput,normal total curtailed non-dispatched generation
1,24,0.0001,0.5,1.1858411281165135,5.340728931838653,27.934151187113194,210.28779648539563,9.414595710656151,0.13294153173429032,1.1164001063272857,102.57850198013416,7560.112674602229,722.0601910979342,2511.7019429277047
1,24,0.0001,0.75,1.1858411281033328,5.340728934335463,27.93415120510594,210.2877964852612,9.414595692652053,0.132941531670182,1.1164001062721551,102.57850196069798,7560.112674605032,722.0601821898297,2511.7019440424406
1,24,0.0001,1.0,1.1858411281016257,5.340728936877678,27.934151223300336,210.28779648763273,9.414595674624067,0.13294153218992105,1.1164001062279314,102.57850194203058,7560.112674583299,722.0601835944809,2511.7019448838128
1,24,0.001,0.5,1.1858411282091454,5.340728942957618,27.93415126539242,210.287796521802,9.414595624676535,0.13294154149352216,1.1164001062356337,102.57850190657649,7560.112676017278,722.0601177410408,2511.701919470601
1,24,0.001,0.75,1.1858411282060533,5.340728951840614,27.93415133020457,210.2877965052411,9.414595571598735,0.1329415373505206,1.116400106084027,102.578501837649,7560.112676609316,722.0600657682436,2511.7019174760626
1,24,0.001,1.0,1.185841128183233,5.3407289642139615,27.93415141939286,210.2877965041279,9.414595482529245,0.13294153622397137,1.1164001058540287,102.57850175066685,7560.112675028226,722.0601996749214,2511.7019344718296
1,24,0.01,0.5,1.1858411281756198,5.340729025477373,27.93415186128272,210.28779649152284,9.414595156454736,0.13294153066651074,1.1164001048223873,102.57850130880061,7560.112676947568,722.0600026106971,2511.701930075754
1,24,0.01,0.75,1.1858411281506618,5.340728952199242,27.934151332912784,210.28779650268342,9.414595575159677,0.13294153478092033,1.1164001060217161,102.57850183313148,7560.112674465695,722.0602354780858,2511.7019337390843
1,24,0.01,1.0,1.1858411281466146,5.340728929794789,27.934151172248654,210.2877964879429,9.414595753358924,0.13294153011981338,1.116400106392049,102.57850199671562,7560.112675558331,722.060118125138,2511.7019450875364
1,24,0.1,0.5,1.185840965099033,5.340728677066112,27.934149351602965,210.28779649344864,9.414597201227107,0.13294152923778854,1.1163999448433157,102.57850381791576,7560.111693927354,722.0154484340457,2511.701897611038
1,24,0.1,0.75,1.1858404817298007,5.340728439157,27.934147636644894,210.28779651444316,9.414599126691652,0.1329415335853296,1.116399457371686,102.57850554813912,7560.109112935433,721.8500816231765,2511.7018852337055
1,24,0.1,1.0,1.185840199452993,5.34072835593302,27.934147038064552,210.28779649726306,9.41459958010002,0.13294153142745918,1.1163991717680901,102.5785061487767,7560.107699472368,721.7441505962632,2511.701895429199
1,48,0.0001,0.5,1.1858399617331372,5.34072891382468,27.93415105712666,210.28779650172714,9.414594649347324,0.13294153617750204,1.1163989207511058,102.578502116594,7560.106268386964,721.6790472685109,2511.701854512178
1,48,0.0001,0.75,1.1858399617293267,5.340728914359331,27.934151060992427,210.28779650144338,9.414594645176154,0.13294153599827918,1.1163989207382958,102.5785021132622,7560.1062683609325,721.6790454981775,2511.701855928106
1,48,0.0001,1.0,1.1858399617240285,5.340728914593756,27.934151062908196,210.28779649690864,9.414594642822046,0.1329415349638615,1.1163989207289913,102.57850211270303,7560.106268325802,721.6790421126395,2511.70186110221
1,48,0.001,0.5,1.1858399617181838,5.340728929131743,27.93415116779071,210.2877964938064,9.4145945350284,0.13294153425013747,1.1163989204800744,102.57850200786831,7560.106268379562,721.6790319392446,2511.701868562657
1,48,0.001,0.75,1.1858399617390958,5.34072893518135,27.934151209794834,210.2877964411126,9.414602910500053,0.13294154104781217,1.116398920400228,102.57850196505059,7560.106268496467,721.6790370883964,2511.7018621291595
