Q,H,gamma,q_target,objective,stress objective,stress total load shedding,stress total dispatched generation cost,stress total battery throughput,stress total curtailed non-dispatched generation,normal objective,normal total load shedding,normal total dispatched generation cost,normal total battery throughput,normal total curtailed non-dispatched generation
1,24,0.1,1.0,1.185840199452993,5.34072835593302,27.934147038064552,210.28779649726306,9.41459958010002,0.13294153142745918,1.1163991717680901,102.5785061487767,7560.107699472368,721.7441505962632,2511.701895429199
1,48,0.001,0.5,1.1858399617181838,5.340728929131743,27.93415116779071,210.2877964938064,9.4145945350284,0.13294153425013747,1.1163989204800744,102.57850200786831,7560.106268379562,721.6790319392446,2511.701868562657
1,72,0.01,0.5,1.1858399619197946,5.34072868502582,27.93414940878417,210.28779650048628,9.414596754845121,0.13294153811573275,1.1163989247648194,102.57850377675703,7560.106268869957,721.6791368584446,2511.7018120106786
2,24,0.1,0.75,0.9685656486778426,4.845739449448853,24.0445532529629,216.7214230236952,17.399263768156885,2.8983849568521362e-08,0.9037660865479648,30.589814414338274,7161.106800435221,1394.5512975279275,2252.2567957139863
2,48,0.001,1.0,0.9685574549065825,4.845742688939962,24.044576591464985,216.72142303295698,17.39923450979959,2.2235800999592032e-08,0.90375770169154,30.58979105937383,7161.046019988495,1393.4516598337789,2252.2568404385834
2,72,0.001,1.0,0.9685574548760247,4.845744961449634,24.044592957339873,216.72142311748553,17.39921844644234,2.9154189025726424e-08,0.9037576636798086,30.589774637946782,7161.0460232197365,1393.4514286557094,2252.2568115404915
4,24,0.1,0.75,0.8058404367769041,4.314664317416832,20.002503012473202,220.97804196805868,28.355949050101312,2.4296551388031426e-08,0.7471971407216405,2.612915993894036,6359.396781713263,2619.546286651109,1824.2875687154735
4,48,0.01,1.0,0.8056475160755937,4.314395609508494,20.002505614703175,220.94080175942167,28.20537157379643,1.513275902086812e-08,0.7470054866588879,2.6129133713098884,6357.824160553748,2611.684507303327,1824.2875996140237
4,72,0.01,0.5,0.8056397685830602,4.314394251509391,20.002504953458367,220.9404723059045,28.22008422803895,2.323944703476876e-08,0.7469976323781632,2.612914011884762,6357.7652474279075,2610.807290465118,1824.2875800775555
8,24,0.01,1.0,0.6830684097596363,3.7743292389747074,16.105225012432665,221.02910601583585,36.980414786878654,2.1273056193903473e-08,0.6314038833660697,8.802031479839948e-07,5397.815204096304,4236.063738169096,1265.8991681824289
8,48,0.01,0.5,0.6817992559551688,3.771670718110541,16.105224021003004,220.6464326941566,36.967029370121196,2.0573279111311122e-08,0.6301579501809842,1.8684080875707759e-06,5387.326517317164,4211.4344074034125,1265.8996283229149
8,72,0.01,0.5,0.681660538048433,3.771609812748667,16.105225134211043,220.63341155976497,37.3898791822263,2.7037116321767984e-08,0.6300179317860334,7.657367889355133e-07,5386.155289327908,4207.919562582128,1265.8996500611684
16,24,0.01,0.75,0.6100960992013247,2.7149580383819893,8.313358020339038,224.20889124494164,47.79058752840858,2.1680293018961998e-08,0.5749173481286672,1.1969831599504118e-07,4904.394434821082,4909.343426154982,940.7875335817411
16,48,0.001,1.0,0.5908174211463584,2.690093059282279,8.313357864332534,220.66553972848618,44.07035215113747,1.3450651167348713e-08,0.5557320344365658,2.786004163348728e-07,4738.307809497013,4987.9393636429595,847.3300564035948
16,72,0.001,1.0,0.58934020773936,2.689899803565985,8.313357799512799,220.6283457998622,45.00699233836952,1.0841816618109447e-08,0.5542333621266587,3.457308320381606e-07,4725.450250705541,4982.439046313409,847.5741022154394
32,24,0.001,1.0,0.5451306553134887,3.0102121238506605,10.61452364987046,220.77457786128343,40.549497580246936,1.8421896016230294e-08,0.5039315221345944,1.988541078191804,4246.999342107696,5510.383104013344,506.95936529916463
32,48,0.0001,1.0,0.5128690888172038,1.5207804415244555,2.0310453542592288e-09,218.46293345831486,52.94500805858067,1.3270391840498367e-08,0.4960237737301746,8.787534504318348e-08,4218.380053308845,5536.077939283094,507.3887316954588
32,72,0.0001,1.0,0.509057463353135,1.4376560079487808,1.5976126744770317e-09,206.4306215183658,59.18435943063544,1.5112593047855512e-08,0.4935377105186674,8.731771956242544e-08,4196.834156332114,5548.675575037032,507.3448874951855
