Q,objective,stress objective,stress total load shedding,stress total dispatched generation cost,stress total battery throughput,stress total curtailed non-dispatched generation,normal objective,normal total load shedding,normal total dispatched generation cost,normal total battery throughput,normal total curtailed non-dispatched generation
1,1.1499017008813095,7.968783615720686,14.93644873980312,83.75184202657113,2.0796731959440176,3.773194967500912e-09,1.1123321035543705,103.71284055653614,7609.079505077198,730.0969957757019,2559.5856165823734
