Q,H,gamma,q_target,objective,stress objective,stress total load shedding,stress total dispatched generation cost,stress total battery throughput,stress total curtailed non-dispatched generation,normal objective,normal total load shedding,normal total dispatched generation cost,normal total battery throughput,normal total curtailed non-dispatched generation
1,24,0.0001,0.5,1.1499028665699014,7.968783461150348,14.936448367590959,83.7518420477978,2.0796735599764524,6.029739256915121e-09,1.1123332765171166,103.71284094480953,7609.085904551695,730.4781569233064,2559.585851447132
1,24,0.0001,0.75,1.149902866557352,7.9687834611202755,14.9364483675255,83.75184204766212,2.0796735601112744,6.042615007517071e-09,1.1123332765046638,103.71284094363767,7609.08590455161,730.4781484268865,2559.5858521349255
1,24,0.0001,1.0,1.1499028665551483,7.96878346091416,14.936448367058349,83.75184204710493,2.079673560783853,6.026299234748746e-09,1.1123332765035836,103.71284094354552,7609.085904526611,730.4781501698025,2559.585852605903
1,24,0.001,0.5,1.14990286667676,7.968783463153863,14.936448372438552,83.75184204705951,2.0796735554884918,6.10353567864967e-09,1.1123332766135252,103.71284095294128,7609.085905967577,730.4780830630461,2559.585828409653
1,24,0.001,0.75,1.1499028666847309,7.968783463372804,14.936448372974766,83.75184204684977,2.0796735549523286,6.322564497510655e-09,1.1123332766203335,103.71284095031632,7609.08590658088,730.4780329140518,2559.585824528756
1,24,0.001,1.0,1.1499028666627353,7.968783463083696,14.936448372294773,83.75184204656355,2.0796735558438515,6.496486463685845e-09,1.1123332765998097,103.71284095428592,7609.085904990632,730.4781661192768,2559.585842145648
1,24,0.01,0.5,1.149902866653633,7.968783456366814,14.93644835621452,83.75184204560185,2.0796735714810115,6.413540095873473e-09,1.1123332766276646,103.71284096934785,7609.085906915128,730.4779678129815,2559.585838605407
1,24,0.01,0.75,1.1499028666423332,7.968783456826493,14.936448357359414,83.75184204477544,2.0796735708001832,6.2172652887656884e-09,1.1123332766137703,103.71284097152977,7609.085904419541,730.4782009030753,2559.585842528299
1,24,0.01,1.0,1.1499028666342914,7.968783460221528,14.936448365521219,83.75184204457938,2.079673562959628,6.160578184310803e-09,1.112333276586979,103.71284096242256,7609.0859055201545,730.47808571548,2559.58585187781
1,24,0.1,0.5,1.1499027035771696,7.968783390388311,14.936448197507048,83.7518420511804,2.079673731759014,6.842237416364922e-09,1.1123331130162268,103.71284112599697,7609.084923909051,730.4334168377575,2559.58580563322
1,24,0.1,0.75,1.1499022201737326,7.968783316476567,14.936448020246498,83.75184204685502,2.0796739090253773,5.877200854724426e-09,1.1123326273566372,103.71284130535629,7609.082342909431,730.2680514466656,2559.5857928873606
1,24,0.1,1.0,1.1499019379237059,7.96878334393488,14.93644808654708,83.75184203951159,2.0796738421043326,4.680650840838539e-09,1.1123323434002286,103.71284125170791,7609.0809294553155,730.1621213317146,2559.585802838866
