Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Operating Month,Operating Year,Nameplate Capacity (MW),Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Nameplate Reactive Power Rating,Storage Technology 1,Storage Technology 2,Storage Technology 3,Storage Technology 4,Storage Enclosure Type,Arbitrage,Frequency Regulation,Load Following,Ramping / Spinning Reserve,Co-Located Renewable Firming,Transmission and Distribution Deferral,System Peak Shaving,Load Management,Voltage or Reactive Power Support,Backup Power,Excess Wind and Solar Generation,Year,geohash,match_dist_km
11208,Los Angeles Department of Water & Power,61431,Beacon BESS 1,CA,Kern,BCNB1,OP,Batteries,BA,10,2018,20.0,10.0,20.0,20.0,15.0,LIB,,,,CS,,Y,,,Y,,,,Y,,Y,2022,9q5zqv,26.33
15466,Public Service Co of Colorado,61439,Panasonic Carport Solar Hybrid,CO,Adams,PANBS,OP,Batteries,BA,8,2017,1.0,2.2,1.0,1.0,1.0,LIB,,,,CS,Y,Y,,Y,,,,,,Y,Y,2022,9wve62,141.33
61277,"Vista Energy Storage, LLC",61661,Vista Energy Storage System ,CA,San Diego,VISTA,OP,Batteries,BA,6,2018,40.0,40.0,40.0,40.0,40.0,LIB,,,,BL,Y,Y,,Y,,,,,,,,2022,9mumuf,33.79
61295,"Pinal Central Energy Center, LLC",61678,Pinal Central Energy Center Hybrid,AZ,Pinal,BA1,OP,Batteries,BA,4,2018,10.0,40.0,10.0,10.0,10.0,LIB,,,,CS,,,,,,,Y,,,,Y,2022,9w01f3,154.12
61344,Electrodes,61721,HEBT WLA 1,CA,Orange,WLA01,OP,Batteries,BA,8,2019,1.0,6.9,1.0,1.0,1.0,LIB,,,,OT,Y,,,,,,Y,Y,,,,2022,9qh0rw,22.13
61344,Electrodes,61722,HEBT Irvine 1,CA,Orange,IRV01,OP,Batteries,BA,5,2018,1.0,6.5,1.0,1.0,1.0,LIB,,,,OT,,,,,,,Y,Y,,,,2022,9mupsy,5.77
61344,Electrodes,61722,HEBT Irvine 1,CA,Orange,IRV1W,OP,Batteries,BA,5,2018,4.5,27.0,4.5,4.5,4.5,LIB,,,,OT,,,,,,,Y,Y,,,,2022,9mupsy,5.77
61344,Electrodes,61723,HEBT Irvine 2,CA,Orange,IRV06,OP,Batteries,BA,8,2018,2.5,15.0,2.5,2.5,2.5,LIB,,,,OT,,,,,,,Y,Y,,,,2022,9mupsy,13.74
61344,Electrodes,61723,HEBT Irvine 2,CA,Orange,IRV2W,OP,Batteries,BA,2,2018,3.3,19.8,3.3,3.3,3.3,LIB,,,,OT,,,,,,,Y,Y,,,,2022,9mupsy,13.74
61420,ENGIE Storage Services NA LLC,61795,Pacific Union College BESS,CA,Napa,12649,OP,Batteries,BA,6,2020,1.0,2.0,1.0,1.0,1.0,LIB,,,,CS,Y,,,,,,,Y,,,,2022,9qben2,28.77
61482,"AES ES GILBERT, LLC",61861,AES ES GILBERT,AZ,Maricopa,SRP,OP,Batteries,BA,1,2019,10.0,40.0,10.0,10.0,10.0,LIB,,,,BL,Y,,,,,,,,,,,2022,9w01f3,80.18
803,Arizona Public Service Co,61913,Punkin Center Battery Storage,AZ,Gila,B1,OP,Batteries,BA,6,2018,2.0,8.0,2.0,2.0,2.2,LIB,,,,CS,,Y,,,,,,,,Y,,2022,9w01f3,102.24
61531,"Casa Mesa Wind, LLC",61925,Casa Mesa Wind Energy Center Hybrid,NM,Quay,CMNMB,OP,Batteries,BA,11,2018,1.0,1.0,1.0,1.0,12.5,LIB,,,,CS,,Y,,,,,,,,,Y,2022,9wve62,442.7
61872,Gavilan District College Solar Project,61993,Gavilan Community College Solar Project,CA,Santa Clara,GDCBA,OP,Batteries,BA,6,2019,0.5,0.5,0.2,0.3,0.3,LIB,,,,CS,,,,,,,,,,,Y,2022,9q97v8,27.86
61944,MN8 Energy LLC,61995,UC Merced Solar Hybrid,CA,Merced,UCMBA,OP,Batteries,BA,12,2018,0.5,0.9,0.5,0.5,0.5,LIB,,,,CS,N,,,,,,Y,,,,Y,2022,9q9fy1,62.8
61684,"Diablo Energy Storage, LLC",62175,Diablo Energy Storage,CA,Contra Costa,DIBLO,OP,Batteries,BA,4,2022,200.0,800.0,200.0,200.0,66.0,LIB,,,,CS,Y,Y,Y,Y,,,,,,,,2022,9qc26h,0.98
19499,"United Power, Inc",62373,I25 Battery Storage,CO,Weld,I25BA,OP,Batteries,BA,12,2018,4.0,16.0,4.0,4.0,0.4,LIB,,,,CS,,,,,,,Y,,,,,2022,9xkgmv,147.03
61957,Kearny Mesa Storage LLC,62441,Kearny Mesa Storage LLC,CA,San Diego,U1,OP,Batteries,BA,2,2020,1.0,1.0,1.0,1.0,1.0,LIB,,,,CS,,,,,Y,,,,,,,2022,9mudw2,3.63
17609,Southern California Edison Co,62460,DESI-2 Battery Storage Facility,CA,Orange,DESI2,OP,Batteries,BA,12,2019,1.4,3.7,1.4,1.4,1.4,LIB,,,,CS,,,,,,,Y,,,,,2022,9mupsy,4.26
61978,Convergent Energy and Power LP,62497,Orange County Energy Storage 2,CA,Orange,OCES2,OP,Batteries,BA,11,2021,9.0,36.0,9.0,9.0,9.0,LIB,,,,CS,Y,,,,,,,,,,,2022,9mupsy,5.65
61978,Convergent Energy and Power LP,62499,Orange County Energy Storage 3,CA,Orange,OCES3,OP,Batteries,BA,11,2021,6.0,24.0,6.0,6.0,6.0,LIB,,,,CS,Y,,,,,,,,,,,2022,9mupsy,5.62
14328,Pacific Gas & Electric Co.,62564,Elkhorn Battery Energy Storage System,CA,Monterey,ELKHO,OP,Batteries,BA,4,2022,182.5,730.0,182.5,182.5,60.0,LIB,,,,CS,Y,Y,,Y,,,,,,,,2022,9q92vz,8.98
62668,"Wheatridge Wind Holdings, LLC",62745,Wheatridge Hybrid,OR,Morrow,BTRY,OP,Batteries,BA,3,2022,30.0,120.0,30.0,30.0,30.0,LIB,,,,CS,,,,,,,,,,,Y,2022,c245ue,86.63
61420,ENGIE Storage Services NA LLC,62754,San Diego International Airport BESS,CA,San Diego,BA,OP,Batteries,BA,6,2021,2.0,4.0,2.0,2.0,2.0,LIB,,,,CS,Y,,,,,,Y,,,,,2022,9mudw2,7.64
61522,"Viridity Energy Solutions, Inc.",62801,Vallecito,CA,Santa Barbara,ORN34,OP,Batteries,BA,2,2021,10.0,10.0,10.0,10.0,10.0,LIB,,,,CS,,Y,Y,,,,Y,,,,,2022,9q5sgb,80.44
62747,Acorn I Energy Storage LLC,62874,Acorn I Energy Storage LLC,CA,Ventura,ACOR1,OP,Batteries,BA,4,2021,2.0,6.0,2.0,2.0,3.0,LIB,,,,CS,Y,Y,,,,,,,,,,2022,9q5dy2,35.38
62748,Wildcat I Energy Storage LLC,62875,Wildcat I Energy Storage LLC,CA,Riverside,WILD1,OP,Batteries,BA,11,2021,3.0,12.0,3.0,3.0,3.0,LIB,,,,CS,Y,Y,,,,,,,,,,2022,9qj152,15.46
62763,Hecate Energy Johanna Facility LLC,62889,Hecate Energy Johanna Facility,CA,Orange,HEGJF,OP,Batteries,BA,10,2021,10.0,40.0,10.0,10.0,0.5,LIB,,,,CS,Y,Y,,,,,,,,,,2022,9mupsy,5.73
62763,Hecate Energy Johanna Facility LLC,62889,Hecate Energy Johanna Facility,CA,Orange,HJFII,OP,Batteries,BA,10,2021,10.0,40.0,10.0,10.0,0.5,LIB,,,,CS,Y,Y,,,,,,,,,,2022,9mupsy,5.73
62876,"Department of the Army, Fort Carson",63022,Fort Carson Battery Energy Storage System,CO,El Paso,1,OP,Batteries,BA,12,2018,4.2,8.5,4.2,4.2,1.4,LIB,,,,CS,,,,,,,,Y,,,,2022,9wve62,24.77
62856,"Forefront Power, LLC",63091,UC Santa Cruz Solar,CA,Santa Cruz,18027,OP,Batteries,BA,12,2022,1.0,1.0,1.0,1.0,0.0,LIB,,,,CS,N,,,,,,Y,,,,Y,2022,9q9hq4,36.91
62856,"Forefront Power, LLC",63420,Fresno Bullard High School Hybrid,CA,Fresno,BA903,OP,Batteries,BA,3,2020,0.4,0.4,0.4,0.4,0.0,LIB,,,,CS,,,,,,,Y,,,,Y,2022,9qd9xh,10.76
62856,"Forefront Power, LLC",63421,Fresno Hoover High School Hybrid,CA,Fresno,BA291,OP,Batteries,BA,3,2020,0.2,0.2,0.2,0.2,0.0,LIB,,,,CS,,,,,,,Y,,,,Y,2022,9qd9xh,14.17
62856,"Forefront Power, LLC",63422,Fresno Sunnyside High School Hybrid,CA,Fresno,BA112,OP,Batteries,BA,12,2020,0.3,0.3,0.3,0.3,0.0,LIB,,,,CS,,,,,,,Y,,,,Y,2022,9qdbm8,15.55
63226,CalCom Energy,63486,D'Arrigo Brothers - Phase 4,CA,Monterey,DA04B,OP,Batteries,BA,7,2019,0.5,0.8,0.1,0.1,0.1,LIB,,,,CS,,,,,,,Y,,,,,2022,9q92vz,16.06
60947,Tesla Inc.,63510,Walnut Unified School District Walnut HS Hybrid,CA,Los Angeles,ST1,OP,Batteries,BA,2,2020,0.5,0.5,0.1,0.1,0.1,LIB,,,,CS,,,,,,,,Y,,Y,Y,2022,9qh0rw,22.24
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63609,Allergan,CA,Orange,ALRGN,OP,Batteries,BA,7,2019,1.5,9.0,1.5,1.5,1.5,LIB,,,,OT,Y,,,,,,,Y,,,,2022,9mupsy,6.02
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63610,Baker,CA,Orange,BAKER,OP,Batteries,BA,4,2019,1.2,6.3,1.2,1.2,1.2,LIB,,,,OT,Y,,,,,,Y,,,,,2022,9qh0rw,21.51
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63611,CSU Long Beach,CA,Los Angeles,CSULB,OP,Batteries,BA,3,2017,2.5,15.0,2.5,2.5,2.5,LIB,,,,OT,Y,,,,,,Y,,,,,2022,9q5bwz,12.37
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63612,DATS,CA,Orange,DATS0,OP,Batteries,BA,4,2017,1.0,6.0,1.0,1.0,1.0,LIB,,,,OT,Y,,,,,,Y,,,,,2022,9mupsy,2.17
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63613,Downey,CA,Los Angeles,DOWNY,OP,Batteries,BA,12,2019,2.0,13.0,2.0,2.0,2.0,LIB,,,,OT,Y,,,,,,Y,,,,,2022,9q5bwz,6.14
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63614,LAWRP,CA,Orange,LAWRP,OP,Batteries,BA,4,2019,1.0,5.0,1.0,1.0,1.0,LIB,,,,OT,Y,,,,,,Y,,,,,2022,9mupsy,19.48
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63615,Long Beach Convention Center,CA,Los Angeles,LBCON,OP,Batteries,BA,4,2019,1.5,8.6,1.5,1.5,1.5,LIB,,,,OT,Y,,,,,,Y,,,,,2022,9q5bwz,12.83
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63616,OCSD,CA,Orange,OCSD1,OP,Batteries,BA,8,2019,4.9,32.6,4.9,4.9,4.9,LIB,,,,OT,Y,,,,,,Y,,,,,2022,9mupsy,2.78
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63617,SOCCD,CA,Orange,SOCCD,OP,Batteries,BA,6,2019,1.3,7.2,1.3,1.3,1.3,LIB,,,,OT,Y,,,,,,Y,,,,,2022,9mupsy,12.64
61012,AES Distributed Energy,63685,Luna Storage,CA,Los Angeles,LUNA,OP,Batteries,BA,6,2022,100.0,400.0,100.0,100.0,0.9,LIB,,,,CT,,Y,,,,,,,,,N,2022,9qhh0n,27.46
60025,Greenbacker Renewable Energy Corporation,63722,Rawhide Prairie Solar Hybrid,CO,Larimer,BA1,OP,Batteries,BA,3,2021,1.0,2.0,1.0,1.0,1.0,LIB,,,,CS,,,,,,,,Y,,,Y,2022,9xkgmv,74.57
61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,SLB3C,OP,Batteries,BA,3,2022,33.8,135.0,33.8,33.8,11.1,LIB,,,,CS,,,,,Y,,,,,,Y,2022,9q6tde,22.57
61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,SLBES,OP,Batteries,BA,4,2022,50.0,200.0,50.0,50.0,16.4,LIB,,,,CS,,,,,Y,,,,,,Y,2022,9q6tde,22.57
61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,SLBPW,OP,Batteries,BA,3,2022,10.0,40.0,10.0,10.0,3.3,LIB,,,,CS,,,,,Y,,,,,,Y,2022,9q6tde,22.57
61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,SLBSV,OP,Batteries,BA,2,2022,46.5,186.0,46.5,46.5,15.2,LIB,,,,CS,,,,,Y,,,,,,Y,2022,9q6tde,22.57
63420,"Taos Mesa Energy Facility, LLC",63728,Taos Mesa Energy Facility Hybrid,NM,Taos,BESS,OP,Batteries,BA,11,2022,12.0,25.0,12.0,12.0,5.0,LIB,,,,CS,,,,,,,Y,Y,,,Y,2022,9we1bp,243.05
63424,"Silverstrand Grid, LLC",63735,Silverstrand Grid Energy Storage System,CA,Ventura,SLV01,OP,Batteries,BA,4,2021,11.0,44.0,11.0,11.0,3.6,LIB,,,,CS,Y,Y,N,Y,,,,,,,,2022,9q5dy2,48.83
63512,"Gateway Energy Storage, LLC",63834,Gateway Energy Storage System,CA,San Diego,GTWAY,OP,Batteries,BA,7,2020,250.0,250.0,250.0,250.0,69.6,LIB,,,,BL,Y,,Y,Y,,,,,,,,2022,9muccv,14.01
63522,"Johanna Energy Center, LLC",63843,"Johanna Energy Center, LLC",CA,Orange,SASP1,OP,Batteries,BA,6,2021,20.0,20.0,20.0,20.0,27.5,LIB,,,,CT,,,,Y,Y,,,Y,,,,2022,9mupsy,5.66
63550,"Ventura Energy Storage, LLC",63891,Saticoy,CA,Ventura,SATCY,OP,Batteries,BA,4,2021,100.0,400.0,100.0,100.0,70.0,LIB,,,,CS,Y,Y,,Y,,,,,Y,,,2022,9q5dy2,55.91
63578,"Dodge Flat Solar, LLC",63913,Dodge Flat,NV,Washoe,DODGB,OP,Batteries,BA,3,2022,50.0,200.0,50.0,50.0,16.4,LIB,,,,CS,,,,,,,Y,,,,Y,2022,9r4bc7,135.41
61230,"Arevon Energy, Inc.",63930,Cal Flats BESS,CA,Monterey,CF60,OP,Batteries,BA,11,2021,60.0,242.0,60.0,60.0,66.5,LIB,,,,CS,Y,Y,,Y,Y,,,Y,Y,,N,2022,9q6tde,36.01
64172,Arevon Asset Management,63943,Coso Battery Storage,CA,Inyo,61730,OP,Batteries,BA,4,2022,60.0,240.0,60.0,60.0,20.0,LIB,,,,CS,Y,Y,,,,,Y,,N,,,2022,9q5zqv,111.23
63731,Desert Harvest II LLC,64103,Desert Harvest II LLC,CA,Riverside,DH003,OP,Batteries,BA,1,2021,35.0,140.0,35.0,35.0,11.5,LIB,,,,CS,Y,,,,,,,,,,N,2022,9mvgw4,92.24
63733,"Maverick Solar 6, LLC",64105,"Maverick Solar 6, LLC",CA,Riverside,MAV04,OP,Batteries,BA,6,2022,50.0,200.0,50.0,50.0,16.5,LIB,,,,CS,Y,,,,,,Y,,,,Y,2022,9mvgw4,81.11
63772,"Fish Springs Ranch Solar, LLC",64148,Fish Springs,NV,Washoe,FISHB,OP,Batteries,BA,3,2022,25.0,100.0,25.0,25.0,8.2,LIB,,,,CS,,,,,,,Y,,,,Y,2022,9r4bc7,62.32
20160,Energy Northwest,64198,"Horn Rapids Solar, Storage and Training",WA,Benton,HRBE,OP,Batteries,BA,12,2020,1.0,4.0,1.0,1.0,2.4,LIB,,,,CS,,,,,Y,,Y,,,,,2022,c26crp,40.14
64002,Wilmot Energy Center LLC,64426,Wilmot Energy Center LLC,AZ,Pima,WILBA,OP,Batteries,BA,4,2021,30.0,60.0,30.0,30.0,1.0,LIB,,,,CS,,Y,,,,,Y,Y,,,Y,2022,9w01f3,265.38
17470,PUD 1 of Snohomish County,64446,Arlington Microgrid,WA,Snohomish,AMGB,OP,Batteries,BA,10,2021,1.0,1.4,1.0,1.0,1.0,LIB,,,,CS,Y,,,,Y,,Y,,,Y,Y,2022,c2967d,24.37
64144,Arlington Energy Center II,64481,Arlington Energy Center II,CA,Riverside,AEC2B,OP,Batteries,BA,8,2022,132.0,528.0,132.0,132.0,43.4,LIB,,,,CT,Y,Y,,Y,,,,,,,Y,2022,9qndpr,67.54
64199,Arlington Energy Center III,64564,Arlington Energy Center III,CA,Riverside,AEC3B,OP,Batteries,BA,8,2022,110.0,440.0,110.0,110.0,36.2,LIB,,,,CT,Y,Y,,Y,,,,,,,Y,2022,9qndpr,67.54
62854,"Solar Star California LXXVIII, LLC",64601,County of San Diego COC Hybrid,CA,San Diego,ESS,OP,Batteries,BA,7,2020,0.4,1.0,0.4,0.4,1.0,LIB,,,,CS,,,,,,,,Y,,,Y,2022,9mudw2,5.55
64229,"SEPV Sierra, LLC",64611,SEPV Sierra,CA,Los Angeles,1,OP,Batteries,BA,4,2020,8.3,3.4,6.0,6.0,6.0,LIB,,,,CS,Y,,,Y,Y,,,Y,Y,,Y,2022,9qhh0n,27.26
16609,San Diego Gas & Electric Co,64612,Kearny North Energy Storage,CA,San Diego,KNES,OP,Batteries,BA,2,2022,10.0,40.0,10.0,10.0,10.0,LIB,,,,CS,Y,,Y,Y,,,,,,,,2022,9mudw2,5.5
16609,San Diego Gas & Electric Co,64614,Kearny South Energy Storage,CA,San Diego,KSES,OP,Batteries,BA,2,2022,10.0,40.0,10.0,10.0,10.0,LIB,,,,CS,Y,,,Y,,,,,,,,2022,9mudw2,5.45
61944,MN8 Energy LLC,64624,Hudson - High Desert Hybrid,CA,San Bernardino,BESS1,OP,Batteries,BA,12,2021,50.0,50.0,50.0,50.0,50.0,LIB,,,,CS,,,,,,,,,,,Y,2022,9qhsdk,9.2
50123,"Leeward Asset Management, LLC",64630,"Rabbitbrush Solar, LLC",CA,Kern,RBBAT,OP,Batteries,BA,10,2022,20.0,50.0,20.0,20.0,80.0,LIB,,,,CS,,,,,,,,,,,Y,2022,9q5zqv,28.13
64282,"LeConte Energy Storage, LLC",64701,LeConte Energy Storage,CA,Imperial,LCES,OP,Batteries,BA,9,2022,125.0,250.0,125.0,125.0,53.6,LIB,,,,CS,Y,Y,,Y,,,,,,,,2022,9mvffm,22.26
64287,Terra-Gen Operating Co-BESS,64712,Sanborn BESS 1,CA,Kern,ESSB1,OP,Batteries,BA,9,2021,100.0,200.0,100.0,100.0,67.6,LIB,,,,CS,Y,,,,,,,,,,,2022,9q5zqv,4.23
64287,Terra-Gen Operating Co-BESS,64713,Sanborn BESS 2,CA,Kern,ESSB2,OP,Batteries,BA,11,2021,100.0,400.0,100.0,100.0,67.6,LIB,,,,CS,Y,Y,,,,,,,,,,2022,9q5zqv,4.17
64303,VESI 10 LLC,64743,Tierra Buena Energy Storage,CA,Sutter,TB1,OP,Batteries,BA,6,2022,2.5,2.5,2.5,2.5,4.4,LIB,,,,CS,Y,Y,,Y,,,,,,,,2022,9qct8r,21.71
64303,VESI 10 LLC,64743,Tierra Buena Energy Storage,CA,Sutter,TB2,OP,Batteries,BA,6,2022,2.5,2.5,2.5,2.5,4.4,LIB,,,,CS,Y,Y,,Y,,,,,,,,2022,9qct8r,21.71
60868,Redwood Coast Energy Authority,64766,Redwood Coast Airport Microgrid,CA,Humboldt,RCAM2,OP,Batteries,BA,12,2021,2.2,8.8,1.5,1.8,2.3,LIB,,,,CS,Y,,,,Y,,,,,Y,Y,2022,9pr8ne,19.06
64366,Terra-Gen Operating Co-Hybrid,64877,Edwards Sanborn E3,CA,Kern,BESS,OP,Batteries,BA,12,2021,11.0,31.5,13.2,13.2,8.3,LIB,,,,CS,Y,Y,,,,,,,,,Y,2022,9q5zqv,12.58
64366,Terra-Gen Operating Co-Hybrid,64878,Edwards Sanborn E1A,CA,Kern,BESS,OP,Batteries,BA,8,2022,144.0,272.0,130.0,130.0,133.4,LIB,,,,CS,Y,Y,,Y,,,,,,,Y,2022,9q5zqv,11.05
64366,Terra-Gen Operating Co-Hybrid,64879,Edwards Sanborn E2,CA,Kern,BESS,OP,Batteries,BA,4,2022,120.0,250.0,122.8,122.8,122.8,LIB,,,,CS,Y,Y,,Y,,,,,,,Y,2022,9q5zqv,13.02
5701,El Paso Electric Co,64881,NMSU Solar and Storage,NM,Dona Ana,NMSUB,OP,Batteries,BA,5,2022,1.0,4.0,1.0,1.0,1.0,LIB,,,,CS,,,,,Y,,Y,,,,Y,2022,9w1zzg,417.99
63522,"Johanna Energy Center, LLC",64921,Santa Ana Storage 2,CA,Orange,SAP2,OP,Batteries,BA,6,2022,20.0,80.0,20.0,20.0,7.0,LIB,,,,CS,Y,Y,Y,Y,,,,,,,,2022,9mupsy,5.66
64366,Terra-Gen Operating Co-Hybrid,64928,Edwards Sanborn S3,CA,Kern,BESS,OP,Batteries,BA,7,2022,33.0,70.0,35.1,35.1,35.1,LIB,,,,CS,Y,Y,,Y,,,,,,,Y,2022,9q5zqv,6.17
64366,Terra-Gen Operating Co-Hybrid,64929,Edwards Sanborn S1,CA,Kern,BESS,OP,Batteries,BA,7,2022,40.0,83.5,42.1,42.1,42.1,LIB,,,,CS,Y,Y,,Y,,,,,,,Y,2022,9q5zqv,4.65
64424,"Big Beau Solar, LLC  ",64993,"BigBeau Solar, LLC",CA,Kern,BB1BA,OP,Batteries,BA,12,2022,40.0,160.0,40.0,40.0,13.1,LIB,,,,CS,,,,,,,,,,,Y,2022,9q5zqv,22.43
64459,"Blythe Mesa Solar II, LLC",65053,Blythe Mesa Solar II,CA,Riverside,BMSES,OP,Batteries,BA,12,2022,112.0,448.0,112.0,112.0,36.8,LIB,,,,CS,Y,,,,,,,,,,Y,2022,9qndpr,66.7
65155,The Greater Light USA LLC,65132,University of the Pacific,CA,San Joaquin,BA1,OP,Batteries,BA,5,2022,1.0,2.2,1.0,1.0,1.0,LIB,,,,CS,,,,,,,Y,,,,Y,2022,9qcbq0,26.39
64513,RE Crimson LLC,65140,Crimson,CA,Riverside,SWSH1,OP,Batteries,BA,10,2022,200.0,800.0,175.0,175.0,5.0,LIB,,,,CS,,Y,,,,,,,,,,2022,9qndpr,79.99
64513,RE Crimson LLC,65140,Crimson,CA,Riverside,SWSH2,OP,Batteries,BA,10,2022,150.0,600.0,133.0,131.0,5.0,LIB,,,,CS,,Y,,,,,,,,,,2022,9qndpr,79.99
64724,"Lincoln Solar Star, LLC",65382,Lincoln WWTF Hybrid,CA,Placer,ESS,OP,Batteries,BA,3,2022,1.0,2.0,1.0,1.0,1.0,LIB,,,,CS,,,,,,,,Y,,,Y,2022,9qcts0,13.35
64754,Gilead Sciences Inc.,65408,Gilead Oceanside Solar Project,CA,San Diego,GOSSB,OP,Batteries,BA,12,2021,0.7,3.0,0.7,0.7,1.1,LIB,,,,CT,Y,,,,,,Y,,,,N,2022,9mumuf,29.36
64755,Gilead Sciences Inc. Foster City,65409,Gilead Foster City Solar Project,CA,San Mateo,GFCSB,OP,Batteries,BA,4,2021,0.5,0.9,0.5,0.5,1.1,LIB,,,,CT,,,,,,,,,,,Y,2022,9q9jb9,3.92
64785,Sealed Air Corporation,65469,Sealed Air Madera Solar Project,CA,Madera,SAMBA,OP,Batteries,BA,5,2022,0.8,3.1,0.8,0.8,0.0,LIB,,,,CS,,,,,,,,,,,Y,2022,9qd9xh,15.79
13407,Nevada Power Co,65472,Chukar Battery Energy Storage System,NV,Storey,CHUK1,OP,Batteries,BA,7,2021,10.0,40.0,10.0,10.0,3.3,LIB,,,,CS,,,,,,,Y,,,,Y,2022,9r50xy,22.26
64846,"Google, Inc.",65568,Google Moffett Park Solar Project,CA,Santa Clara,GMSPB,OP,Batteries,BA,3,2021,0.6,1.1,0.6,0.6,0.8,LIB,,,,CS,,,,,,,,,,,Y,2022,9q9hq4,10.5
64845,"Gilead Sciences, Inc. - La Verne",65569,Gilead Sciences La Verne Rooftop Solar,CA,Los Angeles,GSRBA,OP,Batteries,BA,7,2021,1.1,2.1,1.1,1.1,1.1,LIB,,,,CS,,,,,,,,,,,Y,2022,9qh3ky,22.31
64878,West Valley-Mission Community College District,65570,West Valley Mission CCD Solar Project,CA,Santa Clara,WVMBA,OP,Batteries,BA,9,2022,0.9,2.1,0.9,0.9,0.0,LIB,,,,CS,,,,,,,Y,,,,Y,2022,9q9hq4,8.81
64905,"Solar Star Coastal Pirate, LLC",65614,Orange Coast College PH2 Solar Project,CA,Orange,OCCBA,OP,Batteries,BA,5,2022,2.1,4.0,2.0,2.0,1.0,LIB,,,,CS,,,,,,,,Y,,,Y,2022,9mupsy,2.78
65059,"Sunlight Storage, LLC",65857,Sunlight Storage,CA,Riverside,SUNS1,OP,Batteries,BA,9,2022,230.0,920.0,230.0,230.0,8.1,LIB,,,,CS,,,,,,,,,,,Y,2022,9mvgw4,92.57
61012,AES Distributed Energy,66050,Lancaster Area Battery,CA,Los Angeles,LAB,OP,Batteries,BA,9,2022,127.0,508.0,127.0,127.0,75.7,LIB,,,,CT,,Y,,,,,,,,,,2022,9qhh0n,27.69
65552,Terra-Gen Operating Co-BESS 2,66500,Valley Center 85,CA,San Diego,VC85,OP,Batteries,BA,12,2021,85.0,212.0,85.0,85.0,85.0,LIB,,,,CS,Y,Y,,Y,,,,,,,,2022,9mudw2,50.58
65552,Terra-Gen Operating Co-BESS 2,66502,Valley Center 54,CA,San Diego,VC54,OP,Batteries,BA,11,2021,54.0,216.0,54.0,54.0,54.0,LIB,,,,CS,Y,Y,,Y,,,,,,,,2022,9mudw2,50.58
64872,"Distributed Solar Development, LLC",66799,Bishop Ranch - BR 1-Y,CA,Contra Costa,4087B,OP,Batteries,BA,3,2022,0.7,,2.5,2.5,,LIB,,,,CS,Y,,Y,,,,Y,,,,Y,2022,9q9pk4,20.26
