Plant Code,Plant Name,State,County,Latitude,Longitude,NERC Region,Balancing Authority Code,Nameplate Capacity (MW),Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Generator Count,Year,Month,Charge (MWh),Discharge (MWh),Net Gen (MWh)
56472,Grapeland Peaker,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,10.0,0.0,0.0,0.0
56472,Grapeland Peaker,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,11.0,0.0,0.0,0.0
56472,Grapeland Peaker,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,12.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,1.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,2.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,3.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,4.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,5.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,6.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,7.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,8.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,9.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,10.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,11.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,12.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,1.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,2.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,3.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,4.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,5.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,6.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,7.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,8.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,9.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,10.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,11.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,12.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,1.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,2.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,3.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,4.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,5.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,6.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,7.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,8.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,9.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,10.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,11.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,12.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,1.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,2.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,3.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,4.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,5.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,6.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,7.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,8.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,9.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,10.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,11.0,0.0,0.0,0.0
56472,Grapeland Hybrid,CA,San Bernardino,34.0903,-117.5343,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,12.0,0.0,0.0,0.0
56475,Center Peaker,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,1.0,0.0,0.0,0.0
56475,Center Peaker,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,2.0,0.0,0.0,0.0
56475,Center Peaker,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,3.0,0.0,0.0,0.0
56475,Center Peaker,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,4.0,0.0,0.0,0.0
56475,Center Peaker,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,5.0,0.0,0.0,0.0
56475,Center Peaker,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,6.0,0.0,0.0,0.0
56475,Center Peaker,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,7.0,0.0,0.0,0.0
56475,Center Peaker,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,8.0,0.0,0.0,0.0
56475,Center Peaker,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,9.0,0.0,0.0,0.0
56475,Center Peaker,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,10.0,0.0,0.0,0.0
56475,Center Peaker,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,11.0,0.0,0.0,0.0
56475,Center Peaker,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2018,12.0,0.0,0.0,0.0
56475,Center Hybrid,CA,LOS ANGELES,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,1.0,0.0,0.0,0.0
56475,Center Hybrid,CA,LOS ANGELES,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,2.0,0.0,0.0,0.0
56475,Center Hybrid,CA,LOS ANGELES,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,3.0,0.0,0.0,0.0
56475,Center Hybrid,CA,LOS ANGELES,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,4.0,0.0,0.0,0.0
56475,Center Hybrid,CA,LOS ANGELES,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,5.0,0.0,0.0,0.0
56475,Center Hybrid,CA,LOS ANGELES,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,6.0,0.0,0.0,0.0
56475,Center Hybrid,CA,LOS ANGELES,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,7.0,0.0,0.0,0.0
56475,Center Hybrid,CA,LOS ANGELES,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,8.0,0.0,0.0,0.0
56475,Center Hybrid,CA,LOS ANGELES,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,9.0,0.0,0.0,0.0
56475,Center Hybrid,CA,LOS ANGELES,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,10.0,0.0,0.0,0.0
56475,Center Hybrid,CA,LOS ANGELES,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,11.0,0.0,0.0,0.0
56475,Center Hybrid,CA,LOS ANGELES,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2019,12.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,1.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,2.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,3.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,4.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,5.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,6.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,7.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,8.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,9.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,10.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,11.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2020,12.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,1.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,2.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,3.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,4.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,5.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,6.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,7.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,8.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,9.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,10.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,11.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2021,12.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,1.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,2.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,3.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,4.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,5.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,6.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,7.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,8.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,9.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,10.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,11.0,0.0,0.0,0.0
56475,Center Hybrid,CA,Los Angeles,33.9296,-118.1046,WECC,CISO,10.0,10.0,10.0,10.0,1,2022,12.0,0.0,0.0,0.0
56961,Notrees Windpower,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2018,1.0,982.0,566.0,-416.0
56961,Notrees Windpower,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2018,2.0,653.0,461.0,-192.0
56961,Notrees Windpower,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2018,3.0,1157.0,904.0,253.0
56961,Notrees Windpower,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2018,4.0,939.0,739.0,-200.0
56961,Notrees Windpower,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2018,5.0,955.0,716.0,-239.0
56961,Notrees Windpower,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2018,6.0,728.0,537.0,-191.0
56961,Notrees Windpower,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2018,7.0,699.0,502.0,-197.0
56961,Notrees Windpower,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2018,8.0,800.0,598.0,-202.0
56961,Notrees Windpower,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2018,9.0,692.0,503.0,-189.0
56961,Notrees Windpower,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2018,10.0,947.0,736.0,-211.0
56961,Notrees Windpower,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2018,11.0,1031.0,815.0,-216.0
56961,Notrees Windpower,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2018,12.0,658.0,475.0,-183.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2019,1.0,357.0,271.0,-86.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2019,2.0,747.0,575.0,-172.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2019,3.0,1004.0,778.0,-226.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2019,4.0,1170.0,949.0,-221.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2019,5.0,922.0,721.0,-201.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2019,6.0,639.0,464.0,-175.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2019,7.0,619.0,425.0,-194.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2019,8.0,646.0,456.0,-190.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2019,9.0,827.0,625.0,-202.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2019,10.0,1115.0,806.0,309.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2019,11.0,1422.0,1126.0,-296.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2019,12.0,1068.0,838.0,-230.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2020,1.0,1229.0,998.0,-230.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2020,2.0,1157.0,947.0,-210.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2020,3.0,1316.0,1101.0,-215.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2020,4.0,1273.0,992.0,282.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2020,5.0,1230.0,955.0,-275.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2020,6.0,823.0,614.0,-209.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2020,7.0,920.0,694.0,-226.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2020,8.0,872.0,613.0,-259.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2020,9.0,955.0,716.0,-238.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2020,10.0,1169.0,920.0,248.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2020,11.0,921.0,704.0,-217.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2020,12.0,630.0,414.0,-216.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2021,1.0,898.0,689.0,-209.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2021,2.0,625.0,477.0,-148.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2021,3.0,1379.0,1141.0,-238.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2021,4.0,559.0,423.0,-136.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2021,5.0,868.0,665.0,-203.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2021,6.0,583.0,401.0,-182.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2021,7.0,561.0,380.0,-181.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2021,8.0,842.0,675.0,-167.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2021,9.0,1004.0,832.0,-172.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2021,10.0,1347.0,1133.0,-214.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2021,11.0,1447.0,1235.0,-212.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2021,12.0,1383.0,1158.0,-225.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2022,1.0,937.0,763.0,-174.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2022,2.0,987.0,809.0,-178.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2022,3.0,1147.0,966.0,-181.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2022,4.0,952.0,782.0,-170.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2022,5.0,1066.0,852.0,-214.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2022,6.0,725.0,575.0,-150.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2022,7.0,871.0,669.0,-202.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2022,8.0,861.0,666.0,-195.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2022,9.0,629.0,481.0,-148.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2022,10.0,969.0,770.0,-199.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2022,11.0,1065.0,859.0,-206.0
56961,Notrees Windpower Hybrid,TX,Ector,31.995,-102.828333,TRE,ERCO,36.0,13.6,36.0,36.0,1,2022,12.0,616.0,438.0,-178.0
56981,Pyron Wind Farm LLC,TX,Fisher,32.5886,-100.6728,TRE,ERCO,9.9,9.9,9.9,9.9,1,2018,1.0,0.0,0.0,0.0
56981,Pyron Wind Farm LLC,TX,Fisher,32.5886,-100.6728,TRE,ERCO,9.9,9.9,9.9,9.9,1,2018,2.0,0.0,0.0,0.0
56981,Pyron Wind Farm LLC,TX,Fisher,32.5886,-100.6728,TRE,ERCO,9.9,9.9,9.9,9.9,1,2018,3.0,0.0,0.0,0.0
