Year,Plant Id
2018,56052
2018,58640
2018,60675
2018,60699
2018,60811
2018,60906
2018,61334
2018,61892
2018,62241
2019,58256
2019,58640
2019,60699
2019,62241
2020,58256
2020,60021
2020,60213
2020,60699
2020,63150
2020,64103
2021,57087
2021,58256
2021,59256
2021,59257
2021,59995
2021,60617
2021,60618
2021,60699
2021,63337
2022,57087
2022,58256
2022,58537
2022,58639
2022,59661
2022,59959
2022,59960
2022,60561
2022,64509
2022,64510
2022,64512
2022,64513
2022,65940
