datetime,Speed,Direction,Temperature,Pressure
2018-01-28 13:00:00+00:00,3.9,291.0,-2.5,892.0
2018-01-28 13:30:00+00:00,3.6,297.0,-2.8,893.0
2018-01-28 14:00:00+00:00,3.3,302.0,-3.1,893.0
2018-01-28 14:30:00+00:00,3.3,313.0,-2.8,894.0
2018-01-28 15:00:00+00:00,3.4,323.0,-2.5,895.0
2018-01-28 15:30:00+00:00,3.8,332.0,-1.9,896.0
2018-01-28 16:00:00+00:00,4.3,341.0,-1.4,896.0
2018-01-28 16:30:00+00:00,4.6,342.0,-0.9,897.0
2018-01-28 17:00:00+00:00,5.0,344.0,-0.5,897.0
2018-01-28 17:30:00+00:00,4.7,346.0,-0.2,898.0
2018-01-28 18:00:00+00:00,4.4,348.0,0.0,898.0
2018-01-28 18:30:00+00:00,3.9,353.0,0.1,897.0
2018-01-28 19:00:00+00:00,3.4,357.0,0.2,897.0
2018-01-28 19:30:00+00:00,3.1,184.0,0.3,897.0
2018-01-28 20:00:00+00:00,2.8,12.0,0.3,897.0
2018-01-28 20:30:00+00:00,2.6,23.0,0.1,897.0
2018-01-28 21:00:00+00:00,2.4,34.0,-0.1,897.0
2018-01-28 21:30:00+00:00,2.3,51.0,-0.5,897.0
2018-01-28 22:00:00+00:00,2.2,67.0,-1.0,897.0
2018-01-28 22:30:00+00:00,2.2,78.0,-1.6,897.0
2018-01-28 23:00:00+00:00,2.1,88.0,-2.2,897.0
2018-01-28 23:30:00+00:00,2.1,88.0,-2.2,897.0
2018-01-29 00:00:00+00:00,2.3,103.0,-3.2,897.0
2018-01-29 00:30:00+00:00,2.3,111.0,-3.5,897.0
2018-01-29 01:00:00+00:00,2.3,119.0,-3.8,897.0
2018-01-29 01:30:00+00:00,2.1,130.0,-3.9,896.0
2018-01-29 02:00:00+00:00,2.0,140.0,-4.0,896.0
2018-01-29 02:30:00+00:00,1.7,152.0,-3.8,896.0
2018-01-29 03:00:00+00:00,1.4,163.0,-3.6,895.0
2018-01-29 03:30:00+00:00,1.2,177.0,-3.3,895.0
2018-01-29 04:00:00+00:00,0.9,191.0,-3.0,894.0
2018-01-29 04:30:00+00:00,1.0,217.0,-2.7,894.0
2018-01-29 05:00:00+00:00,1.1,244.0,-2.4,893.0
2018-01-29 05:30:00+00:00,1.3,253.0,-2.1,893.0
2018-01-29 06:00:00+00:00,1.5,261.0,-1.8,893.0
2018-01-29 06:30:00+00:00,1.5,262.0,-1.7,893.0
2018-01-29 07:00:00+00:00,1.6,264.0,-1.6,893.0
2018-01-29 07:30:00+00:00,1.7,265.0,-1.6,893.0
2018-01-29 08:00:00+00:00,1.8,266.0,-1.6,892.0
2018-01-29 08:30:00+00:00,1.9,266.0,-1.5,892.0
2018-01-29 09:00:00+00:00,1.9,266.0,-1.5,892.0
2018-01-29 09:30:00+00:00,2.0,267.0,-1.5,892.0
2018-01-29 10:00:00+00:00,2.0,268.0,-1.5,892.0
2018-01-29 10:30:00+00:00,2.0,266.0,-1.5,892.0
2018-01-29 11:00:00+00:00,2.1,265.0,-1.5,892.0
2018-01-29 11:30:00+00:00,2.1,263.0,-1.6,891.0
2018-01-29 12:00:00+00:00,2.1,261.0,-1.7,891.0
2018-01-29 12:30:00+00:00,2.2,259.0,-1.8,891.0
2018-01-29 13:00:00+00:00,2.3,258.0,-1.9,891.0
2018-01-29 13:30:00+00:00,2.4,257.0,-1.8,891.0
2018-01-29 14:00:00+00:00,2.6,256.0,-1.7,891.0
2018-01-29 14:30:00+00:00,3.1,257.0,-0.5,891.0
2018-01-29 15:00:00+00:00,3.7,258.0,0.7,891.0
2018-01-29 15:30:00+00:00,4.5,264.0,2.3,891.0
2018-01-29 16:00:00+00:00,5.4,269.0,3.8,891.0
2018-01-29 16:30:00+00:00,5.0,269.0,4.7,891.0
2018-01-29 17:00:00+00:00,4.7,268.0,5.6,891.0
2018-01-29 17:30:00+00:00,4.2,263.0,6.1,890.0
2018-01-29 18:00:00+00:00,3.6,258.0,6.7,890.0
2018-01-29 18:30:00+00:00,3.7,255.0,7.0,889.0
2018-01-29 19:00:00+00:00,3.8,252.0,7.4,888.0
2018-01-29 19:30:00+00:00,4.1,252.0,7.7,888.0
2018-01-29 20:00:00+00:00,4.4,252.0,8.1,888.0
2018-01-29 20:30:00+00:00,4.2,252.0,8.1,887.0
2018-01-29 21:00:00+00:00,4.1,253.0,8.2,887.0
2018-01-29 21:30:00+00:00,3.6,251.0,7.3,887.0
2018-01-29 22:00:00+00:00,3.0,250.0,6.3,887.0
2018-01-29 22:30:00+00:00,2.9,247.0,5.1,887.0
2018-01-29 23:00:00+00:00,2.8,245.0,3.8,886.0
2018-01-29 23:30:00+00:00,2.8,245.0,3.8,886.0
2018-01-30 00:00:00+00:00,3.1,239.0,3.1,886.0
2018-01-30 00:30:00+00:00,3.3,237.0,3.2,886.0
2018-01-30 01:00:00+00:00,3.5,235.0,3.3,885.0
2018-01-30 01:30:00+00:00,3.6,235.0,3.2,885.0
2018-01-30 02:00:00+00:00,3.8,234.0,3.2,884.0
2018-01-30 02:30:00+00:00,4.0,234.0,3.2,884.0
2018-01-30 03:00:00+00:00,4.2,234.0,3.2,884.0
2018-01-30 03:30:00+00:00,4.5,234.0,3.2,883.0
2018-01-30 04:00:00+00:00,4.7,235.0,3.1,883.0
2018-01-30 04:30:00+00:00,4.5,235.0,2.6,882.0
2018-01-30 05:00:00+00:00,4.4,234.0,2.1,881.0
2018-01-30 05:30:00+00:00,4.4,235.0,2.1,881.0
2018-01-30 06:00:00+00:00,4.5,235.0,2.1,880.0
2018-01-30 06:30:00+00:00,4.7,233.0,2.4,879.0
2018-01-30 07:00:00+00:00,4.9,232.0,2.7,879.0
2018-01-30 07:30:00+00:00,5.0,230.0,3.0,878.0
2018-01-30 08:00:00+00:00,5.0,229.0,3.2,878.0
2018-01-30 08:30:00+00:00,5.0,229.0,3.2,877.0
2018-01-30 09:00:00+00:00,5.0,228.0,3.3,877.0
2018-01-30 09:30:00+00:00,5.7,231.0,3.8,876.0
2018-01-30 10:00:00+00:00,6.4,234.0,4.3,876.0
2018-01-30 10:30:00+00:00,6.5,237.0,4.6,875.0
2018-01-30 11:00:00+00:00,6.6,241.0,4.8,875.0
2018-01-30 11:30:00+00:00,6.3,246.0,4.7,875.0
2018-01-30 12:00:00+00:00,6.1,250.0,4.6,875.0
2018-01-30 12:30:00+00:00,6.0,253.0,4.4,875.0
2018-01-30 13:00:00+00:00,5.9,255.0,4.2,875.0
2018-01-30 13:30:00+00:00,6.3,257.0,4.4,875.0
2018-01-30 14:00:00+00:00,6.6,259.0,4.5,875.0
2018-01-30 14:30:00+00:00,6.2,262.0,4.8,875.0
2018-01-30 15:00:00+00:00,5.9,265.0,5.2,875.0
2018-01-30 15:30:00+00:00,5.5,269.0,5.9,875.0
2018-01-30 16:00:00+00:00,5.0,274.0,6.6,875.0
2018-01-30 16:30:00+00:00,5.0,282.0,7.4,875.0
2018-01-30 17:00:00+00:00,5.0,291.0,8.2,876.0
2018-01-30 17:30:00+00:00,5.7,296.0,8.4,876.0
2018-01-30 18:00:00+00:00,6.4,300.0,8.6,876.0
2018-01-30 18:30:00+00:00,6.8,302.0,8.3,876.0
2018-01-30 19:00:00+00:00,7.3,303.0,7.9,876.0
2018-01-30 19:30:00+00:00,7.6,304.0,7.7,875.0
2018-01-30 20:00:00+00:00,7.9,305.0,7.4,875.0
2018-01-30 20:30:00+00:00,8.1,305.0,6.9,876.0
2018-01-30 21:00:00+00:00,8.4,306.0,6.3,876.0
2018-01-30 21:30:00+00:00,8.2,307.0,5.7,876.0
2018-01-30 22:00:00+00:00,8.1,307.0,5.0,877.0
2018-01-30 22:30:00+00:00,7.6,307.0,4.2,877.0
2018-01-30 23:00:00+00:00,7.1,306.0,3.4,878.0
2018-01-30 23:30:00+00:00,7.1,306.0,3.4,878.0
2018-01-31 00:00:00+00:00,5.5,304.0,1.3,879.0
2018-01-31 00:30:00+00:00,4.7,301.0,0.5,879.0
2018-01-31 01:00:00+00:00,3.9,298.0,-0.3,879.0
2018-01-31 01:30:00+00:00,3.5,293.0,-0.8,880.0
2018-01-31 02:00:00+00:00,3.2,287.0,-1.3,880.0
2018-01-31 02:30:00+00:00,3.2,283.0,-1.6,880.0
2018-01-31 03:00:00+00:00,3.2,278.0,-1.9,880.0
2018-01-31 03:30:00+00:00,3.3,273.0,-2.1,880.0
2018-01-31 04:00:00+00:00,3.5,269.0,-2.4,880.0
2018-01-31 04:30:00+00:00,3.7,266.0,-2.5,880.0
2018-01-31 05:00:00+00:00,4.0,263.0,-2.6,880.0
2018-01-31 05:30:00+00:00,4.1,263.0,-2.6,880.0
2018-01-31 06:00:00+00:00,4.2,262.0,-2.7,880.0
2018-01-31 06:30:00+00:00,4.3,262.0,-2.7,880.0
2018-01-31 07:00:00+00:00,4.4,262.0,-2.7,880.0
2018-01-31 07:30:00+00:00,4.5,262.0,-2.7,880.0
2018-01-31 08:00:00+00:00,4.5,262.0,-2.7,880.0
2018-01-31 08:30:00+00:00,4.5,263.0,-2.6,880.0
2018-01-31 09:00:00+00:00,4.5,263.0,-2.6,880.0
2018-01-31 09:30:00+00:00,4.6,264.0,-2.5,880.0
2018-01-31 10:00:00+00:00,4.7,264.0,-2.4,880.0
2018-01-31 10:30:00+00:00,4.9,264.0,-2.3,880.0
2018-01-31 11:00:00+00:00,5.1,265.0,-2.1,880.0
2018-01-31 11:30:00+00:00,5.2,266.0,-2.1,880.0
2018-01-31 12:00:00+00:00,5.4,266.0,-2.0,880.0
2018-01-31 12:30:00+00:00,5.4,267.0,-2.1,880.0
2018-01-31 13:00:00+00:00,5.4,267.0,-2.1,880.0
2018-01-31 13:30:00+00:00,5.5,268.0,-2.1,880.0
2018-01-31 14:00:00+00:00,5.5,268.0,-2.2,881.0
2018-01-31 14:30:00+00:00,5.8,268.0,-1.8,881.0
2018-01-31 15:00:00+00:00,6.1,268.0,-1.4,881.0
2018-01-31 15:30:00+00:00,6.8,273.0,-0.7,881.0
2018-01-31 16:00:00+00:00,7.5,277.0,-0.1,881.0
2018-01-31 16:30:00+00:00,8.1,282.0,0.5,882.0
2018-01-31 17:00:00+00:00,8.6,287.0,1.1,882.0
2018-01-31 17:30:00+00:00,8.7,290.0,1.5,882.0
2018-01-31 18:00:00+00:00,8.7,293.0,1.9,882.0
2018-01-31 18:30:00+00:00,8.6,296.0,2.0,882.0
2018-01-31 19:00:00+00:00,8.5,299.0,2.1,882.0
2018-01-31 19:30:00+00:00,8.1,301.0,1.9,883.0
2018-01-31 20:00:00+00:00,7.7,303.0,1.7,883.0
2018-01-31 20:30:00+00:00,7.2,306.0,1.4,883.0
2018-01-31 21:00:00+00:00,6.7,309.0,1.1,883.0
2018-01-31 21:30:00+00:00,5.9,315.0,0.6,884.0
2018-01-31 22:00:00+00:00,5.0,321.0,0.2,884.0
2018-01-31 22:30:00+00:00,3.9,332.0,-0.7,884.0
2018-01-31 23:00:00+00:00,2.7,342.0,-1.6,885.0
2018-01-31 23:30:00+00:00,2.7,342.0,-1.6,885.0
2018-02-01 00:00:00+00:00,2.1,13.0,-3.3,885.0
2018-02-01 00:30:00+00:00,2.4,23.0,-3.7,886.0
2018-02-01 01:00:00+00:00,2.6,32.0,-4.1,886.0
2018-02-01 01:30:00+00:00,2.8,39.0,-4.4,886.0
2018-02-01 02:00:00+00:00,2.9,47.0,-4.7,886.0
2018-02-01 02:30:00+00:00,2.9,52.0,-5.0,886.0
2018-02-01 03:00:00+00:00,2.9,57.0,-5.2,886.0
2018-02-01 03:30:00+00:00,2.9,61.0,-5.4,887.0
2018-02-01 04:00:00+00:00,2.8,66.0,-5.5,887.0
2018-02-01 04:30:00+00:00,2.8,68.0,-5.7,887.0
2018-02-01 05:00:00+00:00,2.8,69.0,-5.8,887.0
2018-02-01 05:30:00+00:00,2.8,69.0,-5.9,887.0
2018-02-01 06:00:00+00:00,2.8,69.0,-6.0,888.0
2018-02-01 06:30:00+00:00,2.8,69.0,-6.1,888.0
2018-02-01 07:00:00+00:00,2.8,68.0,-6.2,888.0
2018-02-01 07:30:00+00:00,2.6,66.0,-6.2,888.0
2018-02-01 08:00:00+00:00,2.4,65.0,-6.2,888.0
2018-02-01 08:30:00+00:00,2.0,57.0,-6.1,888.0
2018-02-01 09:00:00+00:00,1.6,49.0,-5.9,888.0
2018-02-01 09:30:00+00:00,1.3,32.0,-5.8,888.0
2018-02-01 10:00:00+00:00,1.0,15.0,-5.7,888.0
2018-02-01 10:30:00+00:00,1.0,171.0,-5.7,888.0
2018-02-01 11:00:00+00:00,1.0,328.0,-5.7,888.0
2018-02-01 11:30:00+00:00,1.2,321.0,-5.8,888.0
2018-02-01 12:00:00+00:00,1.4,313.0,-5.8,889.0
2018-02-01 12:30:00+00:00,1.5,308.0,-6.0,889.0
2018-02-01 13:00:00+00:00,1.7,304.0,-6.2,889.0
2018-02-01 13:30:00+00:00,1.6,299.0,-6.4,889.0
2018-02-01 14:00:00+00:00,1.6,294.0,-6.6,889.0
2018-02-01 14:30:00+00:00,1.8,287.0,-6.2,890.0
2018-02-01 15:00:00+00:00,2.0,281.0,-5.7,890.0
2018-02-01 15:30:00+00:00,2.2,277.0,-4.7,890.0
2018-02-01 16:00:00+00:00,2.4,273.0,-3.7,890.0
2018-02-01 16:30:00+00:00,2.6,272.0,-2.5,890.0
2018-02-01 17:00:00+00:00,2.8,270.0,-1.4,890.0
2018-02-01 17:30:00+00:00,3.1,270.0,-0.2,889.0
2018-02-01 18:00:00+00:00,3.3,270.0,1.0,889.0
2018-02-01 18:30:00+00:00,3.6,270.0,1.7,889.0
2018-02-01 19:00:00+00:00,3.9,270.0,2.5,888.0
2018-02-01 19:30:00+00:00,4.1,270.0,2.8,888.0
2018-02-01 20:00:00+00:00,4.3,270.0,3.2,887.0
2018-02-01 20:30:00+00:00,4.3,268.0,3.2,887.0
2018-02-01 21:00:00+00:00,4.3,267.0,3.2,887.0
2018-02-01 21:30:00+00:00,3.7,265.0,2.8,887.0
2018-02-01 22:00:00+00:00,3.1,262.0,2.3,887.0
2018-02-01 22:30:00+00:00,2.6,258.0,1.2,886.0
2018-02-01 23:00:00+00:00,2.1,254.0,0.0,886.0
2018-02-01 23:30:00+00:00,2.1,254.0,0.0,886.0
2018-02-02 00:00:00+00:00,2.6,251.0,-1.5,887.0
2018-02-02 00:30:00+00:00,3.0,254.0,-1.5,887.0
2018-02-02 01:00:00+00:00,3.4,256.0,-1.5,887.0
2018-02-02 01:30:00+00:00,3.6,256.0,-1.5,887.0
2018-02-02 02:00:00+00:00,3.8,256.0,-1.6,887.0
2018-02-02 02:30:00+00:00,3.9,258.0,-1.7,887.0
2018-02-02 03:00:00+00:00,4.1,259.0,-1.7,887.0
2018-02-02 03:30:00+00:00,4.0,261.0,-1.9,887.0
2018-02-02 04:00:00+00:00,4.0,263.0,-2.0,887.0
2018-02-02 04:30:00+00:00,4.0,266.0,-2.1,887.0
2018-02-02 05:00:00+00:00,4.0,268.0,-2.1,887.0
2018-02-02 05:30:00+00:00,3.9,270.0,-2.1,887.0
2018-02-02 06:00:00+00:00,3.7,271.0,-2.2,887.0
2018-02-02 06:30:00+00:00,3.4,271.0,-2.4,887.0
2018-02-02 07:00:00+00:00,3.0,270.0,-2.7,887.0
2018-02-02 07:30:00+00:00,2.7,268.0,-2.9,887.0
2018-02-02 08:00:00+00:00,2.4,267.0,-3.0,887.0
2018-02-02 08:30:00+00:00,2.3,263.0,-3.0,887.0
2018-02-02 09:00:00+00:00,2.1,259.0,-2.9,887.0
2018-02-02 09:30:00+00:00,2.0,255.0,-2.8,886.0
2018-02-02 10:00:00+00:00,1.9,251.0,-2.6,886.0
2018-02-02 10:30:00+00:00,1.7,247.0,-2.4,885.0
2018-02-02 11:00:00+00:00,1.6,243.0,-2.2,885.0
2018-02-02 11:30:00+00:00,1.5,236.0,-2.0,885.0
2018-02-02 12:00:00+00:00,1.4,230.0,-1.9,884.0
2018-02-02 12:30:00+00:00,1.4,222.0,-1.7,884.0
2018-02-02 13:00:00+00:00,1.4,214.0,-1.6,884.0
2018-02-02 13:30:00+00:00,1.5,205.0,-1.6,883.0
2018-02-02 14:00:00+00:00,1.7,196.0,-1.5,883.0
2018-02-02 14:30:00+00:00,1.9,196.0,-1.2,883.0
2018-02-02 15:00:00+00:00,2.0,196.0,-0.8,883.0
2018-02-02 15:30:00+00:00,2.1,203.0,-0.2,883.0
2018-02-02 16:00:00+00:00,2.2,210.0,0.5,883.0
2018-02-02 16:30:00+00:00,2.6,221.0,1.6,883.0
2018-02-02 17:00:00+00:00,3.0,233.0,2.7,883.0
2018-02-02 17:30:00+00:00,4.0,255.0,4.3,883.0
2018-02-02 18:00:00+00:00,5.1,276.0,5.8,883.0
2018-02-02 18:30:00+00:00,5.8,284.0,6.6,883.0
2018-02-02 19:00:00+00:00,6.5,292.0,7.5,883.0
2018-02-02 19:30:00+00:00,6.5,291.0,7.7,883.0
2018-02-02 20:00:00+00:00,6.4,290.0,8.0,882.0
2018-02-02 20:30:00+00:00,6.0,288.0,7.9,882.0
2018-02-02 21:00:00+00:00,5.5,286.0,7.9,882.0
2018-02-02 21:30:00+00:00,4.4,282.0,6.9,881.0
2018-02-02 22:00:00+00:00,3.3,279.0,5.9,881.0
2018-02-02 22:30:00+00:00,2.7,277.0,4.5,881.0
2018-02-02 23:00:00+00:00,2.2,275.0,3.0,881.0
2018-02-02 23:30:00+00:00,2.2,275.0,3.0,881.0
2018-02-03 00:00:00+00:00,2.0,270.0,1.8,880.0
2018-02-03 00:30:00+00:00,2.1,264.0,1.8,879.0
2018-02-03 01:00:00+00:00,2.2,259.0,1.8,879.0
2018-02-03 01:30:00+00:00,2.7,258.0,2.1,879.0
2018-02-03 02:00:00+00:00,3.2,256.0,2.4,878.0
2018-02-03 02:30:00+00:00,4.2,260.0,2.9,878.0
2018-02-03 03:00:00+00:00,5.1,263.0,3.4,878.0
2018-02-03 03:30:00+00:00,5.7,268.0,3.5,878.0
2018-02-03 04:00:00+00:00,6.4,272.0,3.6,878.0
2018-02-03 04:30:00+00:00,6.3,274.0,3.2,878.0
2018-02-03 05:00:00+00:00,6.3,276.0,2.8,879.0
2018-02-03 05:30:00+00:00,5.8,277.0,2.4,879.0
2018-02-03 06:00:00+00:00,5.4,277.0,2.0,879.0
2018-02-03 06:30:00+00:00,5.0,278.0,1.6,879.0
2018-02-03 07:00:00+00:00,4.5,278.0,1.3,879.0
2018-02-03 07:30:00+00:00,4.2,278.0,1.0,879.0
2018-02-03 08:00:00+00:00,3.8,277.0,0.8,879.0
2018-02-03 08:30:00+00:00,3.5,276.0,0.6,879.0
2018-02-03 09:00:00+00:00,3.2,275.0,0.4,879.0
2018-02-03 09:30:00+00:00,3.0,275.0,0.6,879.0
2018-02-03 10:00:00+00:00,2.7,276.0,0.7,879.0
2018-02-03 10:30:00+00:00,2.5,276.0,0.6,879.0
2018-02-03 11:00:00+00:00,2.3,277.0,0.4,879.0
2018-02-03 11:30:00+00:00,2.3,277.0,0.5,878.0
2018-02-03 12:00:00+00:00,2.3,277.0,0.6,878.0
2018-02-03 12:30:00+00:00,2.3,278.0,0.7,878.0
2018-02-03 13:00:00+00:00,2.3,279.0,0.9,878.0
2018-02-03 13:30:00+00:00,2.3,280.0,1.1,878.0
2018-02-03 14:00:00+00:00,2.3,282.0,1.4,878.0
2018-02-03 14:30:00+00:00,2.4,280.0,1.9,878.0
2018-02-03 15:00:00+00:00,2.4,278.0,2.3,878.0
2018-02-03 15:30:00+00:00,2.7,275.0,2.8,878.0
2018-02-03 16:00:00+00:00,3.0,273.0,3.3,878.0
2018-02-03 16:30:00+00:00,3.2,278.0,3.7,878.0
2018-02-03 17:00:00+00:00,3.4,283.0,4.0,878.0
2018-02-03 17:30:00+00:00,4.2,305.0,4.0,879.0
2018-02-03 18:00:00+00:00,5.0,327.0,4.0,879.0
2018-02-03 18:30:00+00:00,7.0,342.0,2.5,880.0
2018-02-03 19:00:00+00:00,9.0,358.0,1.1,881.0
2018-02-03 19:30:00+00:00,9.2,181.0,-0.8,883.0
2018-02-03 20:00:00+00:00,9.4,4.0,-2.8,884.0
2018-02-03 20:30:00+00:00,8.5,6.0,-3.6,884.0
2018-02-03 21:00:00+00:00,7.5,9.0,-4.5,885.0
2018-02-03 21:30:00+00:00,6.8,13.0,-5.1,885.0
2018-02-03 22:00:00+00:00,6.0,17.0,-5.6,886.0
2018-02-03 22:30:00+00:00,5.6,24.0,-6.3,886.0
2018-02-03 23:00:00+00:00,5.1,30.0,-7.0,886.0
2018-02-03 23:30:00+00:00,5.1,30.0,-7.0,886.0
2018-02-04 00:00:00+00:00,4.8,39.0,-8.4,886.0
2018-02-04 00:30:00+00:00,4.8,40.0,-8.9,887.0
2018-02-04 01:00:00+00:00,4.8,41.0,-9.3,887.0
2018-02-04 01:30:00+00:00,4.9,41.0,-9.8,887.0
2018-02-04 02:00:00+00:00,4.9,42.0,-10.3,887.0
2018-02-04 02:30:00+00:00,5.2,40.0,-10.7,888.0
2018-02-04 03:00:00+00:00,5.4,39.0,-11.0,888.0
2018-02-04 03:30:00+00:00,5.6,38.0,-11.3,888.0
2018-02-04 04:00:00+00:00,5.8,37.0,-11.7,889.0
2018-02-04 04:30:00+00:00,5.7,37.0,-12.0,889.0
2018-02-04 05:00:00+00:00,5.5,37.0,-12.4,890.0
2018-02-04 05:30:00+00:00,5.1,39.0,-12.7,890.0
2018-02-04 06:00:00+00:00,4.7,41.0,-12.9,891.0
2018-02-04 06:30:00+00:00,4.3,45.0,-13.1,891.0
2018-02-04 07:00:00+00:00,3.9,49.0,-13.2,891.0
2018-02-04 07:30:00+00:00,3.4,54.0,-13.3,891.0
2018-02-04 08:00:00+00:00,3.0,59.0,-13.3,892.0
2018-02-04 08:30:00+00:00,2.6,67.0,-13.5,892.0
2018-02-04 09:00:00+00:00,2.2,74.0,-13.7,892.0
2018-02-04 09:30:00+00:00,1.9,93.0,-13.8,891.0
2018-02-04 10:00:00+00:00,1.6,111.0,-14.0,891.0
2018-02-04 10:30:00+00:00,1.6,131.0,-14.0,891.0
2018-02-04 11:00:00+00:00,1.6,150.0,-14.0,890.0
2018-02-04 11:30:00+00:00,1.6,160.0,-13.9,890.0
2018-02-04 12:00:00+00:00,1.7,169.0,-13.8,889.0
2018-02-04 12:30:00+00:00,1.7,171.0,-13.7,889.0
2018-02-04 13:00:00+00:00,1.8,173.0,-13.5,888.0
2018-02-04 13:30:00+00:00,1.8,173.0,-13.4,888.0
2018-02-04 14:00:00+00:00,1.9,173.0,-13.2,888.0
2018-02-04 14:30:00+00:00,2.1,173.0,-12.4,887.0
2018-02-04 15:00:00+00:00,2.2,173.0,-11.7,887.0
2018-02-04 15:30:00+00:00,2.5,173.0,-10.5,887.0
2018-02-04 16:00:00+00:00,2.7,174.0,-9.4,886.0
2018-02-04 16:30:00+00:00,2.7,175.0,-8.1,886.0
2018-02-04 17:00:00+00:00,2.6,176.0,-6.9,885.0
2018-02-04 17:30:00+00:00,2.5,178.0,-5.5,885.0
2018-02-04 18:00:00+00:00,2.4,181.0,-4.1,884.0
2018-02-04 18:30:00+00:00,2.1,186.0,-2.7,883.0
2018-02-04 19:00:00+00:00,1.8,191.0,-1.3,883.0
2018-02-04 19:30:00+00:00,1.5,198.0,-0.4,882.0
2018-02-04 20:00:00+00:00,1.2,205.0,0.5,881.0
2018-02-04 20:30:00+00:00,1.0,197.0,1.0,881.0
2018-02-04 21:00:00+00:00,0.9,189.0,1.5,880.0
2018-02-04 21:30:00+00:00,1.0,173.0,1.6,880.0
2018-02-04 22:00:00+00:00,1.2,157.0,1.8,879.0
2018-02-04 22:30:00+00:00,1.1,148.0,0.9,878.0
2018-02-04 23:00:00+00:00,1.0,139.0,-0.1,878.0
2018-02-04 23:30:00+00:00,1.0,139.0,-0.1,878.0
2018-02-05 00:00:00+00:00,1.6,136.0,-1.3,876.0
2018-02-05 00:30:00+00:00,1.9,140.0,-1.2,876.0
2018-02-05 01:00:00+00:00,2.2,143.0,-1.2,875.0
2018-02-05 01:30:00+00:00,2.0,146.0,-1.2,875.0
2018-02-05 02:00:00+00:00,1.7,148.0,-1.1,874.0
2018-02-05 02:30:00+00:00,1.5,148.0,-0.9,874.0
2018-02-05 03:00:00+00:00,1.2,147.0,-0.7,873.0
2018-02-05 03:30:00+00:00,1.0,111.0,-0.7,873.0
2018-02-05 04:00:00+00:00,0.8,75.0,-0.6,873.0
2018-02-05 04:30:00+00:00,1.3,50.0,-1.2,873.0
2018-02-05 05:00:00+00:00,1.7,24.0,-1.7,874.0
2018-02-05 05:30:00+00:00,2.7,23.0,-2.3,874.0
2018-02-05 06:00:00+00:00,3.6,21.0,-2.9,875.0
2018-02-05 06:30:00+00:00,3.9,23.0,-3.8,876.0
2018-02-05 07:00:00+00:00,4.2,26.0,-4.6,877.0
2018-02-05 07:30:00+00:00,4.4,32.0,-5.5,878.0
2018-02-05 08:00:00+00:00,4.6,38.0,-6.3,878.0
2018-02-05 08:30:00+00:00,4.8,39.0,-7.0,879.0
2018-02-05 09:00:00+00:00,5.1,39.0,-7.8,880.0
2018-02-05 09:30:00+00:00,5.1,39.0,-8.4,881.0
2018-02-05 10:00:00+00:00,5.2,40.0,-9.0,882.0
2018-02-05 10:30:00+00:00,5.0,41.0,-9.5,882.0
2018-02-05 11:00:00+00:00,4.7,42.0,-10.1,883.0
2018-02-05 11:30:00+00:00,4.2,43.0,-10.5,884.0
2018-02-05 12:00:00+00:00,3.8,43.0,-11.0,884.0
2018-02-05 12:30:00+00:00,3.3,45.0,-11.5,885.0
2018-02-05 13:00:00+00:00,2.9,47.0,-12.0,886.0
2018-02-05 13:30:00+00:00,2.7,52.0,-12.4,886.0
2018-02-05 14:00:00+00:00,2.4,57.0,-12.7,887.0
2018-02-05 14:30:00+00:00,2.4,64.0,-12.5,887.0
2018-02-05 15:00:00+00:00,2.5,71.0,-12.3,887.0
2018-02-05 15:30:00+00:00,2.7,76.0,-11.9,887.0
2018-02-05 16:00:00+00:00,3.0,81.0,-11.5,888.0
2018-02-05 16:30:00+00:00,3.1,83.0,-11.2,888.0
2018-02-05 17:00:00+00:00,3.2,86.0,-10.8,888.0
2018-02-05 17:30:00+00:00,3.2,87.0,-10.5,888.0
2018-02-05 18:00:00+00:00,3.3,88.0,-10.2,888.0
2018-02-05 18:30:00+00:00,3.3,90.0,-9.9,887.0
2018-02-05 19:00:00+00:00,3.4,91.0,-9.7,887.0
2018-02-05 19:30:00+00:00,3.3,92.0,-9.5,887.0
2018-02-05 20:00:00+00:00,3.3,93.0,-9.3,887.0
2018-02-05 20:30:00+00:00,3.2,94.0,-9.3,887.0
2018-02-05 21:00:00+00:00,3.1,96.0,-9.4,887.0
2018-02-05 21:30:00+00:00,3.0,98.0,-9.6,887.0
2018-02-05 22:00:00+00:00,2.9,100.0,-9.8,886.0
2018-02-05 22:30:00+00:00,2.6,102.0,-10.1,886.0
2018-02-05 23:00:00+00:00,2.4,105.0,-10.5,886.0
2018-02-05 23:30:00+00:00,2.4,105.0,-10.5,886.0
2018-02-06 00:00:00+00:00,2.2,113.0,-11.6,886.0
2018-02-06 00:30:00+00:00,2.3,117.0,-11.9,886.0
2018-02-06 01:00:00+00:00,2.3,122.0,-12.2,886.0
2018-02-06 01:30:00+00:00,2.3,125.0,-12.3,886.0
2018-02-06 02:00:00+00:00,2.3,127.0,-12.4,886.0
2018-02-06 02:30:00+00:00,2.2,128.0,-12.4,885.0
2018-02-06 03:00:00+00:00,2.1,129.0,-12.3,885.0
2018-02-06 03:30:00+00:00,2.1,129.0,-12.2,885.0
2018-02-06 04:00:00+00:00,2.0,130.0,-12.1,885.0
