datetime,Speed,Direction,Temperature,Pressure
2018-01-01 17:30:00+00:00,1.6,294.0,-16.6,894.0
2018-01-01 18:00:00+00:00,1.6,301.0,-15.5,894.0
2018-01-01 18:30:00+00:00,1.8,312.0,-14.4,894.0
2018-01-01 19:00:00+00:00,1.9,324.0,-13.2,894.0
2018-01-01 19:30:00+00:00,2.0,334.0,-12.3,894.0
2018-01-01 20:00:00+00:00,2.2,344.0,-11.4,894.0
2018-01-01 20:30:00+00:00,2.0,177.0,-11.0,894.0
2018-01-01 21:00:00+00:00,1.9,9.0,-10.6,894.0
2018-01-01 21:30:00+00:00,1.5,26.0,-11.2,894.0
2018-01-01 22:00:00+00:00,1.0,43.0,-11.8,894.0
2018-01-01 22:30:00+00:00,1.0,63.0,-13.2,895.0
2018-01-01 23:00:00+00:00,1.0,84.0,-14.6,895.0
2018-01-01 23:30:00+00:00,1.0,84.0,-14.6,895.0
2018-01-02 00:00:00+00:00,1.2,127.0,-16.8,895.0
2018-01-02 00:30:00+00:00,1.3,152.0,-17.8,895.0
2018-01-02 01:00:00+00:00,1.4,176.0,-18.8,896.0
2018-01-02 01:30:00+00:00,1.4,194.0,-19.3,896.0
2018-01-02 02:00:00+00:00,1.5,211.0,-19.9,896.0
2018-01-02 02:30:00+00:00,1.6,223.0,-19.6,896.0
2018-01-02 03:00:00+00:00,1.6,235.0,-19.3,896.0
2018-01-02 03:30:00+00:00,1.9,241.0,-18.7,896.0
2018-01-02 04:00:00+00:00,2.2,248.0,-18.1,895.0
2018-01-02 04:30:00+00:00,2.4,251.0,-17.8,895.0
2018-01-02 05:00:00+00:00,2.7,254.0,-17.6,895.0
2018-01-02 05:30:00+00:00,2.8,254.0,-17.5,895.0
2018-01-02 06:00:00+00:00,2.9,253.0,-17.5,894.0
2018-01-02 06:30:00+00:00,2.8,252.0,-17.4,894.0
2018-01-02 07:00:00+00:00,2.8,251.0,-17.3,894.0
2018-01-02 07:30:00+00:00,2.9,250.0,-17.2,893.0
2018-01-02 08:00:00+00:00,3.0,250.0,-17.0,893.0
2018-01-02 08:30:00+00:00,3.2,251.0,-16.7,893.0
2018-01-02 09:00:00+00:00,3.4,252.0,-16.4,893.0
2018-01-02 09:30:00+00:00,3.6,255.0,-16.1,893.0
2018-01-02 10:00:00+00:00,3.7,258.0,-15.8,893.0
2018-01-02 10:30:00+00:00,3.6,261.0,-15.9,893.0
2018-01-02 11:00:00+00:00,3.5,264.0,-15.9,893.0
2018-01-02 11:30:00+00:00,3.7,264.0,-16.0,893.0
2018-01-02 12:00:00+00:00,3.9,263.0,-16.0,893.0
2018-01-02 12:30:00+00:00,4.5,260.0,-15.6,893.0
2018-01-02 13:00:00+00:00,5.1,257.0,-15.1,893.0
2018-01-02 13:30:00+00:00,5.1,257.0,-14.7,893.0
2018-01-02 14:00:00+00:00,5.2,257.0,-14.3,893.0
2018-01-02 14:30:00+00:00,5.2,258.0,-13.7,893.0
2018-01-02 15:00:00+00:00,5.1,260.0,-13.2,893.0
2018-01-02 15:30:00+00:00,5.2,261.0,-12.0,893.0
2018-01-02 16:00:00+00:00,5.3,263.0,-10.8,893.0
2018-01-02 16:30:00+00:00,5.3,264.0,-9.4,893.0
2018-01-02 17:00:00+00:00,5.2,265.0,-8.1,894.0
2018-01-02 17:30:00+00:00,5.1,266.0,-6.9,894.0
2018-01-02 18:00:00+00:00,4.9,266.0,-5.7,894.0
2018-01-02 18:30:00+00:00,4.8,266.0,-4.7,894.0
2018-01-02 19:00:00+00:00,4.7,267.0,-3.7,894.0
2018-01-02 19:30:00+00:00,4.6,267.0,-3.0,894.0
2018-01-02 20:00:00+00:00,4.5,267.0,-2.3,894.0
2018-01-02 20:30:00+00:00,4.3,267.0,-2.0,894.0
2018-01-02 21:00:00+00:00,4.2,268.0,-1.6,894.0
2018-01-02 21:30:00+00:00,3.9,271.0,-1.6,894.0
2018-01-02 22:00:00+00:00,3.6,273.0,-1.7,894.0
2018-01-02 22:30:00+00:00,3.3,276.0,-2.5,894.0
2018-01-02 23:00:00+00:00,3.0,278.0,-3.4,894.0
2018-01-02 23:30:00+00:00,3.0,278.0,-3.4,894.0
2018-01-03 00:00:00+00:00,3.0,280.0,-5.4,894.0
2018-01-03 00:30:00+00:00,3.2,279.0,-5.7,894.0
2018-01-03 01:00:00+00:00,3.3,278.0,-6.1,894.0
2018-01-03 01:30:00+00:00,3.4,277.0,-6.3,894.0
2018-01-03 02:00:00+00:00,3.4,276.0,-6.5,894.0
2018-01-03 02:30:00+00:00,3.3,275.0,-6.6,894.0
2018-01-03 03:00:00+00:00,3.2,274.0,-6.7,894.0
2018-01-03 03:30:00+00:00,3.1,272.0,-6.7,894.0
2018-01-03 04:00:00+00:00,2.9,270.0,-6.8,894.0
2018-01-03 04:30:00+00:00,2.8,268.0,-6.9,894.0
2018-01-03 05:00:00+00:00,2.7,266.0,-7.0,894.0
2018-01-03 05:30:00+00:00,2.8,264.0,-7.0,894.0
2018-01-03 06:00:00+00:00,2.8,263.0,-7.1,894.0
2018-01-03 06:30:00+00:00,2.8,262.0,-7.2,893.0
2018-01-03 07:00:00+00:00,2.8,261.0,-7.2,893.0
2018-01-03 07:30:00+00:00,2.8,259.0,-7.2,893.0
2018-01-03 08:00:00+00:00,2.7,258.0,-7.3,893.0
2018-01-03 08:30:00+00:00,2.7,256.0,-7.2,892.0
2018-01-03 09:00:00+00:00,2.7,254.0,-7.2,892.0
2018-01-03 09:30:00+00:00,2.8,252.0,-6.9,892.0
2018-01-03 10:00:00+00:00,2.8,250.0,-6.6,892.0
2018-01-03 10:30:00+00:00,2.8,247.0,-6.1,891.0
2018-01-03 11:00:00+00:00,2.9,244.0,-5.6,891.0
2018-01-03 11:30:00+00:00,2.9,243.0,-5.2,891.0
2018-01-03 12:00:00+00:00,3.0,241.0,-4.8,890.0
2018-01-03 12:30:00+00:00,3.1,243.0,-4.5,890.0
2018-01-03 13:00:00+00:00,3.2,244.0,-4.2,890.0
2018-01-03 13:30:00+00:00,3.3,247.0,-4.0,889.0
2018-01-03 14:00:00+00:00,3.5,249.0,-3.7,889.0
2018-01-03 14:30:00+00:00,3.6,250.0,-3.5,889.0
2018-01-03 15:00:00+00:00,3.7,251.0,-3.3,889.0
2018-01-03 15:30:00+00:00,3.8,252.0,-2.8,889.0
2018-01-03 16:00:00+00:00,4.0,254.0,-2.4,889.0
2018-01-03 16:30:00+00:00,4.0,256.0,-1.9,889.0
2018-01-03 17:00:00+00:00,4.1,257.0,-1.3,889.0
2018-01-03 17:30:00+00:00,4.0,259.0,-0.9,889.0
2018-01-03 18:00:00+00:00,4.0,261.0,-0.5,888.0
2018-01-03 18:30:00+00:00,3.8,261.0,-0.1,888.0
2018-01-03 19:00:00+00:00,3.6,261.0,0.2,888.0
2018-01-03 19:30:00+00:00,3.2,260.0,0.3,888.0
2018-01-03 20:00:00+00:00,2.9,258.0,0.5,888.0
2018-01-03 20:30:00+00:00,2.6,258.0,0.6,888.0
2018-01-03 21:00:00+00:00,2.3,258.0,0.7,888.0
2018-01-03 21:30:00+00:00,2.1,260.0,0.9,888.0
2018-01-03 22:00:00+00:00,1.9,262.0,1.0,888.0
2018-01-03 22:30:00+00:00,1.9,267.0,1.1,888.0
2018-01-03 23:00:00+00:00,2.0,272.0,1.2,888.0
2018-01-03 23:30:00+00:00,2.0,272.0,1.2,888.0
2018-01-04 00:00:00+00:00,2.1,280.0,0.9,888.0
2018-01-04 00:30:00+00:00,2.1,281.0,0.1,888.0
2018-01-04 01:00:00+00:00,2.1,282.0,-0.7,889.0
2018-01-04 01:30:00+00:00,2.3,282.0,-1.4,889.0
2018-01-04 02:00:00+00:00,2.4,282.0,-2.2,889.0
2018-01-04 02:30:00+00:00,2.5,282.0,-2.7,889.0
2018-01-04 03:00:00+00:00,2.6,281.0,-3.3,889.0
2018-01-04 03:30:00+00:00,2.6,280.0,-3.7,889.0
2018-01-04 04:00:00+00:00,2.6,279.0,-4.1,889.0
2018-01-04 04:30:00+00:00,2.5,277.0,-4.5,889.0
2018-01-04 05:00:00+00:00,2.4,276.0,-4.8,889.0
2018-01-04 05:30:00+00:00,2.4,275.0,-5.0,889.0
2018-01-04 06:00:00+00:00,2.3,275.0,-5.3,889.0
2018-01-04 06:30:00+00:00,2.2,275.0,-5.4,889.0
2018-01-04 07:00:00+00:00,2.2,275.0,-5.6,889.0
2018-01-04 07:30:00+00:00,2.1,275.0,-5.8,889.0
2018-01-04 08:00:00+00:00,2.1,275.0,-6.0,889.0
2018-01-04 08:30:00+00:00,2.1,274.0,-6.3,889.0
2018-01-04 09:00:00+00:00,2.1,273.0,-6.6,890.0
2018-01-04 09:30:00+00:00,2.1,272.0,-6.8,889.0
2018-01-04 10:00:00+00:00,2.1,271.0,-7.0,889.0
2018-01-04 10:30:00+00:00,2.2,271.0,-7.1,889.0
2018-01-04 11:00:00+00:00,2.3,270.0,-7.1,889.0
2018-01-04 11:30:00+00:00,2.3,271.0,-7.1,889.0
2018-01-04 12:00:00+00:00,2.4,272.0,-7.1,889.0
2018-01-04 12:30:00+00:00,2.4,271.0,-7.1,889.0
2018-01-04 13:00:00+00:00,2.5,271.0,-7.1,889.0
2018-01-04 13:30:00+00:00,2.6,270.0,-7.1,888.0
2018-01-04 14:00:00+00:00,2.7,270.0,-7.0,888.0
2018-01-04 14:30:00+00:00,2.8,268.0,-6.6,888.0
2018-01-04 15:00:00+00:00,3.0,266.0,-6.3,888.0
2018-01-04 15:30:00+00:00,3.3,263.0,-5.0,888.0
2018-01-04 16:00:00+00:00,3.6,259.0,-3.8,888.0
2018-01-04 16:30:00+00:00,3.5,256.0,-2.5,888.0
2018-01-04 17:00:00+00:00,3.5,253.0,-1.3,888.0
2018-01-04 17:30:00+00:00,3.3,251.0,-0.6,888.0
2018-01-04 18:00:00+00:00,3.1,249.0,0.1,888.0
2018-01-04 18:30:00+00:00,2.7,246.0,0.4,887.0
2018-01-04 19:00:00+00:00,2.3,244.0,0.7,887.0
2018-01-04 19:30:00+00:00,2.1,241.0,0.8,887.0
2018-01-04 20:00:00+00:00,1.8,239.0,0.9,886.0
2018-01-04 20:30:00+00:00,1.7,240.0,0.9,886.0
2018-01-04 21:00:00+00:00,1.6,241.0,1.0,886.0
2018-01-04 21:30:00+00:00,1.5,241.0,1.0,886.0
2018-01-04 22:00:00+00:00,1.4,242.0,1.1,886.0
2018-01-04 22:30:00+00:00,1.4,242.0,0.9,886.0
2018-01-04 23:00:00+00:00,1.3,242.0,0.7,886.0
2018-01-04 23:30:00+00:00,1.3,242.0,0.7,886.0
2018-01-05 00:00:00+00:00,1.5,245.0,-1.5,886.0
2018-01-05 00:30:00+00:00,1.6,246.0,-2.4,887.0
2018-01-05 01:00:00+00:00,1.7,247.0,-3.3,887.0
2018-01-05 01:30:00+00:00,1.7,248.0,-3.9,887.0
2018-01-05 02:00:00+00:00,1.7,249.0,-4.5,887.0
2018-01-05 02:30:00+00:00,1.8,253.0,-4.5,887.0
2018-01-05 03:00:00+00:00,1.9,256.0,-4.6,887.0
2018-01-05 03:30:00+00:00,2.1,261.0,-4.2,887.0
2018-01-05 04:00:00+00:00,2.3,267.0,-3.9,887.0
2018-01-05 04:30:00+00:00,2.4,269.0,-3.8,887.0
2018-01-05 05:00:00+00:00,2.4,271.0,-3.6,887.0
2018-01-05 05:30:00+00:00,2.4,270.0,-3.6,887.0
2018-01-05 06:00:00+00:00,2.3,270.0,-3.5,887.0
2018-01-05 06:30:00+00:00,2.3,270.0,-3.4,887.0
2018-01-05 07:00:00+00:00,2.3,270.0,-3.3,887.0
2018-01-05 07:30:00+00:00,2.2,270.0,-3.2,887.0
2018-01-05 08:00:00+00:00,2.2,270.0,-3.2,886.0
2018-01-05 08:30:00+00:00,2.2,268.0,-3.2,886.0
2018-01-05 09:00:00+00:00,2.1,266.0,-3.2,887.0
2018-01-05 09:30:00+00:00,2.1,263.0,-3.2,886.0
2018-01-05 10:00:00+00:00,2.1,261.0,-3.2,886.0
2018-01-05 10:30:00+00:00,2.2,259.0,-3.1,886.0
2018-01-05 11:00:00+00:00,2.3,258.0,-3.0,886.0
2018-01-05 11:30:00+00:00,2.4,259.0,-2.9,886.0
2018-01-05 12:00:00+00:00,2.6,260.0,-2.8,886.0
2018-01-05 12:30:00+00:00,2.7,261.0,-2.9,886.0
2018-01-05 13:00:00+00:00,2.9,262.0,-2.9,886.0
2018-01-05 13:30:00+00:00,3.0,262.0,-2.9,886.0
2018-01-05 14:00:00+00:00,3.1,262.0,-2.9,886.0
2018-01-05 14:30:00+00:00,3.2,263.0,-2.8,886.0
2018-01-05 15:00:00+00:00,3.2,265.0,-2.6,886.0
2018-01-05 15:30:00+00:00,3.2,266.0,-1.8,886.0
2018-01-05 16:00:00+00:00,3.3,266.0,-1.1,887.0
2018-01-05 16:30:00+00:00,3.2,265.0,-0.4,887.0
2018-01-05 17:00:00+00:00,3.2,264.0,0.3,887.0
2018-01-05 17:30:00+00:00,3.1,264.0,0.6,887.0
2018-01-05 18:00:00+00:00,3.0,263.0,1.0,887.0
2018-01-05 18:30:00+00:00,3.0,263.0,1.2,886.0
2018-01-05 19:00:00+00:00,3.0,263.0,1.4,886.0
2018-01-05 19:30:00+00:00,2.9,262.0,1.5,886.0
2018-01-05 20:00:00+00:00,2.8,261.0,1.6,886.0
2018-01-05 20:30:00+00:00,2.8,262.0,1.7,886.0
2018-01-05 21:00:00+00:00,2.7,262.0,1.8,886.0
2018-01-05 21:30:00+00:00,2.7,262.0,1.8,886.0
2018-01-05 22:00:00+00:00,2.6,262.0,1.8,886.0
2018-01-05 22:30:00+00:00,2.6,262.0,1.6,886.0
2018-01-05 23:00:00+00:00,2.6,261.0,1.3,886.0
2018-01-05 23:30:00+00:00,2.6,261.0,1.3,886.0
2018-01-06 00:00:00+00:00,2.8,259.0,0.8,886.0
2018-01-06 00:30:00+00:00,3.0,258.0,0.7,886.0
2018-01-06 01:00:00+00:00,3.2,257.0,0.6,886.0
2018-01-06 01:30:00+00:00,3.4,256.0,0.7,886.0
2018-01-06 02:00:00+00:00,3.7,255.0,0.7,886.0
2018-01-06 02:30:00+00:00,3.7,254.0,0.6,886.0
2018-01-06 03:00:00+00:00,3.8,254.0,0.5,885.0
2018-01-06 03:30:00+00:00,3.7,253.0,0.2,885.0
2018-01-06 04:00:00+00:00,3.6,253.0,-0.1,885.0
2018-01-06 04:30:00+00:00,3.6,252.0,-0.4,885.0
2018-01-06 05:00:00+00:00,3.6,252.0,-0.6,885.0
2018-01-06 05:30:00+00:00,3.7,252.0,-0.6,885.0
2018-01-06 06:00:00+00:00,3.8,252.0,-0.7,885.0
2018-01-06 06:30:00+00:00,3.9,252.0,-0.6,884.0
2018-01-06 07:00:00+00:00,4.1,252.0,-0.6,884.0
2018-01-06 07:30:00+00:00,4.2,252.0,-0.6,884.0
2018-01-06 08:00:00+00:00,4.4,252.0,-0.5,884.0
2018-01-06 08:30:00+00:00,4.4,252.0,-0.5,884.0
2018-01-06 09:00:00+00:00,4.4,252.0,-0.5,884.0
2018-01-06 09:30:00+00:00,4.2,253.0,-0.2,884.0
2018-01-06 10:00:00+00:00,4.1,253.0,0.1,883.0
2018-01-06 10:30:00+00:00,4.0,254.0,0.4,883.0
2018-01-06 11:00:00+00:00,3.8,254.0,0.7,882.0
2018-01-06 11:30:00+00:00,3.8,255.0,0.9,882.0
2018-01-06 12:00:00+00:00,3.8,256.0,1.1,882.0
2018-01-06 12:30:00+00:00,3.8,257.0,1.2,881.0
2018-01-06 13:00:00+00:00,3.8,258.0,1.3,881.0
2018-01-06 13:30:00+00:00,3.9,261.0,1.4,881.0
2018-01-06 14:00:00+00:00,4.1,264.0,1.5,881.0
2018-01-06 14:30:00+00:00,4.1,265.0,1.7,881.0
2018-01-06 15:00:00+00:00,4.2,266.0,1.8,881.0
2018-01-06 15:30:00+00:00,4.2,265.0,1.9,881.0
2018-01-06 16:00:00+00:00,4.1,264.0,2.1,881.0
2018-01-06 16:30:00+00:00,4.1,264.0,2.2,881.0
2018-01-06 17:00:00+00:00,4.0,263.0,2.4,881.0
2018-01-06 17:30:00+00:00,3.8,263.0,2.4,881.0
2018-01-06 18:00:00+00:00,3.7,264.0,2.5,881.0
2018-01-06 18:30:00+00:00,3.5,265.0,2.6,881.0
2018-01-06 19:00:00+00:00,3.3,266.0,2.7,880.0
2018-01-06 19:30:00+00:00,3.0,267.0,2.8,880.0
2018-01-06 20:00:00+00:00,2.8,269.0,2.8,880.0
2018-01-06 20:30:00+00:00,2.9,270.0,2.8,880.0
2018-01-06 21:00:00+00:00,2.9,270.0,2.7,880.0
2018-01-06 21:30:00+00:00,3.1,269.0,2.6,880.0
2018-01-06 22:00:00+00:00,3.3,268.0,2.5,880.0
2018-01-06 22:30:00+00:00,3.7,267.0,2.3,880.0
2018-01-06 23:00:00+00:00,4.1,267.0,2.0,880.0
2018-01-06 23:30:00+00:00,4.1,267.0,2.0,880.0
2018-01-07 00:00:00+00:00,4.4,269.0,1.5,880.0
2018-01-07 00:30:00+00:00,4.4,270.0,1.3,880.0
2018-01-07 01:00:00+00:00,4.5,272.0,1.0,881.0
2018-01-07 01:30:00+00:00,4.8,274.0,1.1,881.0
2018-01-07 02:00:00+00:00,5.1,276.0,1.2,881.0
2018-01-07 02:30:00+00:00,5.4,280.0,1.3,881.0
2018-01-07 03:00:00+00:00,5.7,283.0,1.3,881.0
2018-01-07 03:30:00+00:00,5.4,282.0,0.8,882.0
2018-01-07 04:00:00+00:00,5.0,281.0,0.3,882.0
2018-01-07 04:30:00+00:00,4.9,279.0,0.0,882.0
2018-01-07 05:00:00+00:00,4.8,278.0,-0.3,882.0
2018-01-07 05:30:00+00:00,4.8,276.0,-0.5,883.0
2018-01-07 06:00:00+00:00,4.8,275.0,-0.8,883.0
2018-01-07 06:30:00+00:00,4.9,274.0,-0.9,883.0
2018-01-07 07:00:00+00:00,4.9,273.0,-1.0,883.0
2018-01-07 07:30:00+00:00,4.9,272.0,-1.2,883.0
2018-01-07 08:00:00+00:00,4.9,271.0,-1.3,883.0
2018-01-07 08:30:00+00:00,4.8,271.0,-1.4,883.0
2018-01-07 09:00:00+00:00,4.8,271.0,-1.4,883.0
2018-01-07 09:30:00+00:00,4.7,272.0,-1.2,883.0
2018-01-07 10:00:00+00:00,4.7,273.0,-0.9,883.0
2018-01-07 10:30:00+00:00,4.4,273.0,-0.6,883.0
2018-01-07 11:00:00+00:00,4.2,273.0,-0.4,883.0
2018-01-07 11:30:00+00:00,3.8,273.0,-0.5,883.0
2018-01-07 12:00:00+00:00,3.4,273.0,-0.6,883.0
2018-01-07 12:30:00+00:00,3.3,273.0,-1.2,883.0
2018-01-07 13:00:00+00:00,3.1,274.0,-1.9,883.0
2018-01-07 13:30:00+00:00,3.2,273.0,-2.3,883.0
2018-01-07 14:00:00+00:00,3.3,273.0,-2.8,884.0
2018-01-07 14:30:00+00:00,3.6,272.0,-2.6,884.0
2018-01-07 15:00:00+00:00,3.9,271.0,-2.4,884.0
2018-01-07 15:30:00+00:00,4.1,268.0,-1.7,884.0
2018-01-07 16:00:00+00:00,4.2,266.0,-0.9,884.0
2018-01-07 16:30:00+00:00,4.2,265.0,-0.2,885.0
2018-01-07 17:00:00+00:00,4.2,265.0,0.5,885.0
2018-01-07 17:30:00+00:00,4.2,266.0,1.1,885.0
2018-01-07 18:00:00+00:00,4.2,266.0,1.6,885.0
2018-01-07 18:30:00+00:00,4.2,268.0,1.8,884.0
2018-01-07 19:00:00+00:00,4.2,269.0,2.1,884.0
2018-01-07 19:30:00+00:00,4.2,272.0,2.3,884.0
2018-01-07 20:00:00+00:00,4.1,274.0,2.5,884.0
2018-01-07 20:30:00+00:00,3.8,275.0,2.5,884.0
2018-01-07 21:00:00+00:00,3.5,276.0,2.5,884.0
2018-01-07 21:30:00+00:00,3.0,277.0,2.2,884.0
2018-01-07 22:00:00+00:00,2.6,277.0,1.9,884.0
2018-01-07 22:30:00+00:00,2.3,277.0,1.2,884.0
2018-01-07 23:00:00+00:00,2.1,277.0,0.6,884.0
2018-01-07 23:30:00+00:00,2.1,277.0,0.6,884.0
2018-01-08 00:00:00+00:00,1.9,277.0,-0.3,884.0
2018-01-08 00:30:00+00:00,1.8,274.0,-0.4,884.0
2018-01-08 01:00:00+00:00,1.7,270.0,-0.6,884.0
2018-01-08 01:30:00+00:00,1.7,264.0,-0.9,884.0
2018-01-08 02:00:00+00:00,1.7,259.0,-1.1,884.0
2018-01-08 02:30:00+00:00,1.8,251.0,-1.6,883.0
2018-01-08 03:00:00+00:00,1.9,244.0,-2.2,883.0
2018-01-08 03:30:00+00:00,2.1,241.0,-2.4,883.0
2018-01-08 04:00:00+00:00,2.2,239.0,-2.7,883.0
2018-01-08 04:30:00+00:00,2.3,241.0,-2.8,883.0
2018-01-08 05:00:00+00:00,2.3,243.0,-2.8,883.0
2018-01-08 05:30:00+00:00,2.4,245.0,-2.9,883.0
2018-01-08 06:00:00+00:00,2.4,246.0,-2.9,883.0
2018-01-08 06:30:00+00:00,2.5,246.0,-2.9,882.0
2018-01-08 07:00:00+00:00,2.6,246.0,-2.9,882.0
2018-01-08 07:30:00+00:00,2.6,246.0,-2.8,882.0
2018-01-08 08:00:00+00:00,2.6,246.0,-2.8,882.0
2018-01-08 08:30:00+00:00,2.5,246.0,-2.8,882.0
2018-01-08 09:00:00+00:00,2.4,245.0,-2.9,881.0
2018-01-08 09:30:00+00:00,2.4,247.0,-2.9,881.0
2018-01-08 10:00:00+00:00,2.4,249.0,-2.9,881.0
2018-01-08 10:30:00+00:00,2.3,251.0,-2.9,881.0
2018-01-08 11:00:00+00:00,2.3,254.0,-2.9,881.0
2018-01-08 11:30:00+00:00,2.4,254.0,-2.6,881.0
2018-01-08 12:00:00+00:00,2.5,255.0,-2.3,881.0
2018-01-08 12:30:00+00:00,2.7,255.0,-1.7,881.0
2018-01-08 13:00:00+00:00,2.9,255.0,-1.1,881.0
2018-01-08 13:30:00+00:00,3.0,256.0,-0.7,881.0
2018-01-08 14:00:00+00:00,3.1,256.0,-0.3,881.0
2018-01-08 14:30:00+00:00,3.1,257.0,0.0,881.0
2018-01-08 15:00:00+00:00,3.2,257.0,0.4,880.0
2018-01-08 15:30:00+00:00,3.2,259.0,0.9,880.0
2018-01-08 16:00:00+00:00,3.1,260.0,1.4,880.0
2018-01-08 16:30:00+00:00,3.0,262.0,1.7,880.0
2018-01-08 17:00:00+00:00,3.0,263.0,2.0,880.0
2018-01-08 17:30:00+00:00,2.8,264.0,2.1,880.0
2018-01-08 18:00:00+00:00,2.7,264.0,2.3,880.0
2018-01-08 18:30:00+00:00,2.4,263.0,2.5,879.0
2018-01-08 19:00:00+00:00,2.2,262.0,2.6,879.0
2018-01-08 19:30:00+00:00,2.1,262.0,2.9,879.0
2018-01-08 20:00:00+00:00,2.0,261.0,3.2,879.0
2018-01-08 20:30:00+00:00,1.9,259.0,3.4,879.0
2018-01-08 21:00:00+00:00,1.9,258.0,3.6,879.0
2018-01-08 21:30:00+00:00,1.7,256.0,3.2,879.0
2018-01-08 22:00:00+00:00,1.6,254.0,2.7,879.0
2018-01-08 22:30:00+00:00,1.6,252.0,1.5,879.0
2018-01-08 23:00:00+00:00,1.6,250.0,0.3,879.0
2018-01-08 23:30:00+00:00,1.6,250.0,0.3,879.0
2018-01-09 00:00:00+00:00,1.7,242.0,-1.1,879.0
2018-01-09 00:30:00+00:00,1.8,238.0,-1.4,879.0
2018-01-09 01:00:00+00:00,1.9,235.0,-1.6,878.0
2018-01-09 01:30:00+00:00,2.0,232.0,-1.8,878.0
2018-01-09 02:00:00+00:00,2.1,229.0,-1.9,878.0
2018-01-09 02:30:00+00:00,2.2,232.0,-2.1,878.0
2018-01-09 03:00:00+00:00,2.2,234.0,-2.2,878.0
2018-01-09 03:30:00+00:00,2.2,238.0,-2.4,878.0
2018-01-09 04:00:00+00:00,2.2,242.0,-2.5,878.0
2018-01-09 04:30:00+00:00,2.1,244.0,-2.5,878.0
2018-01-09 05:00:00+00:00,2.0,247.0,-2.4,877.0
2018-01-09 05:30:00+00:00,1.9,249.0,-2.3,877.0
2018-01-09 06:00:00+00:00,1.8,252.0,-2.1,877.0
2018-01-09 06:30:00+00:00,1.8,252.0,-1.9,877.0
2018-01-09 07:00:00+00:00,1.8,251.0,-1.7,877.0
2018-01-09 07:30:00+00:00,1.8,249.0,-1.6,877.0
2018-01-09 08:00:00+00:00,1.7,247.0,-1.5,876.0
2018-01-09 08:30:00+00:00,1.6,245.0,-1.5,876.0
2018-01-09 09:00:00+00:00,1.6,242.0,-1.4,876.0
2018-01-09 09:30:00+00:00,1.6,238.0,-1.3,876.0
2018-01-09 10:00:00+00:00,1.6,234.0,-1.2,875.0
2018-01-09 10:30:00+00:00,1.7,230.0,-0.9,875.0
2018-01-09 11:00:00+00:00,1.8,226.0,-0.6,875.0
2018-01-09 11:30:00+00:00,1.9,224.0,-0.2,875.0
2018-01-09 12:00:00+00:00,1.9,223.0,0.3,875.0
2018-01-09 12:30:00+00:00,1.9,222.0,0.5,874.0
2018-01-09 13:00:00+00:00,1.9,221.0,0.6,874.0
2018-01-09 13:30:00+00:00,2.0,219.0,0.3,874.0
2018-01-09 14:00:00+00:00,2.0,218.0,0.0,874.0
2018-01-09 14:30:00+00:00,2.0,217.0,0.2,873.0
