Year,Month,Day,Hour,Minute,Air Temperature at 80m (°C),Surface Air Pressure (Pa),Wind Speed at 80m (m/s),Wind Direction at 80m (°),,
2020,7,6,3,0,27.11,85920,2.68,125.95,,
2020,7,6,4,0,25.6,85860,3.99,74.55,,
2020,7,6,5,0,24.330000000000002,85840,5.23,117.95,,
2020,7,6,6,0,22.61,85870,10.33,153.59,,
2020,7,6,7,0,21.42,85840,9.41,150.57,,
2020,7,6,8,0,20.88,85870,8.6,157.15,,
2020,7,6,9,0,20.3,85860,7.3,163.08,,
2020,7,6,10,0,20.68,85830,5.95,172.19,,
2020,7,6,11,0,19.7,85900,6.5600000000000005,163.62,,
2020,7,6,12,0,19.36,85940,7.8500000000000005,189.81,,
2020,7,6,13,0,19.3,85920,7.62,198.94,,
2020,7,6,14,0,19.8,86000,7.3,209.09,,
2020,7,6,15,0,21.12,85990,5.9,222.66,,
2020,7,6,16,0,23.490000000000002,85950,5.51,221.92000000000002,,
2020,7,6,17,0,26.19,86000,4.8500000000000005,206.8,,
2020,7,6,18,0,28.27,85960,5.17,197.57,,
2020,7,6,19,0,29.79,85870,4.68,191.16,,
2020,7,6,20,0,31.080000000000002,85850,4.33,196.09,,
2020,7,6,21,0,32.2,85770,2.5300000000000002,219.84,,
2020,7,6,22,0,32.8,85700,4.6000000000000005,160.01,,
2020,7,6,23,0,32.67,85600,6.82,142.92000000000002,,
2020,7,7,0,0,32.8,85530,8,156.83,,
2020,7,7,1,0,31.71,85660,8.870000000000001,139.6,,
2020,7,7,2,0,30.18,85730,10.06,125.09,,
2020,7,7,3,0,28.26,85780,12.790000000000001,146.66,,
2020,7,7,4,0,26.5,85780,10.620000000000001,130.15,,
2020,7,7,5,0,25.23,85820,12.57,150.88,,
2020,7,7,6,0,24.73,85800,12.18,155.5,,
2020,7,7,7,0,23.52,85760,10.98,171.08,,
2020,7,7,8,0,22.6,85760,10.05,176.21,,
2020,7,7,9,0,21.93,85730,10.27,178.84,,
2020,7,7,10,0,21.47,85650,9.07,189.76,,
2020,7,7,11,0,21.19,85680,7.97,195.08,,
2020,7,7,12,0,21.89,85750,10.31,202.27,,
2020,7,7,13,0,21.12,85730,10.66,190.19,,
2020,7,7,14,0,22.2,85700,10.040000000000001,185.36,,
2020,7,7,15,0,25.21,85720,10.68,188.02,,
2020,7,7,16,0,28.52,85610,10.72,179.68,,
2020,7,7,17,0,30.14,85600,11,180.39000000000001,,
2020,7,7,18,0,31.87,85570,10.950000000000001,181.9,,
2020,7,7,19,0,33.230000000000004,85500,10.42,175.42000000000002,,
2020,7,7,20,0,34.27,85410,11.72,159.25,,
2020,7,7,21,0,33.33,85310,6.640000000000001,134.41,,
2020,7,7,22,0,32.51,85380,5.49,129.25,,
2020,7,7,23,0,33.01,85320,12.51,194.4,,
2020,7,8,0,0,31.990000000000002,85280,13.4,171.83,,
2020,7,8,1,0,27.240000000000002,85300,17.37,158.38,,
2020,7,8,2,0,23.84,85260,15.27,126.32000000000001,,
2020,7,8,3,0,26.29,85360,11.540000000000001,166.05,,
2020,7,8,4,0,24.19,85510,12.13,182.14000000000001,,
2020,7,8,5,0,22.03,85400,10.48,176.63,,
2020,7,8,6,0,24.43,85370,10.92,172.95000000000002,,
2020,7,8,7,0,24.11,85300,12.950000000000001,174.9,,
2020,7,8,8,0,24.34,85320,10.57,178.64000000000001,,
2020,7,8,9,0,23.71,85270,8.74,184.85,,
2020,7,8,10,0,22.2,85320,9.790000000000001,205.62,,
2020,7,8,11,0,20.85,85360,6.42,245.42000000000002,,
2020,7,8,12,0,19.740000000000002,85420,5.09,130.18,,
2020,7,8,13,0,19.740000000000002,85400,3.11,11.49,,
2020,7,8,14,0,19.62,85410,9.120000000000001,2.77,,
2020,7,8,15,0,21.84,85450,8.19,8.73,,
2020,7,8,16,0,23.68,85430,6.58,9.33,,
2020,7,8,17,0,25.21,85440,5.5600000000000005,1.18,,
2020,7,8,18,0,27.04,85490,4.05,356,,
2020,7,8,19,0,28.94,85420,2.8000000000000003,19.31,,
2020,7,8,20,0,30.39,85390,2.15,18.62,,
2020,7,8,21,0,31.29,85270,1.99,44.46,,
2020,7,8,22,0,31.970000000000002,85240,2.77,96.95,,
2020,7,8,23,0,31.87,85130,7.140000000000001,132.15,,
2020,7,9,0,0,30.14,85380,9.540000000000001,358.08,,
2020,7,9,1,0,27.68,85490,6.1000000000000005,103.42,,
2020,7,9,2,0,28.94,85340,5.0200000000000005,85.86,,
2020,7,9,3,0,28.48,85390,5.7700000000000005,58.88,,
2020,7,9,4,0,30.900000000000002,85320,0.97,179.12,,
2020,7,9,5,0,27.09,85210,5.0200000000000005,188.95000000000002,,
2020,7,9,6,0,27.41,85210,4.12,191.41,,
2020,7,9,7,0,24.66,85330,5.82,159.41,,
2020,7,9,8,0,22.41,85330,1.02,217.98000000000002,,
2020,7,9,9,0,21.2,85500,3.5,341.33,,
2020,7,9,10,0,20.53,85580,0.6,300.28000000000003,,
2020,7,9,11,0,18.96,85640,2.48,146.21,,
2020,7,9,12,0,18.5,85720,4.32,307.27,,
2020,7,9,13,0,16.16,85640,6.6000000000000005,327.1,,
2020,7,9,14,0,17.55,85710,5.55,336.77,,
2020,7,9,15,0,19.61,85820,7.63,343.87,,
2020,7,9,16,0,21.66,85830,5.63,0.8,,
2020,7,9,17,0,23.43,85880,4.19,18.740000000000002,,
2020,7,9,18,0,25.080000000000002,85880,2.4,51.85,,
2020,7,9,19,0,26.53,85850,4.46,126.17,,
2020,7,9,20,0,27.2,85830,5.34,141.89000000000001,,
2020,7,9,21,0,27.830000000000002,85790,4.51,154.74,,
2020,7,9,22,0,28.44,85740,5.01,148.21,,
2020,7,9,23,0,28.28,85680,6.46,136.6,,
2020,7,10,0,0,29.03,85690,6.8,134.11,,
2020,7,10,1,0,28.830000000000002,85750,8.1,128.86,,
2020,7,10,2,0,27.330000000000002,85800,6.4,117.14,,
2020,7,10,3,0,26.37,85930,7.11,146.86,,
2020,7,10,4,0,20.36,86000,7.24,105.29,,
2020,7,10,5,0,22.35,85930,8.28,152.57,,
2020,7,10,6,0,21.81,86070,10.34,178.71,,
2020,7,10,7,0,21.740000000000002,86030,11.36,158.44,,
2020,7,10,8,0,21.330000000000002,86110,10.1,163.70000000000002,,
2020,7,10,9,0,19.900000000000002,86100,9.59,164.75,,
2020,7,10,10,0,18.650000000000002,86060,8.45,165.58,,
2020,7,10,11,0,18.990000000000002,86060,9.51,176.44,,
2020,7,10,12,0,18.43,86140,9.370000000000001,186.69,,
2020,7,10,13,0,18.59,86090,10.75,195.71,,
2020,7,10,14,0,20.37,86140,9.57,200.82,,
2020,7,10,15,0,20.97,86120,8.870000000000001,205.28,,
2020,7,10,16,0,23.46,85970,8.59,217.37,,
2020,7,10,17,0,26.19,86040,7.01,225.38,,
2020,7,10,18,0,28.88,85990,5.84,239.91,,
2020,7,10,19,0,31.62,85950,4.42,235.29,,
2020,7,10,20,0,33.03,85920,5,186.57,,
2020,7,10,21,0,33.69,85870,4.08,211.24,,
2020,7,10,22,0,34.32,85810,3.75,182.8,,
2020,7,10,23,0,34.9,85710,7.97,216.26,,
2020,7,11,0,0,35.64,85590,11.21,238.64000000000001,,
2020,7,11,1,0,35.800000000000004,85620,11.51,275.08,,
2020,7,11,2,0,35.14,85710,12.19,307.26,,
2020,7,11,3,0,33.77,85710,12.4,306.85,,
2020,7,11,4,0,32.2,85830,6.76,323.47,,
2020,7,11,5,0,29.61,85800,10.15,346.15000000000003,,
2020,7,11,6,0,24.88,85980,8.2,357.44,,
2020,7,11,7,0,20.84,86090,9.76,352.73,,
2020,7,11,8,0,19.51,86170,10.92,343.83,,
2020,7,11,9,0,19.03,86270,10.75,337.84000000000003,,
2020,7,11,10,0,18.43,86320,11.540000000000001,343.36,,
2020,7,11,11,0,17.330000000000002,86390,11.57,354.05,,
2020,7,11,12,0,16.17,86460,13.25,2.61,,
2020,7,11,13,0,16.16,86500,12.91,3.23,,
2020,7,11,14,0,18.080000000000002,86540,11.61,9.58,,
2020,7,11,15,0,19.75,86550,8.28,22.400000000000002,,
2020,7,11,16,0,21.6,86500,5.79,27.89,,
2020,7,11,17,0,23.36,86530,3.49,30.39,,
2020,7,11,18,0,25.13,86510,2.79,39.15,,
2020,7,11,19,0,26.8,86410,2.11,39.44,,
2020,7,11,20,0,28.03,86350,1.61,25.03,,
2020,7,11,21,0,28.97,86260,1.84,34.5,,
2020,7,11,22,0,29.3,86200,2.19,52.02,,
2020,7,11,23,0,29.26,86160,4.97,110.66,,
2020,7,12,0,0,29.310000000000002,86130,5.08,108.57000000000001,,
2020,7,12,1,0,29.09,86080,6.140000000000001,103.74000000000001,,
2020,7,12,2,0,28.09,86120,6.58,100.60000000000001,,
2020,7,12,3,0,27.05,86200,6.71,120.76,,
2020,7,12,4,0,24.95,86180,10.76,128.18,,
2020,7,12,5,0,22.490000000000002,86190,11.16,128.78,,
2020,7,12,6,0,21.400000000000002,86210,9.8,137.17000000000002,,
2020,7,12,7,0,20.16,86180,8.78,148.52,,
2020,7,12,8,0,19.57,86160,10.48,157.77,,
2020,7,12,9,0,19.17,86100,10.96,158.41,,
2020,7,12,10,0,18.84,86070,11.34,159.56,,
2020,7,12,11,0,18.66,86080,12.030000000000001,166.96,,
2020,7,12,12,0,18.88,86110,13.24,168.5,,
2020,7,12,13,0,19.04,86050,15.15,172.29,,
2020,7,12,14,0,20.66,85980,15.47,177.16,,
2020,7,12,15,0,22.07,86010,12.22,186.34,,
2020,7,12,16,0,24.330000000000002,85910,12.39,193.45000000000002,,
2020,7,12,17,0,26.12,85900,9.3,194.48000000000002,,
2020,7,12,18,0,29.44,85810,6.29,203.77,,
2020,7,12,19,0,31.37,85730,2.86,209.54,,
2020,7,12,20,0,32.730000000000004,85660,1.94,267.12,,
2020,7,12,21,0,33.53,85550,2.21,41.410000000000004,,
2020,7,12,22,0,34.11,85530,5.54,338.91,,
2020,7,12,23,0,34.47,85470,1.43,14.530000000000001,,
2020,7,13,0,0,33.59,85450,6.24,121.02,,
2020,7,13,1,0,31.220000000000002,85500,6.3100000000000005,2.5300000000000002,,
2020,7,13,2,0,32.79,85440,3.69,92.09,,
2020,7,13,3,0,32.38,85500,3.2600000000000002,228.72,,
2020,7,13,4,0,28.16,85440,6.8,151.31,,
2020,7,13,5,0,27.580000000000002,85400,5.24,160.8,,
2020,7,13,6,0,25.09,85450,12.33,176.81,,
2020,7,13,7,0,22.81,85450,11.01,183.76,,
2020,7,13,8,0,21.94,85460,10.35,193.88,,
2020,7,13,9,0,22.39,85430,10.59,217.9,,
2020,7,13,10,0,21.650000000000002,85390,10.9,217.94,,
2020,7,13,11,0,22.63,85450,10.27,238.16,,
2020,7,13,12,0,26.38,85490,8.120000000000001,278.90000000000003,,
2020,7,13,13,0,28.330000000000002,85510,8.16,297.03000000000003,,
2020,7,13,14,0,26.650000000000002,85520,8.77,329.01,,
2020,7,13,15,0,27.17,85520,8.05,342.6,,
2020,7,13,16,0,27.89,85510,6.93,353.07,,
2020,7,13,17,0,29.17,85530,5.15,20.34,,
2020,7,13,18,0,30.63,85470,3.21,73.94,,
2020,7,13,19,0,31.78,85430,3.92,122.15,,
2020,7,13,20,0,32.14,85380,6.3500000000000005,139.36,,
2020,7,13,21,0,32.87,85230,7.640000000000001,132.96,,
2020,7,13,22,0,31.53,85450,1.6500000000000001,344.21,,
2020,7,13,23,0,31.36,85230,9.57,101.26,,
2020,7,14,0,0,28.29,85350,9.56,48.84,,
2020,7,14,1,0,21.22,85520,11.1,12.15,,
2020,7,14,2,0,19.77,85470,10.96,69.60000000000001,,
2020,7,14,3,0,22.53,85470,12.01,121.21000000000001,,
2020,7,14,4,0,19.95,85440,3.43,184.48,,
2020,7,14,5,0,19.900000000000002,85260,5.33,189.92000000000002,,
2020,7,14,6,0,18.96,85280,4.95,214.57,,
2020,7,14,7,0,18.52,85350,9.98,222.12,,
2020,7,14,8,0,18,85420,10.18,212.1,,
2020,7,14,9,0,18.92,85380,9.040000000000001,207.78,,
2020,7,14,10,0,19.06,85370,6.49,217.52,,
2020,7,14,11,0,17.13,85500,5.71,13.69,,
2020,7,14,12,0,14.52,85640,11.91,15.24,,
2020,7,14,13,0,13.98,85760,12.6,30.72,,
2020,7,14,14,0,13.08,85830,11.870000000000001,39.08,,
2020,7,14,15,0,13.71,85950,9.07,42.22,,
2020,7,14,16,0,13.92,85950,7.0600000000000005,40.59,,
2020,7,14,17,0,14.85,86040,5.61,30.59,,
2020,7,14,18,0,16.38,86070,4.54,45.78,,
2020,7,14,19,0,17.73,86080,3.9,70.61,,
2020,7,14,20,0,19.5,86050,4.96,78.49,,
2020,7,14,21,0,20.89,85880,5.38,85.44,,
2020,7,14,22,0,22.240000000000002,85880,5.14,99.66,,
2020,7,14,23,0,23.25,85850,7.59,115.53,,
2020,7,15,0,0,22.91,85890,7.2,120.32000000000001,,
2020,7,15,1,0,22.36,85900,7.92,113.5,,
2020,7,15,2,0,21.2,85980,8.120000000000001,123.04,,
2020,7,15,3,0,19.89,85990,6.98,114.13,,
2020,7,15,4,0,18.32,85920,7.13,94.41,,
2020,7,15,5,0,17.54,85990,7.38,115.59,,
2020,7,15,6,0,17.45,85940,7.76,136.03,,
2020,7,15,7,0,17,85910,8.94,154.04,,
2020,7,15,8,0,16.15,85920,8.73,139.41,,
2020,7,15,9,0,16.35,85910,6.53,134.32,,
2020,7,15,10,0,15.96,85900,7.17,149.34,,
2020,7,15,11,0,15.35,86020,6.29,121.53,,
2020,7,15,12,0,15.01,86060,5.6000000000000005,120.82000000000001,,
2020,7,15,13,0,14.6,86110,6.69,121.62,,
2020,7,15,14,0,14.94,86140,5.09,107.8,,
2020,7,15,15,0,15.780000000000001,86270,5.2,97.24000000000001,,
2020,7,15,16,0,14.700000000000001,86280,6.21,90.72,,
2020,7,15,17,0,14.58,86310,6.36,90.32000000000001,,
2020,7,15,18,0,15.030000000000001,86340,5.42,96.31,,
2020,7,15,19,0,15.92,86350,4.98,120.10000000000001,,
2020,7,15,20,0,18.150000000000002,86350,4.93,154.53,,
2020,7,15,21,0,19.92,86210,5.38,159.01,,
2020,7,15,22,0,21.330000000000002,86130,4.73,159.14000000000001,,
2020,7,15,23,0,22.29,86090,4.93,147.81,,
2020,7,16,0,0,22.61,86020,5.48,167.15,,
2020,7,16,1,0,22.57,86090,7.23,182.16,,
2020,7,16,2,0,22.31,86060,5.99,155.18,,
2020,7,16,3,0,21.42,86130,7.7,147.37,,
2020,7,16,4,0,20.02,86140,8.47,154.99,,
2020,7,16,5,0,18.79,86060,10.040000000000001,181.41,,
2020,7,16,6,0,18.54,85920,10.77,168.81,,
2020,7,16,7,0,17.53,85950,9.85,185.93,,
2020,7,16,8,0,17.72,85890,11.950000000000001,177.91,,
2020,7,16,9,0,18,85850,11.85,166.98,,
2020,7,16,10,0,17.41,85840,13.5,159.39000000000001,,
2020,7,16,11,0,17.09,85870,11.68,162.47,,
2020,7,16,12,0,18.61,85860,10.53,172,,
2020,7,16,13,0,17.66,85850,9.44,176.21,,
2020,7,16,14,0,17.400000000000002,85960,5.94,186.73,,
2020,7,16,15,0,19.51,85970,3.99,210.77,,
2020,7,16,16,0,22.19,85990,3.46,218.01,,
2020,7,16,17,0,25.18,85950,1.3800000000000001,269.54,,
2020,7,16,18,0,27.400000000000002,85940,3.86,353.61,,
2020,7,16,19,0,28.79,85940,3.75,19.5,,
2020,7,16,20,0,29.85,85930,3.4,42.33,,
2020,7,16,21,0,30.72,85820,3.36,64.7,,
2020,7,16,22,0,31.41,85780,3.77,70.04,,
2020,7,16,23,0,31.94,85780,3.98,110.97,,
2020,7,17,0,0,32.26,85770,3.4,111.83,,
2020,7,17,1,0,32.38,85760,3.7800000000000002,138.89000000000001,,
2020,7,17,2,0,30.85,85820,6.38,234.97,,
2020,7,17,3,0,27.93,85880,6.3500000000000005,254.04,,
2020,7,17,4,0,27.17,85860,5.33,228.89000000000001,,
2020,7,17,5,0,27.53,85860,6.2700000000000005,194.99,,
2020,7,17,6,0,26.240000000000002,85840,7.16,177.04,,
2020,7,17,7,0,25.54,85830,8.26,198.22,,
2020,7,17,8,0,25.650000000000002,85830,8.68,200.11,,
2020,7,17,9,0,25.51,85770,9.66,213.59,,
2020,7,17,10,0,23.88,85810,8.86,228.23000000000002,,
2020,7,17,11,0,24.87,85820,5.98,238.38,,
2020,7,17,12,0,24.900000000000002,85790,2.82,301.85,,
2020,7,17,13,0,22.96,85870,1.95,26.57,,
2020,7,17,14,0,23.580000000000002,85900,2.99,4.44,,
2020,7,17,15,0,25.96,85960,4.96,355.05,,
2020,7,17,16,0,28.7,85950,4.11,352.65000000000003,,
2020,7,17,17,0,30.44,85920,4.57,352.46,,
2020,7,17,18,0,31.5,85860,4.5,351.15000000000003,,
2020,7,17,19,0,32.38,85790,5.15,349.26,,
2020,7,17,20,0,33.02,85770,5.01,335.82,,
2020,7,17,21,0,33.33,85710,5.84,341.68,,
2020,7,17,22,0,33.79,85660,4.36,275.67,,
2020,7,17,23,0,33.77,85590,3.73,250.59,,
2020,7,18,0,0,34.07,85600,4.67,219.13,,
2020,7,18,1,0,33.47,85640,5.87,177,,
2020,7,18,2,0,32.980000000000004,85680,5.16,170.36,,
2020,7,18,3,0,32.14,85740,7.46,154.36,,
2020,7,18,4,0,29.96,85670,3.52,192.05,,
2020,7,18,5,0,31.39,85650,5.17,243.36,,
2020,7,18,6,0,31.73,85620,4.99,288.6,,
2020,7,18,7,0,27.82,85600,7.28,268.11,,
2020,7,18,8,0,29.42,85500,10.22,284.32,,
2020,7,18,9,0,28.8,85520,9.17,288.82,,
2020,7,18,10,0,27.04,85550,10.48,302.86,,
2020,7,18,11,0,26.73,85560,12.91,303.40000000000003,,
2020,7,18,12,0,26.88,85600,11.9,308.82,,
2020,7,18,13,0,26.13,85640,9.94,317.2,,
2020,7,18,14,0,26.63,85750,8.11,336.01,,
2020,7,18,15,0,28.740000000000002,85760,6.08,347.25,,
2020,7,18,16,0,29.72,85820,7.58,349.58,,
2020,7,18,17,0,30.47,85750,9.68,337.8,,
2020,7,18,18,0,31.88,85770,9.01,335.06,,
2020,7,18,19,0,32.75,85690,6.55,352.94,,
2020,7,18,20,0,32.52,85690,7.79,17.240000000000002,,
2020,7,18,21,0,31.970000000000002,85710,7.8500000000000005,17.77,,
2020,7,18,22,0,28.88,85860,11.06,277.83,,
2020,7,18,23,0,30.72,85800,5.7,21.09,,
2020,7,19,0,0,30.51,85800,8.67,41.17,,
2020,7,19,1,0,29.25,85900,7.13,37.02,,
2020,7,19,2,0,28.13,85830,4.03,52.18,,
2020,7,19,3,0,25.8,85880,8.75,64.66,,
2020,7,19,4,0,24.26,85920,5.49,68.24,,
2020,7,19,5,0,22.04,85910,9.34,77.97,,
2020,7,19,6,0,20.54,86020,9.07,95.78,,
2020,7,19,7,0,19.400000000000002,86030,8.620000000000001,109.14,,
2020,7,19,8,0,18.59,86020,9.43,121.97,,
2020,7,19,9,0,17.87,86080,7.97,126.41,,
2020,7,19,10,0,17.07,86080,7.8500000000000005,126.5,,
2020,7,19,11,0,16.75,86150,6.32,139.93,,
2020,7,19,12,0,16.96,86130,6.49,139.23,,
2020,7,19,13,0,16.73,86140,5.97,137.18,,
2020,7,19,14,0,17.36,86070,6.68,148.51,,
2020,7,19,15,0,18.26,86080,5.5,144.8,,
2020,7,19,16,0,20.05,86040,3.3200000000000003,160.8,,
2020,7,19,17,0,21.63,86050,3.31,190.77,,
2020,7,19,18,0,23.98,86000,3.24,173.26,,
2020,7,19,19,0,26.39,85880,3.8200000000000003,166.61,,
2020,7,19,20,0,28.490000000000002,85860,4.83,154.31,,
2020,7,19,21,0,29.7,85720,5.64,150.83,,
2020,7,19,22,0,30.51,85680,5.91,133.96,,
2020,7,19,23,0,30.93,85610,7.57,136.16,,
2020,7,20,0,0,21.43,85800,20.47,172.16,,
2020,7,20,1,0,19,85750,13.98,108.3,,
2020,7,20,2,0,19.330000000000002,85750,9.77,122.60000000000001,,
2020,7,20,3,0,23.05,85750,10.24,153.53,,
2020,7,20,4,0,21.88,85790,11.15,158.38,,
2020,7,20,5,0,20.61,85640,11.950000000000001,177.46,,
2020,7,20,6,0,20.91,85680,10.52,184.15,,
2020,7,20,7,0,20.36,85680,11.84,173.93,,
2020,7,20,8,0,19.42,85720,8.790000000000001,172.67000000000002,,
2020,7,20,9,0,18.56,85730,5.11,161.20000000000002,,
2020,7,20,10,0,17.82,85700,6.58,144.89000000000001,,
2020,7,20,11,0,17.650000000000002,85700,8.45,158.14000000000001,,
2020,7,20,12,0,15.450000000000001,85760,8.99,121.81,,
2020,7,20,13,0,15.44,85790,4.96,143.02,,
2020,7,20,14,0,16.77,85850,2.84,181.53,,
2020,7,20,15,0,18.45,85870,1.02,331.08,,
2020,7,20,16,0,19.92,85860,3.45,39.160000000000004,,
2020,7,20,17,0,21.52,85870,3.83,58.4,,
2020,7,20,18,0,23.07,85850,4.13,82.78,,
2020,7,20,19,0,24.490000000000002,85840,4.39,93.17,,
2020,7,20,20,0,25.42,85810,4.51,98.92,,
2020,7,20,21,0,26.080000000000002,85780,4.42,94.46000000000001,,
2020,7,20,22,0,27.16,85660,4.72,84.23,,
2020,7,20,23,0,28.01,85550,4.78,35.99,,
2020,7,21,0,0,27.57,85660,1.93,79.55,,
2020,7,21,1,0,27.43,85650,1.24,307.38,,
2020,7,21,2,0,26.810000000000002,85680,1.96,331.17,,
2020,7,21,3,0,25.3,85750,2.6,15.24,,
2020,7,21,4,0,20.88,85810,8.66,107.48,,
2020,7,21,5,0,20.42,85800,7.3,110.78,,
2020,7,21,6,0,17.94,85850,2.71,163.82,,
2020,7,21,7,0,16.7,85950,4.83,103.16,,
2020,7,21,8,0,16.52,86050,3.99,108.07000000000001,,
2020,7,21,9,0,15.93,86020,3.3200000000000003,41.01,,
2020,7,21,10,0,15.56,86000,5.73,16.04,,
2020,7,21,11,0,15.39,86040,6.42,32.36,,
2020,7,21,12,0,17.06,86110,7.97,19.56,,
2020,7,21,13,0,16,86090,6.26,38.76,,
2020,7,21,14,0,16.64,86110,7.59,53.56,,
2020,7,21,15,0,18.36,86120,5.88,52.11,,
2020,7,21,16,0,19.48,86110,4.11,90.77,,
2020,7,21,17,0,20.92,86090,4.8,102.62,,
2020,7,21,18,0,22.78,86080,4.98,105.94,,
2020,7,21,19,0,24.46,86050,5.78,116.08,,
2020,7,21,20,0,25.64,85980,6.46,126.05,,
2020,7,21,21,0,26.13,85890,7.53,117.34,,
2020,7,21,22,0,26.79,85860,8.89,115.54,,
2020,7,21,23,0,27.12,85790,10.07,114.18,,
2020,7,22,0,0,27.54,85810,10.06,116.29,,
2020,7,22,1,0,26.36,85830,11.88,125.99000000000001,,
2020,7,22,2,0,17.16,86030,14.01,170.23,,
2020,7,22,3,0,18.53,85950,11.450000000000001,124.34,,
2020,7,22,4,0,20.16,86050,8.81,88.61,,
2020,7,22,5,0,18.21,86100,13,44.95,,
2020,7,22,6,0,17.22,86050,14.22,96.91,,
2020,7,22,7,0,18.240000000000002,85930,15.280000000000001,110.94,,
2020,7,22,8,0,16.2,85880,12.64,126.67,,
2020,7,22,9,0,16.330000000000002,85900,13.4,142.56,,
2020,7,22,10,0,16.580000000000002,85810,10.52,166.16,,
2020,7,22,11,0,16.17,85870,9.25,162.72,,
2020,7,22,12,0,15.73,85900,8.09,158.3,,
2020,7,22,13,0,15.32,85890,7.37,176.25,,
2020,7,22,14,0,15.700000000000001,85920,7.2700000000000005,187.42000000000002,,
2020,7,22,15,0,16.69,85940,5.16,171.26,,
2020,7,22,16,0,18.78,85950,3.62,160.71,,
2020,7,22,17,0,20.55,85910,3.2600000000000002,158.67000000000002,,
2020,7,22,18,0,22.6,85830,3.15,135.3,,
2020,7,22,19,0,25.63,85770,3.56,151.76,,
2020,7,22,20,0,28.1,85740,4.3500000000000005,156.4,,
2020,7,22,21,0,29.400000000000002,85660,4.58,132.1,,
2020,7,22,22,0,30.580000000000002,85610,5.66,134.31,,
2020,7,22,23,0,30.59,85510,5.73,107.08,,
2020,7,23,0,0,30.79,85620,6.97,101.75,,
2020,7,23,1,0,29.54,85630,9.27,83.2,,
2020,7,23,2,0,28.02,85620,7.59,84.54,,
2020,7,23,3,0,27.21,85680,10.24,94.77,,
2020,7,23,4,0,27.47,85600,9.040000000000001,121.77,,
2020,7,23,5,0,26.36,85580,7.9,171.18,,
2020,7,23,6,0,24.810000000000002,85570,6.71,167.49,,
2020,7,23,7,0,25.63,85640,7.9,202.22,,
2020,7,23,8,0,25.3,85620,6.19,181.13,,
2020,7,23,9,0,25.17,85640,9.19,196.53,,
2020,7,23,10,0,24.44,85640,7.37,205.57,,
2020,7,23,11,0,23.64,85670,3.13,238.99,,
2020,7,23,12,0,24.01,85790,4.72,306.14,,
2020,7,23,13,0,24.43,85840,6.11,306.91,,
2020,7,23,14,0,24.76,85850,5.67,317.89,,
2020,7,23,15,0,26.04,85840,5.89,321.1,,
2020,7,23,16,0,27.48,85840,4.93,323.21,,
2020,7,23,17,0,28.62,85780,3.19,332.40000000000003,,
2020,7,23,18,0,29.38,85830,1.34,142.38,,
2020,7,23,19,0,30.11,85820,4.4,179.05,,
2020,7,23,20,0,30.1,85800,5.25,183.06,,
2020,7,23,21,0,31.14,85660,5.2,165.11,,
2020,7,23,22,0,29.39,85650,13.58,127.02,,
2020,7,23,23,0,29.94,85570,11.120000000000001,124.71000000000001,,
2020,7,24,0,0,31.43,85590,4.75,166.66,,
2020,7,24,1,0,30.64,85670,9.88,162.53,,
2020,7,24,2,0,28.91,85680,9.89,128.19,,
2020,7,24,3,0,27.6,85760,9.73,156.63,,
2020,7,24,4,0,20.98,85870,17.29,129.97,,
2020,7,24,5,0,19.68,85810,14.27,122.92,,
2020,7,24,6,0,19.150000000000002,85890,14.11,130.01,,
2020,7,24,7,0,19.32,85900,12.01,127.68,,
2020,7,24,8,0,19.990000000000002,85780,8.92,149.39000000000001,,
2020,7,24,9,0,18.7,85650,6.65,165.02,,
2020,7,24,10,0,18.27,85570,7.34,166.28,,
2020,7,24,11,0,18.12,85630,7.38,165.38,,
2020,7,24,12,0,18.47,85700,8.98,159.15,,
2020,7,24,13,0,18.87,85730,8.5,173.89000000000001,,
2020,7,24,14,0,19.830000000000002,85710,7.3,190.08,,
2020,7,24,15,0,21.26,85770,3.39,182.74,,
2020,7,24,16,0,22.400000000000002,85750,2.57,208.53,,
2020,7,24,17,0,25.37,85660,2.19,201.70000000000002,,
2020,7,24,18,0,28.14,85700,1.04,161.46,,
2020,7,24,19,0,29.44,85710,3.81,128.73,,
2020,7,24,20,0,30.1,85650,3.6,141.84,,
2020,7,24,21,0,30.54,85640,2.43,110.15,,
2020,7,24,22,0,30.98,85580,5.12,347.25,,
2020,7,24,23,0,30.68,85550,7.1000000000000005,1.11,,
2020,7,25,0,0,28.3,85700,5.87,103.55,,
2020,7,25,1,0,29.41,85620,3.68,40,,
2020,7,25,2,0,23.990000000000002,85660,6.2,173.39000000000001,,
2020,7,25,3,0,26.84,85670,3.42,239.34,,
2020,7,25,4,0,24.02,85720,7.72,226.67000000000002,,
2020,7,25,5,0,23.56,85760,10.21,235.64000000000001,,
2020,7,25,6,0,25.28,85710,7.98,282.16,,
2020,7,25,7,0,25.04,85770,5.88,281.86,,
2020,7,25,8,0,24.32,85760,4.43,256.14,,
2020,7,25,9,0,22.89,85730,6.2700000000000005,230.27,,
2020,7,25,10,0,22.88,85760,6.55,240.70000000000002,,
2020,7,25,11,0,22.17,85730,7.28,242.46,,
2020,7,25,12,0,21.23,85790,7.09,231.26,,
2020,7,25,13,0,22.03,85830,5.7,248.66,,
2020,7,25,14,0,22.35,85860,5.0600000000000005,238.35,,
